date,pressure,temperature,wind
2010-01-26T09:27:38,1015.8,16.3,4.5
2010-07-01T11:33:36,1018.3,22.8,3.4
2010-07-04T04:23:40,1016.5,19.8,3.2
2010-06-06T07:39:13,1016.8,7.5,3.5
2010-04-21T06:54:06,1017.8,18.2,3.3
2010-05-18T19:20:59,1018.2,20.5,3.7
2010-08-04T23:59:22,1015.9,9.7,3.7
2010-06-25T11:50:03,1015.6,7.2,3.2
2010-10-30T20:03:36,1017.4,20.4,3.9
2010-07-08T17:11:32,1017.5,24.4,4.0
2010-07-02T17:54:37,1016.9,15.9,3.5
2010-06-21T04:48:48,1017.9,7.6,3.3
2010-12-07T15:41:38,1015.5,12.8,3.2
2010-03-03T01:45:07,1015.7,11.1,3.1
2010-07-05T04:26:08,1017.6,3.3,3.3
2010-06-28T16:54:39,1017.2,6.7,3.1
2010-02-14T12:33:07,1016.4,12.4,2.8
2010-08-16T17:13:59,1016.5,10.1,3.0
2010-05-24T00:45:42,1016.9,8.6,3.8
2010-12-06T17:20:23,1017.6,11.9,3.9
2010-01-10T14:34:09,1017.1,9.1,4.2
2010-05-27T15:05:39,1016.8,6.6,3.0
2010-09-03T02:56:40,1017.3,11.2,4.0
2010-07-27T17:09:30,1017.9,20.5,2.5
2010-06-30T22:16:07,1016.3,12.4,3.6
2010-01-05T11:42:50,1017.4,18.4,3.6
2010-04-02T22:36:13,1018.3,4.9,3.4
2010-10-16T13:45:29,1017.1,20.2,2.8
2010-10-17T15:13:04,1016.2,6.2,4.6
2010-03-12T13:08:43,1017.2,21.4,3.5
2010-04-20T17:35:05,1018.0,11.3,3.9
2010-06-16T19:39:05,1017.4,11.7,3.1
2010-12-24T14:54:04,1017.5,7.7,3.5
2010-04-21T15:30:31,1017.3,17.8,3.1
2010-05-07T13:20:09,1017.1,5.6,3.6
2010-08-14T11:47:27,1017.3,8.7,3.3
2010-05-06T10:37:47,1018.0,22.3,3.8
2010-09-15T03:45:21,1017.2,13.5,3.1
2010-09-08T00:24:51,1017.0,3.5,2.6
2010-08-20T16:06:21,1017.7,13.2,3.0
2010-12-11T02:23:54,1016.7,8.1,3.0
2010-03-28T06:26:59,1017.2,5.6,4.3
2010-03-17T00:16:28,1018.9,5.7,3.9
2010-07-05T20:43:44,1016.9,10.5,3.7
2010-04-30T11:18:25,1018.8,7.1,3.9
2010-11-28T11:21:45,1017.8,11.2,3.9
2010-01-08T06:42:18,1019.4,11.2,3.1
2010-07-06T23:41:40,1017.3,7.9,3.0
2010-11-21T19:01:02,1017.7,24.4,4.5
2010-11-27T18:52:28,1016.9,3.3,4.2
2010-06-17T04:36:22,1017.4,10.4,4.0
2010-04-20T22:24:58,1016.5,19.8,4.2
2010-12-19T01:08:50,1016.5,12.7,3.1
2010-03-08T22:46:07,1017.8,13.1,4.7
2010-04-01T02:28:39,1017.9,22.2,3.6
2010-05-25T12:32:58,1017.2,14.5,3.7
2010-10-21T09:02:23,1016.6,17.7,3.3
2010-02-24T07:29:40,1016.8,10.0,3.6
2010-08-01T18:02:39,1017.3,7.4,3.9
2010-12-21T04:55:34,1017.7,16.8,4.0
2010-05-07T11:20:02,1017.3,9.5,4.4
2010-09-05T09:12:15,1017.5,10.3,3.9
2010-11-14T12:30:17,1016.9,8.5,4.7
2010-03-05T20:56:12,1017.5,11.7,3.5
2010-05-24T15:45:24,1017.2,3.8,3.7
2010-10-18T02:33:41,1016.4,8.3,3.2
2010-05-06T15:03:52,1017.6,8.8,3.4
2010-12-06T07:45:12,1018.3,9.5,3.8
2010-06-11T10:06:39,1016.6,14.1,3.5
2010-01-29T18:23:00,1016.8,10.3,3.7
2010-08-03T04:35:40,1016.7,14.6,3.0
2010-04-24T22:03:03,1018.6,13.3,3.5
2010-09-01T17:12:01,1018.8,10.7,3.3
2010-02-24T07:06:08,1017.0,19.2,3.0
2010-08-16T10:58:20,1016.7,7.1,4.0
2010-12-01T09:12:06,1018.1,22.5,3.6
2010-08-27T08:27:40,1016.4,4.5,3.5
2010-01-29T06:40:49,1017.6,17.4,3.1
2010-10-04T20:12:16,1018.2,18.2,3.5
2010-01-12T15:41:51,1016.7,9.7,4.3
2010-02-25T00:04:22,1018.1,4.7,3.1
2010-05-21T16:11:35,1017.1,9.3,3.5
2010-03-16T20:29:00,1017.8,15.3,4.6
2010-02-21T14:02:46,1016.6,12.2,3.9
2010-02-27T18:38:19,1017.1,9.6,3.0
2010-09-08T09:11:35,1016.5,3.8,3.9
2010-09-24T15:18:04,1017.2,5.4,3.6
2010-10-27T00:08:39,1016.9,8.2,4.4
2010-02-19T18:31:56,1017.2,10.5,4.2
2010-10-11T16:01:07,1017.2,14.2,3.9
2010-12-27T11:16:45,1017.4,7.1,3.3
2010-05-05T23:16:17,1016.7,7.5,3.1
2010-01-06T02:17:53,1016.9,5.4,3.3
2010-11-04T05:52:48,1017.1,3.8,4.0
2010-03-18T11:45:55,1017.6,7.8,3.2
2010-05-17T02:35:52,1018.1,10.2,4.7
2010-05-01T16:17:49,1016.9,19.1,3.5
2010-01-08T10:35:56,1016.0,5.6,3.9
2010-04-30T06:06:40,1019.1,9.9,3.5
2010-02-24T06:34:54,1017.3,18.0,3.5
2010-07-11T08:15:22,1017.6,16.2,4.5
2010-11-08T16:01:06,1016.2,9.5,3.7
2010-02-25T16:18:27,1016.5,9.6,3.9
2010-10-25T21:30:45,1017.5,10.0,3.0
2010-09-06T10:52:43,1018.1,6.8,3.7
2010-08-22T06:54:32,1016.8,19.3,3.6
2010-04-25T20:54:53,1015.8,19.5,3.2
2010-06-24T14:15:47,1017.4,15.4,4.1
2010-03-29T22:04:52,1016.2,10.3,2.9
2010-07-14T01:39:23,1016.6,4.3,3.8
2010-01-04T04:49:42,1017.8,3.2,3.6
2010-09-24T08:38:49,1017.0,14.1,3.5
2010-08-04T10:02:54,1016.9,11.6,2.7
2010-11-04T19:37:58,1017.4,14.8,3.6
2010-07-14T19:08:03,1017.8,9.8,4.0
2010-03-24T16:18:15,1017.1,5.8,3.1
2010-08-19T15:23:18,1017.0,9.9,3.8
2010-01-15T14:06:17,1015.6,13.1,3.1
2010-11-03T14:41:26,1017.5,3.1,3.5
2010-05-06T02:02:53,1017.1,14.3,3.4
2010-01-29T12:37:29,1017.1,16.3,3.7
2010-10-09T14:18:51,1017.4,11.7,3.5
2010-03-13T20:43:49,1016.7,18.3,2.8
2010-10-26T11:02:21,1015.6,6.5,3.8
2010-06-27T04:51:22,1017.1,10.5,3.8
2010-05-21T20:55:16,1017.3,18.3,3.4
2010-01-02T01:01:55,1017.1,11.4,3.2
2010-01-21T10:24:50,1018.2,3.9,3.1
2010-11-12T00:11:04,1017.5,11.8,3.0
2010-07-20T14:54:48,1018.7,6.7,4.0
2010-04-16T21:41:00,1017.2,6.3,3.2
2010-09-18T19:06:46,1016.1,11.2,2.9
2010-08-20T21:37:18,1016.8,7.5,3.0
2010-02-12T19:38:06,1016.5,18.3,3.2
2010-09-01T09:55:21,1017.3,7.9,3.1
2010-12-28T14:53:13,1017.3,24.4,3.4
2010-03-14T01:59:05,1017.6,4.6,3.7
2010-11-02T06:49:51,1016.9,8.2,3.0
2010-01-03T16:50:02,1017.0,9.5,3.4
2010-01-12T23:56:40,1016.6,7.6,3.4
2010-10-07T05:52:19,1018.2,6.9,3.9
2010-11-02T09:25:18,1017.3,19.4,3.5
2010-04-20T06:57:11,1017.7,9.5,3.8
2010-11-04T22:25:42,1018.0,8.8,3.9
2010-07-27T23:23:53,1016.4,7.3,4.1
2010-09-24T19:40:12,1017.3,6.7,4.4
2010-12-19T21:41:39,1015.9,8.0,3.3
2010-12-28T02:02:03,1017.8,8.7,3.4
2010-07-15T02:44:35,1017.1,10.8,3.9
2010-10-04T21:25:50,1017.5,5.9,4.2
2010-04-13T04:10:47,1017.9,10.0,3.0
2010-08-31T13:42:55,1016.2,15.3,3.3
2010-09-03T07:46:20,1016.8,9.9,4.1
2010-03-10T00:52:04,1016.5,24.4,3.9
2010-12-21T18:37:03,1018.0,14.1,3.8
2010-11-09T18:09:07,1016.9,8.3,3.1
2010-10-19T17:51:07,1015.9,13.5,3.5
2010-02-27T01:49:11,1016.4,12.4,3.8
2010-04-21T03:23:54,1017.3,7.0,3.8
2010-10-07T20:43:01,1017.9,9.7,3.7
2010-01-12T20:50:33,1016.7,8.2,3.1
2010-07-02T23:24:45,1015.6,7.3,3.7
2010-08-28T20:27:24,1017.1,12.1,4.3
2010-04-13T02:42:26,1016.4,11.2,3.4
2010-02-27T13:09:55,1017.1,14.5,3.3
2010-10-18T16:30:10,1017.2,8.4,3.4
2010-01-12T21:23:54,1017.3,12.7,4.2
2010-04-24T22:25:13,1016.7,4.4,4.1
2010-09-25T04:17:51,1015.5,8.6,3.2
2010-07-02T00:07:47,1017.6,6.0,3.6
2010-05-05T12:15:15,1015.9,24.4,3.8
2010-02-08T17:31:51,1017.7,20.5,3.5
2010-10-01T05:10:42,1016.7,12.5,3.2
2010-02-10T06:39:50,1016.8,12.7,3.7
2010-06-15T23:05:37,1016.0,11.0,3.8
2010-12-21T05:49:27,1017.4,7.4,3.7
2010-06-01T23:40:23,1015.7,10.3,4.1
2010-04-18T23:06:55,1016.9,17.2,3.4
2010-10-15T08:36:19,1017.0,5.0,3.4
2010-08-24T16:25:07,1016.9,5.7,3.1
2010-11-27T00:29:07,1015.9,8.8,3.4
2010-09-15T06:26:10,1017.0,18.4,4.7
2010-04-25T19:00:30,1017.4,10.6,3.1
2010-05-26T12:59:55,1017.9,10.2,3.7
2010-11-13T00:01:12,1017.4,24.4,3.8
2010-10-16T16:56:49,1017.3,14.6,3.5
2010-10-17T02:47:41,1017.2,14.1,3.9
2010-09-03T16:41:26,1017.7,10.1,3.1
2010-06-11T01:28:52,1018.3,17.8,4.0
2010-06-24T01:14:08,1017.5,12.0,4.2
2010-06-17T11:06:32,1017.5,10.6,3.5
2010-03-28T13:33:04,1016.4,24.4,3.8
2010-11-21T06:11:15,1016.8,5.9,3.8
2010-04-05T13:56:20,1016.9,7.7,3.8
2010-06-26T00:39:31,1017.8,9.4,3.0
2010-10-24T13:48:35,1017.2,15.5,3.7
2010-07-24T09:51:51,1016.9,9.0,4.1
2010-02-18T02:59:39,1019.1,3.2,4.0
2010-09-05T00:58:28,1017.0,18.4,3.3
2010-05-16T04:03:30,1016.9,10.4,3.8
2010-11-29T22:48:15,1016.5,24.4,4.3
2010-12-05T15:37:47,1018.2,7.6,3.9
2010-08-16T13:08:25,1019.2,9.5,4.7
2010-10-22T05:18:00,1017.6,8.8,3.0
2010-10-03T21:11:27,1017.2,15.5,3.5
2010-07-07T06:03:18,1016.4,11.8,4.1
2010-06-17T00:57:42,1017.2,9.7,2.9
2010-08-03T20:50:21,1017.6,8.8,3.8
2010-03-03T02:51:13,1016.7,9.6,3.3
2010-10-04T13:09:21,1015.4,7.2,3.2
2010-11-20T20:39:27,1018.1,18.0,3.6
2010-10-21T02:28:32,1016.1,18.3,3.9
2010-12-14T15:15:42,1016.9,7.6,3.5
2010-02-23T01:33:16,1016.8,5.6,4.6
2010-02-01T22:49:28,1017.2,8.1,3.1
2010-05-20T19:47:16,1017.4,5.5,2.8
2010-06-02T04:26:28,1017.6,12.2,3.5
2010-07-29T14:55:28,1017.7,13.2,4.3
2010-12-05T12:53:34,1017.4,8.0,3.0
2010-07-26T15:45:49,1016.9,9.3,3.8
2010-07-03T00:05:47,1016.9,17.9,3.9
2010-08-11T12:10:13,1016.8,7.8,3.6
2010-09-28T13:20:29,1016.8,10.7,3.2
2010-03-31T23:58:06,1016.7,8.9,3.0
2010-09-05T23:49:11,1016.7,11.1,4.1
2010-12-16T18:15:49,1017.0,6.4,3.1
2010-10-12T08:17:01,1019.4,9.5,3.4
2010-09-30T13:58:19,1016.7,11.2,2.9
2010-04-15T23:54:29,1018.0,9.1,4.3
2010-05-03T10:41:44,1017.1,5.2,4.1
2010-10-14T21:07:30,1016.8,10.1,3.7
2010-01-21T04:46:27,1017.7,8.7,3.1
2010-04-19T04:55:12,1018.2,15.4,4.1
2010-06-21T11:59:34,1016.9,14.6,3.1
2010-03-10T01:06:53,1018.4,14.1,3.5
2010-05-16T20:39:23,1017.5,22.0,4.6
2010-09-25T10:36:55,1015.7,16.2,4.1
2010-05-17T18:39:19,1017.5,10.8,3.6
2010-06-18T21:28:19,1017.1,7.4,4.2
2010-11-27T22:06:53,1015.4,5.4,3.2
2010-04-19T13:17:34,1017.5,5.8,3.7
2010-01-26T08:05:25,1017.5,12.4,2.5
2010-05-17T23:52:34,1017.8,11.3,3.3
2010-12-16T12:08:29,1017.3,10.8,3.7
2010-03-05T11:12:52,1016.1,16.5,3.8
2010-12-12T12:25:52,1016.5,9.9,2.9
2010-08-20T18:59:23,1016.6,13.2,3.6
2010-01-08T08:12:02,1017.1,24.0,3.6
2010-05-16T09:25:58,1017.7,10.2,3.3
2010-01-20T06:23:26,1018.0,7.2,3.3
2010-10-13T12:35:42,1017.4,13.4,3.4
2010-08-01T17:37:52,1018.2,16.3,3.9
2010-05-22T11:42:48,1016.8,13.8,3.2
2010-04-09T14:39:57,1018.2,6.9,3.3
2010-06-18T22:41:00,1016.5,6.3,4.1
2010-06-12T23:07:16,1016.5,12.6,3.8
2010-08-20T06:08:15,1017.9,15.6,4.3
2010-05-01T03:01:51,1017.0,11.5,3.4
2010-11-07T06:16:16,1017.2,18.8,3.8
2010-05-16T03:45:10,1016.7,23.8,4.2
2010-10-28T22:55:04,1017.2,8.4,4.1
2010-09-23T15:01:42,1016.9,11.6,4.1
2010-06-28T23:22:37,1018.0,11.8,3.2
2010-01-01T04:15:36,1018.4,14.2,3.6
2010-09-11T21:38:04,1018.1,24.4,3.5
2010-08-10T20:20:49,1018.6,12.8,3.3
2010-12-13T08:07:10,1016.2,11.1,3.8
2010-10-11T23:59:32,1016.9,6.6,3.8
2010-05-26T04:38:34,1017.5,9.7,4.0
2010-12-03T17:07:02,1017.9,10.3,4.0
2010-10-19T07:14:54,1016.9,10.2,3.9
2010-03-29T17:12:21,1017.4,24.4,4.0
2010-01-14T19:16:11,1017.9,8.8,3.4
2010-11-25T12:42:19,1016.7,16.4,3.1
2010-04-04T12:41:16,1016.6,13.2,3.5
2010-02-25T02:44:45,1017.1,9.9,4.6
2010-07-13T19:40:09,1016.9,14.6,4.0
2010-02-28T15:27:46,1018.1,12.3,2.9
2010-02-28T20:14:42,1016.7,12.5,4.0
2010-06-08T23:10:34,1016.9,7.4,3.4
2010-06-26T00:15:09,1017.5,22.9,3.2
2010-01-29T23:10:31,1018.3,13.3,3.2
2010-09-10T18:24:07,1016.6,8.2,4.0
2010-07-30T10:32:03,1016.2,5.7,3.8
2010-08-20T11:16:39,1016.4,13.2,3.0
2010-06-22T06:27:12,1016.4,17.7,3.2
2010-05-13T10:14:04,1016.7,10.2,3.7
2010-08-14T10:11:26,1017.8,8.8,3.7
2010-09-06T02:34:05,1018.2,14.8,3.2
2010-12-11T18:11:41,1017.3,8.5,4.7
2010-10-21T19:41:08,1018.2,11.9,4.1
2010-05-06T16:33:19,1015.9,4.9,2.3
2010-02-23T22:43:10,1017.0,9.3,3.7
2010-02-10T08:19:34,1016.8,15.1,3.2
2010-06-15T19:03:14,1018.3,24.4,3.4
2010-12-15T22:31:59,1017.3,10.6,3.5
2010-12-21T09:14:31,1015.4,7.2,3.6
2010-09-30T17:33:08,1016.4,8.1,3.7
2010-06-15T15:39:05,1018.3,7.9,3.4
2010-09-25T18:48:04,1018.4,3.1,3.5
2010-07-13T02:31:01,1017.0,11.1,3.5
2010-12-28T02:53:06,1017.8,15.5,3.5
2010-12-14T03:44:28,1017.0,13.4,3.6
2010-02-07T23:49:52,1017.1,10.3,3.9
2010-05-05T22:06:20,1018.1,18.2,2.9
2010-12-11T06:11:42,1017.5,5.1,4.0
2010-10-25T17:29:16,1018.1,10.5,3.5
2010-07-29T22:47:41,1017.3,19.0,3.7
2010-03-28T03:28:34,1016.8,8.7,3.3
2010-04-16T00:32:53,1018.5,5.8,2.8
2010-08-09T16:36:32,1017.7,7.7,3.6
2010-05-03T21:27:07,1016.3,20.1,4.1
2010-01-24T14:19:41,1017.1,7.1,3.9
2010-05-19T18:35:20,1017.6,14.8,4.0
2010-06-20T07:47:12,1016.6,6.0,3.8
2010-04-25T09:49:03,1016.1,3.6,4.2
2010-08-22T19:23:39,1016.5,10.4,4.0
2010-03-21T15:20:11,1017.5,8.3,4.1
2010-08-25T13:02:18,1017.4,7.2,3.4
2010-06-30T22:39:25,1016.7,17.1,3.3
2010-05-21T22:45:16,1017.4,8.8,3.4
2010-12-30T07:18:33,1017.2,21.1,3.6
2010-11-11T22:06:17,1016.7,8.4,4.4
2010-08-17T08:08:59,1018.9,11.3,3.4
2010-10-08T20:34:47,1017.4,20.9,3.2
2010-12-09T12:42:50,1017.6,19.7,3.4
2010-02-13T00:32:55,1017.1,5.3,3.3
2010-06-16T11:01:44,1017.3,13.7,3.7
2010-06-13T07:02:00,1016.7,17.5,3.6
2010-08-17T16:05:04,1018.2,9.7,3.5
2010-11-08T01:55:34,1016.7,10.4,3.1
2010-09-06T15:47:32,1017.8,4.8,3.3
2010-03-08T11:55:53,1017.8,14.1,2.7
2010-12-22T08:20:07,1016.9,7.0,3.7
2010-06-22T22:24:38,1017.5,6.8,4.3
2010-02-07T22:13:49,1016.9,10.6,4.2
2010-09-14T09:26:54,1017.7,11.8,2.5
2010-01-28T05:15:24,1017.9,7.5,3.3
2010-01-18T07:03:41,1017.5,10.0,3.0
2010-03-16T08:46:37,1017.9,15.6,4.2
2010-05-25T11:20:37,1016.7,13.5,3.6
2010-04-14T19:26:09,1016.7,10.6,2.9
2010-05-14T14:33:27,1017.4,7.6,3.4
2010-02-09T08:38:57,1016.5,11.1,3.2
2010-03-29T15:31:58,1017.6,12.1,3.2
2010-10-29T19:15:16,1016.1,6.0,3.4
2010-12-20T14:59:57,1017.5,13.1,3.9
2010-11-10T04:27:07,1017.7,8.5,3.8
2010-05-23T00:36:38,1015.9,13.1,3.5
2010-08-07T10:36:04,1017.2,7.8,2.8
2010-07-12T14:34:08,1016.4,9.2,3.6
2010-05-11T00:16:47,1018.7,8.4,3.5
2010-06-09T03:49:06,1016.6,4.9,3.4
2010-10-29T16:30:24,1016.7,15.5,3.9
2010-09-20T08:02:56,1016.2,7.3,3.6
2010-11-03T13:56:11,1016.8,16.6,3.4
2010-09-11T05:54:21,1017.4,10.0,3.5
2010-04-28T09:51:05,1015.9,15.1,3.7
2010-08-24T14:16:06,1017.5,14.4,3.8
2010-03-03T16:46:25,1017.2,10.7,3.3
2010-03-25T01:20:48,1018.2,4.9,3.8
2010-03-17T23:59:36,1017.9,24.4,3.1
2010-10-30T18:27:30,1017.8,9.1,3.8
2010-02-09T15:15:50,1018.3,11.6,3.0
2010-01-06T02:52:06,1016.8,7.0,3.4
2010-06-17T05:28:37,1015.9,22.6,3.9
2010-03-04T07:26:39,1016.8,5.6,2.7
2010-12-28T15:39:54,1016.3,14.0,3.5
2010-03-15T23:36:02,1016.8,7.7,3.7
2010-12-27T03:12:30,1016.2,8.4,4.0
2010-01-01T22:32:26,1017.4,21.0,4.0
2010-04-11T12:15:52,1017.6,6.1,3.8
2010-07-17T21:03:01,1017.0,6.1,3.2
2010-03-31T07:23:33,1016.9,5.0,3.7
2010-05-14T05:09:43,1015.5,12.1,3.9
2010-01-05T19:40:36,1017.0,10.2,4.3
2010-05-13T14:35:29,1017.3,12.3,3.5
2010-07-12T14:26:35,1016.6,10.8,2.7
2010-11-23T00:09:50,1016.4,5.5,3.1
2010-06-30T20:01:21,1017.2,3.8,3.7
2010-10-16T22:06:05,1017.5,15.5,3.5
2010-05-15T06:06:23,1017.9,16.6,3.9
2010-09-29T03:38:47,1017.8,9.5,3.8
2010-01-28T15:39:57,1016.7,18.9,3.7
2010-09-17T12:00:37,1017.2,3.6,4.7
2010-01-16T14:09:17,1017.6,11.8,3.6
2010-04-12T01:58:02,1018.3,4.9,4.1
2010-11-05T21:21:42,1017.2,7.5,3.5
2010-05-09T10:58:30,1017.6,10.3,3.6
2010-02-03T10:39:15,1017.0,10.0,3.3
2010-06-22T16:29:12,1016.2,18.5,3.4
2010-07-14T16:45:05,1016.9,15.9,3.7
2010-11-27T21:33:00,1016.6,15.8,4.1
2010-07-05T02:20:52,1017.6,16.9,3.3
2010-04-04T05:17:37,1016.8,7.9,3.7
2010-06-20T19:53:02,1017.8,3.8,3.3
2010-07-29T03:19:02,1016.8,4.8,4.2
2010-08-26T01:29:48,1017.3,14.3,4.0
2010-04-30T03:58:10,1018.0,10.4,3.8
2010-08-22T20:15:04,1016.9,16.2,3.4
2010-04-19T22:22:28,1018.6,19.2,3.7
2010-05-19T07:01:06,1016.2,13.7,3.2
2010-03-21T01:31:35,1017.0,8.9,3.9
2010-08-07T20:46:29,1017.1,18.6,3.2
2010-03-04T02:05:41,1017.2,4.4,3.8
2010-03-24T20:10:41,1017.6,14.6,4.0
2010-08-30T04:36:00,1018.5,17.1,3.9
2010-02-09T02:45:29,1017.3,8.4,4.6
2010-08-17T13:09:55,1017.0,8.8,3.8
2010-05-16T15:45:18,1018.0,3.1,3.2
2010-09-08T15:09:45,1016.6,9.9,4.7
2010-10-20T14:47:15,1017.5,24.4,4.1
2010-04-30T23:38:51,1017.5,9.7,3.5
2010-10-14T13:02:01,1017.7,8.1,3.5
2010-04-23T05:47:08,1016.5,4.0,3.6
2010-09-28T04:06:20,1017.0,11.6,3.9
2010-02-02T16:36:31,1017.8,12.5,3.0
2010-02-01T10:43:12,1016.5,13.4,3.3
2010-11-05T19:11:16,1016.0,8.9,3.6
2010-09-20T01:42:51,1016.8,19.1,3.9
2010-11-28T11:52:42,1018.3,9.0,2.9
2010-04-22T14:30:45,1016.9,8.4,3.2
2010-06-18T11:23:31,1017.3,7.3,3.9
2010-01-05T02:22:11,1016.6,19.3,3.0
2010-05-06T12:24:29,1017.6,6.4,3.9
2010-06-30T06:23:08,1018.0,5.9,3.0
2010-02-15T12:13:55,1016.7,5.4,3.6
2010-05-27T17:15:59,1018.3,12.7,3.3
2010-03-26T10:18:48,1016.9,4.4,3.8
2010-09-07T20:28:12,1016.6,8.9,3.4
2010-05-22T22:05:07,1016.8,6.9,3.7
2010-01-17T22:59:47,1016.4,8.5,3.8
2010-01-05T11:41:56,1018.3,17.5,4.6
2010-08-11T14:37:24,1015.9,6.4,4.3
2010-11-14T17:00:43,1016.9,11.4,3.7
2010-06-16T10:52:09,1017.6,24.4,3.2
2010-12-08T10:43:07,1017.9,7.9,3.9
2010-05-26T14:55:36,1015.8,19.8,3.6
2010-05-13T15:10:29,1017.7,8.1,3.9
2010-11-19T03:46:42,1017.7,4.4,3.5
2010-06-05T23:51:11,1017.1,11.7,3.4
2010-11-09T22:40:02,1018.7,16.1,4.0
2010-08-14T16:34:46,1016.6,11.6,3.6
2010-12-22T05:06:06,1017.2,13.1,3.6
2010-12-17T10:55:34,1017.4,5.2,3.7
2010-09-27T00:24:37,1017.9,24.4,3.9
2010-07-31T03:53:56,1017.1,15.0,3.4
2010-10-09T00:01:46,1016.3,7.6,3.3
2010-09-23T06:15:47,1017.4,8.3,3.3
2010-11-11T00:03:52,1015.4,6.6,3.1
2010-05-27T14:08:48,1018.3,8.8,4.2
2010-02-16T18:38:20,1016.6,20.5,3.5
2010-05-05T22:27:42,1017.8,7.3,3.5
2010-08-17T11:53:31,1018.1,22.1,2.4
2010-03-06T13:22:25,1016.5,9.5,3.0
2010-05-17T09:57:21,1015.4,7.8,4.1
2010-07-09T21:22:21,1015.7,10.1,3.3
2010-03-09T02:17:48,1016.5,11.8,3.8
2010-07-04T00:15:32,1017.2,10.4,4.3
2010-05-31T08:45:10,1019.4,9.6,4.0
