method,number,orbital_period,mass,distance,year
Radial Velocity,1,1075.2,6.21,32.56,1999
Radial Velocity,1,15.76491,,,1999
Transit,1,2.455239,,,2011
Transit,5,16.1457,,,2013
Transit,1,3.54846,,,2009
Radial Velocity,2,6005.0,5.3,25.64,2012
Transit,1,3.21222,,82.0,2010
Pulsar Timing,1,0.09070629,,1200.0,2011
Radial Velocity,1,63.33,1.22,,2003
Radial Velocity,3,346.6,0.396,,2007
Transit,2,0.66931,,,2014
Radial Velocity,1,58.43,0.01133,11.15,2011
Transit,1,8.884924,,1140.0,2013
Radial Velocity,1,777.0,,53.28,2009
Radial Velocity,1,417.9,,70.42,2012
Transit,2,15.9654,,,2014
Transit Timing Variations,2,160.0,,2119.0,2011
Transit,2,21.2227,,,2014
Radial Velocity,1,912.0,,121.07,2011
Radial Velocity,4,1276.46,4.132,,1999
Radial Velocity,1,1773.4,,,2002
Radial Velocity,1,615.0,0.29,35.88,2011
Transit,1,4.2,,8500.0,2006
Transit,5,5.28696,,,2014
Transit,2,6.48163,,,2014
Radial Velocity,6,602.0,,39.39,2010
Radial Velocity,1,835.477,,97.66,2009
Radial Velocity,2,820.3,,,2014
Radial Velocity,1,327.8,0.6,,2010
Radial Velocity,2,44.236,2.12,42.68,2009
Radial Velocity,1,2.391,15.5,76.51,2009
Radial Velocity,1,1294.0,2.1,26.52,2002
Transit,2,54.414,,,2013
Transit,2,,,,2013
Transit,1,3.764825,,,2010
Transit,2,13.78164,,,2014
Radial Velocity,1,6.838,,47.37,2006
Radial Velocity,1,10.8985,,38.56,2002
Radial Velocity,2,,,,2009
Transit,1,,,174.0,2007
Transit,1,4.465633,,,2012
Radial Velocity,2,,13.38,42.43,2000
Transit,5,21.77596,,,2011
Radial Velocity,2,10.866,,21.52,2011
Transit,1,1.212884,,393.0,2010
Transit,1,4.0161,,,2004
Radial Velocity,3,32.03,0.41,25.87,2011
Transit,1,3.1606296,,1200.0,2013
Radial Velocity,1,2093.3,,,2012
Transit,1,2.46502,,,2014
Microlensing,1,,,1760.0,2013
Transit,3,14.85888,,,2011
Radial Velocity,2,14.07,0.0413,34.07,2011
Transit,2,17.2513,,,2011
Radial Velocity,2,1314.0,2.29,69.44,2010
Radial Velocity,4,30.0881,0.7142,4.7,2000
Transit,2,31.884,,,2013
Radial Velocity,1,297.3,0.61,127.55,2007
Transit,1,,,293.0,2008
Radial Velocity,1,39.845,1.04,17.43,1997
Imaging,1,,,131.93,2010
Radial Velocity,2,406.6,1.49,59.03,1999
Transit,7,124.9144,,780.0,2013
Radial Velocity,2,621.99,,,2009
Transit,1,1.091423,,,2008
Radial Velocity,1,572.38,7.75,41.95,1999
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,1,993.3,10.3,73.1,2008
Transit,5,5.714932,,368.0,2013
Imaging,1,,,139.0,2004
Radial Velocity,1,986.0,0.75,44.98,2006
Transit,1,1.9550959,,,2011
Radial Velocity,1,507.0,1.2,149.03,2009
Radial Velocity,3,,,25.87,2011
Radial Velocity,2,5.6,,,2009
Radial Velocity,1,2.985625,,43.53,2002
Radial Velocity,2,201.83,,25.7,2008
Radial Velocity,1,2.985625,,43.53,2002
Transit,1,4.4652934,,139.0,2006
Transit,3,2.15491,,,2012
Radial Velocity,1,1244.0,,68.35,2009
Transit,2,2.42629,,,2014
Transit,1,1.43037,,,2011
Transit,1,59.87756,,,2013
Transit,1,3.052401,,,2010
Radial Velocity,1,373.3,,121.8,2009
Radial Velocity,1,2819.654,,,2002
Imaging,4,18000.0,,39.94,2010
Radial Velocity,1,655.6,5.1,,2008
Radial Velocity,2,12.62,1.13,68.59,2013
Radial Velocity,1,10.8985,,38.56,2002
Radial Velocity,2,5.6,0.045,42.09,2009
Radial Velocity,2,2500.0,,121.36,2008
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,57.0,,23.8,2010
Transit,2,9.522,,,2012
Radial Velocity,3,3.6,0.014,16.13,2012
Transit,1,2.4855335,,,2008
Radial Velocity,6,39.026,,6.8,2013
Radial Velocity,1,1114.0,,35.0,2002
Transit,2,12.3335,,,2011
Transit,6,22.6845,,613.0,2010
Radial Velocity,1,268.94,1.47,,2009
Radial Velocity,2,11.849,,,2011
Transit,5,31.7844,,,2011
Transit,5,5.66793,,,2011
Transit,1,0.94145299,,105.49,2009
Radial Velocity,1,3827.0,0.48,,2014
Transit,1,6.871815,,110.0,2010
Radial Velocity,1,2208.0,1.45,44.54,2012
Imaging,1,,,,2013
Radial Velocity,1,123.0,0.45,43.99,2004
Transit,1,0.813475,,80.0,2011
Radial Velocity,1,192.0,,,2013
Radial Velocity,1,,,39.43,2009
Radial Velocity,1,,1.04,29.76,1999
Transit,1,2.99433,,560.0,2010
Radial Velocity,1,326.6,,136.8,2011
Radial Velocity,1,2890.0,,87.87,2011
Radial Velocity,1,16.2,1.25,223.21,2010
Radial Velocity,1,121.71,1.54,,2014
Transit Timing Variations,2,160.0,,2119.0,2011
Transit,4,10.423648,,,2013
Transit,3,29.33434,,,2012
Radial Velocity,2,3452.0,,68.54,2014
Transit,3,1.592851,,,2010
Transit,3,0.45328509,,38.7,2011
Radial Velocity,2,3810.0,1.99,47.92,1999
Transit,1,3.474474,,387.0,2011
Radial Velocity,1,951.0,,40.75,2001
Radial Velocity,1,714.3,10.6,,2007
Transit,2,13.084,,,2013
Transit,3,11.9016171,,,2012
Transit,3,1.865169,,38.7,2011
Radial Velocity,1,359.5546,,49.0,2007
Transit,2,42.6318,,,2011
Transit,2,7.2037945,,,2012
Radial Velocity,1,21.21663,,,2007
Radial Velocity,1,2288.0,0.82,12.12,2009
Radial Velocity,4,4205.8,1.814,15.28,2004
Radial Velocity,1,1299.0,,106.38,2011
Radial Velocity,1,116.6884,,18.11,1996
Radial Velocity,3,8.631,0.035,14.97,2013
Transit,1,0.94145299,,105.49,2009
Radial Velocity,1,1049.0,0.79,45.01,2009
Radial Velocity,2,14.182,,28.6,2011
Transit,4,10.423648,,,2013
Pulsar Timing,3,25.262,,,1992
Radial Velocity,1,20.8133,,,2005
Transit,2,17.2513,,,2011
Radial Velocity,3,16.546,,,2011
Transit,1,9.24285,,1230.0,2011
Radial Velocity,1,1561.0,7.71,51.97,2003
Radial Velocity,1,663.0,3.3,115.47,2009
Radial Velocity,2,9017.8,,44.8,2011
Radial Velocity,6,28.14,0.012,6.8,2011
Radial Velocity,1,2582.7,,47.26,2005
Transit,1,1.5373653,,450.0,2011
Radial Velocity,1,1075.2,,32.56,1999
Radial Velocity,1,948.12,0.224,38.05,2011
Radial Velocity,4,643.25,,,2000
Radial Velocity,1,63.33,1.22,44.37,2003
Radial Velocity,1,256.78,8.44,38.99,1999
Radial Velocity,2,262.709,,,2000
Radial Velocity,2,103.49,,,2011
Radial Velocity,1,1523.0,2.6,44.05,2009
Radial Velocity,3,197.0,0.058,,2006
Radial Velocity,2,225.62,,,2000
Radial Velocity,2,1275.0,,,2011
Radial Velocity,1,3.51,,28.94,1999
Transit Timing Variations,2,22.3395,,339.0,2013
Radial Velocity,1,1035.7,,32.83,2011
Radial Velocity,2,7.8543,,56.92,2013
Transit,2,2.58664,,,2014
Transit,5,267.291,,,2013
Transit,1,4.37809,,330.0,2012
Radial Velocity,2,53.881,,32.31,2011
Imaging,1,6000.0,,19.28,2008
Radial Velocity,1,2.985625,0.4,43.53,2002
Radial Velocity,1,4.230785,0.472,15.36,1995
Transit,1,5.723186,,322.0,2011
Transit,1,2.797436,,,2011
Eclipse Timing Variations,1,4343.5,,,2012
Transit,1,4.465633,,330.0,2012
Transit,1,4.61442,,225.0,2012
Radial Velocity,1,526.62,,44.05,2007
Transit,2,15.09,,,2013
Transit,1,1.30618581,,228.0,2007
Transit,2,7.81254,,,2012
Transit,7,8.719375,,,2013
Transit,1,3.92289,,480.0,2008
Radial Velocity,1,835.477,,,2009
Radial Velocity,1,181.4,3.2,,2013
Radial Velocity,1,4.113775,0.45,28.98,2006
Transit,1,4.457243,,501.0,2012
Radial Velocity,2,74.72,0.05318,8.82,2011
Radial Velocity,1,18.20163,3.7,37.35,1999
Transit,1,4.885525,,,2009
Microlensing,1,,,,2009
Transit,1,4.457243,,,2012
Eclipse Timing Variations,1,10220.0,6.05,,2009
Transit,1,4.1137912,,,2012
Radial Velocity,1,17.991,0.62,42.37,2005
Transit,2,17.9801235,,,2012
Transit,1,3.4059096,,,2010
Radial Velocity,6,4.3123,0.0126,12.83,2008
Transit,2,15.3348,,,2011
Transit,2,8.291,,,2013
Radial Velocity,1,1117.0,1.16,,2010
Radial Velocity,2,237.6,,42.09,2009
Radial Velocity,1,2.1375,,91.16,2006
Transit,1,4.2568,,680.0,2008
Transit,1,8.886593,,,2009
Transit,1,1.33823187,,300.0,2007
Radial Velocity,1,1695.0,,,2009
Radial Velocity,1,890.76,1.79,48.95,2004
Radial Velocity,2,37.91,,,2008
Transit,1,4.2568,,680.0,2008
Radial Velocity,1,4.9437,0.115,40.73,2002
Radial Velocity,1,498.9,0.68,,2009
Radial Velocity,5,4909.0,3.53,12.53,2002
Transit,1,21.0874,,1200.0,2011
Radial Velocity,1,111.4357,,29.04,2001
Radial Velocity,1,700.0,,87.41,2008
Pulsar Timing,3,66.5419,,,1992
Radial Velocity,2,1160.9,,24.15,2011
Radial Velocity,1,1966.1,,48.64,2011
Transit,2,8.92507,,,2014
Transit,2,5.005425,,354.0,2011
Transit,5,267.291,,368.0,2013
Radial Velocity,1,423.841,1.28,18.24,2000
Radial Velocity,1,1319.0,13.0,54.92,2010
Radial Velocity,3,25.6,0.024,14.97,2013
Radial Velocity,2,1155.7,,55.31,2012
Radial Velocity,1,18.596,0.0193,18.08,2011
Radial Velocity,1,443.4,,138.5,2011
Radial Velocity,1,36.96,,93.2,2007
Radial Velocity,1,,,13.79,2003
Radial Velocity,1,2209.0,,,2012
Radial Velocity,1,,,70.42,2012
Transit,6,13.0241,,613.0,2010
Radial Velocity,1,1117.0,1.16,56.18,2010
Transit,1,1.54168,,,2014
Radial Velocity,2,,,52.03,2013
Radial Velocity,2,430.0,,121.36,2002
Pulsar Timing,1,0.09070629,,1200.0,2011
Radial Velocity,6,16.3567,,39.39,2010
Radial Velocity,1,528.4,1.21,12.87,2003
Imaging,1,,,18.39,2006
Radial Velocity,3,962.0,,26.15,2008
Transit,1,,,,2014
Transit,1,,,240.0,2012
Radial Velocity,1,380.85,1.99,44.5,2008
Transit,1,4.465633,,330.0,2012
Transit,1,1.58040482,,,2009
Radial Velocity,3,603.0,0.079,14.97,2013
Radial Velocity,1,479.1,,,2008
Imaging,1,,,36.0,2013
Radial Velocity,1,5.24,,59.03,2005
Transit,4,54.32031,,,2013
Radial Velocity,1,8.7836,0.0265,9.42,2008
Transit,1,6.87349,,2700.0,2010
Transit,2,33.60134,,855.0,2012
Radial Velocity,1,326.6,,,2011
Radial Velocity,1,4951.0,6.8,42.77,2012
Radial Velocity,1,3.0925,,27.05,2000
Eclipse Timing Variations,2,,,500.0,2010
Radial Velocity,2,14.3098,,42.43,2000
Radial Velocity,1,361.1,0.9,132.8,2011
Radial Velocity,3,6.673855,3.88,,2005
Transit,4,22.342989,,,2013
Radial Velocity,2,4.0845,,37.84,2008
Radial Velocity,1,1523.0,,44.05,2009
Transit,1,3.446459,,303.0,2012
Radial Velocity,2,1353.6,,,2008
Radial Velocity,1,5.8872,0.04,,2011
Radial Velocity,2,22.656,0.0322,32.31,2011
Radial Velocity,4,4205.8,1.814,,2004
Transit,1,2.34121242,,,2010
Radial Velocity,3,4.1547,,,2009
Transit,1,2.243752,,160.0,2008
Transit,2,5.005425,,354.0,2011
Transit,2,25.5169,,,2014
Eclipse Timing Variations,2,3321.0,,130.72,2008
Radial Velocity,1,2.245715,,52.72,2005
Transit,4,4.7779803,,,2012
Transit,3,27.50868,,,2013
Astrometry,1,1016.0,,14.98,2010
Imaging,1,,,,2010
Transit,2,,,,2014
Transit,5,10.3117,,,2014
Transit,1,4.9816872,,160.0,2012
Transit,2,17.324,,,2013
Transit,1,4.61442,,225.0,2012
Transit,3,6.2385,,,2011
Transit,1,4.60358,,,2014
Microlensing,1,3500.0,,,2005
Transit,5,7.07142,,,2014
Radial Velocity,1,948.12,,,2011
Radial Velocity,1,177.11,7.6,150.6,2011
Radial Velocity,1,507.0,,149.03,2009
Radial Velocity,6,16.3567,,39.39,2010
Radial Velocity,4,1276.46,4.132,13.47,1999
Transit,3,35.3331,,,2014
Radial Velocity,2,2732.0,2.37,56.5,2012
Radial Velocity,1,1845.0,0.91,8.77,2006
Radial Velocity,1,,,44.15,2002
Radial Velocity,2,9017.8,,44.8,2011
Radial Velocity,2,14.182,0.0325,28.6,2011
Radial Velocity,1,163.9,,65.79,2008
Radial Velocity,2,192.9,1.82,52.85,2009
Transit,2,10.7421,,800.0,2011
Imaging,1,,,52.03,2012
Transit,1,3.21222,,,2010
Radial Velocity,3,33.941,,,2011
Transit,2,42.1516418,,,2012
Transit,2,114.73635,,,2013
Transit,1,10.863502,,190.0,2010
Radial Velocity,1,2.64385,,10.23,2004
Radial Velocity,2,17.1,,15.89,2005
Radial Velocity,1,36.96,,93.2,2007
Transit,2,13.722341,,,2013
Transit,1,21.0874,,1200.0,2011
Transit,2,2.50806,,,2014
Radial Velocity,2,1022.0,3.4,354.0,2011
Radial Velocity,2,170.455,,53.82,2008
Transit,1,3.94150685,,172.0,2006
Transit,3,85.312,,,2012
Radial Velocity,1,,,53.82,2010
Transit,3,39.792187,,66.0,2013
Radial Velocity,2,25.648,0.027,52.03,2013
Transit,1,1.4857108,,,2011
Radial Velocity,1,,1.07,27.13,2002
Radial Velocity,1,327.8,0.6,54.94,2010
Imaging,4,170000.0,,39.94,2008
Transit,1,,,,2011
Transit,1,1.58040482,,,2009
Radial Velocity,3,123.01,,8.52,2009
Transit,1,105.599,,600.0,2012
Transit,1,3.0678504,,60.0,2012
Transit,5,77.61184,,290.0,2011
Radial Velocity,1,3.024,0.249,,2000
Microlensing,1,,,,2012
Imaging,1,,,145.0,2008
Radial Velocity,3,559.4,3.0,52.83,2007
Radial Velocity,3,8.1352,0.036,,2011
Transit,7,7.008151,,780.0,2013
Radial Velocity,1,,1.26,52.63,2004
Radial Velocity,1,18.179,,86.88,2006
Radial Velocity,1,361.1,0.9,,2011
Microlensing,1,,,,2010
Radial Velocity,1,380.85,1.99,,2008
Transit,4,43.8445,,,2014
Transit,1,3.446459,,,2012
Transit,2,191.2318,,,2013
Radial Velocity,2,931.0,5.13,66.89,2013
Transit,1,5.723186,,322.0,2011
Transit,1,1.420033,,,2010
Radial Velocity,1,103.95,,55.19,2008
Transit,7,59.73667,,780.0,2013
Radial Velocity,1,331.5,,59.28,2009
Radial Velocity,1,465.1,,50.18,2009
Radial Velocity,1,526.62,,44.05,2007
Transit,5,10.3117,,,2014
Eclipse Timing Variations,2,2883.5,,500.0,2010
Transit,5,5.90124,,303.0,2011
Radial Velocity,6,5.75962,0.041,39.39,2010
Radial Velocity,2,125.94,,20.1,2013
Radial Velocity,3,6.673855,3.88,52.88,2005
Radial Velocity,1,36.96,2.49,93.2,2007
Radial Velocity,1,538.0,,,2007
Radial Velocity,1,3383.0,,51.36,2002
Radial Velocity,3,,,6.06,2011
Radial Velocity,1,829.0,0.8,32.7,2001
Transit,1,2.785755,,,2011
Radial Velocity,1,974.0,,70.97,2007
Radial Velocity,5,14.651,,12.53,1996
Radial Velocity,1,653.22,,33.46,2002
Imaging,1,,,,2012
Transit,1,3.6936411,,200.0,2012
Eclipse Timing Variations,2,1916.25,,,2011
Microlensing,1,1970.0,,,2010
Transit,1,1.420033,,,2010
Radial Velocity,2,3452.0,2.58,68.54,2014
Transit,3,14.85888,,,2011
Radial Velocity,1,3.8335,0.06,81.1,2007
Transit,1,4.322482,,242.0,2010
Radial Velocity,1,388.0,,20.98,2005
Transit,6,118.3807,,613.0,2010
Transit,2,36.855,,,2013
Radial Velocity,1,1260.0,,,2008
Microlensing,1,,,2570.0,2012
Transit,2,15.09,,,2013
Transit,2,12.3335,,1200.0,2011
Radial Velocity,1,439.3,0.502,,2005
Radial Velocity,3,559.4,3.0,,2007
Transit,1,3.2130598,,142.5,2009
Radial Velocity,1,385.9,,,2001
Radial Velocity,1,361.1,0.9,132.8,2011
Imaging,1,10037.5,,23.1,2011
Transit,1,3.7354417,,,2009
Transit,2,0.853585,,150.0,2009
Radial Velocity,1,5501.0,,,2012
Transit,2,8.0109434,,,2012
Radial Velocity,2,3.8728,0.027,20.1,2013
Radial Velocity,1,5.0505,,,2013
Radial Velocity,1,323.6,2.7,,2008
Transit,2,26.136,,,2013
Radial Velocity,2,1460.0,,,2014
Radial Velocity,1,464.3,,106.38,2009
Imaging,1,4639.15,,12.21,2009
Transit,5,0.74296,,303.0,2012
Transit,2,6.48163,,,2014
Radial Velocity,1,456.46,,52.63,2004
Transit,1,3.352057,,3200.0,2012
Transit,4,4.7779803,,,2012
Radial Velocity,2,923.8,,16.57,2005
Transit,2,51.538,,,2012
Radial Velocity,1,993.3,,73.1,2008
Transit,1,68.9584,,,2014
Transit,1,7.340718,,1330.0,2013
Radial Velocity,2,530.32,,46.84,2012
Radial Velocity,3,18.315,,6.06,2011
Radial Velocity,3,33.941,,,2011
Radial Velocity,4,61.1166,,4.7,1998
Radial Velocity,6,62.24,0.008,6.8,2013
Radial Velocity,1,1966.1,1.34,,2011
Radial Velocity,1,279.8,1.37,,2008
Radial Velocity,1,279.8,1.37,90.33,2008
Radial Velocity,2,1008.0,6.56,42.68,2009
Radial Velocity,1,1136.1,5.93,62.11,2002
Radial Velocity,2,74.72,,8.82,2011
Radial Velocity,1,572.38,,,1999
Microlensing,1,1970.0,,,2010
Radial Velocity,2,237.6,0.33,42.09,2009
Radial Velocity,1,951.0,,40.75,2001
Radial Velocity,2,127.58,5.9,164.2,2008
Radial Velocity,2,11.849,0.0378,43.08,2011
Radial Velocity,1,675.0,1.94,100.0,2007
Radial Velocity,3,603.0,,,2013
Radial Velocity,1,500.0,1.07,27.13,2002
Radial Velocity,3,6.673855,,52.88,2005
Radial Velocity,1,358.0,0.64,32.62,2009
Transit,2,191.2318,,,2013
Transit,1,3.54387,,642.0,2012
Radial Velocity,2,1460.0,,,2014
Radial Velocity,1,2890.0,11.0,,2011
Radial Velocity,1,48.056,,,2005
Radial Velocity,1,778.1,,138.5,2011
Radial Velocity,2,125.94,0.17,20.1,2013
Radial Velocity,5,4909.0,3.53,12.53,2002
Transit,2,2.50806,,,2014
Radial Velocity,1,70.46,,30.5,2005
Radial Velocity,1,7.3709,,9.04,2011
Radial Velocity,1,480.5,6.0,80.06,2012
Transit,1,2.838971,,,2012
Transit,2,12.2829,,,2011
Radial Velocity,1,993.3,,73.1,2008
Transit,2,51.538,,,2012
Radial Velocity,1,1561.0,,51.97,2003
Radial Velocity,2,53.832,,28.6,2011
Radial Velocity,3,2473.0,8.06,,2003
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,951.0,4.5,40.75,2001
Transit,1,7.8457,,222.0,2014
Transit,1,3.1260876,,,2011
Radial Velocity,1,874.774,,,2008
Radial Velocity,2,255.87,17.4,46.34,2002
Radial Velocity,1,373.3,2.3,121.8,2009
Radial Velocity,2,262.709,,37.16,2000
Transit,2,27.402,,,2012
Radial Velocity,1,1299.0,,106.38,2011
Radial Velocity,6,7.2004,,6.8,2011
Radial Velocity,1,327.8,0.6,,2010
Transit,1,2.797436,,411.0,2011
Radial Velocity,1,407.15,0.0961,15.56,2011
Radial Velocity,2,110.9,,59.03,2010
Microlensing,1,,,1760.0,2013
Radial Velocity,1,1214.0,1.5,89.13,2006
Radial Velocity,2,408.6,2.24,,2004
Eclipse Timing Variations,2,1916.25,,,2011
Transit,1,4.627669,,205.0,2010
Radial Velocity,2,14.07,,34.07,2011
Transit,7,91.93913,,780.0,2013
Radial Velocity,1,18.596,,18.08,2011
Transit,3,7.64159,,,2011
Transit,1,3.922727,,,2010
Transit,1,4.954658,,140.0,2008
Radial Velocity,2,263.3,,,2010
Radial Velocity,1,1845.0,0.91,,2006
Transit,2,45.29485,,173.0,2011
Transit,1,289.8623,,190.0,2011
Radial Velocity,2,452.8,1.99,74.79,2010
Radial Velocity,2,8.1256,,26.21,2011
Transit,2,13.485,,,2012
Transit,2,5.955,,,2012
Transit,2,27.402,,,2012
Transit,1,1.3371182,,,2011
Transit,2,5.7293196,,,2012
Transit,3,1.865169,,38.7,2011
Radial Velocity,2,,,24.15,2011
Radial Velocity,1,3630.0,,36.36,2012
Imaging,1,,,52.03,2012
Radial Velocity,1,677.8,19.8,,2007
Imaging,1,,,,2006
Radial Velocity,1,615.0,,35.88,2011
Transit,3,8.13123,,,2012
Radial Velocity,1,1561.0,,51.97,2003
Radial Velocity,2,3186.0,,46.84,2012
Radial Velocity,1,297.3,0.61,127.55,2007
Radial Velocity,1,5501.0,,29.2,2012
Radial Velocity,1,326.6,1.3,136.8,2011
Radial Velocity,3,8.667,,12.58,2006
Transit,1,66.262,,,2014
Radial Velocity,2,1460.0,,,2014
Transit,1,4.457243,,,2012
Radial Velocity,1,763.0,2.6,19.84,2011
Radial Velocity,2,,5.3,25.64,2012
Transit,2,5.005425,,354.0,2011
Radial Velocity,1,883.0,,121.36,2011
Transit,2,5.005425,,,2011
Radial Velocity,6,28.14,0.012,6.8,2011
Transit,1,2.9444256,,,2010
Radial Velocity,3,603.0,0.079,,2013
Radial Velocity,2,13.505,0.0186,23.44,2011
Radial Velocity,2,17.1,,15.89,2005
Radial Velocity,6,20.432,,12.83,2008
Transit,2,12.2829,,,2011
Transit,1,2.46502,,,2014
Imaging,1,,,,2006
Transit,4,43.8445,,,2014
Radial Velocity,2,3000.0,,,2014
Radial Velocity,1,184.02,2.7,88.26,2007
Radial Velocity,1,5.3978,,16.82,2008
Radial Velocity,1,1038.1,,54.23,2007
Radial Velocity,2,55.0,,42.88,2004
Radial Velocity,1,3668.0,,46.51,2006
Transit,2,10.9129343,,,2012
Transit,2,8.291,,,2013
Imaging,1,4639.15,,,2009
Transit,1,5.723186,,322.0,2011
Transit,1,1.4822446,,360.0,2011
Transit,1,4.9816872,,160.0,2012
Radial Velocity,2,110.9,0.15,59.03,2010
Transit,2,,,,2012
Transit,1,2.4238039,,,2011
Transit,2,26.136,,,2013
Transit,7,8.719375,,780.0,2013
Radial Velocity,1,2.54858,,36.52,2003
Radial Velocity,3,962.0,0.64,,2008
Radial Velocity,1,388.0,,,2005
Transit,2,303.137,,1500.0,2012
Radial Velocity,1,359.9,4.6,,2007
