Date,Price
1947-04-12,491.74
1947-05-12,486.59
1947-06-11,500.99
1947-07-11,531.61
1947-08-10,498.88
1947-09-09,493.01
1947-10-09,497.98
1947-11-08,517.1
1947-12-08,486.77
1948-01-07,508.49
1948-02-06,523.7
1948-03-07,491.79
1948-04-06,520.72
1948-05-06,506.93
1948-06-05,531.01
1948-07-05,514.13
1948-08-04,507.04
1948-09-03,519.9
1948-10-03,515.61
1948-11-02,499.57
1948-12-02,526.28
1949-01-01,507.78
1949-01-31,519.58
1949-03-02,546.0
1949-04-01,525.47
1949-05-01,517.57
1949-05-31,550.83
1949-06-30,528.23
1949-07-30,504.02
1949-08-29,521.05
1949-09-28,526.15
1949-10-28,536.43
1949-11-27,533.83
1949-12-27,516.13
1950-01-26,528.29
1950-02-25,548.61
1950-03-27,537.38
1950-04-26,565.33
1950-05-26,564.63
1950-06-25,544.14
1950-07-25,561.46
1950-08-24,555.11
1950-09-23,548.5
1950-10-23,560.4
1950-11-22,561.04
1950-12-22,539.44
1951-01-21,551.84
1951-02-20,564.01
1951-03-22,560.04
1951-04-21,541.99
1951-05-21,571.34
1951-06-20,570.41
1951-07-20,547.38
1951-08-19,550.33
1951-09-18,572.35
1951-10-18,551.68
1951-11-17,554.61
1951-12-17,576.18
1952-01-16,568.09
1952-02-15,563.78
1952-03-16,574.77
1952-04-15,552.27
1952-05-15,565.25
1952-06-14,580.14
1952-07-14,580.83
1952-08-13,562.66
1952-09-12,606.04
1952-10-12,568.15
1952-11-11,597.6
1952-12-11,574.31
1953-01-10,573.05
1953-02-09,584.66
1953-03-11,589.48
1953-04-10,580.29
1953-05-10,598.75
1953-06-09,578.15
1953-07-09,573.86
1953-08-08,584.08
1953-09-07,581.63
1953-10-07,579.35
1953-11-06,605.38
1953-12-06,615.55
1954-01-05,596.52
1954-02-04,594.56
1954-03-06,607.54
1954-04-05,585.36
1954-05-05,601.68
1954-06-04,596.63
1954-07-04,584.7
1954-08-03,605.16
1954-09-02,604.99
1954-10-02,597.91
1954-11-01,594.88
1954-12-01,570.49
1954-12-31,614.65
1955-01-30,610.1
1955-03-01,612.42
1955-03-31,618.09
1955-04-30,617.58
1955-05-30,612.62
1955-06-29,601.71
1955-07-29,637.77
1955-08-28,605.57
1955-09-27,623.49
1955-10-27,622.28
1955-11-26,603.03
1955-12-26,620.45
1956-01-25,620.3
1956-02-24,638.94
1956-03-25,640.75
1956-04-24,633.37
1956-05-24,658.98
1956-06-23,638.74
1956-07-23,650.45
1956-08-22,616.76
1956-09-21,651.41
1956-10-21,639.07
1956-11-20,635.77
1956-12-20,620.79
1957-01-19,616.7
1957-02-18,635.71
1957-03-20,650.17
1957-04-19,627.89
1957-05-19,637.63
1957-06-18,636.66
1957-07-18,647.41
1957-08-17,616.22
1957-09-16,639.86
1957-10-16,664.99
1957-11-15,648.88
1957-12-15,644.61
1958-01-14,635.73
1958-02-13,624.81
1958-03-15,672.87
1958-04-14,630.7
1958-05-14,657.51
1958-06-13,652.73
1958-07-13,664.01
1958-08-12,664.63
1958-09-11,656.46
1958-10-11,656.26
1958-11-10,658.44
1958-12-10,660.77
1959-01-09,665.06
1959-02-08,686.25
1959-03-10,680.59
1959-04-09,648.8
1959-05-09,657.42
1959-06-08,684.62
1959-07-08,665.91
1959-08-07,663.88
1959-09-06,664.48
1959-10-06,687.66
1959-11-05,664.95
1959-12-05,650.48
1960-01-04,670.7
1960-02-03,685.32
1960-03-04,676.31
1960-04-03,655.5
1960-05-03,682.92
1960-06-02,687.8
1960-07-02,654.5
1960-08-01,684.1
1960-08-31,690.84
1960-09-30,702.26
1960-10-30,692.25
1960-11-29,674.65
1960-12-29,706.64
1961-01-28,709.87
1961-02-27,699.29
1961-03-29,689.87
1961-04-28,693.59
1961-05-28,691.07
1961-06-27,694.71
1961-07-27,695.99
1961-08-26,689.26
1961-09-25,706.1
1961-10-25,708.67
1961-11-24,711.63
1961-12-24,710.43
1962-01-23,716.76
1962-02-22,695.59
1962-03-24,695.45
1962-04-23,686.53
1962-05-23,707.15
1962-06-22,694.01
1962-07-22,692.04
1962-08-21,691.34
1962-09-20,732.42
1962-10-20,695.96
1962-11-19,728.2
1962-12-19,711.01
1963-01-18,706.53
1963-02-17,728.38
1963-03-19,728.4
1963-04-18,711.66
1963-05-18,717.84
1963-06-17,737.16
1963-07-17,725.4
1963-08-16,710.29
1963-09-15,725.91
1963-10-15,727.5
1963-11-14,727.33
1963-12-14,741.29
1964-01-13,722.83
1964-02-12,737.52
1964-03-13,730.16
1964-04-12,740.06
1964-05-12,729.73
1964-06-11,723.65
1964-07-11,741.56
1964-08-10,747.07
1964-09-09,741.99
1964-10-09,765.23
1964-11-08,736.01
1964-12-08,748.21
1965-01-07,741.26
1965-02-06,745.34
1965-03-08,744.73
1965-04-07,752.49
1965-05-07,720.8
1965-06-06,745.56
1965-07-06,751.28
1965-08-05,741.13
1965-09-04,777.23
1965-10-04,753.77
1965-11-03,748.04
1965-12-03,749.0
1966-01-02,745.41
1966-02-01,756.27
1966-03-03,767.81
1966-04-02,759.24
1966-05-02,758.05
1966-06-01,744.78
1966-07-01,756.09
1966-07-31,777.84
1966-08-30,762.89
1966-09-29,761.81
1966-10-29,757.93
1966-11-28,789.55
1966-12-28,753.84
1967-01-27,750.83
1967-02-26,755.56
1967-03-28,762.08
1967-04-27,765.47
1967-05-27,773.81
1967-06-26,778.16
1967-07-26,774.48
1967-08-25,790.15
1967-09-24,757.05
1967-10-24,791.12
1967-11-23,760.3
1967-12-23,793.99
1968-01-22,801.62
1968-02-21,774.8
