_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1990,5.37,54.89,4.98,72.87,Belgium,2.52,70.55
,1970,6.54,49.52,4.36,,Bolivia,2.33,68.14
,1965,1.51,63.14,4.55,,Bolivia,4.83,60.29
,1970,3.08,57.39,3.23,59.73,Bolivia,4.91,52.16
,1965,3.64,68.16,2.53,70.24,Bolivia,2.55,66.08
,1960,2.02,49.03,7.45,67.48,Bolivia,,80.24
,2000,7.98,81.57,1.34,52.26,Bolivia,6.1,53.27
,1975,2.71,47.9,5.07,53.59,Bolivia,,65.79
,1990,2.19,49.6,2.22,56.04,Bolivia,1.31,67.6
,2000,7.74,54.59,1.03,,Bolivia,7.14,65.28
,1965,1.16,53.94,2.49,61.11,Bolivia,8.01,57.02
,1995,5.28,62.46,5.14,58.4,Bolivia,2.8,60.5
,1985,1.65,54.72,2.91,62.32,Bolivia,2.38,62.23
,1970,6.76,59.8,1.32,69.26,Bolivia,1.23,71.63
,2000,4.21,56.47,3.26,60.84,Bolivia,1.33,76.61
,1980,1.33,64.68,7.77,81.0,Brazil,5.06,73.82
,1985,6.26,68.07,7.17,74.63,Brazil,1.69,54.54
,1965,7.56,72.8,,59.37,Brazil,7.76,73.81
,1980,7.57,61.61,2.74,72.22,Brazil,4.06,75.98
,2000,2.23,53.49,2.2,66.8,Brazil,4.62,66.15
,2000,5.94,49.39,1.03,52.25,Brazil,4.72,47.95
,1970,2.11,51.36,2.88,80.26,Brazil,,55.58
,1990,6.15,63.2,3.27,76.3,Brazil,7.25,74.59
,1975,1.07,70.31,1.03,66.09,Brazil,3.92,75.67
,1970,5.34,40.62,1.4,58.74,Brazil,5.89,73.66
,1975,7.71,78.54,2.09,64.41,Brazil,3.13,69.64
,1985,7.42,81.57,,81.57,Canada,5.26,65.12
,2000,3.87,57.22,,68.18,Canada,2.72,58.25
,2000,7.88,68.51,3.15,73.78,Canada,1.63,80.24
,1955,5.3,64.44,5.14,68.89,Canada,,58.4
,1995,8.11,75.82,1.25,74.32,Canada,5.36,63.3
,1970,5.85,72.42,2.37,54.39,Canada,1.49,67.81
,1970,2.31,68.7,3.53,78.26,Canada,7.52,76.59
,1990,3.04,54.65,1.65,63.05,Canada,1.31,47.18
,1960,7.44,78.21,1.73,58.91,Canada,4.05,
,1965,2.25,57.09,6.57,76.39,Canada,5.11,67.09
Data courtesy of Gapminder.org,1965,3.88,74.0,3.04,81.57,Chile,1.91,52.69
,1980,1.18,62.27,4.66,,Chile,1.37,51.85
,1990,7.85,56.97,8.06,81.57,Chile,3.96,51.82
,1970,7.93,41.12,4.18,,Chile,5.83,80.24
,1985,2.29,55.08,2.59,,Chile,4.55,71.84
,1990,2.44,74.9,2.66,69.65,Chile,3.64,73.69
,1955,2.28,79.01,2.1,61.39,Chile,,
,2000,2.96,54.51,7.3,47.54,Chile,2.2,55.8
,1970,6.95,62.58,3.98,81.57,Chile,3.32,
,1970,7.47,56.89,4.01,59.76,Chile,1.97,60.68
,1975,2.75,68.68,,81.57,Chile,4.43,55.12
,1985,6.64,68.68,1.09,,Chile,1.4,47.1
,1995,7.17,60.66,2.55,61.97,Chile,5.3,65.4
,1970,3.27,68.08,,74.16,China,,59.27
,1965,3.85,73.43,4.29,66.96,China,6.08,63.17
,1995,5.18,61.8,4.54,51.72,China,3.54,61.8
,1965,1.53,62.42,6.58,54.13,China,2.06,
,1970,3.76,61.07,3.24,71.46,China,4.16,73.19
,1960,3.03,47.89,2.86,53.53,China,6.21,
,1960,7.59,58.24,1.56,68.95,China,8.14,
,1965,3.8,59.23,2.85,77.67,China,5.01,47.82
,1980,5.91,66.69,1.35,70.66,China,5.18,58.34
,1990,1.11,30.69,3.52,60.61,Colombia,1.85,
,1975,3.79,73.54,,,Colombia,7.15,61.69
,1975,7.35,72.98,3.1,66.76,Colombia,4.97,74.09
,1980,1.26,62.11,1.14,71.05,Colombia,6.27,48.61
,1975,1.06,59.3,3.51,81.57,Colombia,,65.59
,1955,7.57,72.14,,77.93,Colombia,2.89,75.74
,1955,4.42,66.63,4.48,77.64,Costa Rica,6.21,62.79
,1955,6.94,67.08,,71.32,Costa Rica,4.53,62.76
,1970,3.88,64.01,1.76,,Costa Rica,3.91,
,1985,2.65,59.43,1.87,67.74,Costa Rica,7.14,65.58
,1975,2.69,65.67,3.76,81.57,Costa Rica,2.4,69.38
,1995,1.58,62.57,,63.41,Costa Rica,,76.89
,1975,2.55,81.57,3.18,72.33,Costa Rica,5.61,72.53
,1965,3.73,68.03,,62.41,Croatia,6.26,48.59
,1980,3.21,58.49,4.1,56.6,Croatia,2.25,
,1995,5.92,72.46,2.35,73.67,Croatia,,60.86
,1975,1.52,81.57,2.65,79.05,Croatia,7.84,57.78
,1965,6.45,45.62,,67.46,Croatia,2.55,80.24
,1995,6.99,54.39,5.41,74.16,Croatia,,67.03
,1980,6.83,75.28,5.21,69.36,Croatia,5.24,67.96
,1985,6.99,77.99,6.6,65.51,Croatia,,
,2000,2.42,78.03,4.27,69.67,Croatia,5.75,62.94
,1995,5.81,81.57,4.12,67.4,Croatia,,60.45
,1995,5.73,70.79,1.99,68.33,Croatia,6.86,59.78
,1975,7.58,68.5,4.96,,Croatia,7.51,74.06
,1990,1.59,74.33,1.27,63.28,Croatia,,69.77
,1990,2.33,65.41,7.49,,Cuba,2.53,
,1975,7.94,65.77,1.95,75.48,Cuba,5.73,61.07
,1990,7.88,61.79,1.94,57.72,Cuba,7.62,
,1975,2.03,68.55,1.85,68.4,Cuba,3.75,70.97
,1965,2.31,66.27,,73.24,Cuba,4.01,54.08
,1955,6.04,65.02,4.23,55.88,Cuba,4.76,59.6
,1955,4.32,73.19,3.06,64.25,Cuba,1.55,57.7
,1955,2.11,51.84,2.44,66.39,Cuba,4.48,53.81
,1985,1.6,79.32,4.54,,Cuba,,49.69
,1985,7.86,73.34,,58.8,Cuba,1.87,69.44
,1965,2.46,60.2,3.35,78.79,Dominican Republic,6.34,75.28
,1980,5.27,66.75,3.9,67.03,Dominican Republic,2.35,68.39
,1985,2.25,69.34,2.83,74.15,Dominican Republic,2.92,
,1985,3.39,74.7,4.8,79.22,Dominican Republic,3.65,80.24
,1955,7.94,78.01,2.52,69.38,Dominican Republic,1.46,
,1995,5.49,51.1,1.58,79.16,Dominican Republic,2.28,76.92
,1975,3.17,67.94,8.23,69.3,Ecuador,3.62,
,1975,3.36,61.06,1.35,,Ecuador,6.94,59.89
,1985,6.91,72.19,3.4,51.34,Ecuador,5.45,60.15
,1990,4.88,71.27,,81.57,Ecuador,,74.88
,1980,6.51,68.92,2.36,72.04,Ecuador,1.28,62.26
,1970,2.79,49.78,5.34,62.11,Ecuador,4.27,70.66
,2000,6.16,68.78,5.19,73.28,Ecuador,,80.24
,1990,3.84,73.49,3.25,47.51,Ecuador,6.97,75.58
,1985,7.92,78.05,2.66,81.57,Ecuador,6.94,65.65
,1995,5.78,51.45,2.53,62.9,Ecuador,4.84,49.4
,1975,2.73,69.44,3.38,,Ecuador,4.31,55.17
,1960,4.74,68.13,3.6,73.73,Ecuador,2.67,48.34
,1995,4.18,53.61,6.94,78.86,Ecuador,7.52,74.18
,1960,1.19,67.09,3.29,74.96,Ecuador,6.99,66.84
,1970,5.29,66.24,3.86,61.98,Ecuador,5.29,78.31
,1975,3.09,69.95,3.34,68.86,Egypt,1.91,57.4
,1995,7.76,81.57,2.7,62.73,Egypt,4.23,59.93
,1985,6.97,71.98,2.99,66.18,Egypt,2.27,78.47
,1990,2.09,80.7,6.25,68.88,Egypt,5.36,77.21
,2000,1.81,69.82,2.58,63.81,Egypt,5.04,
,1980,6.33,55.34,1.71,62.12,Egypt,5.16,72.76
,1960,7.46,68.2,,60.4,El Salvador,5.03,67.15
,1975,7.38,79.45,5.02,54.67,El Salvador,3.68,71.27
,1960,4.33,67.94,1.38,75.62,El Salvador,7.76,70.59
,1990,6.41,77.05,,74.77,El Salvador,6.59,75.23
,1975,7.22,63.8,2.7,73.35,El Salvador,4.0,64.18
,1995,4.81,77.7,,,El Salvador,4.17,55.64
,1960,7.45,65.51,3.97,,Finland,4.27,
,1955,1.3,62.91,8.23,64.35,Finland,7.25,80.03
,1965,3.82,66.73,7.86,67.71,Finland,6.62,60.26
,1990,4.64,68.55,4.76,78.91,Finland,4.69,47.32
,1985,5.71,62.92,,50.53,Finland,5.29,63.8
,1970,1.92,62.13,1.75,69.87,Finland,7.83,67.01
,1985,4.7,50.53,6.13,68.07,Finland,3.91,74.93
,1985,8.14,57.07,5.77,69.94,Finland,4.34,69.87
,2000,6.52,72.08,1.55,70.89,Finland,3.2,64.7
,1965,4.72,66.64,2.8,80.08,Finland,6.33,61.71
,1970,3.26,64.96,2.39,75.65,Finland,5.05,
,1965,4.98,60.38,2.07,58.2,France,4.07,63.19
,2000,1.4,73.56,2.78,79.78,France,3.91,67.82
,2000,7.2,55.82,3.54,58.05,France,7.7,61.43
,1955,3.08,52.85,8.23,67.71,France,2.48,67.08
,1970,3.47,65.55,2.87,62.56,France,4.24,74.31
,1985,4.96,76.75,,74.2,France,3.38,56.06
,1985,2.21,73.44,2.92,57.37,France,4.77,58.44
,1970,5.25,67.38,5.61,67.8,France,1.53,65.56
,1970,2.46,53.8,7.07,58.34,France,5.85,67.56
,1955,7.13,79.15,6.16,78.87,France,7.98,49.87
,1980,5.2,81.57,6.09,79.52,France,7.31,79.97
,1960,3.85,71.56,3.87,62.38,France,2.84,78.91
,1985,6.45,65.54,5.28,75.33,Georgia,7.71,65.75
,1975,2.17,47.2,2.0,68.16,Georgia,6.8,68.26
,1990,5.24,38.9,1.03,68.8,Georgia,4.58,73.33
,1965,4.85,68.73,4.52,63.55,Georgia,5.79,56.83
,1960,5.09,61.46,3.4,71.36,Georgia,1.63,76.66
,1995,7.94,47.76,,78.39,Germany,4.91,
,1970,1.99,72.61,,54.53,Germany,7.24,64.49
,1975,5.57,79.66,4.17,61.32,Germany,6.32,62.28
,1970,1.43,58.91,2.08,64.46,Greece,3.55,77.08
,1990,5.57,66.38,,72.15,Greece,7.56,80.24
,1980,2.87,62.59,,71.47,Greece,2.26,80.24
,1990,1.14,66.62,8.23,74.25,Greece,5.79,56.51
,1970,6.5,59.97,2.38,59.69,Greece,1.99,52.36
,1975,7.54,73.84,,64.54,Greece,2.03,
,1970,6.59,63.44,1.25,56.68,Greece,1.66,69.4
,1965,1.28,60.11,2.65,56.24,Greece,4.01,54.85
,1970,1.93,77.16,2.69,67.95,Greece,4.92,79.71
,1955,5.5,72.05,4.32,45.14,Greece,5.31,63.84
,1965,1.35,52.65,,76.56,Greece,2.94,59.98
,1980,8.14,75.96,1.22,,Greece,5.54,67.59
,1970,5.87,59.5,4.22,64.96,Grenada,5.41,59.53
,1990,1.55,44.7,1.82,43.84,Grenada,4.13,66.42
,1955,2.97,73.59,4.61,60.99,Grenada,7.88,69.35
,1990,4.66,73.59,1.41,79.95,Grenada,6.39,57.97
,1960,6.21,58.84,1.43,70.36,Grenada,4.13,64.8
,1975,3.0,81.21,4.42,,Grenada,6.81,62.93
,1975,2.19,68.02,1.93,64.8,Grenada,,76.59
,1960,5.02,61.53,1.82,72.08,Grenada,2.32,61.25
,1980,5.67,65.21,2.91,70.36,Grenada,5.26,61.13
,1970,1.98,62.72,3.11,58.92,Haiti,8.05,56.37
,1955,7.9,48.29,5.46,57.9,Haiti,6.02,70.55
,1960,3.83,69.87,8.23,72.34,Haiti,,63.06
,1985,7.02,72.95,3.38,64.4,Haiti,2.33,66.59
,1980,4.62,61.58,,74.21,Haiti,3.87,68.18
,1980,1.24,79.25,2.76,76.51,Haiti,4.61,71.3
,2000,7.51,57.21,2.23,58.64,"Hong Kong, China",2.8,70.77
,1965,1.77,67.34,4.93,69.03,"Hong Kong, China",5.37,64.18
,1975,7.94,65.24,3.43,60.49,"Hong Kong, China",6.88,61.14
,2000,2.23,65.47,,51.26,"Hong Kong, China",6.71,58.58
,1970,4.73,60.73,4.23,81.57,"Hong Kong, China",4.21,52.07
,1965,8.04,61.09,2.79,59.41,"Hong Kong, China",4.89,66.05
,1960,1.59,66.56,5.86,65.82,"Hong Kong, China",1.52,75.2
,1985,5.24,77.44,3.35,67.49,"Hong Kong, China",3.91,
,1965,8.03,81.57,4.58,59.52,"Hong Kong, China",,67.34
,1985,5.83,67.04,3.89,59.09,"Hong Kong, China",6.08,79.07
,1970,4.24,59.4,1.93,72.92,"Hong Kong, China",5.07,74.65
,2000,5.07,73.96,2.56,62.9,"Hong Kong, China",6.98,68.27
,2000,3.94,53.27,2.15,60.36,"Hong Kong, China",7.68,75.21
,1965,1.38,62.79,,68.93,"Hong Kong, China",3.58,63.02
,1975,5.3,62.01,3.29,76.53,"Hong Kong, China",2.72,65.69
,1955,6.97,78.16,4.57,,Iceland,6.03,71.65
,1975,1.79,73.06,3.01,73.99,Iceland,7.48,
,1995,6.21,71.75,1.94,63.91,Iceland,2.0,
,2000,4.19,75.6,3.81,,Iceland,3.78,68.97
,1980,1.88,81.57,3.13,68.87,Iceland,7.03,55.75
,1960,6.2,56.77,1.26,55.62,Iceland,1.9,57.3
,1955,7.06,59.05,1.85,64.58,India,1.83,77.16
,1980,7.25,66.98,2.04,66.48,India,1.8,67.8
,1970,2.22,66.08,4.3,65.58,India,3.72,56.89
,1970,5.54,70.88,,58.36,India,4.88,56.16
,1960,5.85,62.78,1.66,,India,4.82,
,1975,6.98,62.77,,66.6,India,6.9,
,1965,6.01,67.22,5.31,73.27,India,4.2,55.22
,1965,3.7,49.82,1.38,70.87,India,7.77,60.63
,1980,8.1,72.21,3.75,66.9,India,2.75,
,1955,3.4,76.94,8.23,69.58,India,1.73,62.05
,1980,4.77,81.56,8.23,76.04,Indonesia,3.22,64.61
,1955,7.72,65.34,5.33,61.24,Indonesia,4.37,59.42
,1965,1.03,73.8,3.56,,Indonesia,7.34,66.73
,1990,8.08,43.63,1.95,74.45,Indonesia,,62.83
,1995,1.55,67.35,4.93,68.59,Indonesia,3.31,63.38
,1955,3.41,62.57,2.72,64.71,Indonesia,8.23,62.23
,1985,2.2,45.34,2.41,59.21,Indonesia,6.01,70.76
,1985,1.59,81.57,7.29,64.34,Indonesia,4.76,
,1990,8.1,55.79,2.17,,Indonesia,6.16,69.76
,2000,4.91,48.35,4.37,61.18,Indonesia,6.54,72.15
,1985,4.16,81.57,2.61,53.33,Indonesia,2.5,55.76
,1955,3.89,61.82,6.23,81.57,Indonesia,7.17,66.26
,1980,4.51,72.24,3.47,51.99,Indonesia,1.82,55.55
,1955,1.9,81.57,2.94,,Indonesia,6.17,66.95
,1990,7.18,81.57,1.62,81.57,Iran,2.21,76.69
,1980,1.44,70.44,,53.67,Iran,2.64,
,1970,4.76,73.06,3.19,78.31,Iran,1.19,70.17
,1960,3.93,63.82,1.92,69.22,Iran,7.78,
,1965,3.25,69.14,4.57,59.46,Iran,,70.45
,1970,1.39,65.67,3.41,55.05,Iran,1.62,51.1
,1955,1.95,66.78,2.07,81.51,Iran,2.08,78.32
,1955,4.99,52.78,3.66,66.18,Iran,1.39,64.6
,1980,3.12,60.44,3.77,75.06,Iran,2.88,69.54
,1995,5.54,66.56,3.34,64.18,Iraq,6.07,65.77
,1970,4.49,71.3,4.8,69.08,Iraq,1.68,65.86
,1965,5.38,62.16,5.35,71.04,Iraq,4.36,57.26
,1970,3.37,71.97,1.4,62.75,Iraq,,62.31
,1960,7.1,60.47,8.23,59.63,Iraq,5.29,39.08
,1960,8.08,55.0,,63.93,Iraq,1.56,63.96
,1970,2.94,64.56,2.83,65.92,Iraq,,66.11
,1985,6.09,66.37,1.03,68.68,Iraq,7.84,
,1965,5.57,62.98,3.89,71.21,Ireland,5.51,64.15
,2000,5.18,74.87,,65.53,Ireland,2.61,40.12
,1980,7.24,50.9,2.84,64.19,Ireland,2.95,60.43
,1955,7.89,54.42,2.02,60.13,Ireland,,72.16
,1990,6.45,81.55,1.55,69.64,Ireland,4.65,73.19
,1975,4.85,53.11,1.69,77.05,Ireland,4.5,64.2
,1955,5.37,59.26,1.76,55.38,Ireland,5.22,80.24
,1985,1.68,55.57,2.36,75.48,Ireland,3.89,68.51
,1970,1.98,56.29,1.44,62.65,Ireland,2.64,56.09
,1970,3.92,76.49,,67.73,Ireland,4.13,69.34
,1980,4.37,81.33,3.41,62.15,Ireland,1.68,58.01
,1985,7.16,53.15,2.32,81.57,Ireland,7.53,
,1960,7.25,58.85,6.25,66.03,Ireland,5.78,70.36
,1970,2.38,68.25,3.33,81.57,Ireland,7.09,70.2
,1965,4.87,65.36,2.94,66.81,Ireland,4.1,
,1960,4.06,66.05,7.16,74.54,Ireland,4.41,40.84
,1980,6.46,61.53,3.45,65.22,Israel,5.22,64.98
,1990,1.23,61.69,5.1,63.99,Israel,3.28,64.77
,1985,7.77,76.51,6.78,62.29,Israel,4.73,62.01
,1980,2.54,72.8,2.83,62.38,Israel,4.31,
,1990,1.49,72.46,7.39,81.57,Israel,5.75,42.27
,1980,3.85,73.37,6.25,69.74,Israel,1.52,62.04
,1955,4.18,72.33,5.65,,Israel,2.83,
,1960,2.2,46.67,4.49,64.25,Italy,2.91,78.0
,1985,4.44,58.46,1.93,60.35,Italy,7.22,42.03
,1995,5.24,74.39,5.9,58.7,Italy,3.72,61.23
,1975,2.72,70.94,1.57,,Italy,6.76,57.48
,1965,6.35,51.02,3.5,74.4,Italy,5.77,62.5
,1965,6.15,64.91,6.47,,Italy,6.73,44.02
,2000,2.47,81.57,2.01,70.62,Italy,3.41,
,2000,5.9,81.57,,69.51,Italy,2.46,68.91
,1970,5.48,75.61,2.83,39.05,Italy,1.75,64.02
,2000,7.22,47.69,3.85,73.89,Jamaica,5.4,55.85
,1980,2.64,51.94,,74.0,Jamaica,3.7,
,1985,5.78,70.27,5.98,78.07,Jamaica,4.62,
,1970,3.39,55.97,1.03,67.06,Jamaica,1.16,
,2000,4.62,68.63,2.75,53.46,Jamaica,2.97,
,2000,7.19,71.78,2.91,55.17,Jamaica,1.85,54.77
,1965,5.12,60.23,2.8,55.39,Jamaica,4.66,68.74
,2000,1.94,64.31,3.44,,Jamaica,7.12,80.24
,1970,2.34,56.44,2.16,66.78,Jamaica,5.19,80.24
,1970,1.06,69.14,1.48,,Jamaica,3.85,73.36
,1955,7.9,67.61,4.96,67.75,Jamaica,3.05,58.2
,1970,3.16,41.61,2.22,46.52,Jamaica,4.43,
,1980,5.27,49.51,2.56,71.54,Jamaica,2.98,78.66
,1955,4.87,69.13,2.24,68.17,Japan,3.09,59.88
,1980,4.24,74.19,2.07,62.16,Japan,5.97,74.35
,1970,3.44,76.66,,67.85,Japan,5.39,49.4
,1980,1.21,63.3,2.45,57.99,Japan,5.78,56.51
,1960,4.83,52.65,4.31,51.32,Japan,7.06,57.95
,1955,4.92,57.35,2.42,57.32,Japan,8.18,69.06
,1955,4.12,71.98,3.0,74.41,Japan,2.94,72.05
,1970,7.24,65.09,3.94,65.68,Japan,3.69,
,1955,1.32,74.95,6.71,61.66,Japan,6.32,49.34
,1990,2.47,77.28,1.75,,Kenya,2.72,67.88
,1970,2.11,50.32,5.84,80.44,Kenya,1.54,63.58
,1965,5.34,78.61,2.65,68.23,Kenya,4.14,57.09
,2000,1.8,52.03,1.5,71.74,Kenya,,53.73
,1975,5.26,53.37,6.08,70.6,Kenya,5.6,57.33
,1975,7.64,65.57,2.34,59.21,Kenya,,57.22
,1960,7.76,57.57,2.26,55.08,Kenya,,58.3
,1985,1.76,62.59,2.26,71.39,Kenya,1.17,54.57
,1980,3.77,45.14,4.93,77.06,Kenya,1.18,
,1955,7.85,65.9,2.21,66.97,Kenya,8.11,69.28
,1960,4.18,62.74,3.43,81.57,Lebanon,1.19,56.2
,1990,5.5,75.4,6.87,64.56,Lebanon,3.09,61.2
,1970,5.33,60.05,,70.73,Lebanon,,62.82
,1970,2.57,62.44,5.27,72.51,Lebanon,2.96,62.57
,1970,5.57,67.83,3.08,59.58,Lebanon,1.94,66.61
,2000,3.6,62.61,1.74,65.13,Lebanon,5.31,74.16
,1990,4.6,75.92,1.8,58.15,Lebanon,5.26,74.0
,1960,8.11,66.67,2.52,61.99,Lebanon,1.92,75.0
,1980,1.78,69.19,2.42,71.63,Mexico,,
,2000,5.52,49.69,3.6,75.93,Mexico,2.63,73.66
,1980,6.34,57.34,2.39,63.27,Mexico,6.75,78.3
,1995,6.42,66.11,1.85,75.22,Mexico,7.42,73.36
,1980,3.38,81.37,2.87,68.12,Mexico,1.83,74.34
,1995,1.41,72.37,2.24,63.58,Mexico,2.64,76.74
,1985,4.35,69.1,4.74,71.07,Mexico,4.98,55.03
,2000,1.94,70.73,4.7,72.21,Mexico,5.86,57.25
,1970,3.62,73.66,2.89,71.46,Mexico,,70.45
,1980,5.84,65.48,8.23,49.81,Mexico,7.42,80.24
,2000,7.15,69.14,3.71,60.17,Mexico,8.19,65.6
,1970,5.71,63.67,5.1,52.08,Mexico,5.7,63.26
,1965,2.44,56.43,6.98,72.54,Mexico,4.71,71.52
,1970,4.06,58.52,2.77,,Mexico,1.26,62.78
,1970,4.7,65.19,1.29,69.77,Mexico,6.06,58.66
,1990,1.83,67.25,3.37,74.11,Netherlands,3.88,54.47
,1955,7.7,69.49,3.42,53.43,Netherlands,3.93,56.01
,1965,2.08,72.22,2.62,64.82,Netherlands,4.59,55.51
,2000,2.04,81.52,5.47,65.06,Netherlands,6.03,80.24
,1975,4.39,67.79,4.07,81.19,Netherlands,4.05,80.24
,1965,2.77,69.86,1.11,65.82,New Zealand,7.77,65.69
,1985,1.83,59.8,1.63,56.65,New Zealand,4.58,65.88
,1985,3.98,66.82,6.11,,New Zealand,3.07,72.25
