Central Park	Manhattan	1.95	34.72
Washington Heights North	Manhattan	2.24	18.8
Lincoln Square East	Manhattan	2.06	20.5
Penn Station/Madison Sq West	Manhattan	1.33	32.8
Fort Greene	Brooklyn	0.09	20.76
LaGuardia Airport	Queens	2.82	18.62
Clinton East	Manhattan	2.66	68.3
Long Island City/Hunters Point	Queens	0.81	15.7
East Village	Manhattan	3.91	34.98
Brooklyn Heights	Brooklyn	1.14	12.87
Lincoln Square West	Manhattan	1.43	59.3
Jamaica	Queens	1.12	29.62
Astoria	Queens	1.36	9.1
Battery Park City	Manhattan	1.95	18.2
Astoria	Queens	0.31	13.03
Yorkville East	Manhattan	3.07	10.9
Clinton West	Manhattan	0.94	19.99
Midtown East	Manhattan	2.95	106.2
Sutton Place/Turtle Bay North	Manhattan	0.59	27.63
Gramercy	Manhattan	0.13	26.36
Crown Heights South	Brooklyn	0.18	8.52
Kips Bay	Manhattan	1.39	12.56
Union Sq	Manhattan	2.18	5.93
Jackson Heights	Queens	9.71	16
Upper East Side North	Manhattan	1.83	34.3
Manhattan Valley	Manhattan	0.77	17.23
Lower East Side	Manhattan	0.67	15.13
Yorkville West	Manhattan	2.59	31.95
Garment District	Manhattan	1.73	24.89
Upper East Side South	Manhattan	0.7	18.86
Yorkville West	Manhattan	4.47	38.7
Astoria	Queens	0.91	22.43
Sunnyside	Queens	0.51	25.7
Penn Station/Madison Sq West	Manhattan	0.67	31.08
Gramercy	Manhattan	0.43	15.96
Lincoln Square West	Manhattan	0.42	14.46
Upper West Side North	Manhattan	2.46	12.3
DUMBO/Vinegar Hill	Brooklyn	1.38	15.2
Elmhurst	Queens	0.09	23.73
Lower East Side	Manhattan	0.3	29.62
Midtown East	Manhattan	0.31	60.6
Little Italy/NoLiTa	Manhattan	0.9	32.77
Two Bridges/Seward Park	Manhattan	0.31	27.46
Manhattan Valley	Manhattan	0.13	14.19
Forest Hills	Queens	0.72	40.76
Gramercy	Manhattan	0.94	19.73
Sunnyside	Queens	1.15	21.7
JFK Airport	Queens	0.47	41.2
Midtown East	Manhattan	0.58	14.03
Yorkville West	Manhattan	7.05	35.29
Steinway	Queens	0.52	22.88
Upper East Side South	Manhattan	1.29	13.62
TriBeCa/Civic Center	Manhattan	0.72	13.1
Lincoln Square East	Manhattan	0.05	62.1
Upper West Side North	Manhattan	1.48	21.6
UN/Turtle Bay South	Manhattan	0.37	47.8
East Village	Manhattan	3.68	11.18
Greenwich Village North	Manhattan	2.24	9.64
Upper West Side South	Manhattan	0.2	20.6
Alphabet City	Manhattan	5.16	6.8
Union Sq	Manhattan	1.67	12.9
Midtown Center	Manhattan	2.23	24.1
Stuy Town/Peter Cooper Village	Manhattan	6.9	55.3
Upper West Side North	Manhattan	0.76	41.35
West Chelsea/Hudson Yards	Manhattan	0.4	18.8
Kips Bay	Manhattan	1.16	21.6
Upper East Side South	Manhattan	0.95	16.3
Murray Hill	Manhattan	0.41	25.97
LaGuardia Airport	Queens	1.14	131.19
Midtown Center	Manhattan	0.78	67.5
Fort Greene	Brooklyn	0.93	7.09
Greenwich Village South	Manhattan	2.96	53.39
East Tremont	Bronx	2.36	17.13
Midtown East	Manhattan	1.75	42.97
Williamsburg (South Side)	Brooklyn	0.97	37.82
East Village	Manhattan	0.57	42.65
Times Sq/Theatre District	Manhattan	1.77	9.7
Erasmus	Brooklyn	0.29	22.17
Greenwich Village North	Manhattan	0.99	44.71
Chinatown	Manhattan	2.24	21.2
JFK Airport	Queens	0.63	24.55
LaGuardia Airport	Queens	0.38	32.5
Central Park	Manhattan	0.97	13.38
Kips Bay	Manhattan	1.11	73.68
Lower East Side	Manhattan	0.63	11.2
Lenox Hill West	Manhattan	0.15	14
Lower East Side	Manhattan	0.48	22.1
Steinway	Queens	0.07	49.9
Upper East Side North	Manhattan	0.69	43.47
Midtown North	Manhattan	0.77	41.76
Jamaica	Queens	1.4	26.65
Crown Heights North	Brooklyn	2.89	7.1
Washington Heights South	Manhattan	3.78	30.43
Union Sq	Manhattan	0.24	8.76
Little Italy/NoLiTa	Manhattan	1.35	15.54
Fort Greene	Brooklyn	0.34	26.91
Penn Station/Madison Sq West	Manhattan	1.82	58.59
Times Sq/Theatre District	Manhattan	0.03	22.49
Upper East Side North	Manhattan	9.7	10.54
Hudson Sq	Manhattan	1.08	16.5
West Village	Manhattan	0.97	56.84
Upper East Side North	Manhattan	0.38	13.8
Clinton Hill	Brooklyn	0.04	14.9
Manhattan Valley	Manhattan	0.75	19.27
Garment District	Manhattan	3.61	15.89
Flatiron	Manhattan	0.12	29.2
Union Sq	Manhattan	0.84	6.57
Lincoln Square East	Manhattan	0.13	21.69
Murray Hill	Manhattan	5.3	21.1
Times Sq/Theatre District	Manhattan	3.66	16.9
East Chelsea	Manhattan	0.68	12.3
Midtown North	Manhattan	1.31	24.85
Park Slope	Brooklyn	2.67	30
East Village	Manhattan	0.1	11.8
Union Sq	Manhattan	0.08	38.21
Midtown East	Manhattan	0.73	44.4
Downtown Brooklyn/MetroTech	Brooklyn	0.37	2.89
Kips Bay	Manhattan	2.8	31.25
Lenox Hill West	Manhattan	0.95	24.76
East Chelsea	Manhattan	5.46	29.9
SoHo	Manhattan	0.22	26.8
Murray Hill	Manhattan	0.6	30.67
TriBeCa/Civic Center	Manhattan	3.02	17.15
Lincoln Square West	Manhattan	0.73	13.7
Upper East Side North	Manhattan	2.11	24.22
Stuyvesant Heights	Brooklyn	0.21	36.62
Midtown Center	Manhattan	0.53	9.09
Morrisania/Melrose	Bronx	2.34	27.9
Gowanus	Brooklyn	0.04	50.88
East Village	Manhattan	1.88	30.7
East Village	Manhattan	0.24	92.2
Gramercy	Manhattan	2.76	10.18
Union Sq	Manhattan	4.68	41.7
Downtown Brooklyn/MetroTech	Brooklyn	2.35	21.8
Union Sq	Manhattan	7.23	23.2
Coney Island	Brooklyn	1.08	16.69
Gramercy	Manhattan	0.61	18.81
Greenwich Village South	Manhattan	7.81	21.03
Midtown South	Manhattan	1.2	29.88
East Harlem North	Manhattan	0.66	24.05
Hudson Sq	Manhattan	0.1	31
Downtown Brooklyn/MetroTech	Brooklyn	0.8	13.6
Greenwich Village South	Manhattan	3.15	14.5
Woodside	Queens	5.14	20.1
Midtown East	Manhattan	1.78	19.38
Park Slope	Brooklyn	0.37	39.1
West Chelsea/Hudson Yards	Manhattan	0.35	35.1
LaGuardia Airport	Queens	1.34	9.2
Forest Hills	Queens	1.33	31.96
Yorkville West	Manhattan	4.51	32.1
Penn Station/Madison Sq West	Manhattan	0.38	40.6
Clinton East	Manhattan	4.47	40.6
Sutton Place/Turtle Bay North	Manhattan	0.77	14.7
East Village	Manhattan	0.3	15.9
East Concourse/Concourse Village	Bronx	2.47	21.7
Long Island City/Hunters Point	Queens	1.17	17.77
Penn Station/Madison Sq West	Manhattan	0.04	121.22
Meatpacking/West Village West	Manhattan	2.9	150
East Harlem North	Manhattan	2.38	18.2
Hudson Sq	Manhattan	0.13	21.99
TriBeCa/Civic Center	Manhattan	0.58	23.3
Penn Station/Madison Sq West	Manhattan	1.22	18.66
Forest Hills	Queens	1.11	57.57
Yorkville West	Manhattan	0.45	21.5
TriBeCa/Civic Center	Manhattan	1.79	30.45
Penn Station/Madison Sq West	Manhattan	1.96	8.05
Midtown East	Manhattan	0.43	19.58
Upper East Side North	Manhattan	0.89	19.02
Penn Station/Madison Sq West	Manhattan	1.45	27.52
Morningside Heights	Manhattan	0.61	33.28
Midtown South	Manhattan	0.02	45.54
Upper West Side South	Manhattan	0.03	8.4
Union Sq	Manhattan	1.69	25.59
Prospect Heights	Brooklyn	2.14	14.58
Clinton East	Manhattan	0.26	25.71
Boerum Hill	Brooklyn	4.91	21.97
Yorkville West	Manhattan	0.2	35.8
Greenwich Village South	Manhattan	0.36	20.66
Lincoln Square East	Manhattan	0.01	55.33
JFK Airport	Queens	2.1	32.11
Upper East Side North	Manhattan	0.26	14.79
