Pomona 	34.0552886	-117.7522793
Joliet 	41.525031	-88.0817252
Hayward 	37.6688205	-122.0807964
Torrance 	33.8358492	-118.3406288
Escondido 	33.1216751	-117.0814849
Bridgeport 	41.1670412	-73.2048348
Fort Collins 	40.5508527	-105.0668085
Paterson 	40.9167654	-74.171811
Syracuse 	43.0481221	-76.1474244
Lakewood 	39.6246085	-105.0842039
Sunnyvale 	37.3688301	-122.0363496
Hollywood 	34.1028268	-118.3299899
Naperville 	41.7729107	-88.147867
Dayton 	39.7589478	-84.1916069
Cary 	35.7882973	-78.7811925
Mesquite 	32.7666103	-96.599472
Savannah 	32.0835407	-81.0998342
Orange 	33.7500378	-117.8704931
McKinney 	33.1976496	-96.6154471
Fullerton 	33.8708215	-117.9294165
Clarksville 	38.2967791	-85.7602087
Warren 	40.8442828	-90.6168408
McAllen 	26.154573	-98.26072076
West Valley City 	40.6916132	-112.0010501
New Haven 	41.3082138	-72.9250518
Bellevue 	47.6144219	-122.1923372
Sterling Heights 	42.5803122	-83.0302033
Olathe 	38.8843867	-94.8161127
Topeka 	39.0490111	-95.6775557
Cedar Rapids 	41.9758872	-91.6704053
Thousand Oaks 	34.1705609	-118.8375937
Waco 	31.549333	-97.1466695
Elizabeth 	40.6639916	-74.2107006
Visalia 	36.3302284	-119.2920585
Gainesville 	29.651907	-82.3247976
Hartford 	41.7634935	-72.6830523
Miramar 	25.97591145	-80.33472113
Simi Valley 	34.2694474	-118.781482
Stamford 	41.0534302	-73.5387341
Concord 	43.207106	-71.5370216
Coral Springs 	26.26485615	-80.26534189
Frisco 	35.2351765	-75.6284903
Charleston 	32.7876012	-79.9402728
Carrollton 	33.5801103	-85.0766113
Roseville 	38.72338	-121.1858782
Lafayette 	30.2240897	-92.0198427
Thornton 	39.95782075	-104.9669887
Evansville 	37.9747645	-87.5558483
Denton 	33.1728435	-97.05898636
Surprise 	33.6292271	-112.3680189
Allen 	37.8882168	-95.3170208
Abilene 	32.4464534	-99.7333478
Victorville 	34.5361067	-117.2911565
Santa Clara 	37.3541132	-121.9551744
Beaumont 	30.0860459	-94.1018461
Vallejo 	38.1040864	-122.2566367
Independence 	37.2242358	-95.7083131
Ann Arbor 	42.2681569	-83.7312291
Provo 	40.2338438	-111.6585337
El Monte 	34.0751571	-118.036849
Lansing 	42.7337712	-84.5553805
Berkeley 	37.8708393	-122.2728639
Norman 	35.2225717	-97.4394816
Midland 	43.6155825	-84.2472117
Downey 	33.9400143	-118.1325688
Murfreesboro 	35.9155165	-86.44469333
Costa Mesa 	33.6633386	-117.903317
Inglewood 	33.9616801	-118.3531311
Miami Gardens 	25.94207545	-80.23975271
Waterbury 	41.5581525	-73.0514966
Elgin 	42.0372487	-88.2811895
Clearwater 	27.9658533	-82.8001026
Wilmington 	39.7459468	-75.546589
San Buenaventura (Ventura) 	34.302548	-119.2072845
Carlsbad 	33.1580933	-117.3505939
Fargo 	46.8772292	-96.789821
Arvada 	39.8027644	-105.0874842
Lowell 	42.6334247	-71.3161718
Gresham 	45.5067406	-122.4367058
Pueblo 	38.2544472	-104.609141
West Covina 	34.0686208	-117.9389526
West Jordan 	40.6096698	-111.9391031
Fairfield 	38.2493581	-122.0399663
Norwalk 	41.1175966	-73.4078968
High Point 	35.9556924	-80.0053176
Billings 	45.7874957	-108.49607
Murrieta 	33.560832	-117.2106564
Green Bay 	44.5299412	-88.0248317
Wichita Falls 	33.9137085	-98.4933873
Burbank 	34.1816482	-118.3258554
Round Rock 	30.5725805	-97.64840733
Antioch 	38.0049214	-121.805789
Everett 	47.9673056	-122.2013998
Palm Bay 	28.0331886	-80.6429695
Temecula 	33.4946353	-117.1473661
Daly City 	37.688432	-122.4606865
Centennial 	39.5680644	-104.9778307
Pompano Beach 	26.2378597	-80.1247667
Richardson 	32.9481789	-96.7297206
Erie 	42.129461	-80.085239
West Palm Beach 	26.7153425	-80.0533746
South Bend 	41.6833813	-86.2500066
Boulder 	40.0149856	-105.2705456
El Cajon 	32.7947731	-116.9625269
Davenport 	41.5236436	-90.5776368
Broken Arrow 	36.0525993	-95.7908195
Las Cruces 	32.3140354	-106.7798078
North Charleston 	32.8546197	-79.9748103
Kenosha 	42.5846773	-87.8212263
Lakeland 	28.0394654	-81.9498042
San Mateo 	37.496904	-122.3330573
Tyler 	32.3512601	-95.3010624
Lawton 	34.6086854	-98.3903305
Albany 	42.6511674	-73.754968
Lewisville 	33.046233	-96.994174
Clovis 	34.405472	-103.2050709
Dearborn 	42.3222599	-83.1763145
Sandy Springs 	33.9242688	-84.3785379
Roanoke 	37.270973	-79.9414313
Jurupa Valley 	33.9798472	-117.4515754
Livonia 	42.36837	-83.3527097
College Station 	30.6262616	-96.3347249
Vista 	33.2000368	-117.2425355
South Gate 	33.9463456	-118.200981
New Bedford 	41.6362152	-70.934205
San Angelo 	31.4319925	-100.4545797
Greeley 	40.4233142	-104.7091322
Davie 	26.075729	-80.28410878
Mission Viejo 	33.5965685	-117.659405
Yuma 	32.665167	-114.4759049
Brockton 	42.0834335	-71.0183787
Hillsboro 	45.5228939	-122.989827
Renton 	47.4799078	-122.2034496
Vacaville 	38.3760441	-121.9954703
Pearland 	29.5639758	-95.2864299
Yakima 	46.601557	-120.5108421
Quincy 	39.9356016	-91.4098727
Carson 	33.8322043	-118.2517547
Lee's Summit 	38.9108408	-94.3821724
Tuscaloosa 	33.2668398	-87.4862182
Hesperia 	34.4263886	-117.3008784
Beaverton 	45.4871723	-122.8037804
Roswell 	33.3942655	-104.5230242
Sparks 	39.5348431	-119.7527683
Lynn 	42.466763	-70.9494939
Santa Monica 	34.0195598	-118.4869739
Federal Way 	47.313494	-122.3393103
Spokane Valley 	47.6732281	-117.2393748
Miami Beach 	25.7881436	-80.1272705
Redding 	40.5863563	-122.3916754
Orem 	40.2975185	-111.6944685
Rio Rancho 	35.233375	-106.6644716
Lawrence 	38.9719384	-95.2359496
Waukegan 	42.3636331	-87.8447938
Santa Barbara 	34.4098107	-119.6970239
Fall River 	43.2264954	-103.5791473
Sandy 	40.572851	-111.8334495
Longmont 	40.1672117	-105.1019287
Fort Smith 	35.3872218	-94.4248983
Plantation 	26.1265258	-80.25786104
Chico 	39.7284945	-121.8374777
Nashua 	42.7653662	-71.467566
Boca Raton 	26.3586885	-80.0830984
Sunrise 	26.1482449	-80.32888574
League City 	29.5074538	-95.0949303
Duluth 	46.7729322	-92.1251218
Greenville 	34.851354	-82.3984882
Newport Beach 	33.6170092	-117.9294401
San Leandro 	37.7249296	-122.1560768
Newton 	42.3370414	-71.2092214
Whittier 	33.9748932	-118.0336975
Hawthorne 	33.9113109	-118.3477942
San Marcos 	29.8826436	-97.9405828
Deltona 	28.9005446	-81.2636738
Asheville 	35.6009498	-82.5540161
Trenton 	40.2170575	-74.7429463
Cicero 	41.8455878	-87.7539448
Tracy 	37.718829	-121.4342842
Citrus Heights 	38.7071247	-121.2810611
Bloomington 	39.1670396	-86.5342881
Westland 	42.3238056	-83.4005321
Ogden 	41.2230048	-111.9738429
Sioux City 	42.4966815	-96.4058782
Edmond 	35.6571367	-97.4649038
Nampa 	43.5737361	-116.559642
Livermore 	37.6820583	-121.7680531
Danbury 	41.394817	-73.4540111
Kirkland 	47.6859573	-122.1920249
Champaign 	40.1164205	-88.2433829
Hoover 	33.392206	-86.78045321
Buena Park 	33.870413	-117.9962165
Carmel 	39.9783711	-86.1180435
Troy 	42.6055893	-83.1499304
Bellingham 	48.754402	-122.4788602
Indio 	33.7192808	-116.2188054
O'Fallon 	38.5922715	-89.9112124
Longview 	32.5007038	-94.7404891
Cranston 	41.7809588	-71.4371257
Sugar Land 	29.6196787	-95.6349463
Hemet 	33.778562	-117.0357665
Farmington Hills 	42.4853125	-83.3771553
Hammond 	41.5833658	-87.500043
Fishers 	39.9555928	-86.0138729
Menifee 	37.9357602	-83.6014187
Merced 	37.3029568	-120.4843269
Mission 	26.2159066	-98.3252932
Gary 	41.6021292	-87.3371372
Chino 	34.0133561	-117.690075
Johns Creek 	34.0181557	-84.190196
Racine 	42.7261309	-87.7828523
Lake Forest 	42.2586342	-87.840625
Redwood City 	37.4852152	-122.2363548
Largo 	27.9094665	-82.7873244
Meridian 	32.376096	-88.68978607
Napa 	38.2891775	-122.2937063
New Rochelle 	40.9115386	-73.7826363
Bend 	44.0581728	-121.3153096
Camden 	30.9298212	-81.6225075
Bryan 	30.693444	-96.40080172
Bellflower 	33.8825705	-118.1167679
St. Joseph 	39.7686055	-94.8466322
Avondale 	33.4359175	-112.3405021
Brooklyn Park 	45.1004807	-93.3443585
Lynchburg 	37.40088	-79.18449229
Somerville 	42.3875968	-71.0994968
Deerfield Beach 	26.318342	-80.0996306
Palm Coast 	29.5541432	-81.2207673
Tustin 	33.7458511	-117.826166
Scranton 	41.4086874	-75.6621294
Baldwin Park 	34.08033185	-117.9662137
Decatur 	39.8628075	-88.89387182
Chino Hills 	33.9926803	-117.760056
Medford 	42.3264181	-122.8718605
Kennewick 	46.2112458	-119.1372338
Arlington Heights village	38.8967784	-77.0724777
Mountain View 	37.3855745	-122.08205
Bethlehem 	40.6178915	-75.3786521
Evanston 	42.0447388	-87.6930459
Alameda 	37.6090291	-121.899142
Kalamazoo 	42.291707	-85.5872286
Upland 	34.09751	-117.6483876
St. George 	37.104153	-113.5841313
Bolingbrook village	39.98265	-83.1258399
San Ramon 	37.7799273	-121.9780153
Bay 	30.2481693	-85.6593633
Appleton 	44.2611337	-88.4067604
Folsom 	38.6779591	-121.1760583
Wyoming 	43.1700264	-107.5685348
Lake Charles 	30.2265949	-93.2173759
Springdale 	36.1867442	-94.1288142
Southfield 	42.4733689	-83.2218731
Pharr 	26.1572415	-98.19134333
Gastonia 	35.262082	-81.1873005
Auburn 	32.5978265	-85.56335486
Rochester Hills 	42.6583661	-83.1499322
Pleasanton 	37.6624312	-121.8746789
Pawtucket 	41.878711	-71.3825558
Warner Robins 	32.598313	-83.62567691
Waukesha 	43.0116784	-88.2314813
Union City 	37.5963232	-122.0816297
Perris 	33.7825194	-117.2286478
Muncie 	40.1936683	-85.3865114
Passaic 	40.8567663	-74.1284764
Apple Valley 	44.7319094	-93.21772
Lynwood 	33.9303225	-118.2114933
Redlands 	34.072662	-117.0934169
Mount Pleasant 	32.7940651	-79.8625851
Manteca 	37.7986184	-121.2117148
Turlock 	37.4946568	-120.8465941
Iowa City 	41.6612561	-91.5299106
Loveland 	40.3977612	-105.0749801
Jonesboro 	35.8428646	-90.7034522
Boynton Beach 	26.5253491	-80.0664309
Gulfport 	30.3674198	-89.0928155
Santa Fe 	35.6869996	-105.9377997
Rapid City 	44.0811755	-103.228006
Waterloo 	43.4655524	-80.5217786
Lauderhill 	26.1403635	-80.2133808
Layton 	41.0602888	-111.9661495
Missouri City 	29.6330685	-95.5375482
Mount Vernon 	38.3172715	-88.9031201
Missoula 	46.879583	-113.921459
Temple 	31.098207	-97.3427847
Rock Hill 	34.9248667	-81.0250784
Goodyear 	33.353366	-112.4138567
Redondo Beach 	33.8455911	-118.3886766
Milpitas 	37.4282724	-121.9066238
Kenner 	29.9942265	-90.2417806
Eau Claire 	44.811349	-91.4984941
Dothan 	31.158522	-85.4269662
Youngs 	38.8986836	-83.2060162
St. Charles 	41.9141984	-88.3086977
Oshkosh 	44.0206919	-88.5408574
Flower Mound 	33.0145673	-97.0969552
Flagstaff 	35.199458	-111.6514259
Rancho Cordova 	38.5890723	-121.302728
Schenectady 	42.8095455	-74.021672
Frederick 	39.414443	-77.4105783
St. Cloud 	45.5616075	-94.1642004
Yorba Linda 	33.890107	-117.8255939
Davis 	38.545379	-121.7445835
Camarillo 	34.2163939	-119.0376024
Harlingen 	26.1906306	-97.6961026
Palo Alto 	37.442156	-122.1634472
Walnut Creek 	37.9063131	-122.064963
Yuba City 	39.1404477	-121.6169108
South San Francisco 	37.6549493	-122.4081251
Pittsburg 	38.0187757	-121.8850836
Pasco 	28.2996183	-82.4522702
Eagan 	44.818173	-93.1659179
East Orange 	40.767323	-74.2048677
North Richland Hills 	32.8342952	-97.2289029
San Clemente 	33.4270275	-117.6124179
Franklin 	37.9765409	-88.9335327
Johnson City 	36.3134398	-82.3534728
Lorain 	41.452819	-82.1823746
Laguna Niguel 	33.5225261	-117.7075526
Fort Myers 	26.640628	-81.8723084
North Little Rock 	34.7456275	-92.15314448
Woodbury 	44.92317	-92.9588282
Janesville 	42.7151854	-88.9907743
Bossier City 	32.5499425	-93.70095925
Pico Rivera 	33.9830688	-118.096735
Maple Grove 	45.0759797	-93.4561052
Montebello 	34.0159398	-118.111975
Shawnee 	39.0416718	-94.7202376
Bismarck 	46.8083268	-100.7837392
Homestead 	25.4687224	-80.4775569
Taylor 	32.556921	-84.2395154
Council Bluffs 	41.2621283	-95.8613912
Hamilton 	43.254687	-79.8678197
Rockville 	39.0840054	-77.1527573
Utica 	43.1009031	-75.2326641
Madera 	37.1716264	-119.7737991
Tamarac 	26.2052115	-80.27105546
Conway 	35.0886963	-92.4421011
Eden Prairie 	44.8546856	-93.470786
Delray Beach 	26.4614625	-80.0728201
Kissimmee 	28.2920249	-81.4078013
Coon Rapids 	45.1199652	-93.2877277
Gaithersburg 	39.1434406	-77.2013705
Haverhill 	42.7762015	-71.0772796
Santa Cruz 	36.9746099	-122.0294259
Waltham 	42.3756401	-71.2358004
Marysville 	39.1457247	-121.5913516
Daytona Beach 	29.2108147	-81.0228331
La Habra 	33.9318775	-117.9461074
Terre Haute 	39.4667025	-87.4139119
Vineland 	39.473152	-75.00202645
Meriden 	41.5381535	-72.8070435
Monterey Park 	34.0512156	-118.129229
Burnsville 	44.7677424	-93.2777226
North Miami 	25.90560775	-80.17506945
West Allis 	43.0166806	-88.0070315
Cheyenne 	41.1399814	-104.8202462
Encinitas 	33.0369867	-117.2919818
Ames 	42.0346917	-93.6201507
Tulare 	36.2516475	-118.852583
Malden 	42.4250964	-71.066163
Taylorsville 	40.6677517	-111.9386311
St. Clair Shores 	42.4969805	-82.8888054
Pontiac 	40.8808666	-88.6297839
Grand Junction 	39.063956	-108.5507317
Alpharetta 	34.0709576	-84.2747329
New Braunfels 	29.7026173	-98.1256263
Bowling Green 	36.9903199	-86.4436018
Gardena 	33.8883302	-118.3070892
Cupertino 	37.3230107	-122.0322519
National City 	32.6781085	-117.0991967
Conroe 	30.20481805	-95.45240905
Great Falls 	47.5048851	-111.2918908
Des Plaines 	42.0415823	-87.8873916
Huntington Park 	33.9816812	-118.2250725
West Des Moines 	41.5645337	-93.7595281
San Rafael 	37.9735346	-122.5310874
Petaluma 	38.270022	-122.6061223
Royal Oak 	42.4894801	-83.1446485
Blaine 	35.8970899	-98.4225961
Mansfield 	40.75839	-82.5154471
Dubuque 	42.5006217	-90.6647967
Rogers 	36.3781607	-95.6190889
La Mesa 	33.436188	-111.5860661
Owensboro 	37.7742152	-87.1133304
North Port 	27.044224	-82.2359254
Marietta 	33.9528472	-84.5496148
Idaho Falls 	43.4930789	-112.044349
Rocky Mount 	35.9382104	-77.7905341
Broomfield 	39.9379892	-105.0587294
Chapel Hill 	35.9131996	-79.0558445
Dearborn Heights 	42.3369816	-83.2732627
Bartlett 	41.9908485	-88.1850028
White Plains 	41.0339862	-73.7629097
Rowlett 	32.9029017	-96.56388
Tinley Park village	41.5961445	-87.7864396
Kokomo 	40.4864444	-86.1336351
Arcadia 	34.1362075	-118.0401497
Moore 	35.2835629	-86.3411514
Berwyn 	41.8505874	-87.7936685
Ocala 	29.1871986	-82.1400923
Lakeville 	44.650051	-93.2432791
Port Orange 	29.10150985	-81.01055374
Jupiter 	26.9266939	-80.12208902
Casper 	42.866632	-106.313081
Valdosta 	30.8327022	-83.2784851
Fountain Valley 	33.7038145	-117.9627349
Diamond Bar 	34.0286226	-117.8103367
Novi 	42.48059	-83.4754913
Anderson 	38.198077	-95.3067461
Woodland 	38.6786109	-121.7733285
Bowie 	39.0067768	-76.7791365
Chicopee 	42.17073265	-72.57331507
West Haven 	41.2706527	-72.9470471
Redmond 	47.6694141	-122.1238767
Cedar Park 	30.5119385	-97.8097447
Midwest City 	35.4495097	-97.3967025
Port Arthur 	29.8988258	-93.9287815
Porterville 	36.06523	-119.0167679
Carson City	39.1637984	-119.7674034
Lake Elsinore 	33.6680772	-117.3272615
Pocatello 	42.8688613	-112.4401098
Santee 	32.8383828	-116.9739167
Eastvale 	33.9766799	-117.5598444
Corvallis 	44.5645659	-123.2620435
Paramount 	33.8984873	-118.170703
Mount Prospect village	41.983426	-73.4212318
Hanford 	36.3274502	-119.6456844
Elyria 	41.3683798	-82.1076486
Manhattan 	40.7902778	-73.9597222
Sanford 	35.4798757	-79.1802994
Coconut Creek 	26.2714628	-80.18180846
Rosemead 	34.0676169	-118.0879763
Noblesville 	40.0455918	-86.0085955
Shoreline 	47.7563195	-122.3438255
Delano 	35.7688425	-119.2470536
St. Peters 	38.8010514	-90.627881
South Jordan 	40.5621704	-111.929658
Wheaton 	41.8646959	-88.1101709
Normal 	40.5117699	-88.9944815
Lake Havasu City 	34.483901	-114.3224548
Colton 	34.0739016	-117.3136547
Kingsport 	36.5484341	-82.5618186
Blue Springs 	39.01723	-94.2822095
Brentwood 	37.9317766	-121.6960266
Grand Forks 	47.9078244	-97.0592028
Novato 	38.1061979	-122.5681191
Buckeye 	38.9237892	-120.7979883
Florissant 	38.789217	-90.322614
Hendersonville 	35.3187279	-82.4609528
Sarasota 	27.3364347	-82.5306527
Euless 	32.8370727	-97.0819541
Cathedral City 	33.7810031	-116.4640765
Hoffman Estates village	42.0639157	-88.1247969
Yucaipa 	34.040931	-117.0516713
Battle Creek 	42.3192548	-85.1824269
Pensacola 	30.421309	-87.2169149
Smyrna 	39.2998339	-75.6046494
Oak Park village	35.8466277	-78.70554926
Greenwood 	37.8709542	-96.2471338
Peabody 	42.5278731	-70.9286609
Placentia 	33.8714814	-117.8617337
Watsonville 	36.9092773	-121.7529071
Perth Amboy 	40.5067723	-74.2654234
Milford  	41.2223194	-73.0564953
Hoboken 	40.7433066	-74.0323752
La Crosse 	43.8804365	-91.25484113
Joplin 	37.0842271	-94.513281
Burlington 	44.4723989	-73.2114941
Saginaw 	43.4200387	-83.9490365
Elkhart 	41.6819935	-85.9766671
West New York 	40.7880091	-74.0142761
Minnetonka 	44.9127229	-93.499059
Glendora 	34.1361187	-117.865339
George 	30.857421	-88.6537118
Pflugerville 	30.4393696	-97.6200043
Richland 	38.7060457	-88.0949352
DeSoto 	34.8703284	-89.9778704
Castle Rock 	39.3726585	-104.8584264
Plainfield 	41.623191	-88.22843248
Niagara Falls 	43.1030928	-79.0302618
Harrisonburg 	38.4493315	-78.8688833
Bradenton 	27.4989278	-82.5748194
Lehi 	40.3880902	-111.8491619
Casa Grande 	32.8793816	-111.7575614
Southaven 	34.9889818	-90.0125913
Gilroy 	37.0065078	-121.5631723
Brookhaven 	31.58369	-90.44180867
Pinellas Park 	27.8599115	-82.70437819
Grand Island 	40.9250124	-98.342007
Enid 	36.3967623	-97.8791341
Cuyahoga Falls 	41.1348213	-81.4848086
Harrisburg 	40.2663107	-76.8861122
Monroe 	38.2722313	-90.1792484
Wilson 	37.5692118	-95.7452639
Palm Desert 	33.7288179	-116.3825711
Palm Beach Gardens 	26.84176195	-80.13530872
West Sacramento 	38.5804609	-121.530234
Kentwood 	42.8694731	-85.6447492
Huntington 	38.4192496	-82.445154
Logan 	40.1075089	-89.3768539
Sheboygan 	43.7508284	-87.71453
Tigard 	45.4307473	-122.7719339
Aliso Viejo 	33.5761376	-117.7258122
Lenexa 	38.9536174	-94.7335709
La Mirada 	33.9060971	-118.0107092
Burien 	47.469918	-122.3485274
Poway 	32.9628234	-117.0358646
Edina 	44.8897027	-93.3501222
East Lansing 	42.7355416	-84.4852469
Cypress 	33.8248235	-118.0399368
Euclid 	41.5931049	-81.5267873
Rancho Santa Margarita 	33.640855	-117.603104
Coral Gables 	25.6905515	-80.23500888
Covina 	34.0877926	-117.8891164
Mishawaka 	41.6619927	-86.1586156
Pine Bluff 	34.2284312	-92.0031955
Huntersville 	35.4107135	-80.8428483
Sammamish 	47.6088445	-122.0423067
Salina 	38.8402805	-97.6114237
Galveston 	29.299328	-94.7945882
Doral 	25.8184725	-80.35396781
Commerce City 	39.8083196	-104.9338675
Olympia 	47.0450197	-122.8948725
Caldwell 	32.0820785	-92.1130105
Murray 	34.4935341	-97.0475803
Ankeny 	41.7318715	-93.6003837
Grapevine 	32.9342919	-97.0780654
Mentor 	41.6661573	-81.339552
East Providence 	41.8137116	-71.3700545
Binghamton 	42.096968	-75.914341
Portage 	41.5758708	-87.1761455
Dunwoody 	33.9430886	-84.30974861
Azusa 	34.1338751	-117.9056046
Wauwatosa 	43.0494122	-88.0079271
Hattiesburg 	31.3271189	-89.2903392
Parker 	39.5184514	-104.7612638
Altoona 	40.518681	-78.394736
Sierra Vista 	31.5545401	-110.3036929
Stillwater 	36.1156306	-97.0585717
Collierville 	35.042036	-89.6645266
Cedar Hill 	32.5889112	-96.9559308
Cleveland Heights 	41.5200518	-81.556235
Beavercreek 	39.7092262	-84.0632685
St. Louis Park 	44.9475726	-93.3569023
Jeffersonville 	38.2776479	-85.7371131
Farmington 	36.7304288	-108.2089191
San Luis Obispo 	35.2827525	-120.6596156
Palm Springs 	33.8345281	-116.5389475
Texas City 	29.383845	-94.9027002
Coeur d'Alene 	47.6776832	-116.7804664
Bonita Springs 	26.3618645	-81.79306068
Elmhurst 	41.8994745	-87.9403418
Glenview village	38.2875699	-85.6369058
Barnstable Town 	41.278228	-73.6006489
Twin Falls 	42.5629668	-114.4608711
Leesburg 	39.1026092	-77.55901065
Strongsville 	41.3144733	-81.83511
Pittsfield 	42.4500967	-73.2453785
Maricopa 	33.34883	-112.49123
Biloxi 	30.3960318	-88.8853645
DeKalb 	41.9294736	-88.7503647
Charlottesville 	38.029306	-78.4766781
Belleville 	38.5200504	-89.9839935
Titusville 	28.6122187	-80.8075538
Attleboro 	41.9445441	-71.2856082
Lombard village	38.2250033	-104.5449727
Summerville 	33.0000235	-80.18979261
Hackensack 	40.8859326	-74.0434736
