pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-20 12:01:51,2019-03-20 12:18:58,1,4.26,4.64,5.93,1.93,14.8,yellow,credit card,LaGuardia Airport,East Flushing,Queens,Queens
2019-03-19 13:04:25,2019-03-19 13:19:38,5,2.27,8.74,0.08,0.23,16.8,yellow,cash,Bushwick South,Flushing Meadows-Corona Park,Brooklyn,Queens
2019-03-03 06:52:21,2019-03-03 07:05:56,1,2.85,13.7,1.2,0.06,13.76,yellow,credit card,Yorkville West,Sheepshead Bay,Manhattan,Brooklyn
2019-03-24 20:22:18,2019-03-24 20:37:19,5,0.21,11.09,5.3,0.32,24.89,yellow,cash,Garment District,Fort Greene,Manhattan,Brooklyn
2019-03-18 17:00:04,2019-03-18 17:15:16,1,4.13,10.15,0.35,0.49,13.8,yellow,credit card,Union Sq,Clinton Hill,Manhattan,Brooklyn
2019-03-06 19:26:01,2019-03-06 19:38:44,1,0.15,19.5,1.58,0.16,36.22,yellow,cash,Yorkville West,Greenwich Village North,Manhattan,Manhattan
2019-03-23 05:37:51,2019-03-23 05:52:36,1,1.39,10.8,0.16,0.04,15.76,yellow,credit card,West Village,Long Island City/Queens Plaza,Manhattan,Queens
2019-03-12 08:30:21,2019-03-12 08:42:16,1,1.44,14.0,4.3,0.03,20.7,yellow,cash,Midtown Center,Bedford,Manhattan,Brooklyn
2019-03-26 18:27:59,2019-03-26 18:41:47,2,4.1,7.3,1.49,0.17,18.99,yellow,credit card,Flatiron,Midtown East,Manhattan,Manhattan
2019-03-13 06:31:16,2019-03-13 06:48:40,1,2.79,8.47,1.7,0.06,16.6,yellow,cash,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan
2019-03-16 22:10:08,2019-03-16 22:22:44,2,0.88,5.0,3.81,0.04,10.28,yellow,credit card,Midtown Center,Parkchester,Manhattan,Bronx
2019-03-10 01:07:23,2019-03-10 01:19:47,1,2.96,5.5,1.54,0.28,20.86,yellow,cash,Central Park,Alphabet City,Manhattan,Manhattan
2019-03-24 10:09:15,2019-03-24 10:23:10,1,0.69,10.7,2.65,0.0,28.6,yellow,credit card,Midtown East,Steinway,Manhattan,Queens
2019-03-29 13:01:19,2019-03-29 13:17:11,1,1.05,10.44,1.78,0.18,11.4,yellow,cash,East Harlem South,Baisley Park,Manhattan,Queens
2019-03-14 08:57:37,2019-03-14 09:12:23,2,1.88,10.6,1.71,0.26,22.35,yellow,credit card,Midtown Center,Bay Ridge,Manhattan,Brooklyn
2019-03-17 14:32:58,2019-03-17 14:48:30,1,7.9,4.51,1.7,0.66,43.21,yellow,cash,JFK Airport,Baisley Park,Queens,Queens
2019-03-19 01:21:47,2019-03-19 01:36:57,1,0.47,16.8,0.71,0.19,17.07,yellow,credit card,Times Sq/Theatre District,Spuyten Duyvil/Kingsbridge,Manhattan,Bronx
2019-03-25 18:52:33,2019-03-25 19:06:11,1,0.04,5.7,0.07,0.23,15.91,yellow,cash,Midtown East,Bedford Park,Manhattan,Bronx
2019-03-12 00:42:39,2019-03-12 00:59:05,3,18.04,1.3,3.25,3.11,7.0,yellow,credit card,Astoria,West Concourse,Queens,Bronx
2019-03-17 11:02:11,2019-03-17 11:15:39,1,0.12,8.0,1.05,0.17,16.48,yellow,cash,Central Harlem,Corona,Manhattan,Queens
2019-03-04 08:01:05,2019-03-04 08:14:01,1,1.96,6.1,0.29,0.34,6.48,yellow,credit card,Garment District,Manhattan Valley,Manhattan,Manhattan
2019-03-19 14:51:09,2019-03-19 15:05:22,1,1.79,6.9,4.44,0.03,11.41,yellow,cash,Upper East Side North,Yorkville East,Manhattan,Manhattan
2019-03-22 06:10:49,2019-03-22 06:25:27,1,14.21,6.03,0.14,0.82,25.8,yellow,credit card,East Flatbush/Farragut,Melrose South,Brooklyn,Bronx
2019-03-08 03:57:00,2019-03-08 04:09:57,1,0.52,11.3,2.02,0.01,18.02,yellow,cash,West Chelsea/Hudson Yards,East Flatbush/Remsen Village,Manhattan,Brooklyn
2019-03-23 15:33:31,2019-03-23 15:48:00,2,0.51,13.46,6.09,0.19,15.5,yellow,credit card,Midtown Center,Bay Ridge,Manhattan,Brooklyn
2019-03-02 16:36:46,2019-03-02 16:52:54,1,1.38,11.16,0.76,0.41,12.3,yellow,cash,LaGuardia Airport,Bensonhurst East,Queens,Brooklyn
2019-03-21 04:26:19,2019-03-21 04:40:04,1,3.55,3.8,1.02,0.01,17.57,yellow,credit card,East Village,Crown Heights North,Manhattan,Brooklyn
2019-03-07 09:21:04,2019-03-07 09:35:44,2,2.6,7.31,0.34,0.05,8.8,yellow,cash,Bloomingdale,Pelham Parkway,Manhattan,Bronx
2019-03-12 11:14:48,2019-03-12 11:28:56,1,0.28,12.2,4.99,0.15,15.74,yellow,credit card,Upper West Side South,Baisley Park,Manhattan,Queens
2019-03-14 01:53:01,2019-03-14 02:05:20,1,0.78,6.3,2.34,0.02,10.08,yellow,cash,Flatiron,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-06 09:49:35,2019-03-06 10:05:33,1,2.22,6.9,2.61,0.06,8.01,yellow,credit card,Chinatown,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-20 19:13:55,2019-03-20 19:29:46,5,0.46,5.9,0.08,0.05,12.47,yellow,cash,Central Harlem,Lower East Side,Manhattan,Manhattan
2019-02-28 14:16:59,2019-02-28 14:34:34,1,0.74,11.7,1.15,0.18,17.53,yellow,credit card,East Village,Parkchester,Manhattan,Bronx
2019-03-23 01:03:39,2019-03-23 01:18:49,2,2.54,7.4,3.1,0.21,30.86,yellow,cash,Midtown North,Pelham Parkway,Manhattan,Bronx
2019-03-22 06:12:35,2019-03-22 06:26:17,1,2.98,13.83,2.8,0.23,28.1,yellow,credit card,West Village,Rego Park,Manhattan,Queens
2019-02-28 10:41:50,2019-02-28 10:55:30,1,0.04,7.5,4.52,0.23,23.68,yellow,cash,Midtown South,Eastchester,Manhattan,Bronx
2019-03-09 05:23:01,2019-03-09 05:37:08,1,0.75,5.73,2.18,0.02,18.6,yellow,credit card,Midtown South,Manhattan Valley,Manhattan,Manhattan
2019-03-12 12:51:01,2019-03-12 13:03:23,4,3.54,4.8,3.15,0.12,16.77,yellow,cash,Morningside Heights,Alphabet City,Manhattan,Manhattan
2019-03-26 13:17:57,2019-03-26 13:30:47,1,2.12,9.57,0.45,0.4,10.8,yellow,credit card,Clinton East,Fresh Meadows,Manhattan,Queens
2019-03-26 09:57:37,2019-03-26 10:12:40,1,2.98,12.7,1.69,0.06,33.23,yellow,cash,Yorkville West,Queensboro Hill,Manhattan,Queens
2019-03-23 16:22:03,2019-03-23 16:37:37,1,0.15,18.2,1.82,0.49,74.46,yellow,credit card,LaGuardia Airport,Belmont,Queens,Bronx
2019-03-26 13:27:56,2019-03-26 13:42:58,1,2.06,6.7,0.3,0.21,16.61,yellow,cash,Flatiron,Manhattanville,Manhattan,Manhattan
2019-03-05 09:31:23,2019-03-05 09:48:15,1,3.08,8.5,1.34,0.22,16.93,yellow,credit card,Midtown Center,Long Island City/Hunters Point,Manhattan,Queens
2019-03-29 15:02:23,2019-03-29 15:17:06,1,0.87,14.65,3.96,0.08,16.6,yellow,cash,TriBeCa/Civic Center,Highbridge,Manhattan,Bronx
2019-03-15 04:39:00,2019-03-15 04:56:11,1,0.09,10.3,0.79,0.11,17.3,yellow,credit card,Hudson Sq,World Trade Center,Manhattan,Manhattan
2019-03-10 14:01:57,2019-03-10 14:16:18,2,4.79,11.9,1.08,0.02,25.53,yellow,cash,Central Harlem North,Bedford,Manhattan,Brooklyn
2019-03-03 19:41:34,2019-03-03 19:57:49,1,1.69,6.2,1.66,0.02,16.6,yellow,credit card,Times Sq/Theatre District,Chinatown,Manhattan,Manhattan
2019-03-13 13:31:31,2019-03-13 13:45:38,1,2.76,6.5,0.14,0.08,23.02,yellow,cash,Chinatown,Soundview/Bruckner,Manhattan,Bronx
2019-03-22 20:58:05,2019-03-22 21:14:21,1,0.62,14.9,2.29,0.01,16.88,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-02 16:33:15,2019-03-02 16:48:31,6,0.09,15.42,0.12,0.05,16.3,yellow,cash,Penn Station/Madison Sq West,East Harlem South,Manhattan,Manhattan
2019-03-04 01:56:17,2019-03-04 02:12:31,2,0.53,5.9,1.86,0.16,27.28,yellow,credit card,Garment District,Midtown East,Manhattan,Manhattan
2019-03-05 17:33:38,2019-03-05 17:47:45,1,1.45,4.1,1.63,0.1,42.14,yellow,cash,Gramercy,Bedford,Manhattan,Brooklyn
2019-03-04 18:39:06,2019-03-04 18:54:17,2,8.22,5.9,0.49,0.19,17.07,yellow,credit card,Midtown East,Norwood,Manhattan,Bronx
2019-03-05 22:21:36,2019-03-05 22:36:14,6,2.86,9.3,0.65,0.01,12.04,yellow,cash,Midtown North,Midtown East,Manhattan,Manhattan
2019-03-06 00:33:14,2019-03-06 00:49:47,1,0.68,10.2,1.25,0.76,18.42,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
2019-03-05 17:16:36,2019-03-05 17:32:29,1,3.48,8.2,0.44,0.01,11.56,yellow,cash,East Harlem South,Greenwich Village South,Manhattan,Manhattan
2019-03-08 20:41:10,2019-03-08 20:57:56,1,0.54,9.61,4.14,0.12,10.9,yellow,credit card,Midtown East,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-28 20:31:46,2019-03-28 20:44:10,1,16.63,22.6,10.53,0.89,24.99,yellow,cash,Jackson Heights,Stapleton,Queens,Staten Island
2019-03-05 22:15:09,2019-03-05 22:29:34,1,2.37,5.8,4.35,0.25,21.04,yellow,credit card,Upper West Side North,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-15 15:03:56,2019-03-15 15:19:36,1,0.69,3.9,1.6,0.12,19.23,yellow,cash,Lincoln Square East,Middle Village,Manhattan,Queens
2019-03-13 03:01:34,2019-03-13 03:15:03,2,3.19,14.47,0.18,0.05,19.0,yellow,credit card,Garment District,Kips Bay,Manhattan,Manhattan
2019-03-20 21:14:42,2019-03-20 21:29:04,1,1.27,1.9,1.44,0.09,18.72,yellow,cash,Penn Station/Madison Sq West,Claremont/Bathgate,Manhattan,Bronx
2019-03-02 17:28:50,2019-03-02 17:44:21,1,1.84,7.8,1.75,0.07,18.54,yellow,credit card,West Village,Flatiron,Manhattan,Manhattan
2019-03-08 01:45:40,2019-03-08 02:00:26,1,10.52,4.4,2.15,0.12,19.73,yellow,cash,Lower East Side,Gramercy,Manhattan,Manhattan
2019-03-31 08:25:55,2019-03-31 08:37:50,5,0.87,14.8,1.22,0.12,16.53,yellow,credit card,Downtown Brooklyn/MetroTech,Riverdale/North Riverdale/Fieldston,Brooklyn,Bronx
2019-03-02 17:56:25,2019-03-02 18:11:51,2,2.4,8.8,4.27,0.2,11.77,yellow,cash,Upper West Side South,Mott Haven/Port Morris,Manhattan,Bronx
2019-03-13 17:04:06,2019-03-13 17:19:37,2,2.08,9.49,0.56,0.18,18.7,yellow,credit card,East Flatbush/Farragut,Morrisania/Melrose,Brooklyn,Bronx
2019-03-12 15:25:09,2019-03-12 15:37:14,1,1.45,9.3,2.06,0.17,13.9,yellow,cash,Penn Station/Madison Sq West,Briarwood/Jamaica Hills,Manhattan,Queens
2019-03-01 01:08:06,2019-03-01 01:22:05,1,0.1,10.35,0.29,0.17,16.0,yellow,credit card,Midtown Center,Van Nest/Morris Park,Manhattan,Bronx
2019-03-29 19:52:00,2019-03-29 20:07:31,1,1.5,13.12,0.15,1.53,25.9,yellow,cash,Jackson Heights,Lincoln Square East,Queens,Manhattan
2019-03-18 16:45:46,2019-03-18 17:01:03,1,0.17,15.4,1.76,0.17,22.03,yellow,credit card,Park Slope,Inwood,Brooklyn,Manhattan
2019-03-27 03:03:27,2019-03-27 03:18:56,1,0.79,4.1,0.08,0.07,9.2,yellow,cash,Manhattanville,Flushing,Manhattan,Queens
2019-03-06 22:41:01,2019-03-06 22:57:10,1,0.2,14.8,3.76,0.03,21.3,yellow,credit card,Upper West Side North,East New York,Manhattan,Brooklyn
2019-03-27 23:42:45,2019-03-27 23:57:37,1,0.22,6.2,0.23,0.0,7.29,yellow,cash,Midtown Center,Roosevelt Island,Manhattan,Manhattan
2019-03-06 05:35:53,2019-03-06 05:51:52,1,3.23,2.6,0.54,0.02,13.13,yellow,credit card,Lower East Side,Mount Hope,Manhattan,Bronx
2019-03-25 05:08:22,2019-03-25 05:21:58,5,2.3,9.88,0.89,0.22,21.6,yellow,cash,Midtown Center,Corona,Manhattan,Queens
2019-03-30 13:30:00,2019-03-30 13:44:38,1,3.75,21.5,0.11,0.48,114.0,yellow,credit card,LaGuardia Airport,Chinatown,Queens,Manhattan
2019-03-03 13:17:09,2019-03-03 13:31:38,1,2.32,5.9,1.43,0.04,15.94,yellow,cash,Murray Hill,Richmond Hill,Manhattan,Queens
2019-03-14 21:25:10,2019-03-14 21:41:47,1,0.38,5.1,0.99,0.21,49.7,yellow,credit card,Fort Greene,Bay Ridge,Brooklyn,Brooklyn
2019-03-31 03:27:11,2019-03-31 03:43:24,2,12.44,32.62,10.55,3.41,46.3,yellow,cash,Long Island City/Hunters Point,Corona,Queens,Queens
2019-03-14 09:03:47,2019-03-14 09:20:14,1,4.95,12.4,0.4,0.01,17.81,yellow,credit card,Midtown Center,Kew Gardens,Manhattan,Queens
2019-03-07 03:07:55,2019-03-07 03:19:00,1,0.13,20.0,0.61,0.13,23.03,yellow,cash,TriBeCa/Civic Center,Oakland Gardens,Manhattan,Queens
2019-03-09 17:39:16,2019-03-09 17:52:51,1,3.35,10.4,1.48,0.07,15.25,yellow,credit card,Upper West Side South,Roosevelt Island,Manhattan,Manhattan
2019-03-07 06:27:40,2019-03-07 06:42:52,1,3.71,10.95,0.19,0.33,31.9,yellow,cash,Union Sq,East Harlem South,Manhattan,Manhattan
2019-03-30 10:54:24,2019-03-30 11:07:16,1,0.35,14.1,6.61,0.05,39.03,yellow,credit card,Midtown Center,Queensbridge/Ravenswood,Manhattan,Queens
2019-03-18 06:47:38,2019-03-18 07:00:26,5,7.75,23.1,0.33,0.11,31.82,yellow,cash,JFK Airport,TriBeCa/Civic Center,Queens,Manhattan
2019-03-30 18:11:01,2019-03-30 18:24:25,1,0.62,7.1,2.33,0.02,17.18,yellow,credit card,Yorkville East,Upper West Side South,Manhattan,Manhattan
2019-03-24 20:00:16,2019-03-24 20:16:30,1,1.58,7.7,4.4,0.34,9.99,yellow,cash,Penn Station/Madison Sq West,Hunts Point,Manhattan,Bronx
2019-03-11 01:52:37,2019-03-11 02:07:42,1,26.82,7.2,3.73,0.04,26.27,yellow,credit card,JFK Airport,Midtown East,Queens,Manhattan
2019-03-20 05:14:54,2019-03-20 05:28:48,2,2.26,4.0,0.25,0.21,6.81,yellow,cash,Kips Bay,Hillcrest/Pomonok,Manhattan,Queens
2019-03-07 09:13:40,2019-03-07 09:28:00,3,2.22,7.1,0.96,0.07,12.31,yellow,credit card,Yorkville West,Midwood,Manhattan,Brooklyn
2019-03-23 05:36:20,2019-03-23 05:48:46,2,0.09,15.1,1.1,0.61,25.7,yellow,cash,Queensbridge/Ravenswood,Bushwick North,Queens,Brooklyn
2019-03-23 08:59:05,2019-03-23 09:13:15,1,1.22,12.9,0.13,0.12,13.82,yellow,credit card,SoHo,Rego Park,Manhattan,Queens
2019-03-19 20:12:12,2019-03-19 20:29:19,1,0.14,10.2,1.45,0.67,15.62,yellow,cash,West Village,Chinatown,Manhattan,Manhattan
2019-03-08 12:01:33,2019-03-08 12:18:02,3,3.38,5.8,1.22,0.3,16.24,yellow,credit card,Greenwich Village North,East Flatbush/Farragut,Manhattan,Brooklyn
2019-03-09 02:27:51,2019-03-09 02:44:35,6,1.65,8.49,3.07,0.1,14.6,yellow,cash,West Chelsea/Hudson Yards,Mount Hope,Manhattan,Bronx
2019-03-03 16:41:13,2019-03-03 16:56:23,1,1.58,8.5,1.01,0.0,17.98,yellow,credit card,Greenwich Village North,East Williamsburg,Manhattan,Brooklyn
2019-03-19 02:10:17,2019-03-19 02:25:14,1,3.5,23.77,0.9,0.05,34.5,yellow,cash,Times Sq/Theatre District,Randalls Island,Manhattan,Manhattan
2019-02-28 18:06:27,2019-02-28 18:17:34,1,0.85,15.99,0.97,0.05,18.7,yellow,credit card,West Village,Sunnyside,Manhattan,Queens
2019-03-31 01:42:23,2019-03-31 01:55:31,2,0.11,5.1,1.9,0.08,14.43,yellow,cash,Lincoln Square East,Melrose South,Manhattan,Bronx
2019-03-10 09:58:07,2019-03-10 10:13:06,5,0.06,12.0,1.98,0.01,18.63,yellow,credit card,Midtown South,Baisley Park,Manhattan,Queens
2019-03-06 06:31:31,2019-03-06 06:46:01,1,0.52,15.5,2.41,0.04,16.92,yellow,cash,Midtown South,Rego Park,Manhattan,Queens
2019-03-06 04:40:10,2019-03-06 04:55:14,1,6.62,8.3,2.85,1.59,67.1,yellow,credit card,Elmhurst,South Ozone Park,Queens,Queens
2019-03-13 18:36:53,2019-03-13 18:49:38,1,3.11,5.35,0.38,0.39,23.4,yellow,cash,Clinton East,East Tremont,Manhattan,Bronx
2019-03-27 02:30:40,2019-03-27 02:46:04,0,1.55,11.5,2.64,0.3,25.07,yellow,credit card,Penn Station/Madison Sq West,Morningside Heights,Manhattan,Manhattan
2019-03-03 04:55:15,2019-03-03 05:09:21,1,0.82,14.86,0.06,0.17,16.1,yellow,cash,Lenox Hill West,East Village,Manhattan,Manhattan
2019-03-17 22:02:34,2019-03-17 22:16:52,1,2.21,2.8,2.72,0.04,23.53,yellow,credit card,Upper East Side South,East Williamsburg,Manhattan,Brooklyn
2019-03-16 13:38:47,2019-03-16 13:51:36,2,7.78,13.2,0.33,0.04,14.54,yellow,cash,Financial District South,Elmhurst/Maspeth,Manhattan,Queens
2019-03-05 07:07:26,2019-03-05 07:24:12,1,1.11,4.6,0.26,0.11,20.28,yellow,credit card,Upper West Side North,Old Astoria,Manhattan,Queens
2019-03-14 01:31:26,2019-03-14 01:48:09,2,1.21,6.8,0.27,0.02,10.1,yellow,cash,Clinton East,Clinton Hill,Manhattan,Brooklyn
2019-03-31 21:45:32,2019-03-31 22:01:35,1,0.32,23.63,0.15,0.65,26.0,yellow,credit card,LaGuardia Airport,Gramercy,Queens,Manhattan
2019-03-09 04:16:44,2019-03-09 04:32:31,2,0.68,10.68,0.38,0.12,12.5,yellow,cash,Lenox Hill West,College Point,Manhattan,Queens
2019-03-12 11:11:37,2019-03-12 11:27:03,1,0.79,5.9,0.69,0.11,7.66,yellow,credit card,West Chelsea/Hudson Yards,College Point,Manhattan,Queens
2019-03-09 16:31:26,2019-03-09 16:46:33,5,0.2,9.0,2.07,0.02,12.06,yellow,cash,Central Harlem,Soundview/Bruckner,Manhattan,Bronx
2019-03-17 22:06:51,2019-03-17 22:21:57,1,3.62,9.69,1.4,0.1,19.3,yellow,credit card,Upper West Side South,Middle Village,Manhattan,Queens
2019-03-18 07:18:04,2019-03-18 07:33:43,1,1.3,4.4,1.72,0.31,16.07,yellow,cash,Greenwich Village South,Marble Hill,Manhattan,Manhattan
2019-03-11 13:47:05,2019-03-11 14:02:20,1,1.09,7.6,0.09,0.07,20.96,yellow,credit card,West Village,Oakland Gardens,Manhattan,Queens
2019-03-29 19:08:07,2019-03-29 19:22:17,2,0.23,5.7,3.67,0.14,17.26,yellow,cash,West Village,East New York,Manhattan,Brooklyn
2019-03-08 05:56:55,2019-03-08 06:13:38,3,1.15,8.3,0.01,0.01,21.0,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2019-03-08 09:13:30,2019-03-08 09:27:38,1,3.79,9.5,3.22,0.45,33.53,yellow,cash,Upper East Side South,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-04 23:27:49,2019-03-04 23:41:39,1,0.97,14.3,1.9,0.6,14.46,yellow,credit card,Morningside Heights,Bloomingdale,Manhattan,Manhattan
2019-03-04 14:48:25,2019-03-04 15:00:50,1,8.06,13.68,0.91,0.04,19.3,yellow,cash,DUMBO/Vinegar Hill,East Flatbush/Remsen Village,Brooklyn,Brooklyn
2019-03-08 00:19:41,2019-03-08 00:31:43,1,0.9,3.8,1.92,0.05,4.33,yellow,credit card,Lenox Hill East,Co-Op City,Manhattan,Bronx
2019-03-03 04:14:22,2019-03-03 04:31:34,1,7.36,19.92,6.43,0.23,26.4,yellow,cash,Times Sq/Theatre District,Van Cortlandt Village,Manhattan,Bronx
2019-03-06 00:00:11,2019-03-06 00:15:59,1,1.3,16.0,2.43,0.26,29.53,yellow,credit card,Downtown Brooklyn/MetroTech,Gravesend,Brooklyn,Brooklyn
2019-03-01 15:05:51,2019-03-01 15:22:30,1,0.56,4.6,1.48,0.12,22.6,yellow,cash,East Chelsea,Greenpoint,Manhattan,Brooklyn
2019-03-23 04:01:53,2019-03-23 04:16:14,1,1.02,6.5,1.34,0.31,13.92,yellow,credit card,Lincoln Square East,Washington Heights North,Manhattan,Manhattan
2019-03-14 00:46:48,2019-03-14 01:00:47,1,0.3,4.2,0.54,0.05,24.67,yellow,cash,Midtown North,Inwood,Manhattan,Manhattan
2019-03-18 17:58:02,2019-03-18 18:14:03,1,3.37,4.3,0.62,0.12,22.78,yellow,credit card,Midtown Center,Hillcrest/Pomonok,Manhattan,Queens
2019-03-20 07:13:21,2019-03-20 07:28:24,1,0.6,7.9,5.09,0.11,8.53,yellow,cash,Greenwich Village North,Seaport,Manhattan,Manhattan
2019-03-30 17:43:29,2019-03-30 17:59:34,1,2.25,10.0,0.9,0.02,10.52,yellow,credit card,TriBeCa/Civic Center,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-18 00:07:17,2019-03-18 00:22:06,2,0.22,21.6,0.81,0.01,26.72,yellow,cash,Midtown Center,Westchester Village/Unionport,Manhattan,Bronx
2019-03-16 08:53:53,2019-03-16 09:06:24,0,10.5,8.7,1.5,5.35,52.01,yellow,credit card,LaGuardia Airport,Elmhurst,Queens,Queens
2019-03-23 13:16:40,2019-03-23 13:31:51,1,5.15,19.76,9.67,4.07,43.8,yellow,cash,JFK Airport,Union Sq,Queens,Manhattan
2019-03-29 04:39:32,2019-03-29 04:52:41,1,1.74,16.9,9.11,0.3,18.21,yellow,credit card,Kew Gardens,Mott Haven/Port Morris,Queens,Bronx
2019-03-11 06:14:22,2019-03-11 06:29:26,1,1.61,11.97,4.12,0.01,13.9,yellow,cash,Midtown Center,Midtown East,Manhattan,Manhattan
2019-02-28 09:11:35,2019-02-28 09:27:56,1,2.43,15.46,1.36,0.08,34.6,yellow,credit card,SoHo,Eastchester,Manhattan,Bronx
2019-03-22 07:27:15,2019-03-22 07:41:04,1,2.39,10.44,1.16,0.07,12.0,yellow,cash,Penn Station/Madison Sq West,Sunnyside,Manhattan,Queens
2019-03-05 07:19:43,2019-03-05 07:34:54,1,0.6,8.1,1.51,0.43,19.03,yellow,credit card,Fort Greene,Woodlawn/Wakefield,Brooklyn,Bronx
2019-03-21 18:44:31,2019-03-21 18:57:41,1,12.66,17.24,0.24,14.1,80.3,yellow,cash,JFK Airport,Battery Park,Queens,Manhattan
2019-03-16 14:31:19,2019-03-16 14:48:51,1,0.77,16.2,1.47,0.04,27.21,yellow,credit card,Flatiron,LaGuardia Airport,Manhattan,Queens
2019-03-06 01:36:21,2019-03-06 01:53:42,1,21.44,7.58,4.72,0.29,45.1,yellow,cash,Jackson Heights,Elmhurst,Queens,Queens
2019-03-20 14:44:51,2019-03-20 14:57:12,1,7.15,21.7,0.01,0.01,27.8,yellow,credit card,Greenwich Village South,Glendale,Manhattan,Queens
2019-03-22 19:10:07,2019-03-22 19:25:03,1,2.36,14.5,3.12,0.11,17.02,yellow,cash,SoHo,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-17 15:57:29,2019-03-17 16:13:30,1,9.85,7.53,4.2,0.01,22.68,yellow,credit card,Clinton East,Battery Park,Manhattan,Manhattan
2019-03-24 06:19:35,2019-03-24 06:33:58,1,4.71,7.3,2.69,0.31,14.5,yellow,cash,Lower East Side,Claremont/Bathgate,Manhattan,Bronx
2019-03-06 22:18:58,2019-03-06 22:33:36,1,5.3,7.1,2.28,0.15,14.67,yellow,credit card,East Harlem South,Prospect Heights,Manhattan,Brooklyn
2019-03-11 19:23:38,2019-03-11 19:39:23,1,6.54,5.74,1.24,0.2,15.5,yellow,cash,Upper East Side North,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-11 12:06:56,2019-03-11 12:18:38,2,2.05,13.07,2.24,0.06,31.8,yellow,credit card,Flatbush/Ditmas Park,Jamaica,Brooklyn,Queens
