Major_code,Major,Major_category,Grad_total,Grad_sample_size,Grad_employed,Grad_full_time_year_round,Grad_unemployed,Grad_unemployment_rate,Grad_median,Grad_P25,Grad_P75,Nongrad_total,Nongrad_employed,Nongrad_full_time_year_round,Nongrad_unemployed,Nongrad_unemployment_rate,Nongrad_median,Nongrad_P25,Nongrad_P75,Grad_share,Grad_premium
5102.0,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",Social Science,278020.0,841.0,56323.0,82740.0,795.0,0.031990028,81182.0,45717,142483.0,874445.0,30227.0,159179.0,15714.0,0.059810398,59884.0,37259.0,78472.0,0.303062501,0.512281653
1130.0,BIOCHEMICAL SCIENCES,Agriculture & Natural Resources,69995.0,624.0,11893.0,32913.0,51.0,0.023262046,79566.0,69493,108067.0,76039.0,22710.0,20839.0,1990.0,0.044504365,48880.0,38555.0,75839.0,0.309109443,0.083870223
2663.0,COMPOSITION AND RHETORIC,Humanities & Liberal Arts,42410.0,11161.0,33518.0,16504.0,10245.0,0.02734368,69376.0,51971,75387.0,147204.0,13338.0,102884.0,11766.0,0.061600286,43727.0,34866.0,82631.0,0.313768101,0.270468245
2274.0,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Humanities & Liberal Arts,52325.0,1981.0,22262.0,26813.0,14572.0,0.061878118,56651.0,68760,91768.0,799795.0,65565.0,169894.0,17918.0,0.071919495,40636.0,29558.0,73630.0,0.322744552,0.450870666
4165.0,ENGINEERING AND INDUSTRIAL MANAGEMENT,Industrial Arts & Consumer Services,53064.0,74.0,49769.0,8328.0,320.0,0.110519824,56765.0,58631,91066.0,270309.0,7530.0,117790.0,6260.0,0.049008986,48872.0,40534.0,67556.0,0.323943196,0.171936163
2022.0,ART AND MUSIC EDUCATION,Computers & Mathematics,117154.0,198.0,21276.0,17870.0,1035.0,0.034041984,91369.0,56752,119393.0,357180.0,122120.0,13045.0,9069.0,0.079362632,67133.0,51769.0,79892.0,0.325054505,0.23369374
1118.0,METALLURGICAL ENGINEERING,Agriculture & Natural Resources,52654.0,30.0,27779.0,4004.0,562.0,0.029715062,60006.0,40704,114572.0,36446.0,14752.0,21987.0,3236.0,0.039596452,58315.0,36450.0,75651.0,0.325818243,0.462055582
1507.0,THEOLOGY AND RELIGIOUS VOCATIONS,Humanities & Liberal Arts,177664.0,1519.0,23484.0,24226.0,688.0,0.039967868,63802.0,51790,74247.0,309178.0,16341.0,97343.0,8308.0,0.059672199,42404.0,33931.0,75173.0,0.328207016,0.448937928
4925.0,PLANT SCIENCE AND AGRONOMY,Health,79985.0,225.0,60654.0,63123.0,2457.0,0.027383849,63998.0,45823,102411.0,1106742.0,19306.0,13926.0,1020.0,0.057234994,44699.0,36438.0,74430.0,0.329867926,0.363032716
2231.0,PHYSICS,Industrial Arts & Consumer Services,13227.0,393.0,4735.0,3434.0,452.0,0.083486361,59834.0,46011,80329.0,162968.0,137943.0,55627.0,1449.0,0.042428374,67799.0,43942.0,96674.0,0.331041885,0.376466848
1980.0,COMPUTER AND INFORMATION SYSTEMS,Engineering,214861.0,99.0,50030.0,5594.0,174.0,0.031075715,80068.0,51775,133226.0,151351.0,133487.0,13563.0,6055.0,0.057207117,68719.0,67764.0,128702.0,0.333236279,0.294769722
1105.0,GENERAL AGRICULTURE,Agriculture & Natural Resources,42055.0,438.0,5973.0,23134.0,758.0,0.015254974,54496.0,50970,98241.0,70560.0,25752.0,62363.0,2571.0,0.036478295,50383.0,36673.0,81333.0,0.334353054,0.008678522
3591.0,HOSPITALITY MANAGEMENT,Biology & Life Science,101493.0,238.0,30847.0,4940.0,230.0,0.021544883,89771.0,62700,143439.0,12734.0,11547.0,7151.0,161.0,0.055752994,57555.0,30005.0,74112.0,0.344900733,0.935365332
3945.0,STATISTICS AND DECISION SCIENCE,Biology & Life Science,12366.0,2539.0,7201.0,6658.0,460.0,0.038792333,108848.0,60107,175192.0,1672906.0,5378.0,3464.0,73.0,0.036743566,42247.0,38611.0,75306.0,0.349103319,0.504864418
3992.0,DRAMA AND THEATER ARTS,Computers & Mathematics,29915.0,119.0,6131.0,7938.0,291.0,0.048175795,86759.0,52339,94057.0,148220.0,61665.0,82174.0,1885.0,0.076905191,79618.0,42206.0,112416.0,0.349177297,0.389089126
2108.0,COMPUTER PROGRAMMING AND DATA PROCESSING,Engineering,23028.0,507.0,22386.0,22438.0,842.0,0.019458467,81359.0,76758,111667.0,21154.0,12919.0,5596.0,980.0,0.03107386,72494.0,69478.0,87049.0,0.349971979,0.362880996
2565.0,PHARMACOLOGY,Engineering,180956.0,522.0,18693.0,13433.0,1760.0,0.042359235,107567.0,49891,138039.0,14000.0,6048.0,8159.0,2461.0,0.044054084,84645.0,43670.0,115631.0,0.350450739,0.052157379
2361.0,PHILOSOPHY AND RELIGIOUS STUDIES,Computers & Mathematics,48755.0,125.0,32982.0,43912.0,378.0,0.03037525,58108.0,48711,113798.0,399848.0,94170.0,49193.0,164.0,0.044124009,74034.0,37991.0,78416.0,0.351528394,0.12856034
5421.0,MECHANICAL ENGINEERING,Humanities & Liberal Arts,915341.0,486.0,210335.0,10045.0,1464.0,0.051601361,71101.0,41247,124489.0,284723.0,77471.0,14633.0,2933.0,0.046473217,51654.0,31472.0,75270.0,0.355061844,0.409740787
1985.0,MISCELLANEOUS PSYCHOLOGY,Engineering,35423.0,427.0,14870.0,19087.0,412.0,0.015678226,103513.0,85000,117579.0,366345.0,11034.0,211633.0,6275.0,0.054098457,73030.0,73003.0,141382.0,0.356538149,0.291710253
5004.0,MECHANICAL ENGINEERING,Physical Sciences,1044418.0,110.0,92067.0,69919.0,94.0,0.021100412,97904.0,81316,128643.0,23671.0,16800.0,8153.0,3740.0,0.049580271,60357.0,40441.0,85388.0,0.358198901,0.533797177
2325.0,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Engineering,1184158.0,322.0,6809.0,6453.0,553.0,0.041180939,112345.0,55366,183867.0,549903.0,51462.0,10399.0,4835.0,0.023597667,72169.0,47378.0,87605.0,0.358510539,0.038163435
2306.0,PHYSICAL AND HEALTH EDUCATION TEACHING,Humanities & Liberal Arts,87096.0,8239.0,28597.0,24132.0,2552.0,0.029351152,58238.0,56301,99251.0,79545.0,71779.0,12756.0,11812.0,0.070205359,44293.0,29518.0,76832.0,0.359157742,0.425030162
1100.0,EDUCATIONAL PSYCHOLOGY,Agriculture & Natural Resources,40034.0,410.0,28016.0,2308.0,624.0,0.018668425,70446.0,48736,85535.0,35607.0,5941.0,35186.0,2928.0,0.033498677,52423.0,35567.0,77163.0,0.359186159,0.074951484
1871.0,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,Humanities & Liberal Arts,396826.0,496.0,17209.0,12553.0,7100.0,0.045692264,65862.0,48259,74904.0,197439.0,23141.0,112229.0,961.0,0.065803967,47203.0,35915.0,74035.0,0.360961448,0.432784628
5012.0,STATISTICS AND DECISION SCIENCE,Physical Sciences,119954.0,327.0,13521.0,71485.0,3443.0,0.029205146,96537.0,64951,115248.0,52593.0,4286.0,9020.0,770.0,0.041829195,61780.0,40883.0,85195.0,0.361701434,0.329391392
3360.0,PSYCHOLOGY,Law & Public Policy,118521.0,371.0,23969.0,40680.0,1589.0,0.004886471,84674.0,38693,116938.0,23552.0,10373.0,21491.0,4468.0,0.057814271,53307.0,35650.0,83260.0,0.365405074,0.321693135
2881.0,ACCOUNTING,Engineering,57442.0,418.0,18799.0,8425.0,623.0,0.035806479,81560.0,53271,113763.0,34713.0,9445.0,12606.0,5018.0,0.039304022,87740.0,54466.0,103746.0,0.367126161,0.15674013
5470.382695621463,BIOCHEMICAL SCIENCES,Communications & Journalism,139358.22299118745,170.36893401529886,107604.74668490325,14208.271839945015,495.0384605871037,0.0093016,53954.91940028771,66790,121371.15354508876,191034.94604059315,7434.311449889168,76048.56552904205,2599.4856868181773,0.10117794,87256.40945118677,44133.0027805127,89441.54689041065,0.368259967,0.096843565
2364.0,SOCIAL PSYCHOLOGY,Education,384661.0,274.0,205358.0,207655.0,782.0,0.025558429,56298.0,38461,80878.0,23546.0,7355.0,2946.0,1895.0,0.035160941,47615.0,25009.0,72044.0,0.36912278,0.136629334
2445.0,GEOLOGY AND EARTH SCIENCE,Biology & Life Science,22669.0,203.0,7421.0,11993.0,243.0,0.034432359,98257.0,54488,104821.0,23734.0,6281.0,9578.0,1125.0,0.041552858,46327.0,39329.0,87274.0,0.374057092,0.629620341
4790.0,CHEMISTRY,Social Science,106755.0,3272.0,23459.0,53891.0,2735.0,0.054467446,135000.0,53116,148224.0,773386.0,176676.0,9733.0,8907.0,0.058430942,48036.0,36662.0,75743.0,0.374447969,0.302369603
1106.0,COMMERCIAL ART AND GRAPHIC DESIGN,Agriculture & Natural Resources,52587.0,510.0,13097.0,770.0,266.0,0.027598411,73814.0,38950,102715.0,84382.0,7760.0,4551.0,1780.0,0.044536859,57612.0,36054.0,86430.0,0.374626347,0.06363878
5492.542459826086,EDUCATIONAL PSYCHOLOGY,Interdisciplinary,60726.61484756313,381.38051766815556,6665.348253867608,11116.165209930296,2251.9638041376543,0.052308588,65000.0,64121,85412.50634251196,337682.6276844095,89514.45007860608,96744.24434958775,494.85136693093114,0.043517246,50608.17889143952,34969.70322672662,64084.2566314913,0.386497131,0.375384863
2068.0,FORESTRY,Computers & Mathematics,139859.0,132.0,12469.0,8026.0,4631.0,0.05934834,66213.0,53466,108842.0,138445.0,16775.0,61107.0,1543.0,0.04727594,83670.0,43370.0,88143.0,0.386815569,0.380922411
2157.0,SCHOOL STUDENT COUNSELING,Engineering,209570.0,325.0,9845.0,7542.0,580.0,0.032858476,93093.0,42158,127622.0,160231.0,20991.0,26313.0,4743.0,0.048675413,74007.0,62959.0,94654.0,0.388098278,0.212976906
1358.487288646125,COMPUTER SCIENCE,Communications & Journalism,57727.49567206755,598.0059375067807,19695.510601173803,34236.19374022063,1994.6424592367555,0.012221394,64547.314777162115,53994,113669.7964670552,123214.61243018684,51118.390133114066,109457.48166268901,3328.4074028113882,0.06344414,41974.83523343336,33098.37587324992,80064.8626602953,0.3885879,0.453902376
2390.0,INTERCULTURAL AND INTERNATIONAL STUDIES,Education,175643.0,8107.0,18433.0,78199.0,8275.0,0.024384252,55122.0,58742,67751.0,712534.0,238964.0,430069.0,11993.0,0.103715497,47738.0,28146.0,76731.0,0.391838957,0.259149815
5552.0,MISCELLANEOUS SOCIAL SCIENCES,Humanities & Liberal Arts,371373.0,421.0,27236.0,159143.0,282.0,0.047595926,61424.0,44587,106326.0,443423.0,31187.0,36208.0,1781.0,0.078202769,47981.0,28119.0,71337.0,0.392935437,0.468383142
1632.0,BUSINESS ECONOMICS,Humanities & Liberal Arts,915341.0,379.0,180953.0,48835.0,4348.0,0.041868947,66497.0,47133,70095.0,362426.0,162390.0,80069.0,25361.0,0.056219912,48468.0,35691.0,66402.0,0.39370842,0.455709209
4181.0,EDUCATIONAL PSYCHOLOGY,Health,153392.0,582.0,42826.0,17298.0,3500.0,0.046099058,67139.0,61798,126000.0,150228.0,41785.0,28551.0,11306.0,0.03801189,89620.0,37742.0,120708.0,0.394836482,0.693569923
2586.0,COMPUTER ENGINEERING,Engineering,31021.0,72.0,12766.0,27645.0,2282.0,0.078737225,86179.0,56122,130676.0,169905.0,7089.0,25938.0,3995.0,0.047708268,70933.0,46372.0,100814.0,0.395579507,0.054112192
4481.0,FINANCE,Law & Public Policy,110850.0,3276.0,52034.0,84450.0,2799.0,0.037412595,80508.0,64593,109571.0,70391.0,9113.0,13019.0,6831.0,0.068152098,53412.0,36899.0,83505.0,0.396059553,0.36900073
2472.0,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Engineering,23314.0,476.0,8736.0,1873.0,832.0,0.027359837,97387.0,59353,127220.0,251399.0,80607.0,84566.0,7306.0,0.032936476,62367.0,42762.0,96729.0,0.397676297,0.157447401
4509.0,PUBLIC ADMINISTRATION,Humanities & Liberal Arts,144337.0,383.0,26234.0,15597.0,1595.0,0.060248426,62465.0,54762,87975.0,403938.0,235668.0,349371.0,6350.0,0.070226725,48508.0,35447.0,73285.0,0.397879869,0.434310696
6001.0,MISCELLANEOUS SOCIAL SCIENCES,Arts,40597.0,832.0,39772.0,9551.0,7546.0,0.038823647,56341.0,64920,74287.0,251128.0,99280.0,79898.0,6368.0,0.081611332,47969.0,27320.0,69864.0,0.40065269,0.207178311
5032.0,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Physical Sciences,120601.0,242.0,6021.0,8131.0,5018.0,0.034075702,92032.0,42085,110671.0,388323.0,5319.0,5612.0,848.0,0.043400762,58190.0,44107.0,83009.0,0.401351497,0.50072347
4019.0,INDUSTRIAL PRODUCTION TECHNOLOGIES,Health,60437.0,1187.0,17955.0,51721.0,1939.0,0.026289701,68207.0,45348,86959.0,75135.0,29906.0,32937.0,6155.0,0.059171617,77730.0,45875.0,119612.0,0.405410734,0.106030266
5034.0,AEROSPACE ENGINEERING,Physical Sciences,915341.0,847.0,35718.0,27015.0,2749.0,0.029232242,87261.0,66907,155875.0,1262518.0,12146.0,4991.0,316.0,0.06912256,62994.0,46796.0,94132.0,0.405845358,0.346013496
3239.0,MINING AND MINERAL ENGINEERING,Humanities & Liberal Arts,915341.0,935.0,49224.0,39597.0,7754.0,0.054099113,81011.0,45213,82920.0,241338.0,150995.0,24940.0,6665.0,0.066077002,50511.0,28446.0,76385.0,0.411789318,0.457487419
1960.0,NATURAL RESOURCES MANAGEMENT,Engineering,13354.0,871.0,2872.0,5310.0,328.0,0.094713835,103423.0,78588,135141.0,691955.0,38850.0,29974.0,1008.0,0.04576812,78407.0,49704.0,128228.0,0.414580516,0.195052326
2135.0,MISCELLANEOUS PSYCHOLOGY,Biology & Life Science,49027.0,196.0,12255.0,6321.0,363.0,0.031990495,60719.0,54816,94979.0,84199.0,20993.0,28768.0,631.0,0.052993157,59205.0,30730.0,74293.0,0.41478318,0.402386213
4225.0,BIOLOGICAL ENGINEERING,Computers & Mathematics,8600.0,708.0,6541.0,3107.0,1274.0,0.039873567,94810.0,69119,133468.0,29398.0,15914.0,29082.0,3607.0,0.054483511,86981.0,37631.0,91586.0,0.41788055,0.185313817
2071.0,GENERAL ENGINEERING,Engineering,197654.0,893.0,4476.0,7734.0,717.0,0.02992871,98938.0,50992,132532.0,244185.0,35697.0,12040.0,4044.0,0.043094057,78950.0,56369.0,121631.0,0.418375896,0.309286571
5004.0,PHARMACOLOGY,Physical Sciences,915341.0,925.0,4201.0,3318.0,34.0,0.021515619,85722.0,47708,145571.0,54439.0,41215.0,16669.0,292.0,0.041162334,58700.0,38731.0,83115.0,0.419972607,0.549119377
5598.0,FINE ARTS,Social Science,491918.0,2881.0,46034.0,113050.0,16532.0,0.052065239,65174.0,52483,116708.0,186883.0,144987.0,70376.0,3586.0,0.06441059,57710.0,37894.0,73699.0,0.420938025,0.318113531
2597.0,MISCELLANEOUS AGRICULTURE,Engineering,31045.0,61.0,16470.0,26514.0,342.0,0.015915927,107726.0,37418,139882.0,625706.0,16191.0,88783.0,3494.0,0.033591729,57853.0,40735.0,138666.0,0.42830603,0.302336471
1960.0,MINING AND MINERAL ENGINEERING,Engineering,131997.0,284.0,8674.0,4640.0,116.0,0.04016011,81238.0,59141,149692.0,446950.0,11514.0,23921.0,4084.0,0.026823621,62968.0,57239.0,110004.0,0.435145597,0.235584644
3494.0,COMPUTER NETWORKING AND TELECOMMUNICATIONS,Humanities & Liberal Arts,703347.0,2667.0,53477.0,136843.0,3053.0,0.058479231,63441.0,39364,113882.0,779715.0,28858.0,76264.0,4358.0,0.057505315,46077.0,37478.0,80395.0,0.44005632,0.355194455
2217.0,SOCIOLOGY,Industrial Arts & Consumer Services,7330.0,285.0,3693.0,5774.0,365.0,0.11878566,86702.0,51814,91502.0,281152.0,33046.0,129953.0,1732.0,0.045129296,66921.0,37766.0,91070.0,0.441487978,0.326694646
2334.0,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Education,236447.0,2594.0,107858.0,30663.0,1996.0,0.01707139,53223.0,52046,69575.0,585623.0,94185.0,177179.0,4907.0,0.060200271,43899.0,29622.0,61595.0,0.44334204,0.310876531
4250.0,BUSINESS ECONOMICS,Computers & Mathematics,531430.0,117.0,15129.0,10504.0,188.0,0.097500669,69379.0,51892,85235.0,388576.0,75511.0,8803.0,5356.0,0.034544785,81177.0,36890.0,98378.0,0.443549155,0.088185327
