Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
pontiac phoenix lj,21.7,5,95.0,65,3586,15.6,1971-01-01,USA
amc hornet,32.3,6,198.0,69,2749,10.2,1971-01-01,USA
ford galaxie 500,12.7,7,420.0,72,3601,13.3,1972-01-01,USA
amc matador,12.0,7,325.0,172,2505,16.1,1972-01-01,USA
chevrolet chevelle malibu,26.0,8,72.0,72,3553,18.6,1972-01-01,USA
toyota corona liftback,20.0,4,289.0,79,2373,13.7,1972-01-01,Japan
mercury monarch,17.0,6,234.0,88,2999,14.4,1972-01-01,USA
ford torino 500,27.6,5,84.0,105,2388,13.4,1972-01-01,USA
chevrolet monte carlo landau,20.4,8,260.0,100,4810,18.9,1972-01-01,USA
buick skylark limited,15.7,8,142.0,189,4070,14.5,1972-01-01,USA
volkswagen rabbit l,15.1,4,325.0,58,2278,12.2,1972-01-01,Europe
chevrolet monza 2+2,23.9,5,362.0,140,3214,15.2,1972-01-01,USA
plymouth custom suburb,23.3,7,163.0,158,4879,14.7,1972-01-01,USA
audi fox,17.4,4,235.0,101,2635,13.8,1972-01-01,Europe
chevrolet citation,26.4,6,399.0,93,3079,11.3,1972-01-01,USA
amc hornet,12.7,4,354.0,184,3603,19.5,1972-01-01,USA
vw rabbit,24.3,4,386.0,60,5140,18.9,1972-01-01,Europe
buick regal sport coupe (turbo),14.5,6,242.0,190,3871,16.8,1972-01-01,USA
chevrolet cavalier,25.7,7,266.0,174,4844,24.8,1972-01-01,USA
chevrolet impala,24.9,7,311.0,94,2680,23.9,1972-01-01,USA
audi 5000s (diesel),11.7,4,82.0,153,1890,14.1,1972-01-01,Europe
vw dasher (diesel),18.4,4,412.0,172,1865,20.1,1972-01-01,Europe
ford escort 4w,20.3,4,73.0,61,3389,12.9,1972-01-01,USA
mazda rx2 coupe,20.5,4,233.0,119,2490,15.5,1972-01-01,Japan
datsun b210 gx,14.1,5,318.0,201,2607,14.8,1972-01-01,Japan
ford fairmont (auto),13.1,6,204.0,148,2516,15.8,1972-01-01,USA
dodge challenger se,16.5,7,98.0,148,4286,17.1,1972-01-01,USA
datsun 710,20.8,4,274.0,156,2102,8.6,1972-01-01,Japan
dodge colt m/m,16.0,8,217.0,,4812,20.7,1973-01-01,USA
plymouth fury iii,13.1,6,87.0,172,4342,15.9,1973-01-01,USA
audi 5000s (diesel),30.8,4,135.0,55,2274,15.9,1973-01-01,Europe
amc matador,16.9,7,78.0,205,3312,12.6,1973-01-01,USA
chevrolet vega 2300,18.8,6,294.0,173,2667,16.4,1973-01-01,USA
ford country squire (sw),9.9,5,198.0,99,3157,14.6,1973-01-01,USA
mercury grand marquis,29.6,4,439.0,157,4120,13.2,1973-01-01,USA
chevrolet citation,11.5,5,190.0,112,4684,12.7,1973-01-01,USA
audi 100ls,15.0,4,264.0,54,2024,17.1,1973-01-01,Europe
mercury cougar brougham,15.9,5,439.0,220,2811,16.3,1973-01-01,USA
fiat 124 sport coupe,22.2,4,423.0,203,2698,15.6,1973-01-01,Europe
datsun 510,17.6,4,140.0,204,1944,17.4,1973-01-01,Japan
oldsmobile cutlass supreme,15.5,7,332.0,157,2919,14.6,1973-01-01,USA
chevrolet chevelle concours (sw),14.2,8,246.0,65,3869,15.2,1973-01-01,USA
ford gran torino,19.0,6,374.0,106,5140,16.3,1973-01-01,USA
ford pinto (sw),19.0,5,265.0,75,3066,17.3,1973-01-01,USA
mercury capri v6,25.2,5,331.0,74,3908,16.6,1973-01-01,USA
mercury marquis,16.2,4,83.0,229,5140,16.6,1973-01-01,USA
renault 12tl,19.6,4,94.0,80,1937,16.9,1973-01-01,Europe
peugeot 504,15.2,5,452.0,91,1920,11.9,1973-01-01,Europe
saab 99e,17.3,4,357.0,95,2717,14.9,1973-01-01,Europe
chevrolet impala,25.6,7,397.0,193,3156,15.8,1973-01-01,USA
chevrolet nova custom,12.9,8,442.0,220,3173,12.7,1973-01-01,USA
amc concord,,4,141.0,55,3704,11.6,1973-01-01,USA
chevrolet nova,17.6,6,124.0,76,2843,19.5,1973-01-01,USA
ford torino,9.9,5,322.0,226,3906,19.5,1973-01-01,USA
mercedes-benz 240d,27.7,4,269.0,160,3040,20.4,1973-01-01,Europe
ford granada ghia,11.3,4,267.0,92,4114,18.7,1973-01-01,USA
ford thunderbird,17.3,6,144.0,178,2961,16.3,1973-01-01,USA
buick skylark,19.5,5,212.0,74,2476,16.0,1973-01-01,USA
chevrolet nova,14.8,6,290.0,58,2258,17.2,1973-01-01,USA
amc hornet,21.5,7,223.0,49,3809,10.8,1973-01-01,USA
plymouth reliant,13.6,7,70.0,153,4097,19.1,1973-01-01,USA
toyota celica gt,16.0,4,403.0,57,1995,15.4,1973-01-01,Japan
chevrolet monte carlo landau,16.3,6,420.0,103,4114,14.5,1973-01-01,USA
chevrolet vega (sw),15.0,7,294.0,52,3319,10.6,1973-01-01,USA
volvo 144ea,14.7,4,244.0,97,3980,16.4,1973-01-01,Europe
ford gran torino,15.0,5,418.0,124,4304,16.5,1973-01-01,USA
ford galaxie 500,26.5,4,198.0,116,3564,16.8,1974-01-01,USA
datsun 200-sx,21.7,4,79.0,55,2938,17.2,1974-01-01,Japan
toyota corolla 1200,27.3,4,239.0,149,2958,12.6,1974-01-01,Japan
audi 4000,21.2,4,283.0,58,3926,15.4,1974-01-01,Europe
volkswagen 1131 deluxe sedan,30.6,4,230.0,64,1946,19.6,1974-01-01,Europe
ford pinto,19.3,5,308.0,73,4348,14.9,1974-01-01,USA
amc matador,31.2,8,230.0,119,3674,13.8,1974-01-01,USA
toyota corolla,27.1,4,308.0,72,2204,10.7,1974-01-01,Japan
ford escort 4w,16.4,7,211.0,87,1731,11.7,1974-01-01,USA
ford granada l,27.1,6,285.0,93,1962,15.3,1974-01-01,USA
chevrolet cavalier 2-door,29.4,6,259.0,85,2449,15.3,1974-01-01,USA
chevrolet vega 2300,20.8,5,141.0,146,2917,16.0,1974-01-01,USA
chevrolet concours,30.3,7,125.0,145,3423,21.8,1974-01-01,USA
hi 1200d,16.7,6,134.0,68,3092,17.6,1974-01-01,USA
pontiac sunbird coupe,27.0,8,238.0,117,3157,13.6,1974-01-01,USA
chevrolet monte carlo landau,,7,260.0,77,2736,20.3,1974-01-01,USA
amc hornet,31.9,5,266.0,83,3636,14.9,1974-01-01,USA
vw rabbit c (diesel),,4,224.0,,2084,17.3,1974-01-01,Europe
honda civic,14.4,5,308.0,146,2734,16.7,1974-01-01,Japan
amc matador,23.1,7,169.0,57,3912,15.6,1974-01-01,USA
datsun pl510,14.2,4,322.0,87,3047,12.5,1974-01-01,Japan
ford maverick,22.2,5,153.0,135,3532,20.4,1974-01-01,USA
ford ranger,20.2,7,256.0,142,4712,19.0,1974-01-01,USA
chevrolet impala,21.8,5,225.0,149,1613,17.4,1974-01-01,USA
datsun 310,15.4,4,295.0,83,2329,12.0,1974-01-01,Japan
ford granada,21.5,5,207.0,122,3621,18.0,1974-01-01,USA
plymouth satellite custom,27.6,6,279.0,120,2496,18.0,1974-01-01,USA
peugeot 304,18.3,4,220.0,133,1843,14.2,1975-01-01,Europe
dodge colt (sw),17.1,5,111.0,108,4113,13.8,1975-01-01,USA
vw rabbit,25.0,4,209.0,107,1919,12.6,1975-01-01,Europe
datsun 200-sx,27.3,4,376.0,188,1883,16.0,1975-01-01,Japan
vw pickup,15.9,4,238.0,90,2415,17.4,1975-01-01,Europe
amc ambassador dpl,22.7,5,252.0,71,4225,13.0,1975-01-01,USA
volkswagen rabbit l,19.0,4,193.0,78,2393,14.6,1975-01-01,Europe
amc concord dl 6,21.5,5,393.0,117,4523,17.8,1975-01-01,USA
ford escort 4w,22.9,5,369.0,127,3521,13.8,1975-01-01,USA
ford pinto,18.8,5,210.0,105,4101,21.7,1975-01-01,USA
ford pinto runabout,20.2,7,309.0,108,2694,15.0,1975-01-01,USA
amc ambassador brougham,27.2,5,372.0,124,3245,16.0,1975-01-01,USA
amc matador (sw),28.1,5,302.0,137,4082,16.4,1975-01-01,USA
opel manta,17.1,4,138.0,118,1899,10.6,1975-01-01,Europe
volkswagen dasher,16.2,4,351.0,129,2787,21.2,1975-01-01,Europe
peugeot 505s turbo diesel,20.6,4,368.0,85,2025,14.5,1975-01-01,Europe
chrysler lebaron town @ country (sw),,5,193.0,89,3252,16.7,1975-01-01,USA
dodge coronet custom (sw),16.1,4,194.0,71,1922,15.9,1975-01-01,USA
ford galaxie 500,28.0,7,306.0,100,5022,12.5,1975-01-01,USA
dodge aries se,20.0,6,352.0,81,3238,17.0,1975-01-01,USA
dodge coronet custom (sw),21.1,6,169.0,64,3650,17.8,1975-01-01,USA
fiat 124 tc,,4,93.0,108,2127,15.6,1975-01-01,Europe
oldsmobile delta 88 royale,26.1,7,195.0,121,3122,13.7,1975-01-01,USA
plymouth arrow gs,22.8,7,189.0,82,3865,17.2,1975-01-01,USA
chevrolet impala,16.5,6,310.0,76,2662,14.7,1975-01-01,USA
pontiac catalina,24.2,5,175.0,101,2761,15.5,1975-01-01,USA
amc matador,13.3,4,327.0,141,3351,17.8,1975-01-01,USA
ford pinto,31.2,5,234.0,81,4127,11.6,1976-01-01,USA
plymouth satellite custom,26.6,4,294.0,87,3299,16.9,1976-01-01,USA
amc matador (sw),15.2,6,183.0,103,3133,16.4,1976-01-01,USA
mercury marquis brougham,25.9,7,320.0,102,3464,12.1,1976-01-01,USA
ford gran torino,31.2,6,290.0,97,5140,16.1,1976-01-01,USA
opel manta,18.7,4,325.0,155,3645,18.2,1976-01-01,Europe
ford maverick,22.6,7,178.0,155,4358,14.1,1976-01-01,USA
mazda glc custom l,18.2,4,103.0,46,1997,11.6,1976-01-01,Japan
chevrolet citation,15.2,5,151.0,117,3404,16.5,1976-01-01,USA
capri ii,20.3,7,199.0,230,3328,18.1,1976-01-01,USA
chevrolet chevelle concours (sw),20.0,6,153.0,116,3259,15.9,1976-01-01,USA
ford galaxie 500,27.0,7,293.0,79,5123,13.1,1976-01-01,USA
ford gran torino,28.6,8,105.0,112,1900,15.7,1976-01-01,USA
mercury zephyr,26.2,5,160.0,106,4183,15.6,1976-01-01,USA
plymouth satellite,28.0,7,170.0,182,3213,12.9,1976-01-01,USA
dodge rampage,16.1,4,205.0,217,3659,22.2,1976-01-01,USA
dodge coronet custom,15.6,7,237.0,76,3949,15.0,1976-01-01,USA
plymouth sapporo,26.9,5,246.0,124,4134,15.7,1976-01-01,USA
amc matador,13.6,8,204.0,141,1613,19.6,1976-01-01,USA
datsun 510,23.2,4,138.0,106,2353,13.7,1976-01-01,Japan
plymouth volare custom,31.9,4,282.0,129,3698,16.6,1976-01-01,USA
audi 100 ls,14.5,4,278.0,104,1947,15.0,1976-01-01,Europe
chevrolet nova custom,28.2,7,236.0,96,3022,13.4,1976-01-01,USA
vw rabbit custom,22.5,4,87.0,103,1979,12.3,1976-01-01,Europe
toyota cressida,13.7,4,193.0,113,2051,18.2,1976-01-01,Japan
ford mustang ii,14.4,5,224.0,87,2317,14.3,1976-01-01,USA
renault 12 (sw),14.1,4,242.0,114,2383,15.0,1976-01-01,Europe
plymouth volare premier v8,18.3,6,231.0,73,2327,14.7,1976-01-01,USA
chevrolet vega,27.6,6,123.0,102,3510,15.2,1976-01-01,USA
toyota carina,31.7,5,333.0,109,2257,15.5,1976-01-01,Japan
ford fairmont 4,14.5,5,275.0,67,2412,17.9,1976-01-01,USA
fiat 124b,33.9,4,285.0,63,1939,14.2,1977-01-01,Europe
dodge st. regis,27.3,4,157.0,93,4334,18.3,1977-01-01,USA
chevrolet caprice classic,27.3,7,185.0,77,2602,13.0,1977-01-01,USA
opel 1900,31.9,4,317.0,115,2514,16.3,1977-01-01,Europe
toyouta corona mark ii (sw),34.4,4,229.0,150,2468,15.9,1977-01-01,Japan
buick estate wagon (sw),32.9,6,116.0,46,3598,18.5,1977-01-01,USA
ford gran torino,25.0,5,141.0,87,2952,18.8,1977-01-01,USA
capri ii,34.0,8,232.0,82,3329,18.0,1977-01-01,USA
capri ii,17.5,6,221.0,132,3386,18.0,1977-01-01,USA
ford thunderbird,20.6,5,175.0,129,2999,15.0,1977-01-01,USA
toyota corona,32.1,4,108.0,86,2974,16.6,1977-01-01,Japan
honda prelude,17.5,4,224.0,46,2070,15.0,1977-01-01,Japan
amc concord d/l,22.0,5,186.0,99,3289,13.0,1977-01-01,USA
plymouth satellite,22.8,4,260.0,90,4174,20.8,1977-01-01,USA
chrysler lebaron town @ country (sw),19.3,6,163.0,96,2820,15.3,1977-01-01,USA
buick skyhawk,25.3,7,106.0,148,3645,10.5,1977-01-01,USA
vw rabbit c (diesel),28.8,4,320.0,109,2038,15.2,1977-01-01,Europe
oldsmobile vista cruiser,27.1,6,341.0,77,4500,16.6,1977-01-01,USA
dodge charger 2.2,35.6,5,164.0,160,3378,16.0,1977-01-01,USA
oldsmobile starfire sx,20.2,8,340.0,154,4147,19.5,1977-01-01,USA
renault lecar deluxe,20.1,4,263.0,57,2070,15.6,1977-01-01,Europe
chevrolet caprice classic,32.2,6,365.0,49,1613,12.9,1977-01-01,USA
chevrolet vega,33.9,7,142.0,134,2960,15.6,1977-01-01,USA
honda civic (auto),27.3,4,177.0,103,2480,14.6,1977-01-01,Japan
ford pinto (sw),16.4,6,249.0,96,1613,12.9,1977-01-01,USA
chevrolet monte carlo s,15.5,5,214.0,115,3440,15.5,1977-01-01,USA
ford maverick,28.4,5,205.0,62,4232,14.2,1977-01-01,USA
ford mustang gl,17.5,7,193.0,78,3798,12.8,1977-01-01,USA
plymouth duster,19.7,6,241.0,69,1896,12.5,1977-01-01,USA
dodge magnum xe,20.2,5,139.0,113,3261,12.5,1978-01-01,USA
plymouth satellite sebring,16.9,5,116.0,157,4828,18.1,1978-01-01,USA
plymouth fury gran sedan,16.2,6,308.0,104,3568,14.0,1978-01-01,USA
ford mustang ii 2+2,38.9,5,95.0,88,3573,13.7,1978-01-01,USA
ford ranger,20.0,5,225.0,66,3439,12.0,1978-01-01,USA
ford mustang cobra,31.6,6,284.0,107,3798,13.1,1978-01-01,USA
ford pinto runabout,16.4,5,175.0,110,4191,12.2,1978-01-01,USA
mercury monarch ghia,31.8,7,312.0,98,3811,16.7,1978-01-01,USA
datsun 810,17.1,3,246.0,93,2239,15.2,1978-01-01,Japan
datsun 200-sx,37.9,4,114.0,85,1832,16.6,1978-01-01,Japan
amc matador,31.6,7,88.0,162,3301,14.4,1978-01-01,USA
plymouth horizon tc3,17.6,5,202.0,74,2648,16.0,1978-01-01,USA
ford thunderbird,46.6,6,87.0,92,2668,11.8,1978-01-01,USA
plymouth horizon tc3,33.6,4,244.0,87,3462,13.5,1978-01-01,USA
bmw 2002,29.1,4,78.0,60,2334,17.2,1978-01-01,Europe
mazda 626,46.6,4,210.0,63,2545,19.9,1978-01-01,Japan
ford mustang,19.2,4,79.0,119,2886,14.2,1978-01-01,USA
chevrolet vega (sw),25.9,8,112.0,136,4335,18.6,1978-01-01,USA
fiat 124 sport coupe,17.1,4,218.0,79,2011,13.9,1978-01-01,Europe
ford pinto runabout,24.9,5,305.0,73,4377,14.0,1978-01-01,USA
mercury zephyr 6,20.7,6,260.0,141,4145,14.7,1978-01-01,USA
ford mustang,16.6,5,109.0,57,3342,13.6,1978-01-01,USA
mazda 626,19.2,4,173.0,135,2166,15.7,1978-01-01,Japan
oldsmobile cutlass ciera (diesel),18.1,7,85.0,123,4031,14.6,1978-01-01,USA
ford ltd,19.5,5,104.0,95,3799,14.3,1978-01-01,USA
plymouth horizon 4,21.6,6,251.0,55,4391,15.8,1978-01-01,USA
toyouta corona mark ii (sw),26.9,5,303.0,107,1949,12.3,1978-01-01,Japan
chevrolet impala,17.7,7,285.0,129,3700,16.8,1978-01-01,USA
toyota corolla,21.2,5,130.0,67,2159,14.0,1978-01-01,Japan
amc hornet,18.3,5,83.0,176,4255,17.2,1978-01-01,USA
audi fox,25.7,4,258.0,85,1831,16.6,1978-01-01,Europe
amc matador (sw),18.2,6,78.0,52,2524,16.0,1978-01-01,USA
datsun b210 gx,29.9,3,225.0,71,2351,11.8,1979-01-01,Japan
amc matador,24.0,5,251.0,150,4972,11.7,1979-01-01,USA
toyota mark ii,16.4,4,214.0,104,1947,17.4,1979-01-01,Japan
chevrolet caprice classic,18.6,6,290.0,147,1613,17.0,1979-01-01,USA
mazda rx-7 gs,35.7,4,99.0,152,2003,12.9,1979-01-01,Japan
amc gremlin,28.7,7,244.0,78,3104,14.8,1979-01-01,USA
plymouth arrow gs,16.5,5,235.0,122,3881,13.0,1979-01-01,USA
volvo 144ea,17.8,4,140.0,119,2772,14.4,1979-01-01,Europe
capri ii,30.9,8,186.0,91,3661,12.4,1979-01-01,USA
renault 12 (sw),30.1,4,246.0,65,4172,12.0,1979-01-01,Europe
oldsmobile omega,16.0,7,333.0,144,3381,15.9,1979-01-01,USA
chevrolet bel air,25.5,7,106.0,109,4006,15.3,1979-01-01,USA
chevrolet vega,34.7,4,167.0,93,3151,13.7,1979-01-01,USA
volkswagen rabbit,18.1,4,340.0,135,1945,11.6,1979-01-01,Europe
buick lesabre custom,20.5,7,214.0,118,2797,14.7,1979-01-01,USA
ford fiesta,16.7,6,155.0,100,2317,14.3,1979-01-01,USA
ford ltd,16.4,7,142.0,154,2769,16.0,1979-01-01,USA
plymouth valiant,21.9,5,304.0,79,3549,11.2,1979-01-01,USA
pontiac safari (sw),22.6,6,125.0,88,3394,18.7,1979-01-01,USA
ford f250,22.6,8,93.0,111,3534,15.1,1979-01-01,USA
audi 5000,19.0,4,145.0,93,2131,17.0,1979-01-01,Europe
plymouth 'cuda 340,31.0,5,106.0,129,2928,13.5,1979-01-01,USA
saab 99gle,,4,152.0,61,1881,15.6,1980-01-01,Europe
datsun 280-zx,23.6,4,120.0,77,2771,13.3,1980-01-01,Japan
mercury marquis,34.5,6,105.0,122,2882,17.2,1980-01-01,USA
mercury capri v6,43.3,6,104.0,56,2169,15.9,1980-01-01,USA
honda civic,31.6,4,149.0,46,2053,15.4,1980-01-01,Japan
chevroelt chevelle malibu,35.8,5,103.0,88,2449,13.4,1980-01-01,USA
mazda glc 4,39.9,3,151.0,108,2340,20.6,1980-01-01,Japan
plymouth volare custom,32.4,7,100.0,92,2678,13.0,1980-01-01,USA
buick skylark,28.9,6,81.0,59,1613,13.9,1980-01-01,USA
ford mustang ii 2+2,42.9,5,94.0,79,3431,17.3,1980-01-01,USA
buick skylark limited,44.0,6,76.0,71,3838,20.8,1980-01-01,USA
amc pacer,39.4,4,105.0,76,3278,18.5,1980-01-01,USA
ford pinto,44.6,4,171.0,67,3606,14.4,1980-01-01,USA
volkswagen dasher,20.9,4,103.0,91,2418,12.7,1980-01-01,Europe
plymouth horizon 4,44.8,6,92.0,78,3043,12.6,1980-01-01,USA
chevrolet malibu classic (sw),25.1,7,115.0,65,4780,14.4,1980-01-01,USA
buick century limited,19.8,4,177.0,109,3994,17.5,1980-01-01,USA
toyota corona hardtop,31.0,3,116.0,65,2165,14.7,1980-01-01,Japan
dodge charger 2.2,23.3,7,112.0,82,3594,16.1,1980-01-01,USA
plymouth fury gran sedan,23.2,6,116.0,81,2521,12.6,1980-01-01,USA
fiat 128,46.4,4,99.0,56,3956,17.9,1980-01-01,Europe
toyouta corona mark ii (sw),22.3,5,89.0,77,2342,20.7,1980-01-01,Japan
plymouth horizon miser,26.6,5,112.0,72,3636,14.9,1980-01-01,USA
mercury monarch ghia,37.1,6,156.0,75,3661,16.7,1980-01-01,USA
chevrolet impala,22.7,7,105.0,110,2785,13.0,1980-01-01,USA
plymouth champ,30.2,5,99.0,86,3069,16.8,1980-01-01,USA
ford f250,25.9,6,119.0,106,2650,17.2,1980-01-01,USA
dodge aries se,21.6,5,107.0,63,4147,13.5,1980-01-01,USA
mazda rx-4,26.0,4,120.0,58,1878,16.5,1980-01-01,Japan
chevrolet vega,20.1,7,77.0,81,3802,16.5,1980-01-01,USA
ford country squire (sw),29.2,5,146.0,66,4600,13.8,1980-01-01,USA
buick skylark,21.0,8,107.0,70,3180,12.7,1980-01-01,USA
datsun pl510,40.9,4,129.0,79,1900,8.1,1980-01-01,Japan
plymouth fury iii,28.2,5,149.0,124,4041,15.5,1980-01-01,USA
opel 1900,31.0,4,136.0,94,1980,16.5,1980-01-01,Europe
dodge colt hatchback custom,22.6,7,108.0,76,3951,11.7,1980-01-01,USA
mazda glc custom l,38.1,4,187.0,75,1948,16.2,1980-01-01,Japan
amc matador (sw),44.3,6,92.0,103,2639,13.6,1980-01-01,USA
dodge aspen 6,27.2,4,112.0,102,2889,16.2,1982-01-01,USA
ford pinto,38.1,5,143.0,71,3758,12.1,1982-01-01,USA
mercury zephyr 6,33.1,7,220.0,88,4934,14.8,1982-01-01,USA
chrysler lebaron medallion,22.5,6,87.0,67,2297,14.5,1982-01-01,USA
chevrolet woody,30.6,4,116.0,88,2343,16.8,1982-01-01,USA
renault 5 gtl,44.0,4,89.0,106,4468,15.4,1982-01-01,Europe
dodge rampage,28.1,6,83.0,113,4362,15.9,1982-01-01,USA
chevrolet malibu,28.4,6,130.0,83,3666,12.2,1982-01-01,USA
volkswagen type 3,29.6,4,139.0,95,1968,10.9,1982-01-01,Europe
ford granada,36.8,7,96.0,81,3093,14.9,1982-01-01,USA
mazda rx-7 gs,41.4,4,88.0,83,2069,14.1,1982-01-01,Japan
volkswagen dasher,24.8,4,84.0,81,2528,15.7,1982-01-01,Europe
fiat 124 tc,33.0,4,128.0,71,1950,19.2,1982-01-01,Europe
renault 18i,20.9,4,84.0,54,2815,19.9,1982-01-01,Europe
honda Accelerationord,29.9,3,324.0,67,2296,13.6,1982-01-01,Japan
audi fox,29.0,4,104.0,99,1927,15.7,1982-01-01,Europe
ford granada gl,22.2,5,274.0,86,3757,14.5,1982-01-01,USA
ford f108,33.2,5,79.0,,3732,8.0,1982-01-01,USA
buick skylark limited,28.0,8,104.0,95,2643,18.1,1982-01-01,USA
toyota corolla,31.3,4,139.0,91,2335,17.1,1982-01-01,Japan
toyota corolla 1200,33.6,4,318.0,94,2065,19.0,1982-01-01,Japan
chevrolet impala,31.9,4,83.0,76,2888,14.2,1982-01-01,USA
ford mustang gl,33.6,7,105.0,128,4154,13.7,1982-01-01,USA
plymouth reliant,40.9,6,103.0,77,4014,14.9,1982-01-01,USA
plymouth reliant,25.2,4,92.0,60,2486,11.5,1982-01-01,USA
fiat 124 tc,30.3,4,410.0,69,2250,16.3,1982-01-01,Europe
chevrolet citation,30.7,7,366.0,80,2975,13.6,1982-01-01,USA
amc matador,,8,141.0,108,2834,16.3,1982-01-01,USA
pontiac catalina brougham,26.7,7,92.0,95,3434,13.2,1982-01-01,USA
pontiac catalina,46.6,6,455.0,89,4904,14.2,1982-01-01,USA
volkswagen rabbit,23.6,4,174.0,95,2920,15.7,1982-01-01,Europe
datsun 810 maxima,33.1,4,94.0,137,2058,14.7,1982-01-01,Japan
mercury marquis,30.5,4,81.0,92,3833,18.2,1982-01-01,USA
pontiac astro,23.0,8,310.0,47,4688,22.7,1982-01-01,USA
plymouth grand fury,29.4,6,98.0,73,3535,16.0,1982-01-01,USA
volvo diesel,,4,133.0,56,1862,16.4,1982-01-01,Europe
dodge coronet custom,26.5,6,80.0,95,3722,12.6,1982-01-01,USA
ford fiesta,26.6,8,146.0,59,2492,17.8,1982-01-01,USA
plymouth horizon,37.7,7,81.0,78,3270,11.1,1982-01-01,USA
chevrolet caprice classic,27.2,5,114.0,71,3564,14.5,1982-01-01,USA
plymouth horizon 4,25.6,6,166.0,74,2722,15.0,1982-01-01,USA
