Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
plymouth duster,20.2,4,181.0,57,2682,13.1,1973-01-01,USA
datsun pl510,18.0,3,249.0,83,2114,14.7,1973-01-01,Japan
bmw 320i,17.1,4,218.0,81,2026,10.3,1974-01-01,Europe
vw rabbit c (diesel),20.9,4,272.0,131,2749,17.4,1974-01-01,Europe
mazda glc custom,28.6,3,196.0,93,1983,13.6,1974-01-01,Japan
volkswagen rabbit custom,18.4,4,224.0,,2087,15.9,1974-01-01,Europe
chrysler lebaron medallion,21.5,5,268.0,101,3409,19.3,1974-01-01,USA
mazda 626,24.4,4,225.0,141,2369,18.2,1974-01-01,Japan
audi fox,21.1,4,186.0,67,2430,16.8,1974-01-01,Europe
pontiac j2000 se hatchback,15.1,6,304.0,90,2856,18.0,1974-01-01,USA
chevrolet impala,27.9,8,302.0,126,3135,22.9,1974-01-01,USA
toyota mark ii,24.9,6,273.0,55,2226,16.3,1974-01-01,Japan
chevrolet caprice classic,14.6,6,122.0,125,3619,14.0,1974-01-01,USA
mercedes-benz 280s,21.2,4,103.0,84,2950,11.4,1974-01-01,Europe
ford mustang gl,13.6,6,329.0,74,1988,9.7,1974-01-01,USA
amc ambassador brougham,14.2,5,142.0,141,3165,13.3,1974-01-01,USA
volkswagen scirocco,13.4,4,253.0,108,3167,12.2,1974-01-01,Europe
pontiac j2000 se hatchback,25.0,8,178.0,118,3346,12.0,1974-01-01,USA
ford pinto,25.1,5,270.0,103,2540,14.7,1974-01-01,USA
mercury marquis,19.8,6,240.0,142,3907,16.1,1974-01-01,USA
peugeot 304,18.9,4,269.0,129,2254,13.9,1974-01-01,Europe
buick century limited,21.0,7,265.0,101,3229,11.5,1974-01-01,USA
toyota celica gt liftback,15.2,4,189.0,127,2451,12.5,1974-01-01,Japan
chevrolet camaro,21.3,6,267.0,103,3037,11.0,1974-01-01,USA
amc hornet,19.0,8,116.0,94,4764,16.0,1974-01-01,USA
pontiac phoenix,23.0,8,180.0,76,3737,13.9,1974-01-01,USA
chevrolet nova,14.1,5,193.0,102,3131,13.0,1974-01-01,USA
amc spirit dl,13.3,7,245.0,78,4833,17.5,1974-01-01,USA
datsun 810,22.1,4,256.0,96,2364,12.2,1974-01-01,Japan
buick estate wagon (sw),20.9,6,161.0,95,3579,13.6,1974-01-01,USA
honda civic cvcc,31.8,5,314.0,67,2282,15.6,1974-01-01,Japan
plymouth duster,17.9,6,93.0,82,3078,19.3,1974-01-01,USA
chrysler lebaron medallion,19.2,4,75.0,120,2870,14.2,1974-01-01,USA
oldsmobile cutlass salon brougham,24.2,7,327.0,148,2911,9.4,1974-01-01,USA
chevrolet nova custom,28.8,5,260.0,55,2926,17.5,1974-01-01,USA
amc matador,16.6,7,139.0,126,1613,16.7,1974-01-01,USA
renault lecar deluxe,30.8,4,156.0,62,1961,15.3,1974-01-01,Europe
ford escort 4w,25.1,4,217.0,53,2620,15.3,1974-01-01,USA
audi 4000,21.5,4,166.0,93,1994,17.6,1975-01-01,Europe
ford country squire (sw),20.9,5,94.0,88,2877,13.1,1975-01-01,USA
ford pinto,22.3,8,106.0,97,4092,18.2,1975-01-01,USA
pontiac astro,,5,111.0,105,2824,10.9,1975-01-01,USA
renault 18i,17.3,4,235.0,78,2735,16.9,1975-01-01,Europe
plymouth fury gran sedan,26.0,7,227.0,97,3143,12.9,1975-01-01,USA
oldsmobile starfire sx,17.7,6,223.0,80,4464,11.0,1975-01-01,USA
amc concord d/l,16.7,5,337.0,61,3823,15.1,1975-01-01,USA
maxda rx3,27.5,4,179.0,136,2045,13.4,1975-01-01,Japan
peugeot 504 (sw),23.3,4,99.0,71,2197,12.6,1975-01-01,Europe
chevrolet chevette,15.9,4,285.0,125,2760,24.3,1975-01-01,USA
mazda glc custom l,21.0,4,268.0,92,3334,17.9,1975-01-01,Japan
dodge colt hatchback custom,18.9,8,280.0,106,4195,18.6,1975-01-01,USA
plymouth duster,25.8,6,272.0,99,3312,18.2,1975-01-01,USA
honda civic cvcc,16.2,4,370.0,110,2698,14.4,1975-01-01,Japan
plymouth custom suburb,13.1,5,299.0,152,3988,14.5,1976-01-01,USA
toyota corolla 1200,15.3,3,208.0,74,2748,11.3,1976-01-01,Japan
amc pacer,24.2,5,293.0,61,4382,12.7,1976-01-01,USA
amc ambassador dpl,16.4,7,95.0,66,2021,15.4,1976-01-01,USA
ford mustang ii 2+2,26.9,6,174.0,109,1613,14.9,1976-01-01,USA
chevrolet cavalier,25.4,8,95.0,125,2736,15.1,1976-01-01,USA
cadillac eldorado,21.2,7,175.0,92,1613,16.3,1976-01-01,USA
buick electra 225 custom,22.9,4,169.0,69,2406,15.2,1976-01-01,USA
amc pacer,20.8,6,318.0,57,4113,20.3,1976-01-01,USA
ford galaxie 500,25.5,7,332.0,156,2837,16.9,1976-01-01,USA
ford granada ghia,19.0,7,157.0,91,3498,13.3,1976-01-01,USA
amc gremlin,24.4,5,146.0,163,3972,12.2,1976-01-01,USA
chevrolet chevelle malibu,21.0,5,88.0,230,3204,13.8,1976-01-01,USA
fiat x1.9,20.6,4,258.0,117,1919,15.0,1976-01-01,Europe
amc rebel sst,15.1,5,305.0,89,3819,17.5,1976-01-01,USA
vw dasher (diesel),27.0,4,190.0,88,2661,11.8,1976-01-01,Europe
amc matador,30.6,5,242.0,95,2708,15.3,1976-01-01,USA
toyota starlet,24.7,3,131.0,97,1932,15.5,1976-01-01,Japan
ford ranger,30.6,6,222.0,143,2791,20.6,1976-01-01,USA
toyota cressida,24.1,4,329.0,100,1655,17.4,1976-01-01,Japan
bmw 2002,23.7,4,223.0,92,2046,14.1,1976-01-01,Europe
mercury capri v6,28.4,8,311.0,84,3734,14.4,1976-01-01,USA
volkswagen dasher,29.8,4,160.0,89,5140,15.8,1976-01-01,Europe
opel manta,22.0,4,198.0,81,3357,21.2,1976-01-01,Europe
ford pinto (sw),14.4,7,111.0,114,3201,14.5,1976-01-01,USA
chevy c20,23.7,7,95.0,139,3406,16.3,1976-01-01,USA
plymouth fury iii,20.5,7,320.0,124,1896,16.7,1976-01-01,USA
buick century special,26.2,7,126.0,85,1795,16.8,1976-01-01,USA
datsun 610,27.7,4,300.0,112,2194,15.1,1976-01-01,Japan
datsun 510 hatchback,22.6,5,221.0,89,2758,15.9,1976-01-01,Japan
amc gremlin,24.3,7,245.0,46,3056,11.5,1976-01-01,USA
chevrolet camaro,28.0,8,122.0,92,2340,15.3,1976-01-01,USA
volkswagen rabbit custom diesel,13.0,4,98.0,115,2415,17.5,1976-01-01,Europe
pontiac firebird,16.4,6,223.0,108,2733,11.9,1976-01-01,USA
ford pinto,20.7,5,320.0,84,2504,14.1,1976-01-01,USA
plymouth 'cuda 340,31.4,6,165.0,173,2810,17.3,1976-01-01,USA
amc matador,21.2,4,276.0,92,4183,22.8,1976-01-01,USA
dodge monaco (sw),,5,282.0,143,2186,12.6,1976-01-01,USA
amc ambassador brougham,28.2,8,271.0,157,3348,16.1,1976-01-01,USA
mazda 626,19.9,5,155.0,67,1731,14.5,1976-01-01,Japan
chevrolet monte carlo s,16.0,7,387.0,118,4040,15.4,1977-01-01,USA
dodge aspen 6,15.7,7,372.0,134,2353,18.5,1977-01-01,USA
chevrolet vega,18.8,5,279.0,109,3825,20.3,1977-01-01,USA
mercedes-benz 240d,16.7,4,149.0,100,1972,14.4,1977-01-01,Europe
chevrolet monte carlo landau,29.4,6,270.0,85,5131,11.9,1977-01-01,USA
oldsmobile vista cruiser,,6,318.0,73,3520,17.6,1977-01-01,USA
amc gremlin,31.2,4,209.0,132,2137,18.7,1977-01-01,USA
subaru,29.4,4,349.0,112,2317,13.6,1977-01-01,Japan
datsun b210 gx,30.4,3,169.0,80,2461,12.9,1977-01-01,Japan
audi 100ls,16.7,4,292.0,109,2309,13.2,1977-01-01,Europe
ford fiesta,29.5,5,158.0,74,4059,12.1,1977-01-01,USA
chevrolet vega (sw),33.6,7,176.0,104,4150,21.7,1977-01-01,USA
plymouth custom suburb,20.5,6,332.0,70,4575,13.2,1977-01-01,USA
renault 12 (sw),33.6,4,114.0,76,2162,12.4,1977-01-01,Europe
honda civic 1500 gl,35.4,5,300.0,109,2043,14.8,1977-01-01,Japan
amc concord dl 6,31.5,7,160.0,96,4235,13.8,1977-01-01,USA
opel 1900,34.1,4,137.0,98,1901,14.3,1977-01-01,Europe
plymouth fury iii,15.7,6,154.0,82,3073,17.6,1977-01-01,USA
amc spirit dl,17.0,7,150.0,79,2655,14.2,1977-01-01,USA
chevrolet concours,24.2,5,214.0,93,2159,18.4,1977-01-01,USA
mercury marquis brougham,24.2,4,90.0,66,3591,17.8,1977-01-01,USA
ford pinto,23.7,5,93.0,,3801,23.0,1977-01-01,USA
chevroelt chevelle malibu,23.2,5,242.0,67,3713,15.6,1977-01-01,USA
peugeot 504,17.5,4,362.0,212,2633,15.1,1977-01-01,Europe
plymouth sapporo,17.4,6,358.0,111,2791,16.3,1977-01-01,USA
toyota corolla,,4,247.0,89,2349,13.8,1977-01-01,Japan
dodge aspen,21.5,6,122.0,79,2523,11.2,1977-01-01,USA
honda Accelerationord lx,22.0,4,92.0,88,2035,16.9,1977-01-01,Japan
ford granada gl,33.5,8,112.0,143,3420,12.2,1977-01-01,USA
plymouth duster,15.4,5,196.0,64,2710,13.2,1977-01-01,USA
plymouth sapporo,35.1,5,152.0,102,1949,17.4,1977-01-01,USA
saab 99e,33.2,4,293.0,114,1878,14.2,1977-01-01,Europe
mercury monarch,19.8,5,152.0,111,4325,11.9,1978-01-01,USA
mercury monarch,17.1,7,111.0,107,4389,20.4,1978-01-01,USA
ford country,17.5,4,302.0,123,3112,14.0,1978-01-01,USA
chevrolet monte carlo landau,23.0,5,112.0,78,2892,20.7,1978-01-01,USA
toyota tercel,17.3,5,262.0,118,1933,14.5,1978-01-01,Japan
pontiac catalina,24.2,5,310.0,,2769,15.0,1978-01-01,USA
pontiac lemans v6,20.7,7,300.0,127,3957,12.8,1978-01-01,USA
ford granada,35.2,5,130.0,72,2207,14.3,1978-01-01,USA
chevrolet camaro,18.4,7,177.0,142,3268,23.4,1978-01-01,USA
volkswagen model 111,17.2,4,309.0,104,2526,16.7,1978-01-01,Europe
chevrolet chevelle malibu,46.6,4,170.0,138,2882,16.3,1978-01-01,USA
amc matador,18.3,6,124.0,126,4889,15.9,1978-01-01,USA
plymouth volare,18.8,8,285.0,72,3131,15.2,1978-01-01,USA
plymouth volare premier v8,46.6,6,275.0,135,4247,15.6,1978-01-01,USA
pontiac grand prix,31.1,6,144.0,96,1613,13.9,1978-01-01,USA
saab 99e,19.0,4,204.0,101,2054,14.4,1978-01-01,Europe
chevroelt chevelle malibu,18.3,4,246.0,86,2908,12.2,1978-01-01,USA
peugeot 504,24.2,4,159.0,113,2407,22.6,1978-01-01,Europe
datsun 510 hatchback,19.0,4,241.0,118,2098,20.3,1978-01-01,Japan
chevrolet vega,27.8,5,220.0,105,3911,12.3,1978-01-01,USA
pontiac phoenix,19.8,5,113.0,91,3627,18.2,1978-01-01,USA
chevrolet woody,16.3,6,95.0,74,2733,14.3,1978-01-01,USA
ford escort 2h,21.4,5,176.0,96,4427,13.9,1978-01-01,USA
oldsmobile omega,20.3,5,149.0,67,3686,23.8,1978-01-01,USA
chevrolet citation,35.4,5,142.0,46,1613,11.7,1978-01-01,USA
chevrolet chevette,17.8,5,183.0,121,3356,21.2,1978-01-01,USA
plymouth satellite,18.5,7,307.0,138,2637,16.7,1978-01-01,USA
chevrolet vega 2300,44.0,4,252.0,84,3653,13.2,1978-01-01,USA
mazda 626,18.5,3,88.0,78,1848,17.2,1978-01-01,Japan
pontiac astro,33.1,6,234.0,85,3978,14.4,1978-01-01,USA
plymouth champ,21.0,5,316.0,115,1613,16.1,1978-01-01,USA
volvo 244dl,17.1,4,182.0,135,1911,13.8,1978-01-01,Europe
ford mustang,19.4,5,286.0,103,4363,13.1,1978-01-01,USA
toyota celica gt liftback,39.3,3,139.0,101,1613,15.7,1978-01-01,Japan
plymouth fury gran sedan,25.1,7,191.0,122,2850,15.4,1978-01-01,USA
chevy s-10,40.0,7,128.0,96,3045,18.4,1978-01-01,USA
fiat strada custom,38.7,4,104.0,97,2289,20.3,1978-01-01,Europe
volkswagen rabbit,36.3,4,161.0,78,2469,17.7,1979-01-01,Europe
dodge monaco (sw),21.2,7,332.0,66,4112,11.6,1979-01-01,USA
oldsmobile cutlass ciera (diesel),18.1,5,188.0,101,4322,15.6,1979-01-01,USA
mercury zephyr,33.4,6,160.0,73,5140,17.3,1979-01-01,USA
nissan stanza xe,30.1,4,275.0,128,2274,12.2,1979-01-01,Japan
triumph tr7 coupe,29.2,4,288.0,86,1830,13.7,1979-01-01,Europe
plymouth valiant custom,28.3,5,319.0,153,3665,13.9,1979-01-01,USA
cadillac eldorado,35.1,4,267.0,153,3855,17.7,1979-01-01,USA
pontiac phoenix,25.1,7,251.0,147,1613,12.2,1979-01-01,USA
pontiac grand prix lj,22.2,6,206.0,98,3596,24.8,1979-01-01,USA
chevrolet nova,16.0,6,222.0,135,3106,13.8,1979-01-01,USA
pontiac phoenix,25.3,5,178.0,98,3638,14.4,1979-01-01,USA
amc rebel sst,17.5,7,328.0,92,2609,14.5,1979-01-01,USA
dodge colt,32.7,5,302.0,90,2714,17.0,1979-01-01,USA
mercury marquis brougham,28.8,4,280.0,131,1794,8.9,1979-01-01,USA
chevrolet citation,25.8,6,150.0,148,2752,12.3,1979-01-01,USA
audi 100ls,22.3,4,332.0,77,2160,19.4,1979-01-01,Europe
buick estate wagon (sw),16.6,5,330.0,75,3844,12.5,1979-01-01,USA
dodge diplomat,17.9,6,333.0,86,3188,18.5,1979-01-01,USA
toyota corolla,28.4,4,337.0,100,2210,10.1,1979-01-01,Japan
ford mustang ii 2+2,36.4,5,141.0,88,3411,11.3,1979-01-01,USA
ford maverick,28.8,5,176.0,145,2454,11.8,1979-01-01,USA
peugeot 504 (sw),34.8,4,188.0,105,1882,17.5,1979-01-01,Europe
pontiac phoenix,21.1,4,352.0,80,3776,17.1,1979-01-01,USA
honda civic 1300,31.4,4,329.0,144,2081,18.9,1979-01-01,Japan
dodge rampage,16.9,4,149.0,89,3757,11.3,1979-01-01,USA
amc gremlin,19.4,7,107.0,100,2610,16.3,1979-01-01,USA
chevrolet cavalier 2-door,30.8,6,143.0,73,2399,10.9,1979-01-01,USA
ford gran torino,33.8,6,310.0,72,3056,14.9,1979-01-01,USA
ford country squire (sw),33.7,7,114.0,71,3646,12.6,1979-01-01,USA
volvo 145e (sw),27.9,4,166.0,92,2239,13.8,1979-01-01,Europe
pontiac phoenix,36.1,5,134.0,74,4182,14.9,1979-01-01,USA
plymouth duster,33.8,8,267.0,66,2707,15.4,1979-01-01,USA
mazda glc custom,20.5,5,237.0,,1998,10.4,1979-01-01,Japan
datsun 1200,23.2,3,155.0,78,2419,12.6,1980-01-01,Japan
dodge rampage,31.5,7,123.0,60,2308,20.4,1980-01-01,USA
ford gran torino (sw),23.0,4,83.0,59,3417,10.1,1980-01-01,USA
buick century luxus (sw),33.9,5,186.0,66,2508,16.2,1980-01-01,USA
vw pickup,30.0,4,106.0,67,2578,16.8,1980-01-01,Europe
toyota corona,19.3,4,116.0,58,2367,12.2,1980-01-01,Japan
dodge aspen,29.0,4,98.0,74,3574,14.2,1980-01-01,USA
peugeot 304,24.4,4,155.0,82,2184,11.3,1980-01-01,Europe
ford pinto,44.6,4,120.0,68,4398,18.9,1980-01-01,USA
buick regal sport coupe (turbo),41.9,6,86.0,103,4104,17.0,1980-01-01,USA
opel 1900,,4,128.0,63,2880,11.2,1980-01-01,Europe
amc gremlin,26.0,5,92.0,89,4238,13.6,1980-01-01,USA
ford gran torino,29.0,4,85.0,87,3610,13.1,1980-01-01,USA
chevrolet chevelle malibu,41.0,6,120.0,61,3067,13.6,1980-01-01,USA
peugeot 504,29.6,4,113.0,80,2262,13.8,1980-01-01,Europe
volkswagen super beetle,22.2,5,118.0,87,2043,15.3,1980-01-01,Europe
toyota corona,36.2,4,98.0,63,2557,11.2,1980-01-01,Japan
datsun 810 maxima,43.7,4,97.0,80,1960,15.6,1980-01-01,Japan
ford gran torino (sw),25.2,7,69.0,61,1989,13.6,1980-01-01,USA
plymouth horizon miser,20.4,4,100.0,49,4700,13.5,1980-01-01,USA
ford torino 500,46.6,4,94.0,106,4270,13.5,1980-01-01,USA
chevrolet concours,23.0,7,129.0,96,1885,14.1,1980-01-01,USA
ford granada l,23.6,7,150.0,61,4339,16.4,1980-01-01,USA
fiat 131,24.1,4,68.0,79,2632,16.2,1980-01-01,Europe
toyota cressida,20.1,4,123.0,49,2304,14.2,1980-01-01,Japan
amc matador,45.3,7,132.0,124,2769,15.1,1980-01-01,USA
subaru,35.6,4,147.0,59,2514,19.7,1980-01-01,Japan
amc gremlin,38.5,8,102.0,111,4415,20.1,1980-01-01,USA
plymouth reliant,25.3,6,148.0,108,4822,21.1,1980-01-01,USA
datsun 1200,32.2,5,126.0,63,2456,13.4,1980-01-01,Japan
dodge colt,27.0,5,94.0,103,3249,13.6,1980-01-01,USA
audi 100 ls,33.4,4,107.0,71,2499,18.2,1982-01-01,Europe
ford maverick,28.4,7,107.0,62,3643,14.8,1982-01-01,USA
mazda glc custom,31.9,4,91.0,80,2221,12.0,1982-01-01,Japan
datsun 810,21.2,4,86.0,65,2118,15.6,1982-01-01,Japan
ford fairmont futura,28.7,6,455.0,89,3320,17.5,1982-01-01,USA
audi 100ls,21.0,4,137.0,75,2137,17.4,1982-01-01,Europe
buick skylark limited,37.9,6,181.0,67,4439,13.5,1982-01-01,USA
volkswagen rabbit l,38.8,4,92.0,83,2473,16.7,1982-01-01,Europe
fiat 124b,36.1,4,116.0,65,2055,14.4,1982-01-01,Europe
saab 99le,30.0,4,288.0,100,2009,16.0,1982-01-01,Europe
amc rebel sst,42.0,5,436.0,68,4087,16.6,1982-01-01,USA
volkswagen dasher,29.2,4,90.0,64,1921,13.2,1982-01-01,Europe
plymouth valiant,27.2,5,112.0,94,2959,15.7,1982-01-01,USA
datsun 810,37.5,5,103.0,111,2134,13.4,1982-01-01,Japan
volkswagen jetta,21.7,4,84.0,74,2068,19.5,1982-01-01,Europe
mazda glc,32.2,3,91.0,88,2100,16.6,1982-01-01,Japan
vw rabbit c (diesel),,4,103.0,77,2031,21.3,1982-01-01,Europe
