species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,37.2,18.0,212,3745,FEMALE
Adelie,Dream,43.2,17.9,193,3943,FEMALE
Adelie,Torgersen,40.6,16.7,215,4789,FEMALE
Adelie,Biscoe,40.2,18.6,193,3666,FEMALE
Adelie,Dream,38.3,16.2,193,2947,MALE
Adelie,Torgersen,43.1,18.6,203,3460,FEMALE
Adelie,Torgersen,35.9,19.4,195,3674,MALE
Adelie,Biscoe,42.2,18.9,198,4077,MALE
Adelie,Dream,36.2,20.0,218,4885,MALE
Adelie,Biscoe,36.7,17.1,187,3503,FEMALE
Adelie,Dream,33.5,17.2,209,3635,FEMALE
Adelie,Dream,39.7,17.0,208,4025,FEMALE
Adelie,Dream,35.7,18.2,185,3060,MALE
Adelie,Dream,41.1,17.2,204,3290,MALE
Adelie,Torgersen,36.9,21.5,205,3603,MALE
Adelie,Torgersen,37.2,17.1,215,3107,FEMALE
Adelie,Dream,39.6,21.1,201,3679,MALE
Adelie,Dream,36.2,20.6,206,3192,MALE
Adelie,Torgersen,36.5,17.0,186,4116,FEMALE
Adelie,Torgersen,38.2,19.0,204,3547,MALE
Adelie,Dream,38.9,19.2,203,3407,MALE
Adelie,Dream,40.5,18.5,176,3714,MALE
Adelie,Torgersen,34.4,17.9,213,2826,MALE
Adelie,Biscoe,41.5,18.5,198,3347,MALE
Adelie,Torgersen,41.4,18.7,199,3172,FEMALE
Adelie,Dream,39.7,19.0,189,3703,FEMALE
Adelie,Biscoe,36.8,17.1,203,3458,FEMALE
Adelie,Torgersen,38.6,18.0,208,3878,FEMALE
Adelie,Dream,40.6,16.8,223,3797,MALE
Adelie,Biscoe,37.0,17.8,184,3188,FEMALE
Adelie,Torgersen,35.0,16.6,188,2845,FEMALE
Adelie,Dream,39.6,20.5,200,3311,MALE
Adelie,Dream,37.6,18.0,228,3865,MALE
Adelie,Dream,35.7,18.9,203,3877,MALE
Adelie,Biscoe,37.0,18.8,189,3931,MALE
Adelie,Torgersen,41.5,21.1,193,3410,FEMALE
Adelie,Biscoe,39.6,16.5,172,3657,MALE
Adelie,Biscoe,39.7,16.9,195,4206,FEMALE
Adelie,Biscoe,38.1,18.3,200,3829,FEMALE
Adelie,Dream,40.6,18.6,181,2832,FEMALE
Adelie,Biscoe,35.7,18.4,195,4465,FEMALE
Adelie,Dream,39.7,18.7,210,4087,FEMALE
Adelie,Biscoe,34.4,16.8,205,3051,FEMALE
Adelie,Dream,39.5,19.0,207,2700,FEMALE
Adelie,Biscoe,38.1,15.5,187,3793,MALE
Adelie,Torgersen,37.3,16.1,189,3989,FEMALE
Chinstrap,Dream,54.2,17.8,191,3764,MALE
Chinstrap,Dream,42.5,17.3,194,3930,FEMALE
Chinstrap,Dream,50.9,16.6,185,4027,FEMALE
Chinstrap,Dream,52.0,17.9,184,3493,MALE
Chinstrap,Dream,50.3,17.5,187,3751,FEMALE
Chinstrap,Dream,51.7,19.0,199,3839,FEMALE
Chinstrap,Dream,46.6,17.9,215,3823,FEMALE
Chinstrap,Dream,46.8,17.8,209,3927,
Chinstrap,Dream,48.1,17.3,187,3661,MALE
Chinstrap,Dream,45.4,19.9,182,3621,MALE
Chinstrap,Dream,46.1,19.8,210,3633,FEMALE
Chinstrap,Dream,51.0,18.5,195,4135,FEMALE
Chinstrap,Dream,45.5,16.6,214,3479,FEMALE
Chinstrap,Dream,46.0,18.2,172,3118,FEMALE
Chinstrap,Dream,46.2,16.4,194,3559,FEMALE
Chinstrap,Dream,50.7,18.7,201,3878,MALE
Chinstrap,Dream,50.6,17.8,194,3410,FEMALE
Chinstrap,Dream,45.9,19.6,206,4220,MALE
Chinstrap,Dream,46.4,19.2,221,3994,MALE
Chinstrap,Dream,49.8,19.6,185,3420,MALE
Chinstrap,Dream,45.7,18.6,195,4407,FEMALE
Chinstrap,Dream,52.0,18.2,205,4040,MALE
Chinstrap,Dream,50.5,16.6,193,3520,MALE
Chinstrap,Dream,50.1,19.1,203,3921,MALE
Chinstrap,Dream,52.0,16.7,201,3799,MALE
Chinstrap,Dream,51.4,17.8,215,4283,MALE
Chinstrap,Dream,50.2,19.4,185,3937,FEMALE
Chinstrap,Dream,50.8,18.4,219,3717,FEMALE
Chinstrap,Dream,49.3,19.5,189,3910,MALE
Chinstrap,Dream,51.3,18.8,172,3727,FEMALE
Chinstrap,Dream,49.6,18.2,225,3482,FEMALE
Chinstrap,Dream,47.0,16.6,216,4150,
Chinstrap,Dream,49.5,20.0,206,3694,FEMALE
Chinstrap,Dream,51.9,17.5,195,3203,FEMALE
Chinstrap,Dream,48.5,18.6,189,3931,MALE
Chinstrap,Dream,53.5,18.2,175,3521,MALE
Chinstrap,Dream,49.6,17.0,208,3648,MALE
Chinstrap,Dream,49.2,19.9,203,3799,MALE
Chinstrap,Dream,46.9,17.0,207,3694,FEMALE
Chinstrap,Dream,55.8,16.5,206,3119,MALE
Chinstrap,Dream,40.9,16.8,178,3682,FEMALE
Chinstrap,Dream,45.2,17.0,187,3893,FEMALE
Chinstrap,Dream,46.4,17.9,214,3728,MALE
Chinstrap,Dream,45.7,18.7,178,3358,
Chinstrap,Dream,45.6,20.7,186,3733,FEMALE
Chinstrap,Dream,46.7,18.1,190,3352,FEMALE
Chinstrap,Dream,45.2,18.1,201,3244,FEMALE
Chinstrap,Dream,51.5,19.7,223,3555,MALE
Chinstrap,Dream,50.9,18.8,214,4096,FEMALE
Chinstrap,Dream,50.0,17.3,210,3897,MALE
Chinstrap,Dream,49.0,17.3,216,3843,FEMALE
Chinstrap,Dream,51.3,19.4,208,3586,MALE
Chinstrap,Dream,58.0,19.0,230,3616,MALE
Chinstrap,Dream,46.5,17.3,206,3931,MALE
Chinstrap,Dream,43.2,20.0,207,3236,MALE
Chinstrap,Dream,50.5,19.8,197,3792,MALE
Chinstrap,Dream,51.3,17.9,206,3677,MALE
Chinstrap,Dream,47.6,19.0,177,4017,MALE
Chinstrap,Dream,52.2,20.3,202,4374,MALE
Chinstrap,Dream,52.7,19.5,218,4176,MALE
Chinstrap,Dream,42.4,18.3,203,3293,FEMALE
Chinstrap,Dream,42.5,18.7,193,4097,MALE
Chinstrap,Dream,49.7,19.0,179,4189,MALE
Chinstrap,Dream,49.0,18.8,204,3235,MALE
Chinstrap,Dream,52.8,19.5,231,4462,FEMALE
Chinstrap,Dream,43.5,19.9,200,4544,FEMALE
Chinstrap,Dream,43.2,17.8,213,4134,MALE
Chinstrap,Dream,47.5,20.8,172,3536,FEMALE
Chinstrap,Dream,50.2,18.9,183,4169,FEMALE
Chinstrap,Dream,50.8,17.1,196,3310,MALE
Gentoo,Biscoe,51.3,14.6,202,6132,FEMALE
Gentoo,Biscoe,46.2,15.7,195,5430,FEMALE
Gentoo,Biscoe,50.4,15.4,221,4714,FEMALE
Gentoo,Biscoe,50.0,15.0,204,4569,MALE
Gentoo,Biscoe,46.2,15.1,230,5290,FEMALE
Gentoo,Biscoe,55.9,13.7,206,5303,MALE
Gentoo,Biscoe,59.6,17.0,223,4977,FEMALE
Gentoo,Biscoe,50.4,15.2,200,5026,MALE
Gentoo,Biscoe,46.1,16.2,192,5065,FEMALE
Gentoo,Biscoe,46.4,14.4,204,4968,FEMALE
Gentoo,Biscoe,50.0,15.0,193,5361,FEMALE
Gentoo,Biscoe,48.5,13.3,198,5813,FEMALE
Gentoo,Biscoe,49.5,15.8,189,5609,FEMALE
Gentoo,Biscoe,45.2,15.6,190,4960,MALE
Gentoo,Biscoe,46.2,14.1,212,5392,MALE
Gentoo,Biscoe,46.5,14.9,172,6228,MALE
Gentoo,Biscoe,44.0,14.1,197,4367,MALE
Gentoo,Biscoe,45.1,14.4,175,4889,MALE
Gentoo,Biscoe,46.4,14.4,184,5119,
Gentoo,Biscoe,45.0,13.8,210,5066,FEMALE
Gentoo,Biscoe,48.2,16.2,188,5577,MALE
Gentoo,Biscoe,45.5,15.1,200,4948,MALE
Gentoo,Biscoe,42.6,14.5,212,4349,FEMALE
Gentoo,Biscoe,42.8,15.5,184,4674,MALE
Gentoo,Biscoe,52.2,17.0,231,5101,MALE
Gentoo,Biscoe,48.7,13.9,196,4507,FEMALE
Gentoo,Biscoe,49.2,15.0,200,4283,FEMALE
Gentoo,Biscoe,43.3,13.9,190,4622,MALE
Gentoo,Biscoe,48.6,13.5,182,5035,MALE
Gentoo,Biscoe,48.5,13.6,211,4984,MALE
Gentoo,Biscoe,45.2,16.3,192,4374,MALE
Gentoo,Biscoe,45.5,16.3,194,5165,MALE
Gentoo,Biscoe,45.5,13.8,217,4467,
Gentoo,Biscoe,46.8,14.2,191,4733,FEMALE
Gentoo,Biscoe,45.2,15.9,187,4803,FEMALE
Gentoo,Biscoe,43.8,15.8,197,5287,MALE
Gentoo,Biscoe,44.9,14.5,193,5338,MALE
Gentoo,Biscoe,46.5,16.4,200,4635,MALE
Gentoo,Biscoe,47.3,17.1,205,4702,MALE
Gentoo,Biscoe,47.5,14.8,198,4845,FEMALE
Gentoo,Biscoe,50.1,15.0,211,5249,FEMALE
Gentoo,Biscoe,44.5,15.6,208,5472,FEMALE
Gentoo,Biscoe,51.5,16.3,198,4712,MALE
Gentoo,Biscoe,50.2,14.7,194,5170,MALE
Gentoo,Biscoe,50.8,15.3,195,5259,FEMALE
Gentoo,Biscoe,50.0,15.7,198,4949,MALE
Gentoo,Biscoe,49.8,14.2,209,5246,MALE
Gentoo,Biscoe,44.4,15.2,201,4429,FEMALE
Gentoo,Biscoe,51.1,13.7,205,5826,FEMALE
Gentoo,Biscoe,55.1,15.0,186,4909,FEMALE
Gentoo,Biscoe,48.4,14.5,182,5063,MALE
Gentoo,Biscoe,42.7,15.8,223,5353,FEMALE
Gentoo,Biscoe,50.0,14.0,216,4805,FEMALE
Gentoo,Biscoe,47.7,15.0,211,5286,MALE
Gentoo,Biscoe,47.5,14.6,203,5596,FEMALE
Gentoo,Biscoe,45.2,15.3,225,5023,MALE
Gentoo,Biscoe,46.6,15.4,200,5469,FEMALE
Gentoo,Biscoe,46.5,17.0,210,5244,MALE
Gentoo,Biscoe,47.6,15.9,187,5063,MALE
Gentoo,Biscoe,49.0,15.0,214,5822,MALE
Gentoo,Biscoe,54.3,15.9,205,5356,FEMALE
Gentoo,Biscoe,46.8,15.7,209,4959,FEMALE
Gentoo,Biscoe,47.4,14.4,183,4832,FEMALE
Gentoo,Biscoe,43.5,13.8,209,5027,MALE
Gentoo,Biscoe,47.2,14.8,176,5214,FEMALE
Gentoo,Biscoe,46.7,14.6,203,4938,MALE
Gentoo,Biscoe,47.2,14.3,195,4422,MALE
Gentoo,Biscoe,43.6,16.1,196,4392,MALE
Gentoo,Biscoe,45.3,13.1,216,4881,FEMALE
Gentoo,Biscoe,41.7,13.7,182,4711,MALE
Gentoo,Biscoe,49.6,14.6,210,5414,MALE
Gentoo,Biscoe,49.4,14.3,193,4644,FEMALE
Gentoo,Biscoe,48.1,16.0,191,4977,MALE
Gentoo,Biscoe,42.9,17.3,189,5170,MALE
Gentoo,Biscoe,50.7,15.6,172,4748,MALE
Gentoo,Biscoe,45.7,13.9,217,5080,MALE
Gentoo,Biscoe,47.5,16.1,191,4933,FEMALE
Gentoo,Biscoe,49.9,15.3,187,5500,
Gentoo,Biscoe,40.9,14.5,185,5295,MALE
Gentoo,Biscoe,53.4,15.3,195,4903,MALE
Gentoo,Biscoe,49.3,14.5,200,5233,MALE
Gentoo,Biscoe,49.8,17.3,205,4926,FEMALE
Gentoo,Biscoe,43.4,16.5,205,4074,FEMALE
Gentoo,Biscoe,52.5,13.5,184,5103,FEMALE
Gentoo,Biscoe,48.4,15.2,214,5732,FEMALE
Gentoo,Biscoe,45.4,14.1,203,4783,MALE
Gentoo,Biscoe,49.1,14.2,200,5084,FEMALE
Gentoo,Biscoe,48.7,16.0,212,4252,FEMALE
Gentoo,Biscoe,46.1,14.2,206,4545,MALE
Gentoo,Biscoe,44.9,13.7,187,5767,MALE
Gentoo,Biscoe,48.4,13.7,199,4421,FEMALE
Gentoo,Biscoe,45.5,15.0,190,4547,FEMALE
Gentoo,Biscoe,46.3,15.1,201,5516,FEMALE
Gentoo,Biscoe,49.5,14.3,222,4447,FEMALE
Gentoo,Biscoe,45.1,14.7,172,5474,FEMALE
Gentoo,Biscoe,42.0,15.0,189,4845,FEMALE
Gentoo,Biscoe,45.8,14.6,204,4742,
Gentoo,Biscoe,49.6,16.1,186,4740,MALE
Gentoo,Biscoe,48.2,13.7,198,5750,FEMALE
Gentoo,Biscoe,48.7,14.8,204,5503,FEMALE
Gentoo,Biscoe,48.8,16.3,191,4511,FEMALE
Gentoo,Biscoe,49.1,15.2,201,4773,FEMALE
Gentoo,Biscoe,47.8,13.2,209,5110,
Gentoo,Biscoe,46.5,16.1,206,5050,MALE
Gentoo,Biscoe,49.1,15.0,208,5536,MALE
Gentoo,Biscoe,46.8,16.8,213,4474,MALE
Gentoo,Biscoe,50.8,14.5,192,5023,FEMALE
Gentoo,Biscoe,43.3,14.0,189,4935,MALE
Gentoo,Biscoe,48.8,15.0,208,5034,FEMALE
Gentoo,Biscoe,46.5,16.0,186,5373,FEMALE
Gentoo,Biscoe,50.5,13.9,206,6010,FEMALE
Gentoo,Biscoe,45.3,14.2,186,4553,FEMALE
Gentoo,Biscoe,52.1,15.8,231,5770,MALE
Gentoo,Biscoe,43.2,14.2,216,5273,MALE
Gentoo,Biscoe,42.0,14.5,215,5243,FEMALE
Gentoo,Biscoe,51.1,14.5,208,4629,MALE
Gentoo,Biscoe,45.8,15.7,223,5155,MALE
Gentoo,Biscoe,50.5,15.7,197,4406,FEMALE
Gentoo,Biscoe,49.3,13.7,194,5103,FEMALE
Gentoo,Biscoe,40.9,15.8,200,5263,FEMALE
Gentoo,Biscoe,43.3,15.0,205,5251,MALE
Gentoo,Biscoe,46.9,13.4,216,4773,FEMALE
Gentoo,Biscoe,43.5,16.0,213,4766,MALE
