species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,49.0,19.6,212,3343,MALE
Chinstrap,Dream,40.9,19.2,199,2909,MALE
Chinstrap,Dream,46.4,17.8,199,3181,FEMALE
Chinstrap,Dream,45.9,18.3,192,3760,MALE
Chinstrap,Dream,45.5,18.2,231,4287,MALE
Chinstrap,Dream,45.7,18.6,226,4226,
Chinstrap,Dream,55.8,19.0,212,3929,FEMALE
Chinstrap,Dream,46.0,19.0,201,2992,MALE
Chinstrap,Dream,49.6,18.2,213,4378,MALE
Chinstrap,Dream,48.5,17.8,185,3659,FEMALE
Chinstrap,Dream,42.5,18.4,197,4017,FEMALE
Chinstrap,Dream,50.2,18.8,184,3303,FEMALE
Chinstrap,Dream,49.0,18.7,195,3843,MALE
Chinstrap,Dream,52.2,18.2,206,3748,FEMALE
Chinstrap,Dream,49.3,19.6,184,3863,MALE
Chinstrap,Dream,51.5,17.9,189,3714,FEMALE
Chinstrap,Dream,50.5,18.3,210,3567,MALE
Chinstrap,Dream,53.5,17.5,210,3841,MALE
Chinstrap,Dream,50.7,18.1,191,3294,FEMALE
Chinstrap,Dream,50.8,19.9,218,4215,MALE
Chinstrap,Dream,46.9,19.0,188,3967,
Chinstrap,Dream,45.5,20.0,206,4106,MALE
Chinstrap,Dream,49.2,17.3,184,3351,FEMALE
Chinstrap,Dream,45.4,16.7,190,4351,MALE
Chinstrap,Dream,50.9,17.0,180,3846,MALE
Chinstrap,Dream,50.8,17.0,178,4337,MALE
Chinstrap,Dream,50.0,18.8,198,3813,FEMALE
Chinstrap,Dream,51.0,16.6,199,3498,MALE
Chinstrap,Dream,51.3,18.5,231,3484,MALE
Chinstrap,Dream,49.2,18.7,197,4147,MALE
Chinstrap,Dream,46.5,17.9,197,4139,MALE
Gentoo,Biscoe,50.8,15.0,226,4906,FEMALE
Gentoo,Biscoe,45.8,15.7,197,5052,MALE
Gentoo,Biscoe,48.2,14.2,226,4632,FEMALE
Gentoo,Biscoe,46.8,15.8,214,4762,MALE
Gentoo,Biscoe,45.2,13.7,198,5530,FEMALE
Gentoo,Biscoe,45.1,13.8,205,5131,FEMALE
Gentoo,Biscoe,48.4,17.0,222,4716,MALE
Gentoo,Biscoe,48.1,15.2,222,5581,
Gentoo,Biscoe,48.4,16.3,198,5830,MALE
Gentoo,Biscoe,55.9,15.7,178,5143,FEMALE
Gentoo,Biscoe,50.5,15.2,219,4815,MALE
Gentoo,Biscoe,45.0,14.6,214,5139,FEMALE
Gentoo,Biscoe,50.8,15.2,215,5288,MALE
Gentoo,Biscoe,51.5,14.8,199,5536,MALE
Gentoo,Biscoe,45.8,14.8,226,5120,FEMALE
Gentoo,Biscoe,49.4,16.1,218,5319,FEMALE
Gentoo,Biscoe,48.2,15.0,202,5630,FEMALE
Gentoo,Biscoe,50.2,15.9,229,5136,FEMALE
Gentoo,Biscoe,50.1,16.4,196,5186,MALE
Gentoo,Biscoe,53.4,13.1,172,5535,FEMALE
Gentoo,Biscoe,45.7,14.1,179,5888,MALE
Gentoo,Biscoe,43.4,13.3,203,4981,FEMALE
Gentoo,Biscoe,50.0,15.1,199,5992,FEMALE
Gentoo,Biscoe,46.8,15.7,188,5128,MALE
Gentoo,Biscoe,46.9,14.5,206,5014,FEMALE
Gentoo,Biscoe,45.2,15.3,191,5297,MALE
Gentoo,Biscoe,44.9,13.7,219,6171,FEMALE
Gentoo,Biscoe,43.2,15.0,203,4574,MALE
Gentoo,Biscoe,42.9,16.5,173,4786,MALE
Gentoo,Biscoe,48.6,15.2,187,3785,FEMALE
Gentoo,Biscoe,42.0,16.1,192,5313,MALE
Gentoo,Biscoe,43.5,17.1,179,4927,
Gentoo,Biscoe,47.3,14.7,208,4563,MALE
Gentoo,Biscoe,49.0,16.2,172,5224,MALE
Gentoo,Biscoe,43.3,14.3,187,5123,FEMALE
Gentoo,Biscoe,45.3,13.5,197,4714,MALE
Gentoo,Biscoe,46.2,15.0,207,4613,MALE
Gentoo,Biscoe,55.1,13.9,194,5018,MALE
Gentoo,Biscoe,45.5,15.9,219,4553,MALE
Gentoo,Biscoe,54.3,15.0,194,5432,MALE
Gentoo,Biscoe,48.4,15.6,214,5231,MALE
Gentoo,Biscoe,46.5,15.0,174,5290,MALE
Gentoo,Biscoe,48.5,15.3,184,5388,MALE
Gentoo,Biscoe,50.7,13.8,212,5297,FEMALE
Gentoo,Biscoe,49.1,15.8,205,4855,FEMALE
Gentoo,Biscoe,52.2,15.1,200,6102,MALE
Gentoo,Biscoe,47.4,13.2,176,5115,MALE
Gentoo,Biscoe,50.0,15.1,188,5674,FEMALE
Gentoo,Biscoe,46.8,14.4,195,5630,MALE
Gentoo,Biscoe,48.5,14.5,191,4918,FEMALE
Gentoo,Biscoe,47.6,16.0,224,4365,FEMALE
Gentoo,Biscoe,49.5,13.5,198,4725,FEMALE
Gentoo,Biscoe,49.3,14.0,193,5152,MALE
Gentoo,Biscoe,49.9,13.7,208,6298,MALE
Gentoo,Biscoe,47.8,14.5,203,4646,FEMALE
Gentoo,Biscoe,44.4,14.2,211,5126,FEMALE
Gentoo,Biscoe,50.0,14.6,204,5098,MALE
Gentoo,Biscoe,50.0,14.8,182,4864,MALE
Gentoo,Biscoe,45.3,14.5,201,4519,MALE
Gentoo,Biscoe,45.2,17.0,180,5522,MALE
Gentoo,Biscoe,52.5,15.7,195,4683,MALE
Gentoo,Biscoe,49.6,16.3,198,5384,MALE
Gentoo,Biscoe,42.6,13.8,196,4590,FEMALE
Gentoo,Biscoe,50.5,14.7,197,5145,FEMALE
Gentoo,Biscoe,43.3,14.3,231,4680,MALE
Gentoo,Biscoe,43.6,14.6,196,5428,MALE
Gentoo,Biscoe,51.1,16.1,181,5534,MALE
Gentoo,Biscoe,44.9,14.4,182,5473,FEMALE
Gentoo,Biscoe,46.6,13.9,183,4909,FEMALE
Gentoo,Biscoe,49.5,15.7,210,4756,FEMALE
Gentoo,Biscoe,44.5,16.1,213,5333,FEMALE
Gentoo,Biscoe,46.5,14.0,208,6084,MALE
Gentoo,Biscoe,50.4,14.6,195,4899,MALE
Gentoo,Biscoe,47.7,16.3,183,5025,MALE
Gentoo,Biscoe,41.7,15.0,199,4696,FEMALE
Gentoo,Biscoe,40.9,14.4,216,5426,FEMALE
Gentoo,Biscoe,45.5,15.4,204,4375,MALE
Gentoo,Biscoe,51.1,14.3,224,4834,MALE
Gentoo,Biscoe,45.4,16.8,201,5116,FEMALE
Gentoo,Biscoe,46.1,14.4,204,4734,FEMALE
Gentoo,Biscoe,59.6,14.1,216,4881,FEMALE
Gentoo,Biscoe,43.8,15.3,213,4750,MALE
Gentoo,Biscoe,47.5,14.2,223,5070,FEMALE
Gentoo,Biscoe,46.4,14.1,181,5142,
Gentoo,Biscoe,48.7,15.6,204,5478,FEMALE
Gentoo,Biscoe,49.8,14.9,187,4382,MALE
Gentoo,Biscoe,46.3,13.7,206,4718,
Gentoo,Biscoe,45.1,15.5,196,5146,MALE
Gentoo,Biscoe,45.2,13.9,203,5374,FEMALE
Gentoo,Biscoe,52.1,15.6,197,4902,MALE
Gentoo,Biscoe,50.4,14.2,198,5357,FEMALE
Gentoo,Biscoe,49.6,15.0,198,5201,FEMALE
Gentoo,Biscoe,42.7,13.6,219,5429,MALE
Gentoo,Biscoe,49.8,15.9,212,5649,FEMALE
Gentoo,Biscoe,46.2,13.7,206,4658,FEMALE
Gentoo,Biscoe,46.2,14.6,197,5446,FEMALE
Gentoo,Biscoe,42.8,13.7,221,5533,MALE
Gentoo,Biscoe,45.5,13.4,213,3779,MALE
Gentoo,Biscoe,46.1,13.9,189,5541,FEMALE
Gentoo,Biscoe,47.2,16.3,179,5099,MALE
Gentoo,Biscoe,46.5,15.4,206,4734,MALE
Gentoo,Biscoe,49.2,16.0,172,5023,MALE
Gentoo,Biscoe,47.2,17.0,202,4827,FEMALE
Gentoo,Biscoe,49.1,14.2,191,5273,FEMALE
Gentoo,Biscoe,45.5,14.5,186,5574,FEMALE
Gentoo,Biscoe,48.7,15.8,196,5673,FEMALE
Gentoo,Biscoe,46.5,14.5,200,4927,FEMALE
Gentoo,Biscoe,47.5,17.3,211,5796,MALE
Gentoo,Biscoe,44.0,15.0,213,3721,FEMALE
Gentoo,Biscoe,44.5,13.8,207,5282,MALE
Gentoo,Biscoe,48.7,15.0,208,5528,FEMALE
Gentoo,Biscoe,51.3,16.0,216,5051,MALE
Gentoo,Biscoe,49.1,14.2,202,4842,MALE
Gentoo,Biscoe,47.5,14.5,174,5832,FEMALE
Gentoo,Biscoe,46.4,15.8,190,5299,FEMALE
Gentoo,Biscoe,43.5,16.2,197,5128,FEMALE
Gentoo,Biscoe,46.7,17.3,209,6228,MALE
Gentoo,Biscoe,51.5,15.1,188,5294,FEMALE
Gentoo,Biscoe,48.8,15.3,202,4794,MALE
