Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Torgersen,34.6,21.2,199,2944,FEMALE
Adelie,Biscoe,38.1,18.6,224,3973,MALE
Adelie,Torgersen,46.0,20.0,211,4855,MALE
Adelie,Biscoe,39.7,21.2,231,3780,MALE
Adelie,Dream,41.1,16.6,191,3744,FEMALE
Adelie,Torgersen,34.5,15.9,184,3701,MALE
Adelie,Torgersen,39.7,19.0,193,3424,MALE
Adelie,Dream,42.1,16.5,205,3480,FEMALE
Adelie,Torgersen,40.6,18.5,200,3103,MALE
Adelie,Torgersen,43.2,19.0,172,3808,MALE
Adelie,Dream,37.8,17.8,196,4022,FEMALE
Adelie,Dream,37.6,18.5,200,4497,FEMALE
Adelie,Dream,39.6,19.0,182,4343,FEMALE
Adelie,Dream,40.3,16.8,213,3416,FEMALE
Adelie,Dream,35.5,17.0,204,3558,
Adelie,Biscoe,42.2,20.5,187,3920,MALE
Adelie,Biscoe,37.6,18.1,195,3116,MALE
Adelie,Biscoe,40.2,17.6,210,3939,MALE
Adelie,Dream,37.0,18.6,172,3425,MALE
Adelie,Torgersen,35.6,17.1,211,3551,FEMALE
Adelie,Biscoe,41.1,17.9,184,4639,FEMALE
Adelie,Torgersen,41.3,17.8,172,3043,FEMALE
Adelie,Dream,37.9,17.7,197,3388,MALE
Adelie,Torgersen,40.9,17.8,208,4103,MALE
Adelie,Torgersen,41.4,18.9,190,3946,FEMALE
Adelie,Biscoe,34.4,17.4,229,3917,MALE
Adelie,Biscoe,36.6,18.4,207,3850,MALE
Adelie,Dream,35.0,16.9,175,3267,MALE
Adelie,Torgersen,35.7,16.7,186,5010,MALE
Adelie,Dream,36.0,20.7,214,3055,FEMALE
Adelie,Torgersen,40.7,17.3,179,3345,MALE
Adelie,Torgersen,32.1,19.5,210,3851,FEMALE
Adelie,Biscoe,38.9,18.0,211,3838,FEMALE
Adelie,Dream,45.8,16.8,209,3827,FEMALE
Adelie,Biscoe,34.0,19.4,221,3889,FEMALE
Adelie,Dream,36.3,17.8,198,3116,MALE
Adelie,Dream,39.5,19.1,192,3487,FEMALE
Adelie,Biscoe,41.5,17.6,199,3852,FEMALE
Adelie,Dream,42.3,17.9,231,3426,MALE
Adelie,Dream,35.3,18.4,215,4049,FEMALE
Adelie,Dream,39.7,20.7,209,4296,FEMALE
Adelie,Dream,38.6,17.5,192,3350,FEMALE
Adelie,Dream,40.1,20.3,219,4056,MALE
Adelie,Biscoe,35.9,16.5,198,3746,FEMALE
Adelie,Torgersen,40.6,18.5,196,3733,
Adelie,Torgersen,41.1,17.0,178,3910,FEMALE
Adelie,Dream,35.7,18.9,184,3419,MALE
Adelie,Dream,40.5,18.6,195,3272,MALE
Adelie,Dream,35.9,18.3,199,2986,FEMALE
Adelie,Torgersen,39.6,18.5,172,3059,MALE
Adelie,Biscoe,38.9,19.4,188,3356,MALE
Adelie,Biscoe,35.2,19.3,192,4048,MALE
Adelie,Dream,36.2,17.7,202,4137,FEMALE
Adelie,Biscoe,36.7,19.3,198,3742,MALE
Adelie,Biscoe,42.2,19.0,190,3840,FEMALE
Adelie,Biscoe,36.2,18.9,211,3967,MALE
Adelie,Biscoe,36.0,18.8,197,3686,MALE
Adelie,Biscoe,38.1,20.0,229,3897,MALE
Adelie,Dream,40.5,20.6,227,3932,FEMALE
Adelie,Biscoe,44.1,17.1,201,4466,FEMALE
Adelie,Torgersen,36.6,18.9,220,3546,FEMALE
Adelie,Torgersen,41.3,19.6,211,3663,MALE
Adelie,Dream,39.8,17.5,189,3549,MALE
Adelie,Torgersen,42.5,18.0,213,3164,FEMALE
Adelie,Biscoe,41.1,15.5,191,3356,FEMALE
Adelie,Biscoe,41.3,18.6,190,4036,MALE
Adelie,Torgersen,32.1,17.6,191,4118,FEMALE
Adelie,Dream,38.6,20.6,214,3881,MALE
Adelie,Biscoe,39.5,17.2,198,4491,MALE
Adelie,Biscoe,39.5,20.1,196,3807,MALE
Adelie,Torgersen,37.7,21.1,197,3841,FEMALE
Adelie,Biscoe,41.4,17.9,210,3875,MALE
Adelie,Dream,34.5,17.8,198,3188,MALE
Adelie,Torgersen,39.6,18.0,190,4769,FEMALE
Adelie,Dream,38.5,17.1,202,3684,FEMALE
Adelie,Biscoe,35.1,16.9,216,2859,MALE
Adelie,Dream,36.2,19.2,206,4409,MALE
Adelie,Dream,39.6,17.6,199,4111,MALE
Adelie,Biscoe,40.6,18.5,205,3963,MALE
Adelie,Biscoe,41.5,20.3,191,3251,FEMALE
Adelie,Dream,42.7,17.0,211,3455,MALE
Adelie,Torgersen,34.4,18.1,205,4629,MALE
Adelie,Biscoe,35.0,18.9,209,3370,FEMALE
Adelie,Dream,39.7,17.1,189,3686,MALE
Adelie,Dream,36.6,18.8,206,3743,MALE
Adelie,Biscoe,42.2,16.0,202,3463,MALE
Adelie,Torgersen,46.0,18.6,211,3345,FEMALE
Adelie,Dream,38.1,19.0,231,3533,FEMALE
Adelie,Torgersen,41.1,20.7,228,3630,FEMALE
Adelie,Dream,40.9,16.6,226,4420,FEMALE
Adelie,Biscoe,37.9,18.7,205,3908,MALE
Adelie,Biscoe,35.7,18.6,187,3681,MALE
Adelie,Torgersen,39.2,18.6,224,3973,MALE
Chinstrap,Dream,48.5,19.5,216,3579,MALE
Chinstrap,Dream,50.1,16.6,192,3744,MALE
Chinstrap,Dream,46.8,19.8,184,3585,FEMALE
Chinstrap,Dream,51.3,18.1,188,3749,MALE
Chinstrap,Dream,50.8,19.5,193,3054,MALE
Chinstrap,Dream,49.7,17.8,200,3829,FEMALE
Chinstrap,Dream,42.4,17.9,177,3726,MALE
Chinstrap,Dream,55.8,16.6,201,4246,MALE
Chinstrap,Dream,51.3,16.6,208,3407,FEMALE
Chinstrap,Dream,49.0,19.6,201,4153,MALE
Chinstrap,Dream,49.2,18.2,196,3715,MALE
Chinstrap,Dream,50.9,17.3,193,3368,MALE
Chinstrap,Dream,45.2,19.1,208,3686,FEMALE
Chinstrap,Dream,48.1,18.6,186,3202,FEMALE
Chinstrap,Dream,58.0,18.8,172,3773,FEMALE
Chinstrap,Dream,50.7,19.0,192,3909,MALE
Chinstrap,Dream,49.3,19.4,190,4087,FEMALE
Chinstrap,Dream,45.5,19.9,189,3579,
Chinstrap,Dream,49.5,16.4,196,3357,FEMALE
Chinstrap,Dream,43.5,18.7,188,3470,FEMALE
Chinstrap,Dream,42.5,18.8,209,3686,FEMALE
Chinstrap,Dream,52.0,17.9,192,3371,MALE
Chinstrap,Dream,50.8,17.9,176,3937,MALE
Chinstrap,Dream,50.2,17.8,206,3667,FEMALE
Chinstrap,Dream,46.9,19.0,207,2992,FEMALE
Chinstrap,Dream,52.2,20.7,195,3263,MALE
Chinstrap,Dream,45.7,18.4,191,4114,MALE
Chinstrap,Dream,51.5,17.0,211,3954,FEMALE
Chinstrap,Dream,52.8,16.8,201,3492,FEMALE
Chinstrap,Dream,52.7,16.6,207,3604,MALE
Chinstrap,Dream,50.9,20.0,206,3270,FEMALE
Chinstrap,Dream,43.2,18.9,201,3072,FEMALE
Chinstrap,Dream,50.6,18.2,205,3409,FEMALE
Chinstrap,Dream,53.5,17.5,223,3906,MALE
Chinstrap,Dream,46.5,19.7,211,3981,MALE
Chinstrap,Dream,45.2,20.3,179,3609,FEMALE
Chinstrap,Dream,46.2,19.0,189,3984,FEMALE
Chinstrap,Dream,51.9,19.9,197,2991,MALE
Chinstrap,Dream,46.7,19.0,207,3519,MALE
Chinstrap,Dream,46.0,19.8,218,3746,MALE
Chinstrap,Dream,47.5,18.7,189,3734,FEMALE
Chinstrap,Dream,52.0,17.8,196,3603,FEMALE
Chinstrap,Dream,45.7,18.6,214,3627,MALE
Chinstrap,Dream,45.4,17.3,193,3797,MALE
Chinstrap,Dream,47.0,18.5,183,3728,FEMALE
Chinstrap,Dream,49.8,17.3,231,3913,FEMALE
Chinstrap,Dream,46.6,18.2,201,2738,FEMALE
Chinstrap,Dream,47.6,18.7,194,3305,MALE
Chinstrap,Dream,54.2,19.2,194,3157,FEMALE
Chinstrap,Dream,50.2,20.8,230,4527,FEMALE
Chinstrap,Dream,51.4,17.5,205,3249,FEMALE
Chinstrap,Dream,49.6,17.8,190,3575,FEMALE
Chinstrap,Dream,51.0,17.1,188,3902,FEMALE
Chinstrap,Dream,50.5,18.2,196,4164,FEMALE
Chinstrap,Dream,51.7,18.8,204,3968,MALE
Chinstrap,Dream,46.4,19.5,211,3216,MALE
Chinstrap,Dream,46.1,18.1,209,3937,MALE
Chinstrap,Dream,50.3,17.9,223,3439,MALE
Chinstrap,Dream,45.6,17.3,184,4135,MALE
Chinstrap,Dream,50.5,17.0,200,4458,MALE
Chinstrap,Dream,50.0,19.4,193,4382,FEMALE
Chinstrap,Dream,42.5,19.6,214,3581,FEMALE
Chinstrap,Dream,49.0,17.3,199,3642,FEMALE
Gentoo,Biscoe,40.9,15.1,219,5131,FEMALE
Gentoo,Biscoe,46.7,14.5,190,4862,MALE
Gentoo,Biscoe,48.1,14.6,210,5135,MALE
Gentoo,Biscoe,53.4,16.0,202,5435,FEMALE
Gentoo,Biscoe,42.9,14.5,189,4626,MALE
Gentoo,Biscoe,42.7,14.3,202,4430,MALE
Gentoo,Biscoe,45.5,15.0,206,5211,MALE
Gentoo,Biscoe,47.7,13.6,172,4903,MALE
Gentoo,Biscoe,51.1,14.6,218,5474,MALE
Gentoo,Biscoe,47.3,15.2,200,3959,MALE
Gentoo,Biscoe,46.4,14.1,231,6300,MALE
Gentoo,Biscoe,45.5,14.8,224,6120,MALE
Gentoo,Biscoe,48.5,16.0,214,5308,MALE
Gentoo,Biscoe,44.9,14.4,189,4846,FEMALE
Gentoo,Biscoe,51.3,15.7,226,5297,MALE
Gentoo,Biscoe,46.5,14.4,198,5281,FEMALE
Gentoo,Biscoe,48.7,13.9,191,4981,FEMALE
Gentoo,Biscoe,54.3,14.7,199,4722,MALE
Gentoo,Biscoe,47.5,14.2,226,5727,MALE
Gentoo,Biscoe,45.5,13.5,215,4401,FEMALE
Gentoo,Biscoe,48.2,17.3,231,5657,MALE
Gentoo,Biscoe,48.8,16.5,195,5227,MALE
Gentoo,Biscoe,47.8,14.2,212,4679,FEMALE
Gentoo,Biscoe,59.6,15.4,197,5844,MALE
Gentoo,Biscoe,44.0,15.8,189,4024,MALE
Gentoo,Biscoe,49.9,14.4,183,4808,MALE
Gentoo,Biscoe,48.4,13.1,231,5894,MALE
Gentoo,Biscoe,51.5,15.3,223,5993,FEMALE
Gentoo,Biscoe,45.7,15.0,180,4655,FEMALE
Gentoo,Biscoe,44.4,15.1,192,5811,MALE
Gentoo,Biscoe,47.2,14.2,202,4954,FEMALE
Gentoo,Biscoe,45.0,16.4,214,5224,FEMALE
Gentoo,Biscoe,46.9,14.1,214,4583,FEMALE
Gentoo,Biscoe,49.3,14.3,199,5116,MALE
Gentoo,Biscoe,50.8,15.0,201,4451,FEMALE
Gentoo,Biscoe,46.3,13.4,195,4914,FEMALE
Gentoo,Biscoe,43.8,13.7,193,5253,MALE
Gentoo,Biscoe,44.9,15.7,187,4868,FEMALE
Gentoo,Biscoe,49.1,15.7,231,4324,FEMALE
Gentoo,Biscoe,43.5,15.0,216,5198,FEMALE
Gentoo,Biscoe,47.5,16.1,204,5847,MALE
Gentoo,Biscoe,43.6,15.5,194,4790,MALE
Gentoo,Biscoe,52.5,15.7,221,5597,MALE
Gentoo,Biscoe,50.5,15.0,186,4900,MALE
Gentoo,Biscoe,49.0,14.2,193,4364,MALE
Gentoo,Biscoe,46.2,14.8,190,5367,MALE
Gentoo,Biscoe,45.8,15.8,204,5188,FEMALE
Gentoo,Biscoe,46.5,14.3,200,5081,FEMALE
Gentoo,Biscoe,45.2,15.9,209,5153,MALE
Gentoo,Biscoe,49.5,13.7,205,5087,MALE
Gentoo,Biscoe,46.5,16.1,183,5422,MALE
Gentoo,Biscoe,49.6,17.0,211,4261,MALE
Gentoo,Biscoe,42.8,13.5,211,4984,FEMALE
Gentoo,Biscoe,47.5,13.2,189,4246,FEMALE
Gentoo,Biscoe,55.1,13.7,191,4494,MALE
Gentoo,Biscoe,41.7,14.6,193,4336,FEMALE
Gentoo,Biscoe,46.6,14.7,226,5380,FEMALE
Gentoo,Biscoe,55.9,16.1,183,5068,FEMALE
Gentoo,Biscoe,50.0,15.3,215,4504,MALE
Gentoo,Biscoe,43.2,15.0,206,4602,MALE
Gentoo,Biscoe,51.1,16.1,194,5058,FEMALE
Gentoo,Biscoe,50.1,13.7,190,4834,MALE
Gentoo,Biscoe,48.2,14.6,219,4418,FEMALE
Gentoo,Biscoe,44.5,15.0,194,5411,FEMALE
Gentoo,Biscoe,46.2,15.3,188,4912,FEMALE
Gentoo,Biscoe,42.0,15.2,198,4763,FEMALE
Gentoo,Biscoe,42.6,15.8,190,5001,MALE
Gentoo,Biscoe,47.6,13.8,186,4833,FEMALE
Gentoo,Biscoe,46.8,14.0,218,5436,FEMALE
Gentoo,Biscoe,45.1,16.8,198,5626,FEMALE
Gentoo,Biscoe,49.5,15.6,172,5629,.
Gentoo,Biscoe,50.4,13.7,185,4619,MALE
Gentoo,Biscoe,43.3,16.0,183,5031,FEMALE
Gentoo,Biscoe,44.5,13.9,189,4505,FEMALE
Gentoo,Biscoe,46.1,15.9,201,4908,MALE
Gentoo,Biscoe,45.2,15.2,201,4577,FEMALE
Gentoo,Biscoe,48.6,13.8,185,4994,MALE
Gentoo,Biscoe,45.2,14.9,206,5145,MALE
Gentoo,Biscoe,45.5,15.2,202,5091,MALE
Gentoo,Biscoe,46.4,13.3,196,5021,MALE
Gentoo,Biscoe,49.6,14.2,193,4278,MALE
Gentoo,Biscoe,45.1,15.0,172,4485,FEMALE
Gentoo,Biscoe,46.5,17.3,210,4318,FEMALE
Gentoo,Biscoe,50.0,14.5,196,5382,FEMALE
Gentoo,Biscoe,49.8,13.9,172,5252,FEMALE
Gentoo,Biscoe,45.3,14.8,187,5032,FEMALE
Gentoo,Biscoe,48.5,15.7,187,5715,FEMALE
Gentoo,Biscoe,49.2,17.0,202,4834,MALE
Gentoo,Biscoe,48.7,14.6,175,4747,FEMALE
Gentoo,Biscoe,49.1,16.3,229,4376,MALE
Gentoo,Biscoe,52.1,17.0,190,5249,FEMALE
Gentoo,Biscoe,45.8,15.9,202,5907,MALE
Gentoo,Biscoe,50.0,13.7,228,4743,FEMALE
Gentoo,Biscoe,50.7,15.8,177,5795,FEMALE
Gentoo,Biscoe,46.8,13.9,186,4761,MALE
Gentoo,Biscoe,45.4,17.1,212,5723,FEMALE
Gentoo,Biscoe,47.4,14.5,221,5098,MALE
Gentoo,Biscoe,50.4,16.3,222,5940,MALE
Gentoo,Biscoe,43.3,15.4,208,5214,MALE
Gentoo,Biscoe,46.8,15.6,200,4959,FEMALE
Gentoo,Biscoe,49.1,15.3,215,5320,FEMALE
Gentoo,Biscoe,46.1,15.1,213,4497,FEMALE
Gentoo,Biscoe,43.5,14.4,188,5095,MALE
Gentoo,Biscoe,49.8,15.6,182,5138,MALE
Gentoo,Biscoe,50.5,16.2,210,5570,MALE
Gentoo,Biscoe,52.2,14.0,179,5257,MALE
Gentoo,Biscoe,50.2,16.2,181,5089,MALE
Gentoo,Biscoe,48.7,14.5,196,4867,FEMALE
Gentoo,Biscoe,48.4,14.2,225,4860,FEMALE
