pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-02-28 04:29:52,2019-02-28 04:44:00,1,0.33,17.59,1.56,0.08,34.6,yellow,cash,SoHo,Midwood,Manhattan,Brooklyn
2019-03-13 23:13:38,2019-03-13 23:27:06,1,5.31,10.3,0.28,0.07,15.3,yellow,credit card,Penn Station/Madison Sq West,Whitestone,Manhattan,Queens
2019-03-24 00:23:10,2019-03-24 00:38:17,1,2.0,13.93,2.92,0.2,15.9,yellow,cash,Flatiron,Greenwich Village South,Manhattan,Manhattan
2019-03-01 12:23:12,2019-03-01 12:36:27,1,6.1,15.1,9.27,1.66,27.59,yellow,credit card,Kew Gardens,East Chelsea,Queens,Manhattan
2019-03-14 08:58:02,2019-03-14 09:13:46,1,0.84,16.9,0.37,0.2,79.67,yellow,cash,Lincoln Square East,Brownsville,Manhattan,Brooklyn
2019-03-09 07:59:32,2019-03-09 08:12:19,3,3.33,10.0,4.34,0.04,29.65,yellow,credit card,Upper East Side North,Astoria,Manhattan,Queens
2019-03-20 04:48:47,2019-03-20 05:03:35,2,9.91,10.5,5.59,1.58,87.01,yellow,cash,Steinway,Lenox Hill West,Queens,Manhattan
2019-03-23 14:02:10,2019-03-23 14:18:14,1,4.58,14.52,3.79,0.73,40.0,yellow,credit card,Steinway,Oakland Gardens,Queens,Queens
2019-03-07 00:20:26,2019-03-07 00:31:44,2,4.62,5.8,0.89,0.24,10.14,yellow,cash,West Chelsea/Hudson Yards,Chinatown,Manhattan,Manhattan
2019-03-02 04:40:10,2019-03-02 04:58:16,1,2.26,9.4,0.59,0.23,14.8,yellow,credit card,Yorkville West,Boerum Hill,Manhattan,Brooklyn
2019-03-23 22:10:10,2019-03-23 22:24:34,1,1.15,15.1,1.7,0.11,17.28,yellow,cash,Clinton East,Manhattan Beach,Manhattan,Brooklyn
2019-03-08 02:24:56,2019-03-08 02:39:18,1,17.94,6.35,0.18,0.09,19.1,yellow,credit card,Washington Heights South,Union Sq,Manhattan,Manhattan
2019-03-18 02:55:50,2019-03-18 03:11:02,3,7.56,12.4,0.89,0.75,39.23,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan
2019-03-11 13:54:42,2019-03-11 14:09:48,1,0.22,9.0,2.86,0.05,13.21,yellow,credit card,Union Sq,Bloomingdale,Manhattan,Manhattan
2019-03-01 18:41:57,2019-03-01 18:56:53,3,3.6,5.1,3.39,0.22,23.24,yellow,cash,East Village,Flushing,Manhattan,Queens
2019-03-07 12:16:23,2019-03-07 12:28:44,1,3.98,10.78,0.95,0.3,24.6,yellow,credit card,Greenwich Village North,World Trade Center,Manhattan,Manhattan
2019-03-24 10:33:57,2019-03-24 10:47:16,1,7.07,24.0,0.98,0.27,24.68,yellow,cash,LaGuardia Airport,Williamsburg (North Side),Queens,Brooklyn
2019-03-22 08:04:46,2019-03-22 08:18:32,1,0.62,7.4,0.64,0.06,14.33,yellow,credit card,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan
2019-03-23 18:56:47,2019-03-23 19:10:04,3,3.79,7.1,1.17,0.04,14.17,yellow,cash,South Williamsburg,Flatiron,Brooklyn,Manhattan
2019-03-02 02:23:51,2019-03-02 02:38:52,2,1.27,7.5,0.59,0.52,13.99,yellow,credit card,East Chelsea,Melrose South,Manhattan,Bronx
2019-03-07 17:40:14,2019-03-07 17:53:25,1,0.34,16.8,0.18,0.26,30.1,yellow,cash,Downtown Brooklyn/MetroTech,Bayside,Brooklyn,Queens
2019-03-09 15:00:36,2019-03-09 15:13:45,1,1.8,5.6,1.2,0.14,9.03,yellow,credit card,Yorkville East,Midtown North,Manhattan,Manhattan
2019-03-14 04:35:11,2019-03-14 04:48:49,1,5.58,13.41,0.33,0.12,17.7,yellow,cash,East New York,Bushwick South,Brooklyn,Brooklyn
2019-03-21 14:02:25,2019-03-21 14:18:08,1,1.98,2.8,1.23,0.5,13.57,yellow,credit card,Upper West Side South,Hamilton Heights,Manhattan,Manhattan
2019-03-27 17:39:16,2019-03-27 17:54:19,1,2.18,10.5,1.49,0.14,24.66,yellow,cash,Murray Hill,Inwood,Manhattan,Manhattan
2019-03-21 10:36:06,2019-03-21 10:52:01,1,9.29,15.71,2.12,0.07,22.9,yellow,credit card,West Village,East New York,Manhattan,Brooklyn
2019-03-16 20:03:42,2019-03-16 20:16:02,1,3.13,7.39,6.4,0.03,27.54,yellow,cash,Midtown East,Homecrest,Manhattan,Brooklyn
2019-03-29 17:42:05,2019-03-29 17:55:15,1,8.1,10.6,0.6,0.07,17.14,yellow,credit card,Garment District,Bedford,Manhattan,Brooklyn
2019-03-09 14:26:37,2019-03-09 14:40:06,1,0.74,7.5,5.9,0.02,27.33,yellow,cash,Midtown East,West Brighton,Manhattan,Staten Island
2019-03-26 18:44:53,2019-03-26 18:59:51,1,0.54,11.8,0.07,0.12,16.22,yellow,credit card,Midtown Center,Greenwich Village South,Manhattan,Manhattan
2019-03-06 12:04:53,2019-03-06 12:19:37,1,0.72,3.85,0.3,0.16,14.4,yellow,cash,Yorkville East,Queensbridge/Ravenswood,Manhattan,Queens
2019-03-22 20:22:15,2019-03-22 20:36:30,1,2.66,7.18,0.1,0.04,7.3,yellow,credit card,Greenwich Village South,Springfield Gardens South,Manhattan,Queens
2019-03-25 02:59:53,2019-03-25 03:13:22,1,0.2,12.59,1.22,0.13,12.6,yellow,cash,Midtown East,Howard Beach,Manhattan,Queens
2019-03-29 02:18:12,2019-03-29 02:31:53,1,1.51,4.7,0.49,0.02,75.23,yellow,credit card,Woodside,East Flushing,Queens,Queens
2019-03-23 02:31:57,2019-03-23 02:45:15,1,6.0,6.9,3.46,0.12,21.88,yellow,cash,East Harlem South,Parkchester,Manhattan,Bronx
2019-03-14 11:40:35,2019-03-14 11:54:19,1,6.61,6.47,0.1,0.03,61.5,yellow,credit card,Flatbush/Ditmas Park,Westchester Village/Unionport,Brooklyn,Bronx
2019-03-01 05:33:15,2019-03-01 05:47:32,1,10.71,15.6,0.1,0.8,41.63,yellow,cash,Fordham South,Midtown Center,Bronx,Manhattan
2019-03-01 06:00:24,2019-03-01 06:15:57,1,7.52,9.7,2.57,0.04,19.25,yellow,credit card,Midtown South,Middle Village,Manhattan,Queens
2019-03-15 20:46:05,2019-03-15 21:02:38,1,0.71,7.7,0.51,0.22,11.84,yellow,cash,Lenox Hill East,Kew Gardens Hills,Manhattan,Queens
2019-03-17 00:51:15,2019-03-17 01:05:13,1,4.21,6.3,0.6,0.16,24.11,yellow,credit card,Kips Bay,Washington Heights North,Manhattan,Manhattan
2019-03-07 14:44:53,2019-03-07 14:59:54,1,3.13,8.3,0.3,0.02,12.85,yellow,cash,Kips Bay,Marble Hill,Manhattan,Manhattan
2019-03-17 12:13:00,2019-03-17 12:27:13,1,0.8,7.77,4.17,0.21,8.0,yellow,credit card,Midtown Center,Forest Hills,Manhattan,Queens
2019-03-29 13:40:58,2019-03-29 13:52:35,4,2.82,8.5,0.17,0.37,22.07,yellow,cash,Lincoln Square East,Marine Park/Mill Basin,Manhattan,Brooklyn
2019-03-17 02:43:04,2019-03-17 02:58:50,6,10.56,12.66,1.83,0.6,21.5,yellow,credit card,Upper East Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-09 10:14:37,2019-03-09 10:30:13,1,1.81,7.41,5.5,0.25,12.54,yellow,cash,Upper West Side North,East Harlem South,Manhattan,Manhattan
2019-03-28 05:57:42,2019-03-28 06:12:37,2,0.6,4.9,0.41,0.03,19.11,yellow,credit card,Upper West Side North,Bronxdale,Manhattan,Bronx
2019-03-19 15:28:15,2019-03-19 15:43:30,1,0.81,6.7,0.3,0.19,14.35,yellow,cash,Yorkville West,Spuyten Duyvil/Kingsbridge,Manhattan,Bronx
2019-03-08 12:25:03,2019-03-08 12:39:37,1,2.15,21.9,0.63,0.5,34.88,yellow,credit card,Upper East Side North,Stuyvesant Heights,Manhattan,Brooklyn
2019-03-01 07:39:46,2019-03-01 07:56:26,1,3.31,14.0,4.36,0.24,18.2,yellow,cash,Upper West Side North,Forest Hills,Manhattan,Queens
2019-03-24 17:53:29,2019-03-24 18:07:18,4,2.98,16.4,1.91,0.03,20.06,yellow,credit card,Upper East Side South,Central Harlem,Manhattan,Manhattan
2019-03-15 21:47:03,2019-03-15 22:00:34,2,0.53,10.5,0.51,0.13,12.87,yellow,cash,Upper West Side North,Chinatown,Manhattan,Manhattan
2019-03-30 05:03:14,2019-03-30 05:19:13,2,7.78,8.9,0.18,0.01,9.37,yellow,credit card,Pelham Parkway,Manhattan Beach,Bronx,Brooklyn
2019-03-12 09:43:31,2019-03-12 10:00:00,2,0.51,9.0,5.2,0.08,14.84,yellow,cash,Lincoln Square East,Jamaica,Manhattan,Queens
2019-03-19 12:30:13,2019-03-19 12:46:01,5,5.53,6.6,4.38,0.1,23.35,yellow,credit card,SoHo,Bath Beach,Manhattan,Brooklyn
2019-03-08 06:48:31,2019-03-08 07:00:47,1,12.44,15.86,8.87,0.49,19.7,yellow,cash,Astoria,Steinway,Queens,Queens
2019-03-19 21:32:25,2019-03-19 21:43:28,1,1.03,21.1,6.9,1.74,22.51,yellow,credit card,Elmhurst/Maspeth,Two Bridges/Seward Park,Queens,Manhattan
2019-03-16 18:49:27,2019-03-16 19:01:30,2,1.08,7.4,0.26,0.27,13.66,yellow,cash,Midtown East,Clinton West,Manhattan,Manhattan
2019-03-28 03:29:05,2019-03-28 03:42:50,1,1.69,9.9,0.71,0.35,17.04,yellow,credit card,Lincoln Square West,Red Hook,Manhattan,Brooklyn
2019-03-26 14:27:25,2019-03-26 14:43:10,2,0.64,8.5,1.76,0.08,13.01,yellow,cash,Sutton Place/Turtle Bay North,Carroll Gardens,Manhattan,Brooklyn
2019-03-09 01:52:26,2019-03-09 02:07:55,1,3.53,13.2,1.87,0.04,32.62,yellow,credit card,East Harlem North,Midtown North,Manhattan,Manhattan
2019-03-24 18:53:40,2019-03-24 19:09:36,1,2.88,5.61,0.5,0.09,10.6,yellow,cash,Garment District,Chinatown,Manhattan,Manhattan
2019-03-12 03:51:56,2019-03-12 04:04:56,1,5.96,11.47,2.7,0.75,13.0,yellow,credit card,Auburndale,Auburndale,Queens,Queens
2019-03-26 19:36:26,2019-03-26 19:47:59,1,12.76,9.8,0.01,0.59,16.63,yellow,cash,Claremont/Bathgate,Greenwich Village North,Bronx,Manhattan
2019-03-27 06:38:20,2019-03-27 06:52:06,1,2.64,8.9,2.09,0.01,20.35,yellow,credit card,Manhattan Valley,Melrose South,Manhattan,Bronx
2019-03-22 16:09:42,2019-03-22 16:23:18,1,1.42,6.8,0.83,0.13,11.16,yellow,cash,East Harlem South,East Elmhurst,Manhattan,Queens
2019-03-11 09:15:56,2019-03-11 09:31:05,2,1.21,13.6,2.36,0.03,28.23,yellow,credit card,West Chelsea/Hudson Yards,Corona,Manhattan,Queens
2019-03-14 05:38:17,2019-03-14 05:56:06,1,2.45,6.1,1.88,0.08,14.14,yellow,cash,East Village,Upper East Side North,Manhattan,Manhattan
2019-03-04 11:25:30,2019-03-04 11:40:54,2,0.64,4.4,0.79,0.09,7.61,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
2019-03-19 00:12:53,2019-03-19 00:25:34,2,0.17,15.88,0.82,0.0,20.8,yellow,cash,Upper East Side North,East Flushing,Manhattan,Queens
2019-03-29 03:55:43,2019-03-29 04:09:12,1,36.7,13.92,3.26,2.68,41.8,yellow,credit card,Jackson Heights,Westchester Village/Unionport,Queens,Bronx
2019-03-07 04:21:11,2019-03-07 04:33:52,1,0.86,11.2,0.81,0.06,13.1,yellow,cash,Financial District South,West Village,Manhattan,Manhattan
2019-03-13 21:38:57,2019-03-13 21:53:57,1,8.7,7.62,6.88,0.21,8.9,yellow,credit card,Union Sq,East Harlem South,Manhattan,Manhattan
2019-03-20 17:27:15,2019-03-20 17:38:25,1,0.06,47.0,2.05,0.19,48.35,yellow,cash,LaGuardia Airport,Little Italy/NoLiTa,Queens,Manhattan
2019-03-11 14:21:56,2019-03-11 14:37:34,1,1.82,10.9,0.27,0.01,12.48,yellow,credit card,Greenwich Village North,Bedford Park,Manhattan,Bronx
2019-03-21 10:39:54,2019-03-21 10:55:08,1,2.64,10.1,0.05,0.05,11.21,yellow,cash,Greenwich Village North,Bedford Park,Manhattan,Bronx
2019-03-19 06:21:21,2019-03-19 06:33:27,1,4.11,25.4,2.41,0.64,28.34,yellow,credit card,Rego Park,East Flatbush/Farragut,Queens,Brooklyn
2019-03-23 19:42:07,2019-03-23 19:54:59,1,2.32,10.7,2.9,0.07,25.55,yellow,cash,Greenwich Village North,Howard Beach,Manhattan,Queens
2019-03-17 16:56:10,2019-03-17 17:12:23,0,0.36,8.7,3.15,0.04,39.48,yellow,credit card,Lincoln Square East,Claremont/Bathgate,Manhattan,Bronx
2019-03-10 23:41:49,2019-03-10 23:54:22,1,2.52,5.1,2.72,0.36,8.62,yellow,cash,Manhattan Valley,Hillcrest/Pomonok,Manhattan,Queens
2019-03-16 18:30:23,2019-03-16 18:45:10,2,3.05,5.9,2.17,0.36,36.02,yellow,credit card,Forest Hills,Hillcrest/Pomonok,Queens,Queens
2019-03-25 05:00:00,2019-03-25 05:15:39,3,0.18,4.26,4.1,0.03,10.79,yellow,cash,Yorkville West,Middle Village,Manhattan,Queens
2019-03-07 04:46:09,2019-03-07 04:58:59,1,3.87,6.03,3.49,0.06,15.9,yellow,credit card,Morningside Heights,East Harlem South,Manhattan,Manhattan
2019-03-11 12:37:47,2019-03-11 12:52:44,1,9.12,13.6,0.16,0.12,22.29,yellow,cash,Morningside Heights,Inwood,Manhattan,Manhattan
2019-03-12 00:15:58,2019-03-12 00:32:12,2,1.7,12.0,1.19,0.27,28.35,yellow,credit card,UN/Turtle Bay South,Mount Hope,Manhattan,Bronx
2019-03-25 22:38:46,2019-03-25 22:53:07,6,2.06,9.2,7.8,0.3,13.5,yellow,cash,Upper East Side South,Battery Park,Manhattan,Manhattan
2019-03-03 03:11:37,2019-03-03 03:25:56,6,4.04,6.8,0.47,0.01,15.0,yellow,credit card,Yorkville West,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-22 10:26:00,2019-03-22 10:40:28,1,2.84,18.95,2.9,0.41,19.7,yellow,cash,Kips Bay,Bay Ridge,Manhattan,Brooklyn
2019-03-22 16:28:23,2019-03-22 16:43:16,1,13.98,7.22,1.5,0.22,9.6,yellow,credit card,East Flatbush/Remsen Village,Sheepshead Bay,Brooklyn,Brooklyn
2019-03-21 05:14:31,2019-03-21 05:30:07,1,1.35,9.5,0.1,0.11,20.1,yellow,cash,Sutton Place/Turtle Bay North,Gramercy,Manhattan,Manhattan
2019-03-19 05:08:16,2019-03-19 05:24:53,1,3.83,17.7,0.38,0.13,35.67,yellow,credit card,Midtown East,Stuyvesant Heights,Manhattan,Brooklyn
2019-03-24 00:02:53,2019-03-24 00:15:18,1,2.31,4.9,1.93,0.06,16.07,yellow,cash,Midtown Center,East Flushing,Manhattan,Queens
2019-03-10 09:50:48,2019-03-10 10:06:08,1,0.23,6.5,0.13,0.1,11.96,yellow,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-13 19:41:55,2019-03-13 19:58:50,3,6.24,12.3,0.44,0.34,19.56,yellow,cash,Stuy Town/Peter Cooper Village,Manhattan Beach,Manhattan,Brooklyn
2019-03-25 23:25:05,2019-03-25 23:42:50,1,6.41,2.29,0.32,0.32,6.5,yellow,credit card,Starrett City,Yorkville West,Brooklyn,Manhattan
2019-03-26 05:41:24,2019-03-26 05:55:32,1,0.29,8.9,2.04,0.09,14.47,yellow,cash,Greenwich Village South,Upper East Side North,Manhattan,Manhattan
2019-03-13 21:51:12,2019-03-13 22:06:20,1,7.17,24.21,2.14,0.51,36.9,yellow,credit card,Middle Village,Penn Station/Madison Sq West,Queens,Manhattan
2019-03-02 13:14:34,2019-03-02 13:29:54,1,2.26,8.93,0.27,0.64,18.5,yellow,cash,Starrett City,East Concourse/Concourse Village,Brooklyn,Bronx
2019-03-05 16:19:31,2019-03-05 16:34:16,1,5.31,7.3,6.81,0.12,8.78,yellow,credit card,Upper West Side South,Eastchester,Manhattan,Bronx
2019-02-28 02:43:32,2019-02-28 02:58:11,1,0.88,16.2,5.24,0.07,20.23,yellow,cash,Central Harlem North,Morrisania/Melrose,Manhattan,Bronx
2019-03-26 13:51:35,2019-03-26 14:05:34,2,3.85,8.95,5.6,0.45,16.12,yellow,credit card,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan
2019-03-27 15:14:27,2019-03-27 15:28:32,2,2.76,5.1,3.55,0.29,17.51,yellow,cash,Clinton East,Brighton Beach,Manhattan,Brooklyn
2019-03-13 23:37:48,2019-03-13 23:52:31,2,1.67,11.82,0.51,0.08,26.4,yellow,credit card,Penn Station/Madison Sq West,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-31 08:39:22,2019-03-31 08:56:38,6,0.19,9.9,7.7,0.12,18.83,yellow,cash,Gramercy,Yorkville West,Manhattan,Manhattan
2019-03-05 12:48:23,2019-03-05 13:01:42,1,2.58,3.5,2.92,0.81,24.09,yellow,credit card,Midtown Center,Borough Park,Manhattan,Brooklyn
2019-03-29 07:28:12,2019-03-29 07:42:59,1,1.34,14.91,0.69,0.25,15.4,yellow,cash,UN/Turtle Bay South,Manhattan Valley,Manhattan,Manhattan
2019-03-07 12:05:57,2019-03-07 12:18:25,1,0.95,11.5,2.01,0.01,31.27,yellow,credit card,Central Harlem North,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-24 23:51:41,2019-03-25 00:05:59,1,0.02,4.3,1.21,0.06,15.7,yellow,cash,Midtown Center,Central Harlem North,Manhattan,Manhattan
2019-03-13 16:53:35,2019-03-13 17:07:39,1,12.88,7.5,1.14,0.17,13.48,yellow,credit card,Astoria,Red Hook,Queens,Brooklyn
2019-03-29 03:06:11,2019-03-29 03:21:01,1,1.16,7.7,2.99,0.04,29.88,yellow,cash,Times Sq/Theatre District,Bloomingdale,Manhattan,Manhattan
2019-03-11 19:49:35,2019-03-11 20:04:33,1,1.8,10.1,0.06,0.02,16.11,yellow,credit card,Sutton Place/Turtle Bay North,Elmhurst,Manhattan,Queens
2019-03-21 14:31:03,2019-03-21 14:47:52,1,1.65,6.43,4.1,0.15,28.54,yellow,cash,Flatiron,Gravesend,Manhattan,Brooklyn
2019-03-23 19:21:20,2019-03-23 19:34:38,1,1.47,10.3,1.9,0.37,17.6,yellow,credit card,Garment District,Prospect Heights,Manhattan,Brooklyn
2019-03-31 21:51:42,2019-03-31 22:05:56,5,1.4,10.3,3.65,0.07,18.08,yellow,cash,Lower East Side,Brownsville,Manhattan,Brooklyn
2019-03-19 18:59:40,2019-03-19 19:14:52,1,2.43,9.7,1.37,0.12,10.73,yellow,credit card,Central Harlem,Baisley Park,Manhattan,Queens
2019-03-17 18:00:58,2019-03-17 18:16:55,1,1.86,10.61,0.46,0.18,12.3,yellow,cash,Gramercy,Kingsbridge Heights,Manhattan,Bronx
2019-03-30 03:08:21,2019-03-30 03:24:46,1,5.68,3.35,0.18,0.33,18.2,yellow,credit card,LaGuardia Airport,South Ozone Park,Queens,Queens
2019-03-05 14:33:26,2019-03-05 14:45:47,1,1.64,11.0,7.0,0.15,12.27,yellow,cash,East Village,Brownsville,Manhattan,Brooklyn
2019-03-02 15:32:04,2019-03-02 15:44:58,1,0.3,9.7,0.07,0.17,16.23,yellow,credit card,Lenox Hill East,Midtown South,Manhattan,Manhattan
2019-03-31 04:42:14,2019-03-31 04:55:30,1,4.54,10.2,1.17,0.02,13.47,yellow,cash,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
2019-03-16 09:02:46,2019-03-16 09:14:56,0,0.59,11.4,1.17,0.05,11.5,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
2019-03-17 06:58:25,2019-03-17 07:13:05,1,1.62,5.9,0.14,0.09,12.36,yellow,cash,Fort Greene,Clinton Hill,Brooklyn,Brooklyn
2019-03-21 15:06:02,2019-03-21 15:21:25,5,3.45,5.1,0.17,0.07,17.23,yellow,credit card,UN/Turtle Bay South,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-17 02:53:22,2019-03-17 03:09:40,1,7.32,18.0,3.38,0.23,18.13,yellow,cash,LaGuardia Airport,College Point,Queens,Queens
2019-03-07 10:59:51,2019-03-07 11:13:14,1,1.43,19.6,2.05,0.08,33.06,yellow,credit card,Upper East Side South,Maspeth,Manhattan,Queens
2019-03-30 14:56:01,2019-03-30 15:11:35,1,0.01,11.73,1.14,0.23,13.1,yellow,cash,Flatiron,Eastchester,Manhattan,Bronx
2019-03-29 06:08:57,2019-03-29 06:23:15,2,5.09,9.1,0.01,0.28,10.06,yellow,credit card,Sheepshead Bay,Brooklyn Navy Yard,Brooklyn,Brooklyn
2019-03-14 03:31:39,2019-03-14 03:45:59,1,2.18,7.6,2.43,0.07,27.1,yellow,cash,Gramercy,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-30 09:36:49,2019-03-30 09:49:42,1,3.09,5.9,2.88,0.15,13.74,yellow,credit card,Upper East Side South,Middle Village,Manhattan,Queens
2019-03-10 05:08:03,2019-03-10 05:21:29,1,2.75,13.1,0.64,0.37,25.0,yellow,cash,Washington Heights South,Woodside,Manhattan,Queens
2019-03-29 02:49:57,2019-03-29 03:05:21,3,1.85,17.6,1.68,0.06,19.11,yellow,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan
2019-03-22 01:26:59,2019-03-22 01:42:13,1,6.81,39.5,9.57,0.07,40.24,yellow,cash,Kew Gardens,Rosedale,Queens,Queens
2019-03-08 20:11:11,2019-03-08 20:24:17,5,3.82,9.8,1.21,0.15,15.0,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-02 18:42:06,2019-03-02 18:55:34,2,0.56,7.6,0.58,0.29,10.12,yellow,cash,East Village,Washington Heights South,Manhattan,Manhattan
2019-03-20 03:37:41,2019-03-20 03:52:29,1,0.04,33.79,0.43,0.02,43.0,yellow,credit card,Park Slope,Union Sq,Brooklyn,Manhattan
2019-03-14 03:44:33,2019-03-14 03:57:58,1,0.12,5.2,2.71,0.41,11.34,yellow,cash,Clinton West,Maspeth,Manhattan,Queens
2019-03-15 00:25:33,2019-03-15 00:41:30,1,1.63,11.8,0.94,0.33,18.79,yellow,credit card,Lower East Side,Whitestone,Manhattan,Queens
2019-03-24 13:26:43,2019-03-24 13:43:07,1,12.55,2.86,0.09,1.2,6.8,yellow,cash,Long Island City/Hunters Point,Prospect-Lefferts Gardens,Queens,Brooklyn
2019-03-29 14:12:34,2019-03-29 14:28:42,1,0.02,10.6,0.03,0.03,22.79,yellow,credit card,SoHo,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-09 06:31:33,2019-03-09 06:45:07,1,0.33,8.72,2.58,0.07,19.8,yellow,cash,West Chelsea/Hudson Yards,East Harlem North,Manhattan,Manhattan
2019-03-03 11:59:43,2019-03-03 12:16:04,1,9.04,9.97,2.55,0.12,16.9,yellow,credit card,Upper West Side North,Bedford,Manhattan,Brooklyn
2019-03-09 07:44:40,2019-03-09 07:58:45,1,3.16,9.0,1.05,0.05,16.59,yellow,cash,Lower East Side,Maspeth,Manhattan,Queens
2019-03-21 14:14:12,2019-03-21 14:26:15,1,3.27,6.12,3.55,0.04,45.4,yellow,credit card,Sunnyside,Bedford,Queens,Brooklyn
2019-03-16 21:47:26,2019-03-16 22:01:35,1,6.45,5.8,4.38,0.29,22.93,yellow,cash,Lincoln Square West,Riverdale/North Riverdale/Fieldston,Manhattan,Bronx
2019-03-25 21:06:41,2019-03-25 21:23:41,1,0.41,5.57,4.9,0.04,15.53,yellow,credit card,East Harlem North,Seaport,Manhattan,Manhattan
2019-03-13 01:39:46,2019-03-13 01:55:25,1,3.53,4.8,3.86,0.26,8.72,yellow,cash,Midtown Center,East Tremont,Manhattan,Bronx
2019-03-12 09:34:39,2019-03-12 09:49:54,1,0.19,9.18,0.14,0.07,41.7,yellow,credit card,Fort Greene,Mott Haven/Port Morris,Brooklyn,Bronx
2019-03-11 18:06:04,2019-03-11 18:21:36,1,1.82,9.9,1.56,0.07,19.61,yellow,cash,Lincoln Square East,Battery Park,Manhattan,Manhattan
2019-03-06 16:12:21,2019-03-06 16:24:50,1,4.31,14.4,1.32,0.57,15.62,yellow,credit card,Midtown North,Brooklyn Navy Yard,Manhattan,Brooklyn
