species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,36.6,17.5,210,3818,MALE
Adelie,Torgersen,39.6,17.7,195,3311,MALE
Adelie,Torgersen,38.2,17.5,180,3222,MALE
Adelie,Torgersen,42.0,20.6,200,3790,MALE
Adelie,Dream,42.3,18.8,184,4072,MALE
Adelie,Biscoe,40.5,20.5,182,3186,FEMALE
Adelie,Torgersen,36.2,19.5,191,4142,FEMALE
Adelie,Dream,39.7,17.6,180,3238,MALE
Adelie,Biscoe,41.1,18.0,197,4769,FEMALE
Adelie,Biscoe,36.4,19.8,196,3907,FEMALE
Adelie,Dream,40.8,18.1,181,3830,MALE
Adelie,Dream,37.9,15.9,175,3787,MALE
Adelie,Dream,39.5,16.6,193,3464,FEMALE
Adelie,Dream,41.1,16.1,197,3391,FEMALE
Adelie,Torgersen,39.3,19.0,195,3694,FEMALE
Adelie,Biscoe,38.8,19.5,231,3720,MALE
Adelie,Torgersen,36.0,18.2,180,3154,MALE
Adelie,Dream,41.1,19.0,209,3966,MALE
Adelie,Dream,36.0,18.4,191,3516,FEMALE
Adelie,Torgersen,38.1,17.8,216,3061,
Adelie,Torgersen,35.5,20.0,218,4537,FEMALE
Adelie,Dream,39.5,19.5,196,3336,MALE
Adelie,Dream,34.0,17.9,193,3464,FEMALE
Adelie,Torgersen,34.5,17.9,189,3325,MALE
Adelie,Torgersen,37.8,18.9,185,3930,MALE
Adelie,Torgersen,38.1,19.4,192,3457,FEMALE
Adelie,Dream,39.2,18.5,217,3432,MALE
Adelie,Dream,38.6,18.5,223,3628,FEMALE
Adelie,Dream,40.3,16.8,201,3292,MALE
Adelie,Dream,41.8,19.1,203,3806,MALE
Adelie,Torgersen,39.6,17.8,187,3620,MALE
Adelie,Dream,41.0,17.2,177,3836,MALE
Adelie,Torgersen,40.1,17.2,210,3400,FEMALE
Adelie,Torgersen,35.1,16.7,218,4147,FEMALE
Adelie,Dream,37.7,19.1,219,4139,MALE
Adelie,Dream,45.8,19.0,198,4137,FEMALE
Adelie,Biscoe,39.8,18.9,212,3312,FEMALE
Adelie,Torgersen,38.5,17.3,203,3931,FEMALE
Adelie,Dream,38.6,18.4,214,3690,FEMALE
Adelie,Torgersen,35.2,17.6,201,4101,
Adelie,Dream,40.6,18.9,181,3852,FEMALE
Adelie,Dream,38.3,17.7,231,3577,MALE
Chinstrap,Dream,45.4,20.0,212,4439,FEMALE
Chinstrap,Dream,46.0,19.0,199,4251,MALE
Chinstrap,Dream,50.1,19.7,198,4214,MALE
Chinstrap,Dream,50.5,17.8,184,3233,FEMALE
Chinstrap,Dream,40.9,19.6,184,3997,FEMALE
Chinstrap,Dream,46.1,18.7,214,3803,MALE
Chinstrap,Dream,50.6,19.9,202,3629,FEMALE
Chinstrap,Dream,45.2,17.8,200,3664,MALE
Chinstrap,Dream,50.9,17.8,192,3447,FEMALE
Chinstrap,Dream,50.5,18.8,205,3857,MALE
Chinstrap,Dream,42.4,18.1,174,3477,MALE
Chinstrap,Dream,46.7,17.9,225,3540,MALE
Chinstrap,Dream,48.1,19.0,195,3926,MALE
Chinstrap,Dream,45.7,18.5,186,3180,MALE
Chinstrap,Dream,50.3,20.7,201,3884,MALE
Chinstrap,Dream,45.7,19.9,231,3061,FEMALE
Chinstrap,Dream,42.5,18.3,213,3380,FEMALE
Chinstrap,Dream,45.6,19.1,199,3125,FEMALE
Chinstrap,Dream,45.9,19.8,187,4616,FEMALE
Chinstrap,Dream,49.5,16.4,203,3395,FEMALE
Chinstrap,Dream,51.7,18.2,204,3355,MALE
Chinstrap,Dream,50.7,18.2,181,3492,FEMALE
Chinstrap,Dream,49.0,17.5,213,4076,MALE
Chinstrap,Dream,49.7,17.3,191,4630,MALE
Chinstrap,Dream,45.5,16.6,178,4003,MALE
Chinstrap,Dream,51.3,16.7,195,3663,FEMALE
Chinstrap,Dream,50.0,18.6,199,4433,FEMALE
Chinstrap,Dream,46.4,17.3,222,3803,MALE
Chinstrap,Dream,47.5,18.9,184,3203,FEMALE
Chinstrap,Dream,49.8,18.1,197,3600,FEMALE
Chinstrap,Dream,51.3,17.1,189,4259,MALE
Chinstrap,Dream,51.4,19.0,194,3830,FEMALE
Chinstrap,Dream,49.3,17.9,202,3666,MALE
Chinstrap,Dream,47.6,16.8,213,3553,FEMALE
Chinstrap,Dream,43.2,18.8,192,3772,FEMALE
Chinstrap,Dream,55.8,20.8,220,3754,MALE
Chinstrap,Dream,51.3,19.5,197,4269,FEMALE
Chinstrap,Dream,46.4,19.9,201,3846,MALE
Chinstrap,Dream,47.0,17.9,197,3839,MALE
Chinstrap,Dream,43.5,19.4,174,3903,FEMALE
Chinstrap,Dream,46.5,17.9,220,3868,FEMALE
Chinstrap,Dream,49.2,17.5,189,3664,
Chinstrap,Dream,45.2,17.0,201,3289,FEMALE
Chinstrap,Dream,51.5,19.4,209,4569,MALE
Chinstrap,Dream,50.8,19.8,189,3630,MALE
Chinstrap,Dream,46.2,18.7,207,3739,MALE
Chinstrap,Dream,46.9,18.2,215,3331,MALE
Chinstrap,Dream,52.8,19.5,192,4122,FEMALE
Chinstrap,Dream,53.5,20.3,192,4291,MALE
Chinstrap,Dream,50.8,18.7,220,4083,MALE
Chinstrap,Dream,50.2,20.0,198,3436,FEMALE
Chinstrap,Dream,52.2,17.3,221,3832,FEMALE
Chinstrap,Dream,52.0,19.2,205,3319,FEMALE
Chinstrap,Dream,51.0,17.0,185,3394,MALE
Chinstrap,Dream,52.0,19.0,215,3094,FEMALE
Chinstrap,Dream,54.2,18.4,218,3730,FEMALE
Chinstrap,Dream,51.9,16.6,213,3547,FEMALE
Chinstrap,Dream,50.9,17.3,189,3892,MALE
Chinstrap,Dream,50.2,17.8,185,3655,MALE
Chinstrap,Dream,58.0,16.5,201,3391,FEMALE
Chinstrap,Dream,49.6,19.5,205,3810,FEMALE
Chinstrap,Dream,42.5,18.8,194,3292,MALE
Chinstrap,Dream,49.0,18.6,198,3375,MALE
Chinstrap,Dream,46.6,16.6,208,4135,FEMALE
Chinstrap,Dream,52.0,19.6,201,3117,MALE
Gentoo,Biscoe,48.4,16.1,191,4607,MALE
Gentoo,Biscoe,47.5,14.3,200,5553,FEMALE
Gentoo,Biscoe,49.1,17.0,223,4880,MALE
Gentoo,Biscoe,51.1,15.5,212,4729,MALE
Gentoo,Biscoe,42.0,16.1,173,4711,MALE
Gentoo,Biscoe,47.2,15.0,210,5198,FEMALE
Gentoo,Biscoe,46.2,13.6,216,5919,FEMALE
Gentoo,Biscoe,49.6,14.4,187,5028,MALE
Gentoo,Biscoe,48.5,15.6,201,5363,FEMALE
Gentoo,Biscoe,47.4,15.8,214,5054,FEMALE
Gentoo,Biscoe,48.7,13.7,204,4204,MALE
Gentoo,Biscoe,45.4,15.6,214,4763,MALE
Gentoo,Biscoe,44.4,16.4,211,5817,MALE
Gentoo,Biscoe,47.5,15.0,189,5077,MALE
Gentoo,Biscoe,44.9,15.1,205,5190,FEMALE
Gentoo,Biscoe,45.5,16.8,229,5003,MALE
Gentoo,Biscoe,51.3,14.6,206,5754,MALE
Gentoo,Biscoe,50.2,15.7,209,5347,MALE
Gentoo,Biscoe,48.5,16.3,177,4474,FEMALE
Gentoo,Biscoe,47.6,16.5,210,4924,FEMALE
Gentoo,Biscoe,42.8,15.1,205,5568,FEMALE
Gentoo,Biscoe,43.5,15.4,205,4969,FEMALE
Gentoo,Biscoe,45.3,14.9,201,4954,MALE
Gentoo,Biscoe,46.9,14.5,207,5650,FEMALE
Gentoo,Biscoe,50.0,15.3,215,3915,FEMALE
Gentoo,Biscoe,48.4,14.8,203,4912,MALE
Gentoo,Biscoe,46.1,15.3,197,5641,MALE
Gentoo,Biscoe,50.5,16.1,198,4926,MALE
Gentoo,Biscoe,52.1,14.5,189,4120,MALE
Gentoo,Biscoe,49.3,14.5,193,6300,FEMALE
Gentoo,Biscoe,50.8,14.4,177,4626,FEMALE
Gentoo,Biscoe,49.8,14.6,200,5082,FEMALE
Gentoo,Biscoe,40.9,17.3,184,4864,MALE
Gentoo,Biscoe,43.3,16.3,197,5820,FEMALE
Gentoo,Biscoe,48.8,15.0,194,5407,FEMALE
Gentoo,Biscoe,50.8,14.1,217,4401,MALE
Gentoo,Biscoe,47.8,14.2,218,5247,FEMALE
Gentoo,Biscoe,43.2,14.1,211,4805,MALE
Gentoo,Biscoe,50.5,15.2,189,5326,FEMALE
Gentoo,Biscoe,48.1,14.4,203,5762,FEMALE
Gentoo,Biscoe,45.0,15.4,220,4926,MALE
Gentoo,Biscoe,46.1,16.0,213,4728,FEMALE
Gentoo,Biscoe,45.2,15.0,203,5159,MALE
Gentoo,Biscoe,50.7,16.1,209,5460,FEMALE
Gentoo,Biscoe,55.1,14.8,214,4533,MALE
Gentoo,Biscoe,49.8,13.9,205,4621,MALE
Gentoo,Biscoe,44.5,13.5,196,4651,FEMALE
Gentoo,Biscoe,53.4,14.4,192,4835,MALE
Gentoo,Biscoe,47.7,15.3,195,4639,FEMALE
Gentoo,Biscoe,50.4,14.2,199,5679,
Gentoo,Biscoe,43.3,15.9,214,5254,FEMALE
Gentoo,Biscoe,49.9,15.2,186,5063,MALE
Gentoo,Biscoe,45.2,15.0,194,4512,MALE
Gentoo,Biscoe,51.1,13.3,191,6021,MALE
Gentoo,Biscoe,46.5,14.6,192,5345,FEMALE
Gentoo,Biscoe,50.1,14.3,198,5186,FEMALE
Gentoo,Biscoe,47.2,15.0,196,5031,MALE
Gentoo,Biscoe,59.6,13.9,207,5649,MALE
Gentoo,Biscoe,47.3,13.7,191,5152,MALE
Gentoo,Biscoe,48.4,14.5,192,5723,MALE
Gentoo,Biscoe,46.8,15.9,211,4976,FEMALE
Gentoo,Biscoe,48.2,15.2,221,5039,MALE
Gentoo,Biscoe,48.2,14.8,198,4996,MALE
Gentoo,Biscoe,45.3,17.0,190,4656,MALE
Gentoo,Biscoe,45.5,17.1,206,5130,FEMALE
Gentoo,Biscoe,52.2,14.5,212,5654,FEMALE
Gentoo,Biscoe,55.9,13.1,200,5004,FEMALE
Gentoo,Biscoe,45.2,14.0,209,6281,MALE
Gentoo,Biscoe,46.3,14.1,219,5588,FEMALE
Gentoo,Biscoe,52.5,15.7,192,4636,FEMALE
Gentoo,Biscoe,43.8,13.7,204,5202,FEMALE
Gentoo,Biscoe,49.0,14.2,181,4681,MALE
Gentoo,Biscoe,42.6,16.0,220,4141,FEMALE
Gentoo,Biscoe,50.0,14.5,174,5282,MALE
Gentoo,Biscoe,46.4,14.7,193,4572,FEMALE
Gentoo,Biscoe,47.5,13.4,214,5412,FEMALE
Gentoo,Biscoe,43.5,13.8,211,5322,MALE
Gentoo,Biscoe,46.2,15.7,231,5608,FEMALE
Gentoo,Biscoe,45.8,15.0,195,5696,FEMALE
Gentoo,Biscoe,46.6,15.8,222,4587,FEMALE
Gentoo,Biscoe,45.1,13.2,190,4757,MALE
Gentoo,Biscoe,45.8,14.7,192,4656,MALE
Gentoo,Biscoe,48.7,15.0,220,4859,MALE
Gentoo,Biscoe,49.2,13.8,208,5385,FEMALE
Gentoo,Biscoe,45.2,15.6,209,4640,FEMALE
Gentoo,Biscoe,48.6,14.0,201,5428,
Gentoo,Biscoe,46.5,14.3,202,4193,FEMALE
Gentoo,Biscoe,54.3,16.3,211,4822,MALE
Gentoo,Biscoe,50.4,13.7,200,5287,MALE
Gentoo,Biscoe,45.5,15.8,209,5850,FEMALE
Gentoo,Biscoe,46.5,15.3,181,4552,MALE
Gentoo,Biscoe,50.0,16.3,213,5200,MALE
Gentoo,Biscoe,43.4,14.6,200,5295,FEMALE
Gentoo,Biscoe,49.5,15.8,218,4911,MALE
Gentoo,Biscoe,44.0,16.0,209,5258,MALE
Gentoo,Biscoe,44.9,13.7,187,5840,FEMALE
Gentoo,Biscoe,46.4,13.7,210,5286,FEMALE
Gentoo,Biscoe,46.5,15.0,206,4692,MALE
Gentoo,Biscoe,51.5,16.2,206,4914,FEMALE
Gentoo,Biscoe,45.7,17.3,183,4866,FEMALE
Gentoo,Biscoe,46.7,14.6,189,4639,MALE
Gentoo,Biscoe,46.2,13.9,205,5876,MALE
Gentoo,Biscoe,48.4,14.1,208,5488,MALE
Gentoo,Biscoe,46.6,13.7,194,5827,MALE
Gentoo,Biscoe,49.1,15.2,209,4967,FEMALE
Gentoo,Biscoe,42.9,14.2,191,4471,MALE
Gentoo,Biscoe,46.8,13.5,195,4736,FEMALE
Gentoo,Biscoe,51.1,15.8,220,4510,FEMALE
Gentoo,Biscoe,49.1,14.5,226,6019,MALE
Gentoo,Biscoe,49.5,14.2,187,4432,MALE
Gentoo,Biscoe,46.8,14.8,194,5463,FEMALE
Gentoo,Biscoe,43.6,15.9,202,4285,FEMALE
Gentoo,Biscoe,46.8,15.0,181,5657,FEMALE
Gentoo,Biscoe,45.4,17.0,205,4505,
Gentoo,Biscoe,42.7,14.2,204,4834,MALE
Gentoo,Biscoe,50.4,14.7,210,4350,MALE
Gentoo,Biscoe,45.5,15.7,196,5328,FEMALE
Gentoo,Biscoe,49.6,15.7,184,5219,MALE
Gentoo,Biscoe,41.7,16.2,190,5027,FEMALE
Gentoo,Biscoe,49.1,14.5,173,4753,FEMALE
Gentoo,Biscoe,49.4,13.8,204,4890,FEMALE
Gentoo,Biscoe,46.4,14.6,179,4883,FEMALE
Gentoo,Biscoe,48.7,15.1,191,4910,MALE
Gentoo,Biscoe,45.1,17.0,185,4308,MALE
Gentoo,Biscoe,49.9,14.1,189,5172,MALE
Gentoo,Biscoe,50.0,13.9,172,5069,MALE
