Date,CO2,adjusted CO2
1967-01-13,329.5,329.04
1967-02-12,330.32,328.59
1967-03-14,329.26,328.51
1967-04-13,329.84,329.03
1967-05-13,329.14,328.93
1967-06-12,332.13,329.05
1967-07-12,329.77,329.67
1967-08-11,330.74,329.58
1967-09-10,334.87,329.9
1967-10-10,330.4,329.43
1967-11-09,332.94,330.88
1967-12-09,334.04,330.16
1968-01-08,331.83,329.69
1968-02-07,331.21,330.43
1968-03-08,334.38,330.99
1968-04-07,329.18,330.49
1968-05-07,333.35,330.69
1968-06-06,331.93,330.46
1968-07-06,331.6,331.22
1968-08-05,329.49,331.46
1968-09-04,332.8,331.67
1968-10-04,331.71,331.92
1968-11-03,333.21,331.2
1968-12-03,332.9,331.24
1969-01-02,333.12,331.75
1969-02-01,332.93,331.81
1969-03-03,333.37,331.63
1969-04-02,333.95,332.22
1969-05-02,333.57,332.71
1969-06-01,333.91,331.89
1969-07-01,332.62,332.59
1969-07-31,332.73,333.19
1969-08-30,333.97,332.52
1969-09-29,334.55,333.37
1969-10-29,333.97,333.32
1969-11-28,332.9,333.68
1969-12-28,334.63,333.89
1970-01-27,336.33,333.55
1970-02-26,333.97,333.38
1970-03-28,333.98,333.21
1970-04-27,332.96,333.73
1970-05-27,337.62,334.31
1970-06-26,334.9,334.35
1970-07-26,334.1,334.38
1970-08-25,336.73,334.54
1970-09-24,335.04,334.79
1970-10-24,337.2,334.65
1970-11-23,336.51,334.45
1970-12-23,334.53,335.59
1971-01-22,335.9,335.4
1971-02-21,337.48,335.12
1971-03-23,338.14,335.11
1971-04-22,340.07,335.53
1971-05-22,337.51,335.62
1971-06-21,335.96,335.4
1971-07-21,336.77,335.48
1971-08-20,336.54,335.58
1971-09-19,337.07,336.22
1971-10-19,339.22,336.14
1971-11-18,338.74,336.31
1971-12-18,337.18,336.13
1972-01-17,339.17,336.86
1972-02-16,339.71,336.83
1972-03-17,337.32,336.7
1972-04-16,340.4,336.82
1972-05-16,336.87,336.69
1972-06-15,337.7,337.17
1972-07-15,339.87,336.98
1972-08-14,337.11,337.74
1972-09-13,336.15,338.23
1972-10-13,340.97,338.84
1972-11-12,338.69,337.87
1972-12-12,339.66,337.55
1973-01-11,339.07,337.49
1973-02-10,341.22,338.59
1973-03-12,341.26,338.69
1973-04-11,339.49,338.53
1973-05-11,340.58,338.84
1973-06-10,340.5,338.82
1973-07-10,342.37,339.77
1973-08-09,340.94,339.46
1973-09-08,341.94,339.3
1973-10-08,341.78,339.73
1973-11-07,340.47,339.48
1973-12-07,343.35,340.03
1974-01-06,342.06,339.83
1974-02-05,340.48,339.95
1974-03-07,343.97,339.93
1974-04-06,340.66,339.9
1974-05-06,342.08,340.35
1974-06-05,340.43,340.16
1974-07-05,342.11,341.14
1974-08-04,340.11,340.62
1974-09-03,342.5,340.55
1974-10-03,340.71,341.03
1974-11-02,341.07,341.16
1974-12-02,342.31,341.58
1975-01-01,342.67,341.67
1975-01-31,341.62,341.42
1975-03-02,343.17,341.8
1975-04-01,343.53,341.98
1975-05-01,341.68,342.46
1975-05-31,342.91,342.34
1975-06-30,344.25,342.0
1975-07-30,343.18,342.46
1975-08-29,343.95,342.04
1975-09-28,344.78,343.03
1975-10-28,344.84,342.99
1975-11-27,344.73,343.09
1975-12-27,345.63,343.43
1976-01-26,345.41,342.92
1976-02-25,346.29,343.39
1976-03-26,345.22,343.55
1976-04-25,345.74,343.63
1976-05-25,347.03,343.55
1976-06-24,344.71,343.65
1976-07-24,344.88,343.8
1976-08-23,345.11,344.27
1976-09-22,346.56,344.22
1976-10-22,341.65,344.22
1976-11-21,344.75,344.39
1976-12-21,344.47,344.36
1977-01-20,344.31,344.98
1977-02-19,347.71,345.36
1977-03-21,343.73,345.08
1977-04-20,346.11,345.15
1977-05-20,345.96,345.33
1977-06-19,346.62,345.4
1977-07-19,348.55,344.52
1977-08-18,347.5,345.66
1977-09-17,345.68,346.03
1977-10-17,346.97,345.68
1977-11-16,347.74,345.86
1977-12-16,348.73,345.83
1978-01-15,348.46,346.29
1978-02-14,347.62,346.85
1978-03-16,347.6,346.45
1978-04-15,349.19,346.67
1978-05-15,348.59,346.71
1978-06-14,349.07,347.08
1978-07-14,347.79,346.91
1978-08-13,348.47,347.64
1978-09-12,347.29,347.55
1978-10-12,349.43,347.31
1978-11-11,348.44,347.74
1978-12-11,349.41,347.46
1979-01-10,349.41,347.72
1979-02-09,349.81,348.33
1979-03-11,345.59,348.19
1979-04-10,349.83,347.97
1979-05-10,349.46,348.57
1979-06-09,351.99,348.27
1979-07-09,347.79,349.4
1979-08-08,347.91,348.69
1979-09-07,352.18,349.64
1979-10-07,351.45,348.75
1979-11-06,349.88,348.52
1979-12-06,350.45,348.6
1980-01-05,349.54,349.21
1980-02-04,348.18,349.13
1980-03-05,353.14,349.96
1980-04-04,352.23,350.39
1980-05-04,350.93,349.86
1980-06-03,354.27,350.04
1980-07-03,352.29,350.63
1980-08-02,349.31,350.1
1980-09-01,352.19,350.84
1980-10-01,352.8,350.65
1980-10-31,352.06,350.78
1980-11-30,351.73,350.87
1980-12-30,352.46,351.52
1981-01-29,353.14,350.93
1981-02-28,354.95,350.63
1981-03-30,354.06,351.7
1981-04-29,354.99,350.76
1981-05-29,353.09,352.0
1981-06-28,352.83,352.02
1981-07-28,352.38,351.99
1981-08-27,351.55,351.45
1981-09-26,355.0,352.18
1981-10-26,352.03,352.2
1981-11-25,352.63,352.39
1981-12-25,356.37,352.35
1982-01-24,353.66,352.74
1982-02-23,353.79,352.96
1982-03-25,356.21,352.09
1982-04-24,352.92,352.91
1982-05-24,354.31,353.67
1982-06-23,352.77,353.38
1982-07-23,354.55,353.77
1982-08-22,355.82,353.83
1982-09-21,352.99,353.29
1982-10-21,354.82,353.94
1982-11-20,355.49,353.77
1982-12-20,355.07,354.43
1983-01-19,356.78,354.48
1983-02-18,355.48,354.65
1983-03-20,356.56,354.25
1983-04-19,355.5,354.86
1983-05-19,356.02,354.98
1983-06-18,359.18,354.94
1983-07-18,357.92,354.75
1983-08-17,357.28,355.71
1983-09-16,353.19,355.11
1983-10-16,355.88,355.75
1983-11-15,358.1,355.73
1983-12-15,355.14,356.01
1984-01-14,358.81,355.82
1984-02-13,357.78,356.15
1984-03-14,356.12,356.34
1984-04-13,357.1,355.91
1984-05-13,357.44,356.63
1984-06-12,359.12,356.71
1984-07-12,360.41,356.32
1984-08-11,357.11,356.72
1984-09-10,359.07,357.11
1984-10-10,358.59,357.53
1984-11-09,357.25,356.82
1984-12-09,359.64,357.37
1985-01-08,358.99,357.71
1985-02-07,358.16,357.61
1985-03-09,359.22,358.23
1985-04-08,360.56,358.13
1985-05-08,359.39,358.44
1985-06-07,359.95,358.48
1985-07-07,360.19,358.54
1985-08-06,360.43,358.95
1985-09-05,359.44,358.04
1985-10-05,360.35,358.8
1985-11-04,359.5,358.81
1985-12-04,357.35,358.85
1986-01-03,359.12,359.7
1986-02-02,361.1,359.4
1986-03-04,360.69,359.07
1986-04-03,361.05,359.9
1986-05-03,359.94,359.46
1986-06-02,359.22,359.4
1986-07-02,359.38,359.4
1986-08-01,361.41,359.9
1986-08-31,360.44,360.3
1986-09-30,361.99,359.83
1986-10-30,362.67,360.12
1986-11-29,361.79,360.25
1986-12-29,363.76,360.54
1987-01-28,363.03,361.11
1987-02-27,363.34,360.88
1987-03-29,362.7,361.23
1987-04-28,362.62,361.16
1987-05-28,362.36,361.25
1987-06-27,363.81,361.76
1987-07-27,364.23,361.47
1987-08-26,362.12,361.77
1987-09-25,363.38,362.81
1987-10-25,361.88,361.66
1987-11-24,364.27,362.12
1987-12-24,362.98,361.78
1988-01-23,364.74,362.44
1988-02-22,364.34,362.68
1988-03-23,364.1,362.73
1988-04-22,363.48,362.7
1988-05-22,362.61,363.31
1988-06-21,362.69,363.12
1988-07-21,363.66,362.84
1988-08-20,366.38,363.49
1988-09-19,363.37,363.89
1988-10-19,365.17,363.65
1988-11-18,363.85,363.56
1988-12-18,365.17,363.88
1989-01-17,366.87,363.87
1989-02-16,369.83,363.86
1989-03-18,366.21,364.09
1989-04-17,366.69,364.05
1989-05-17,367.77,364.39
1989-06-16,366.18,364.08
1989-07-16,365.63,364.98
1989-08-15,363.7,364.73
1989-09-14,367.35,365.48
1989-10-14,366.93,365.18
1989-11-13,366.65,365.63
1989-12-13,364.07,365.54
1990-01-12,365.4,366.06
1990-02-11,365.01,366.09
1990-03-13,367.15,365.85
1990-04-12,368.38,366.23
1990-05-12,368.13,365.64
1990-06-11,368.49,366.37
1990-07-11,367.36,365.97
1990-08-10,368.13,366.25
1990-09-09,369.57,366.35
1990-10-09,367.81,366.61
1990-11-08,366.76,366.55
1990-12-08,368.23,367.06
1991-01-07,367.57,366.96
1991-02-06,370.0,367.14
1991-03-08,369.96,367.44
1991-04-07,368.61,367.53
1991-05-07,371.11,367.85
1991-06-06,366.71,367.46
1991-07-06,366.83,367.18
1991-08-05,368.26,368.55
1991-09-04,370.01,368.77
1991-10-04,366.24,368.4
1991-11-03,367.7,368.94
1991-12-03,369.82,368.51
1992-01-02,369.83,369.13
1992-02-01,370.82,368.66
1992-03-02,369.92,369.13
1992-04-01,371.35,369.65
1992-05-01,370.34,369.06
1992-05-31,370.47,368.91
1992-06-30,370.19,369.71
1992-07-30,370.1,369.57
1992-08-29,370.25,369.07
1992-09-28,369.12,369.81
1992-10-28,371.92,369.51
1992-11-27,374.23,370.08
1992-12-27,370.98,370.31
1993-01-26,371.39,370.53
1993-02-25,372.82,370.71
1993-03-27,372.02,370.32
1993-04-26,373.7,371.22
1993-05-26,371.77,371.06
1993-06-25,373.56,371.07
1993-07-25,369.94,370.86
1993-08-24,371.2,371.44
1993-09-23,373.81,372.01
1993-10-23,372.47,372.02
1993-11-22,373.28,371.77
1993-12-22,373.41,371.46
1994-01-21,372.14,372.06
1994-02-20,373.7,371.67
1994-03-22,373.62,371.65
1994-04-21,373.48,371.68
1994-05-21,374.44,372.88
1994-06-20,369.52,372.81
1994-07-20,372.87,372.88
1994-08-19,372.65,372.67
1994-09-18,375.25,373.34
1994-10-18,372.34,373.22
1994-11-17,373.5,373.66
1994-12-17,375.92,373.03
1995-01-16,375.13,373.8
1995-02-15,375.52,373.45
1995-03-17,374.92,373.65
1995-04-16,376.08,373.65
1995-05-16,370.58,374.47
1995-06-15,376.39,374.57
1995-07-15,375.18,374.44
1995-08-14,378.07,374.65
1995-09-13,374.75,374.7
1995-10-13,375.62,374.37
1995-11-12,376.99,374.7
1995-12-12,376.11,374.55
1996-01-11,377.13,375.4
1996-02-10,376.05,375.04
1996-03-11,373.66,375.33
1996-04-10,376.66,375.57
1996-05-10,377.74,375.22
1996-06-09,377.43,375.22
1996-07-09,376.68,375.93
1996-08-08,377.36,376.35
1996-09-07,377.81,376.78
1996-10-07,378.97,376.42
1996-11-06,378.85,376.51
1996-12-06,379.86,377.01
1997-01-05,376.11,376.53
1997-02-04,378.67,376.54
1997-03-06,376.99,376.9
1997-04-05,378.87,377.47
1997-05-05,378.12,377.6
1997-06-04,377.7,377.23
1997-07-04,378.47,377.59
1997-08-03,380.06,377.34
1997-09-02,378.86,377.75
1997-10-02,380.98,378.08
1997-11-01,380.3,378.17
1997-12-01,379.92,378.11
1997-12-31,381.07,378.49
1998-01-30,378.69,378.57
1998-03-01,377.75,379.01
1998-03-31,378.9,379.04
1998-04-30,380.19,379.04
1998-05-30,379.02,379.28
1998-06-29,377.49,378.98
1998-07-29,378.03,378.82
1998-08-28,379.8,379.4
1998-09-27,379.43,379.42
1998-10-27,379.9,379.59
1998-11-26,381.0,379.63
1998-12-26,381.17,380.46
1999-01-25,379.87,379.96
1999-02-24,381.99,380.16
1999-03-26,377.87,380.23
1999-04-25,382.79,380.13
1999-05-25,379.96,380.62
1999-06-24,380.9,380.78
1999-07-24,381.79,380.76
1999-08-23,382.43,381.41
1999-09-22,383.48,380.77
1999-10-22,381.29,380.79
1999-11-21,383.06,381.64
1999-12-21,383.97,381.47
2000-01-20,384.35,381.71
2000-02-19,381.87,381.77
2000-03-20,381.56,381.93
2000-04-19,381.56,382.06
2000-05-19,381.85,382.27
2000-06-18,384.3,382.61
2000-07-18,382.57,382.57
2000-08-17,382.83,382.77
2000-09-16,385.91,382.87
2000-10-16,385.33,382.46
2000-11-15,383.01,383.0
2000-12-15,384.22,383.23
2001-01-14,385.88,383.15
2001-02-13,384.5,383.01
2001-03-15,385.96,383.74
2001-04-14,383.77,383.69
2001-05-14,383.94,383.83
2001-06-13,386.44,384.21
2001-07-13,385.8,383.62
2001-08-12,386.99,384.6
2001-09-11,384.5,384.51
2001-10-11,384.98,383.74
2001-11-10,386.96,384.88
2001-12-10,388.91,384.35
2002-01-09,386.79,385.05
2002-02-08,385.75,384.86
2002-03-10,385.81,384.95
2002-04-09,385.79,385.04
2002-05-09,385.24,385.38
2002-06-08,387.24,385.12
2002-07-08,386.65,385.3
2002-08-07,386.78,386.06
2002-09-06,385.09,385.93
2002-10-06,387.93,385.69
2002-11-05,389.18,386.02
2002-12-05,385.2,386.39
2003-01-04,386.93,386.62
2003-02-03,388.43,386.47
2003-03-05,386.91,386.47
2003-04-04,389.49,386.55
2003-05-04,388.23,387.29
2003-06-03,388.16,386.5
2003-07-03,388.79,388.14
2003-08-02,390.2,387.51
2003-09-01,388.87,387.42
2003-10-01,389.66,387.78
2003-10-31,390.16,387.3
2003-11-30,388.69,387.48
2003-12-30,386.63,387.76
2004-01-29,390.43,388.37
2004-02-28,389.31,388.23
2004-03-29,391.27,388.12
2004-04-28,388.05,387.93
2004-05-28,389.72,389.05
2004-06-27,391.78,388.69
2004-07-27,390.8,389.14
2004-08-26,390.28,389.16
2004-09-25,390.92,389.17
2004-10-25,389.55,389.01
2004-11-24,392.28,389.41
2004-12-24,388.49,389.61
2005-01-23,392.39,389.96
2005-02-22,391.09,389.6
2005-03-24,391.67,388.96
2005-04-23,391.05,390.4
2005-05-23,391.21,389.89
2005-06-22,391.66,390.07
2005-07-22,391.13,390.63
2005-08-21,393.6,389.96
2005-09-20,392.55,391.15
2005-10-20,391.12,390.56
2005-11-19,390.05,390.88
2005-12-19,393.64,390.75
2006-01-18,390.29,391.9
2006-02-17,393.82,391.36
2006-03-19,392.91,391.31
2006-04-18,392.54,391.41
2006-05-18,393.33,391.75
2006-06-17,393.86,391.66
2006-07-17,393.48,392.49
2006-08-16,393.82,392.19
2006-09-15,393.0,391.91
2006-10-15,392.08,392.11
2006-11-14,393.26,392.52
2006-12-14,393.64,393.06
2007-01-13,393.7,392.77
2007-02-12,394.35,392.97
2007-03-14,395.79,393.34
2007-04-13,393.04,393.3
2007-05-13,394.83,393.12
2007-06-12,395.08,394.11
2007-07-12,394.58,393.64
2007-08-11,396.31,393.5
2007-09-10,395.05,393.47
2007-10-10,396.72,394.09
2007-11-09,395.74,394.01
2007-12-09,396.24,394.15
2008-01-08,395.43,394.5
2008-02-07,399.28,394.79
2008-03-08,395.81,394.29
2008-04-07,395.53,394.43
2008-05-07,395.54,394.76
2008-06-06,395.99,394.65
2008-07-06,396.82,395.15
2008-08-05,395.45,395.05
2008-09-04,396.34,395.36
2008-10-04,395.17,395.81
2008-11-03,395.39,395.68
2008-12-03,396.99,395.62
2009-01-02,398.72,396.61
2009-02-01,397.84,396.37
2009-03-03,397.73,396.69
2009-04-02,399.32,396.31
2009-05-02,398.09,396.47
2009-06-01,398.6,397.11
2009-07-01,400.06,396.45
2009-07-31,399.18,396.48
2009-08-30,398.2,396.41
2009-09-29,399.75,397.71
2009-10-29,398.84,397.49
2009-11-28,397.53,397.15
2009-12-28,398.17,397.88
2010-01-27,398.29,398.27
2010-02-26,400.36,398.22
2010-03-28,399.51,398.01
2010-04-27,399.6,398.08
2010-05-27,399.43,398.17
2010-06-26,401.64,398.77
2010-07-26,400.31,398.19
2010-08-25,399.08,398.22
2010-09-24,402.32,398.73
2010-10-24,401.97,398.72
2010-11-23,399.44,399.06
2010-12-23,400.72,398.85
2011-01-22,400.71,399.14
2011-02-21,402.58,400.1
2011-03-23,401.32,399.59
2011-04-22,402.3,400.24
2011-05-22,401.73,399.96
2011-06-21,398.82,400.29
2011-07-21,401.44,400.11
2011-08-20,403.32,400.65
2011-09-19,399.83,400.37
2011-10-19,401.33,400.38
2011-11-18,400.12,400.4
2011-12-18,401.45,401.06
2012-01-17,403.28,400.41
2012-02-16,402.16,400.63
2012-03-17,402.13,401.17
2012-04-16,402.23,401.16
2012-05-16,401.61,401.32
2012-06-15,402.81,401.31
2012-07-15,403.24,402.1
2012-08-14,404.76,401.6
2012-09-13,402.23,401.73
2012-10-13,402.7,401.94
2012-11-12,402.67,402.2
2012-12-12,403.28,402.22
2013-01-11,403.8,402.65
2013-02-10,403.79,402.89
2013-03-12,404.42,402.89
2013-04-11,404.5,402.77
2013-05-11,408.09,402.77
2013-06-10,402.58,403.01
2013-07-10,406.79,403.02
2013-08-09,402.02,403.4
2013-09-08,404.61,403.35
2013-10-08,404.98,403.43
2013-11-07,406.5,404.49
2013-12-07,405.59,404.06
2014-01-06,407.02,404.52
2014-02-05,405.5,403.89
2014-03-07,405.13,403.58
2014-04-06,405.54,404.6
2014-05-06,406.99,404.44
2014-06-05,406.0,404.68
2014-07-05,406.06,404.62
2014-08-04,407.09,405.08
2014-09-03,406.64,405.12
2014-10-03,403.69,404.8
2014-11-02,404.75,405.29
2014-12-02,405.16,405.61
2015-01-01,406.22,405.89
2015-01-31,404.82,406.18
2015-03-02,407.76,406.68
2015-04-01,407.64,406.13
2015-05-01,407.2,406.02
2015-05-31,407.07,406.02
2015-06-30,408.61,406.29
2015-07-30,407.84,406.46
2015-08-29,407.91,406.4
2015-09-28,408.86,406.48
2015-10-28,407.81,407.15
2015-11-27,408.51,407.23
2015-12-27,408.85,407.42
2016-01-26,408.77,407.72
2016-02-25,410.35,407.44
2016-03-26,409.64,407.26
2016-04-25,410.09,407.35
2016-05-25,408.8,407.91
2016-06-24,407.28,408.15
2016-07-24,409.68,408.07
2016-08-23,408.77,408.35
2016-09-22,411.95,408.6
2016-10-22,411.34,408.19
2016-11-21,408.81,408.54
2016-12-21,412.06,409.14
2017-01-20,408.93,408.91
2017-02-19,411.22,409.08
2017-03-21,408.2,409.23
2017-04-20,409.65,409.53
2017-05-20,410.72,409.26
2017-06-19,409.88,409.44
2017-07-19,413.6,410.06
2017-08-18,408.37,410.37
2017-09-17,411.4,409.59
2017-10-17,411.54,410.41
2017-11-16,410.64,410.51
2017-12-16,411.74,410.21
2018-01-15,412.4,410.76
2018-02-14,411.65,410.42
2018-03-16,410.6,410.71
2018-04-15,412.51,410.74
2018-05-15,413.06,410.68
2018-06-14,412.0,411.74
2018-07-14,410.3,411.37
2018-08-13,413.02,412.18
2018-09-12,412.81,411.54
2018-10-12,413.12,411.7
2018-11-11,412.84,412.49
2018-12-11,412.45,412.31
