Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Dream,42.3,17.2,214,3239,MALE
Adelie,Torgersen,36.2,18.3,191,2700,MALE
Adelie,Torgersen,41.1,17.5,216,3851,FEMALE
Adelie,Dream,43.2,19.2,181,3756,MALE
Adelie,Dream,38.2,18.5,231,3842,FEMALE
Adelie,Biscoe,37.3,17.0,216,3160,FEMALE
Adelie,Biscoe,41.1,19.1,191,3734,MALE
Adelie,Dream,38.1,18.4,193,3652,MALE
Adelie,Torgersen,35.2,17.2,177,4001,FEMALE
Adelie,Dream,40.6,17.8,210,3291,MALE
Adelie,Dream,35.5,18.6,201,4995,MALE
Adelie,Dream,34.0,19.5,197,3843,
Adelie,Biscoe,38.2,17.6,191,3397,MALE
Adelie,Torgersen,38.1,19.8,217,4803,MALE
Adelie,Torgersen,36.2,18.1,201,3895,MALE
Adelie,Biscoe,41.3,19.3,189,4106,MALE
Adelie,Dream,33.1,18.5,203,3778,FEMALE
Adelie,Dream,39.0,17.0,182,3186,MALE
Adelie,Dream,36.7,16.6,191,4142,MALE
Adelie,Dream,38.6,17.2,192,3586,MALE
Adelie,Dream,35.3,18.0,174,4111,MALE
Adelie,Dream,38.6,18.8,197,4769,FEMALE
Adelie,Dream,40.2,18.0,194,4092,FEMALE
Adelie,Torgersen,41.8,18.9,196,3907,FEMALE
Adelie,Dream,40.5,20.0,189,4666,MALE
Adelie,Torgersen,37.8,18.2,175,3787,FEMALE
Adelie,Dream,38.9,18.5,212,3611,FEMALE
Adelie,Biscoe,39.7,18.6,219,3804,FEMALE
Adelie,Biscoe,36.4,18.9,209,3966,FEMALE
Adelie,Biscoe,41.1,17.9,191,3516,
Adelie,Dream,37.0,18.8,216,3061,MALE
Adelie,Torgersen,37.8,17.6,218,4537,FEMALE
Adelie,Torgersen,41.1,19.2,192,4619,FEMALE
Adelie,Dream,38.8,20.7,190,3064,MALE
Adelie,Biscoe,34.4,17.9,220,3508,MALE
Adelie,Biscoe,35.7,17.6,198,2794,MALE
Adelie,Biscoe,35.0,19.0,181,3359,FEMALE
Adelie,Biscoe,40.6,17.9,213,3234,FEMALE
Adelie,Torgersen,38.5,18.8,192,3457,
Adelie,Dream,39.3,17.2,210,3792,FEMALE
Adelie,Dream,37.7,17.4,189,3289,MALE
Adelie,Biscoe,40.6,17.8,208,3242,MALE
Adelie,Dream,42.2,18.1,185,3382,MALE
Adelie,Torgersen,39.6,19.6,205,3029,MALE
Adelie,Dream,41.5,19.7,210,3400,FEMALE
Adelie,Torgersen,41.4,16.1,218,4147,FEMALE
Adelie,Dream,40.3,19.1,219,4139,MALE
Adelie,Dream,40.2,18.9,210,3122,MALE
Adelie,Torgersen,39.7,20.5,203,3931,FEMALE
Adelie,Biscoe,38.8,18.9,173,4163,FEMALE
Adelie,Torgersen,41.3,17.2,179,4104,MALE
Adelie,Torgersen,44.1,19.0,181,3852,MALE
Adelie,Torgersen,37.9,16.5,179,3887,FEMALE
Chinstrap,Dream,50.5,20.7,210,4072,MALE
Chinstrap,Dream,45.9,18.7,201,3557,FEMALE
Chinstrap,Dream,50.3,18.2,199,3577,FEMALE
Chinstrap,Dream,50.6,19.9,195,4389,FEMALE
Chinstrap,Dream,49.0,18.4,208,4135,FEMALE
Chinstrap,Dream,46.2,17.3,199,3640,MALE
Chinstrap,Dream,47.6,20.0,210,2967,MALE
Chinstrap,Dream,55.8,18.6,222,3803,MALE
Chinstrap,Dream,49.0,19.0,200,3655,FEMALE
Chinstrap,Dream,51.3,18.7,190,4252,
Chinstrap,Dream,52.8,19.5,208,3900,MALE
Chinstrap,Dream,47.5,17.9,199,4251,FEMALE
Chinstrap,Dream,43.2,18.8,200,4277,MALE
Chinstrap,Dream,49.6,16.6,191,4442,MALE
Chinstrap,Dream,42.5,17.5,184,3997,MALE
Chinstrap,Dream,42.4,18.8,204,3980,MALE
Chinstrap,Dream,50.2,17.9,222,3877,MALE
Chinstrap,Dream,43.5,19.6,200,3702,FEMALE
Chinstrap,Dream,46.0,18.2,203,2700,FEMALE
Chinstrap,Dream,40.9,18.3,214,3280,FEMALE
Chinstrap,Dream,50.9,18.9,187,4616,FEMALE
Chinstrap,Dream,52.0,17.0,214,3177,FEMALE
Chinstrap,Dream,48.5,17.8,203,3395,FEMALE
Chinstrap,Dream,51.0,18.1,204,3355,FEMALE
Chinstrap,Dream,51.3,16.5,197,4086,MALE
Chinstrap,Dream,51.5,19.5,223,3424,MALE
Chinstrap,Dream,50.8,16.6,209,4087,MALE
Chinstrap,Dream,51.4,19.2,190,3949,MALE
Chinstrap,Dream,45.2,19.0,206,3895,FEMALE
Chinstrap,Dream,50.8,19.6,181,3492,MALE
Chinstrap,Dream,45.2,19.9,199,4433,MALE
Chinstrap,Dream,45.5,17.3,184,3203,MALE
Chinstrap,Dream,48.1,18.1,172,3599,FEMALE
Chinstrap,Dream,52.2,19.7,203,3758,FEMALE
Chinstrap,Dream,45.7,20.3,189,4259,FEMALE
Chinstrap,Dream,49.8,17.8,194,3830,MALE
Chinstrap,Dream,50.1,19.0,203,3943,FEMALE
Chinstrap,Dream,45.6,20.8,192,3772,MALE
Chinstrap,Dream,52.7,16.6,220,3754,FEMALE
Chinstrap,Dream,58.0,18.2,182,3716,FEMALE
Chinstrap,Dream,46.9,18.8,195,3567,FEMALE
Chinstrap,Dream,46.7,17.9,180,3520,MALE
Chinstrap,Dream,49.2,17.8,195,3792,FEMALE
Chinstrap,Dream,51.7,19.0,193,3424,MALE
Chinstrap,Dream,42.5,16.4,202,3666,FEMALE
Chinstrap,Dream,49.7,17.3,198,3698,MALE
Chinstrap,Dream,46.1,19.9,197,3870,FEMALE
Chinstrap,Dream,52.0,17.5,195,3868,MALE
Chinstrap,Dream,53.5,19.4,189,3630,FEMALE
Chinstrap,Dream,45.7,20.0,180,3814,MALE
Chinstrap,Dream,52.0,17.9,196,3901,FEMALE
Chinstrap,Dream,46.4,17.1,192,4122,FEMALE
Chinstrap,Dream,46.5,16.7,221,3831,MALE
Chinstrap,Dream,50.5,19.8,211,3336,MALE
Chinstrap,Dream,46.4,18.2,203,4118,MALE
Chinstrap,Dream,46.6,17.0,192,4640,FEMALE
Chinstrap,Dream,47.0,19.5,231,3897,FEMALE
Chinstrap,Dream,54.2,19.8,188,4247,MALE
Chinstrap,Dream,45.4,18.6,185,3394,MALE
Chinstrap,Dream,51.9,17.3,200,4076,FEMALE
Chinstrap,Dream,50.0,16.6,205,3400,FEMALE
Chinstrap,Dream,49.5,16.8,201,3630,FEMALE
Chinstrap,Dream,49.3,18.5,203,3399,MALE
Chinstrap,Dream,50.2,18.7,215,3094,FEMALE
Chinstrap,Dream,46.8,17.3,177,3174,MALE
Chinstrap,Dream,48.5,17.8,220,3921,FEMALE
Chinstrap,Dream,54.2,20.7,201,3391,FEMALE
Chinstrap,Dream,52.7,17.8,194,4423,FEMALE
Chinstrap,Dream,51.3,19.4,202,4528,MALE
Chinstrap,Dream,49.7,17.9,212,3978,FEMALE
Chinstrap,Dream,50.9,17.8,223,3473,MALE
Chinstrap,Dream,50.7,19.1,204,3539,FEMALE
Gentoo,Biscoe,50.4,15.0,217,4401,FEMALE
Gentoo,Biscoe,46.2,14.5,206,5658,MALE
Gentoo,Biscoe,49.6,13.7,212,4729,MALE
Gentoo,Biscoe,47.6,14.3,191,4471,FEMALE
Gentoo,Biscoe,51.3,14.5,204,5404,MALE
Gentoo,Biscoe,45.5,15.9,231,5391,FEMALE
Gentoo,Biscoe,40.9,13.9,187,5028,FEMALE
Gentoo,Biscoe,45.8,14.6,214,4763,FEMALE
Gentoo,Biscoe,50.5,15.3,213,4728,FEMALE
Gentoo,Biscoe,50.1,15.3,204,4204,FEMALE
Gentoo,Biscoe,45.5,16.0,213,4765,FEMALE
Gentoo,Biscoe,48.7,14.6,201,5435,MALE
Gentoo,Biscoe,46.9,13.5,198,5458,FEMALE
Gentoo,Biscoe,45.2,14.0,195,4624,FEMALE
Gentoo,Biscoe,46.5,13.7,213,5716,
Gentoo,Biscoe,46.2,15.5,206,5754,MALE
Gentoo,Biscoe,49.3,13.1,209,5347,FEMALE
Gentoo,Biscoe,47.2,17.0,185,4308,MALE
Gentoo,Biscoe,50.8,13.7,201,5428,MALE
Gentoo,Biscoe,47.5,16.5,205,5568,MALE
Gentoo,Biscoe,43.8,15.8,199,5133,FEMALE
Gentoo,Biscoe,48.2,16.2,173,4711,FEMALE
Gentoo,Biscoe,43.3,13.7,205,5190,FEMALE
Gentoo,Biscoe,42.8,15.4,214,5054,MALE
Gentoo,Biscoe,49.1,14.7,205,4969,MALE
Gentoo,Biscoe,46.8,15.7,201,5363,FEMALE
Gentoo,Biscoe,44.5,15.0,189,5077,FEMALE
Gentoo,Biscoe,43.5,14.9,198,5046,MALE
Gentoo,Biscoe,48.8,15.2,193,6300,FEMALE
Gentoo,Biscoe,50.0,15.6,212,5182,MALE
Gentoo,Biscoe,45.2,15.6,213,4868,FEMALE
Gentoo,Biscoe,46.8,13.7,201,4491,MALE
Gentoo,Biscoe,47.8,13.9,195,4697,FEMALE
Gentoo,Biscoe,47.2,15.3,226,6019,MALE
Gentoo,Biscoe,44.9,17.0,220,4141,MALE
Gentoo,Biscoe,50.0,14.4,193,4528,MALE
Gentoo,Biscoe,48.6,15.0,182,4637,FEMALE
Gentoo,Biscoe,46.1,14.5,197,5641,MALE
Gentoo,Biscoe,50.4,13.6,180,4095,FEMALE
Gentoo,Biscoe,45.0,15.6,200,4415,MALE
Gentoo,Biscoe,46.2,15.2,191,4607,MALE
Gentoo,Biscoe,42.9,14.4,178,5423,MALE
Gentoo,Biscoe,46.1,15.2,184,4974,MALE
Gentoo,Biscoe,46.8,15.8,187,5840,FEMALE
Gentoo,Biscoe,49.9,16.1,206,5204,MALE
Gentoo,Biscoe,45.3,15.3,198,4930,MALE
Gentoo,Biscoe,51.1,14.3,211,4805,MALE
Gentoo,Biscoe,52.2,14.5,190,5587,MALE
Gentoo,Biscoe,49.5,14.6,197,5573,MALE
Gentoo,Biscoe,46.7,15.7,214,5447,MALE
Gentoo,Biscoe,47.3,14.1,213,4906,FEMALE
Gentoo,Biscoe,49.8,16.0,209,5460,FEMALE
Gentoo,Biscoe,48.4,15.8,196,5411,FEMALE
Gentoo,Biscoe,42.6,16.2,205,4621,MALE
Gentoo,Biscoe,49.1,14.4,198,5186,FEMALE
Gentoo,Biscoe,45.5,14.1,181,5221,MALE
Gentoo,Biscoe,46.5,15.0,201,5980,FEMALE
Gentoo,Biscoe,43.5,14.8,191,5152,FEMALE
Gentoo,Biscoe,44.9,14.8,209,5514,FEMALE
Gentoo,Biscoe,46.4,14.3,211,4976,MALE
Gentoo,Biscoe,48.5,15.0,201,4617,MALE
Gentoo,Biscoe,45.1,15.0,217,5396,MALE
Gentoo,Biscoe,52.5,15.0,193,4355,MALE
Gentoo,Biscoe,47.7,14.4,186,4346,FEMALE
Gentoo,Biscoe,46.5,14.7,186,5472,MALE
Gentoo,Biscoe,46.6,14.2,202,4450,FEMALE
Gentoo,Biscoe,44.4,15.1,222,5450,MALE
Gentoo,Biscoe,46.5,15.7,220,4926,FEMALE
Gentoo,Biscoe,49.5,14.1,231,4893,MALE
Gentoo,Biscoe,45.3,14.0,207,5650,FEMALE
Gentoo,Biscoe,45.8,15.7,209,6281,FEMALE
Gentoo,Biscoe,44.0,14.6,190,5027,MALE
Gentoo,Biscoe,43.6,15.0,205,5149,MALE
Gentoo,Biscoe,47.5,15.4,222,5421,MALE
Gentoo,Biscoe,50.0,15.1,214,5412,MALE
Gentoo,Biscoe,47.5,14.6,218,5247,MALE
Gentoo,Biscoe,48.5,14.5,218,4980,MALE
Gentoo,Biscoe,51.1,15.7,216,4464,
Gentoo,Biscoe,49.6,13.8,196,5278,MALE
Gentoo,Biscoe,48.4,14.5,207,5033,FEMALE
Gentoo,Biscoe,42.0,16.8,207,5080,FEMALE
Gentoo,Biscoe,45.7,16.3,226,5677,MALE
Gentoo,Biscoe,48.1,13.4,198,4926,FEMALE
Gentoo,Biscoe,46.4,15.9,193,5110,FEMALE
Gentoo,Biscoe,49.2,15.1,205,4913,FEMALE
Gentoo,Biscoe,46.3,13.3,202,4193,MALE
Gentoo,Biscoe,43.4,16.1,192,5723,MALE
Gentoo,Biscoe,45.2,14.2,189,4150,FEMALE
Gentoo,Biscoe,43.3,17.3,209,5850,MALE
Gentoo,Biscoe,49.0,16.3,212,5660,FEMALE
Gentoo,Biscoe,49.8,17.0,201,4575,MALE
Gentoo,Biscoe,45.5,16.0,185,4858,MALE
Gentoo,Biscoe,50.8,14.2,182,5370,MALE
Gentoo,Biscoe,49.4,15.9,218,5116,FEMALE
Gentoo,Biscoe,45.1,16.4,217,6300,FEMALE
Gentoo,Biscoe,53.4,13.8,196,4651,MALE
Gentoo,Biscoe,52.1,15.0,206,4692,FEMALE
Gentoo,Biscoe,48.5,15.8,223,4291,FEMALE
Gentoo,Biscoe,48.7,15.0,195,5696,FEMALE
Gentoo,Biscoe,48.2,14.2,215,4715,MALE
Gentoo,Biscoe,47.4,16.3,184,4581,FEMALE
Gentoo,Biscoe,48.7,13.2,204,5774,FEMALE
Gentoo,Biscoe,59.6,16.4,194,5827,FEMALE
Gentoo,Biscoe,43.8,15.2,187,4787,FEMALE
Gentoo,Biscoe,51.5,14.2,186,4175,FEMALE
Gentoo,Biscoe,59.6,14.5,223,4804,MALE
Gentoo,Biscoe,50.2,13.9,217,5145,FEMALE
Gentoo,Biscoe,55.1,16.3,184,5539,FEMALE
Gentoo,Biscoe,50.5,13.8,189,5277,MALE
Gentoo,Biscoe,48.4,15.8,211,4822,MALE
Gentoo,Biscoe,49.1,16.1,191,4910,FEMALE
Gentoo,Biscoe,41.7,13.9,206,4914,FEMALE
Gentoo,Biscoe,50.8,13.3,205,4505,FEMALE
Gentoo,Biscoe,54.3,14.2,214,5042,FEMALE
Gentoo,Biscoe,55.9,15.7,200,5287,FEMALE
Gentoo,Biscoe,50.0,17.3,198,4273,MALE
Gentoo,Biscoe,45.4,16.1,212,4643,.
Gentoo,Biscoe,50.7,13.5,183,5143,FEMALE
Gentoo,Biscoe,42.7,17.3,206,5130,MALE
Gentoo,Biscoe,47.5,14.1,214,5039,MALE
Gentoo,Biscoe,45.2,14.8,209,4967,MALE
Gentoo,Biscoe,49.0,14.2,201,5298,FEMALE
Gentoo,Biscoe,43.2,13.7,194,4859,MALE
Gentoo,Biscoe,44.5,15.2,200,5553,MALE
Gentoo,Biscoe,50.0,17.1,193,4551,MALE
