Date,Extent
1980-10-02,9.694
1980-10-03,5.86
1980-10-04,11.187
1980-10-05,10.974
1980-10-06,9.318
1980-10-07,7.84
1980-10-08,13.476
1980-10-09,5.691
1980-10-10,13.322
1980-10-11,15.302
1980-10-12,13.202
1980-10-13,11.479
1980-10-14,5.88
1980-10-15,15.363
1980-10-16,14.454
1980-10-17,15.448
1980-10-18,7.218
1980-10-19,6.788
1980-10-20,6.05
1980-10-21,15.933
1980-10-22,10.714
1980-10-23,15.042
1980-10-24,8.113
1980-10-25,12.028
1980-10-26,9.378
1980-10-27,9.668
1980-10-28,9.836
1980-10-29,9.001
1980-10-30,6.455
1980-10-31,7.172
1980-11-01,15.19
1980-11-02,12.937
1980-11-03,12.309
1980-11-04,5.944
1980-11-05,6.422
1980-11-06,7.453
1980-11-07,12.007
1980-11-08,16.125
1980-11-09,14.29
1980-11-10,13.722
1980-11-11,12.782
1980-11-12,8.943
1980-11-13,16.168
1980-11-14,6.314
1980-11-15,14.84
1980-11-16,7.084
1980-11-17,4.201
1980-11-18,8.344
1980-11-19,4.702
1980-11-20,15.753
1980-11-21,8.977
1980-11-22,9.064
1980-11-23,4.775
1980-11-24,6.699
1980-11-25,9.584
1980-11-26,14.959
1980-11-27,9.416
1980-11-28,10.172
1980-11-29,9.389
1980-11-30,11.899
1980-12-01,14.663
1980-12-02,6.564
1980-12-03,14.478
1980-12-04,6.938
1980-12-05,8.793
1980-12-06,13.038
1980-12-07,10.256
1980-12-08,12.083
1980-12-09,9.587
1980-12-10,7.487
1980-12-11,8.917
1980-12-12,5.237
1980-12-13,14.149
1980-12-14,4.269
1980-12-15,11.251
1980-12-16,13.062
1980-12-17,5.319
1980-12-18,12.882
1980-12-19,16.331
1980-12-20,5.759
1980-12-21,5.091
1980-12-22,15.571
1980-12-23,12.952
1980-12-24,11.094
1980-12-25,9.821
1980-12-26,14.138
1980-12-27,9.925
1980-12-28,13.971
1980-12-29,11.296
1980-12-30,13.638
1980-12-31,15.999
1981-01-01,14.901
1981-01-02,14.064
1981-01-03,10.926
1981-01-04,7.733
1981-01-05,8.063
1981-01-06,10.942
1981-01-07,4.925
1981-01-08,9.036
1981-01-09,12.446
1981-01-10,13.684
1981-01-11,14.004
1981-01-12,7.67
1981-01-13,9.163
1981-01-14,10.628
1981-01-15,16.27
1981-01-16,8.196
1981-01-17,15.504
1981-01-18,10.342
1981-01-19,13.332
1981-01-20,9.985
1981-01-21,6.344
1981-01-22,11.955
1981-01-23,12.696
1981-01-24,8.673
1981-01-25,6.768
1981-01-26,16.376
1981-01-27,8.438
1981-01-28,13.245
1981-01-29,8.295
1981-01-30,4.375
1981-01-31,7.661
1981-02-01,11.407
1981-02-02,12.008
1981-02-03,7.277
1981-02-04,8.765
1981-02-05,8.852
1981-02-06,15.071
1981-02-07,15.706
1981-02-08,16.095
1981-02-09,14.63
1981-02-10,6.902
1981-02-11,3.75
1981-02-12,10.524
1981-02-13,16.221
1981-02-14,3.571
1981-02-15,9.136
1981-02-16,3.891
1981-02-17,9.119
1981-02-18,14.715
1981-02-19,14.664
1981-02-20,14.148
1981-02-21,6.541
1981-02-22,13.178
1981-02-23,5.695
1981-02-24,13.975
1981-02-25,3.446
1981-02-26,10.861
1981-02-27,8.527
1981-02-28,13.584
1981-03-01,5.245
1981-03-02,12.669
1981-03-03,14.62
1981-03-04,14.693
1981-03-05,12.902
1981-03-06,5.569
1981-03-07,11.366
1981-03-08,11.914
1981-03-09,12.943
1981-03-10,6.286
1981-03-11,9.662
1981-03-12,14.417
1981-03-13,7.512
1981-03-14,7.826
1981-03-15,11.069
1981-03-16,7.185
1981-03-17,11.321
1981-03-18,7.245
1981-03-19,8.964
1981-03-20,12.852
1981-03-21,6.573
1981-03-22,9.422
1981-03-23,13.698
1981-03-24,6.114
1981-03-25,12.318
1981-03-26,10.518
1981-03-27,11.787
1981-03-28,14.405
1981-03-29,3.39
1981-03-30,11.758
1981-03-31,9.894
1981-04-01,5.52
1981-04-02,4.651
1981-04-03,4.175
1981-04-04,10.892
1981-04-05,5.593
1981-04-06,9.139
1981-04-07,9.683
1981-04-08,6.438
1981-04-09,16.058
1981-04-10,12.719
1981-04-11,7.547
1981-04-12,10.036
1981-04-13,4.969
1981-04-14,14.083
1981-04-15,3.857
1981-04-16,8.109
1981-04-17,4.044
1981-04-18,13.878
1981-04-19,8.77
1981-04-20,6.3
1981-04-21,14.492
1981-04-22,4.391
1981-04-23,9.421
1981-04-24,15.465
1981-04-25,7.941
1981-04-26,10.169
1981-04-27,14.69
1981-04-28,10.524
1981-04-29,8.228
1981-04-30,7.409
1981-05-01,5.922
1981-05-02,3.945
1981-05-03,15.477
1981-05-04,6.334
1981-05-05,15.657
1981-05-06,6.611
1981-05-07,10.097
1981-05-08,8.766
1981-05-09,11.942
1981-05-10,5.16
1981-05-11,11.774
1981-05-12,10.359
1981-05-13,8.059
1981-05-14,9.452
1981-05-15,4.414
1981-05-16,10.673
1981-05-17,14.866
1981-05-18,14.374
1981-05-19,16.145
1981-05-20,15.561
1981-05-21,7.943
1981-05-22,11.055
1981-05-23,9.234
1981-05-24,13.842
1981-05-25,11.744
1981-05-26,6.031
1981-05-27,10.169
1981-05-28,7.637
1981-05-29,12.323
1981-05-30,12.29
1981-05-31,11.784
1981-06-01,15.312
1981-06-02,4.655
1981-06-03,7.381
1981-06-04,7.196
1981-06-05,6.925
1981-06-06,14.119
1981-06-07,8.381
1981-06-08,7.108
1981-06-09,3.885
1981-06-10,10.987
1981-06-11,6.516
1981-06-12,14.59
1981-06-13,13.931
1981-06-14,10.783
1981-06-15,3.381
1981-06-16,4.312
1981-06-17,12.532
1981-06-18,13.58
1981-06-19,4.793
1981-06-20,7.53
1981-06-21,15.595
1981-06-22,11.252
1981-06-23,10.899
1981-06-24,4.407
1981-06-25,11.051
1981-06-26,12.766
1981-06-27,13.723
1981-06-28,8.409
1981-06-29,6.089
1981-06-30,12.178
1981-07-01,13.003
1981-07-02,5.366
1981-07-03,5.127
1981-07-04,16.165
1981-07-05,3.753
1981-07-06,5.821
1981-07-07,12.956
1981-07-08,11.775
1981-07-09,12.717
1981-07-10,14.094
1981-07-11,8.136
1981-07-12,10.319
1981-07-13,9.787
1981-07-14,9.895
1981-07-15,11.53
1981-07-16,13.936
1981-07-17,3.787
1981-07-18,11.306
1981-07-19,6.044
1981-07-20,4.646
1981-07-21,3.853
1981-07-22,7.729
1981-07-23,5.516
1981-07-24,6.637
1981-07-25,13.801
1981-07-26,11.813
1981-07-27,8.146
1981-07-28,5.061
1981-07-29,14.38
1981-07-30,7.551
1981-07-31,11.607
1981-08-01,6.091
1981-08-02,9.939
1981-08-03,16.236
1981-08-04,4.661
1981-08-05,13.911
1981-08-06,3.731
1981-08-07,6.641
1981-08-08,15.994
1981-08-09,12.126
1981-08-10,15.972
1981-08-11,14.355
1981-08-12,11.509
1981-08-13,8.391
1981-08-14,13.8
1981-08-15,13.409
1981-08-16,14.225
1981-08-17,8.782
1981-08-18,3.478
1981-08-19,12.973
1981-08-20,13.8
1981-08-21,6.175
1981-08-22,5.662
1981-08-23,5.659
1981-08-24,16.296
1981-08-25,14.703
1981-08-26,6.991
1981-08-27,10.543
1981-08-28,12.038
1981-08-29,12.663
1981-08-30,8.483
1981-08-31,5.964
1981-09-01,10.748
1981-09-02,7.986
1981-09-03,16.411
1981-09-04,8.75
1981-09-05,15.622
1981-09-06,9.986
1981-09-07,13.84
1981-09-08,3.579
1981-09-09,11.978
1981-09-10,11.585
1981-09-11,14.238
1981-09-12,9.587
1981-09-13,7.047
1981-09-14,6.974
1981-09-15,7.972
1981-09-16,12.326
1981-09-17,7.728
1981-09-18,5.35
1981-09-19,9.054
1981-09-20,3.733
1981-09-21,13.49
1981-09-22,16.331
1981-09-23,10.248
1981-09-24,6.077
1981-09-25,15.854
1981-09-26,13.592
1981-09-27,7.778
1981-09-28,5.066
1981-09-29,5.044
1981-09-30,11.518
1981-10-01,14.67
1981-10-02,3.698
1981-10-03,3.712
1981-10-04,5.706
1981-10-05,8.092
1981-10-06,15.934
1981-10-07,9.567
1981-10-08,5.306
1981-10-09,3.552
1981-10-10,3.433
1981-10-11,4.118
1981-10-12,8.899
1981-10-13,10.802
1981-10-14,5.154
1981-10-15,4.358
1981-10-16,3.817
1981-10-17,5.882
1981-10-18,10.328
1981-10-19,13.615
1981-10-20,4.689
1981-10-21,14.748
1981-10-22,5.407
1981-10-23,11.332
1981-10-24,10.386
1981-10-25,11.045
1981-10-26,12.48
1981-10-27,5.453
1981-10-28,4.074
1981-10-29,12.975
1981-10-30,3.719
1981-10-31,7.514
1981-11-01,14.146
1981-11-02,15.961
1981-11-03,4.692
1981-11-04,10.797
1981-11-05,12.642
1981-11-06,9.047
1981-11-07,6.998
1981-11-08,6.335
1981-11-09,3.372
1981-11-10,8.074
1981-11-11,14.349
1981-11-12,10.144
1981-11-13,6.876
1981-11-14,12.547
1981-11-15,5.811
1981-11-16,13.208
1981-11-17,7.937
1981-11-18,5.817
1981-11-19,13.573
1981-11-20,14.499
1981-11-21,3.792
1981-11-22,6.504
1981-11-23,12.331
1981-11-24,3.98
1981-11-25,9.51
1981-11-26,7.608
1981-11-27,8.812
1981-11-28,4.251
1981-11-29,5.282
1981-11-30,13.075
1981-12-01,12.061
1981-12-02,7.622
1981-12-03,10.958
1981-12-04,7.561
1981-12-05,15.889
1981-12-06,6.123
1981-12-07,4.949
1981-12-08,13.99
1981-12-09,4.909
1981-12-10,14.571
1981-12-11,16.005
1981-12-12,7.561
1981-12-13,15.112
1981-12-14,4.677
1981-12-15,11.383
1981-12-16,3.539
1981-12-17,9.64
1981-12-18,8.614
1981-12-19,12.26
1981-12-20,6.1
1981-12-21,11.742
1981-12-22,8.825
1981-12-23,9.415
1981-12-24,11.197
1981-12-25,5.665
1981-12-26,5.512
1981-12-27,7.147
1981-12-28,9.969
1981-12-29,5.465
1981-12-30,16.058
1981-12-31,11.179
1982-01-01,15.581
1982-01-02,4.139
1982-01-03,9.499
1982-01-04,13.606
1982-01-05,11.923
1982-01-06,5.557
1982-01-07,12.682
1982-01-08,8.064
1982-01-09,9.603
1982-01-10,9.61
1982-01-11,3.613
1982-01-12,5.569
1982-01-13,13.862
1982-01-14,7.538
1982-01-15,3.998
1982-01-16,4.955
1982-01-17,14.345
1982-01-18,14.3
1982-01-19,10.035
1982-01-20,4.619
1982-01-21,13.087
1982-01-22,16.304
1982-01-23,7.467
1982-01-24,5.517
1982-01-25,5.33
1982-01-26,12.648
1982-01-27,7.97
1982-01-28,13.761
1982-01-29,4.357
1982-01-30,14.057
1982-01-31,15.799
1982-02-01,3.483
1982-02-02,14.354
1982-02-03,5.656
1982-02-04,8.571
1982-02-05,13.681
1982-02-06,9.502
1982-02-07,9.569
1982-02-08,4.217
1982-02-09,10.236
1982-02-10,5.819
1982-02-11,6.197
1982-02-12,12.227
1982-02-13,9.963
1982-02-14,9.294
1982-02-15,3.895
1982-02-16,6.917
1982-02-17,9.458
1982-02-18,6.191
1982-02-19,12.954
1982-02-20,13.169
1982-02-21,6.916
1982-02-22,5.708
1982-02-23,5.315
1982-02-24,9.192
1982-02-25,6.296
1982-02-26,8.147
1982-02-27,15.427
1982-02-28,15.529
1982-03-01,5.952
1982-03-02,14.86
1982-03-03,10.837
1982-03-04,7.271
1982-03-05,7.845
1982-03-06,7.798
1982-03-07,14.924
1982-03-08,6.752
1982-03-09,16.133
1982-03-10,8.009
1982-03-11,8.681
1982-03-12,6.846
1982-03-13,8.887
1982-03-14,12.789
1982-03-15,9.098
1982-03-16,3.988
1982-03-17,7.442
1982-03-18,14.481
1982-03-19,9.701
1982-03-20,6.811
1982-03-21,10.455
1982-03-22,11.015
1982-03-23,16.391
1982-03-24,7.208
1982-03-25,15.654
1982-03-26,9.003
1982-03-27,8.783
1982-03-28,12.822
1982-03-29,8.367
1982-03-30,12.82
1982-03-31,7.011
1982-04-01,6.864
1982-04-02,6.736
1982-04-03,13.064
1982-04-04,11.739
1982-04-05,10.594
1982-04-06,6.127
1982-04-07,9.889
1982-04-08,15.845
1982-04-09,9.3
1982-04-10,14.222
1982-04-11,10.199
1982-04-12,14.655
1982-04-13,6.337
1982-04-14,9.538
1982-04-15,5.376
1982-04-16,14.513
1982-04-17,10.254
1982-04-18,7.343
1982-04-19,10.879
1982-04-20,7.069
1982-04-21,5.523
1982-04-22,5.068
1982-04-23,10.566
1982-04-24,3.731
1982-04-25,14.845
1982-04-26,10.643
1982-04-27,6.031
1982-04-28,10.022
1982-04-29,6.773
1982-04-30,13.283
1982-05-01,16.186
1982-05-02,6.298
1982-05-03,11.118
1982-05-04,11.595
1982-05-05,7.48
1982-05-06,10.975
1982-05-07,10.843
1982-05-08,8.819
1982-05-09,6.469
1982-05-10,4.016
1982-05-11,8.667
1982-05-12,5.194
1982-05-13,9.255
1982-05-14,5.756
1982-05-15,3.617
1982-05-16,7.799
1982-05-17,15.085
1982-05-18,10.731
1982-05-19,14.047
1982-05-20,6.244
1982-05-21,4.571
1982-05-22,3.764
1982-05-23,5.313
1982-05-24,3.883
1982-05-25,4.657
1982-05-26,9.478
1982-05-27,13.761
1982-05-28,12.721
1982-05-29,5.703
1982-05-30,9.976
1982-05-31,11.148
1982-06-01,7.631
1982-06-02,15.2
1982-06-03,5.975
1982-06-04,11.288
1982-06-05,7.846
1982-06-06,13.04
1982-06-07,8.015
1982-06-08,12.624
1982-06-09,14.18
1982-06-10,7.052
1982-06-11,14.9
1982-06-12,3.553
1982-06-13,15.158
1982-06-14,10.933
1982-06-15,13.745
1982-06-16,13.212
1982-06-17,13.036
1982-06-18,12.313
1982-06-19,11.594
1982-06-20,6.231
1982-06-21,15.516
1982-06-22,3.402
1982-06-23,5.584
1982-06-24,5.578
1982-06-25,7.732
1982-06-26,5.119
1982-06-27,3.817
1982-06-28,9.606
1982-06-29,15.271
1982-06-30,3.506
1982-07-01,5.357
1982-07-02,9.538
1982-07-03,12.214
1982-07-04,7.695
1982-07-05,6.324
1982-07-06,7.857
1982-07-07,7.346
1982-07-08,15.605
1982-07-09,9.411
1982-07-10,11.289
1982-07-11,10.26
1982-07-12,13.674
1982-07-13,13.003
1982-07-14,14.515
1982-07-15,16.327
1982-07-16,14.0
1982-07-17,13.688
1982-07-18,10.847
1982-07-19,7.347
1982-07-20,14.699
1982-07-21,15.663
1982-07-22,7.252
1982-07-23,13.577
1982-07-24,15.663
1982-07-25,6.028
1982-07-26,7.956
1982-07-27,11.582
1982-07-28,11.914
1982-07-29,10.506
1982-07-30,14.217
1982-07-31,8.117
1982-08-01,3.808
1982-08-02,15.668
1982-08-03,7.509
1982-08-04,8.131
1982-08-05,7.383
1982-08-06,15.782
1982-08-07,7.483
1982-08-08,15.687
1982-08-09,16.235
1982-08-10,12.051
1982-08-11,6.333
1982-08-12,12.689
1982-08-13,7.043
1982-08-14,13.087
1982-08-15,12.657
1982-08-16,10.576
1982-08-17,6.388
1982-08-18,13.094
1982-08-19,9.052
1982-08-20,10.841
1982-08-21,7.28
1982-08-22,10.45
1982-08-23,12.235
1982-08-24,13.287
1982-08-25,15.54
1982-08-26,11.675
1982-08-27,10.564
1982-08-28,6.184
1982-08-29,11.957
1982-08-30,10.406
1982-08-31,11.099
1982-09-01,10.395
1982-09-02,6.675
1982-09-03,14.843
1982-09-04,4.122
1982-09-05,13.592
1982-09-06,13.639
1982-09-07,9.477
1982-09-08,14.405
1982-09-09,14.515
1982-09-10,5.876
1982-09-11,9.481
1982-09-12,10.047
1982-09-13,13.542
1982-09-14,8.778
1982-09-15,14.08
1982-09-16,11.182
1982-09-17,11.962
1982-09-18,11.626
1982-09-19,10.441
1982-09-20,11.556
1982-09-21,8.947
1982-09-22,12.587
1982-09-23,15.956
1982-09-24,12.237
1982-09-25,13.811
1982-09-26,14.566
1982-09-27,13.015
1982-09-28,15.229
1982-09-29,9.138
1982-09-30,14.111
1982-10-01,9.069
1982-10-02,7.312
1982-10-03,6.75
1982-10-04,11.622
1982-10-05,9.007
1982-10-06,15.888
1982-10-07,5.272
1982-10-08,3.354
1982-10-09,15.889
1982-10-10,8.758
1982-10-11,16.347
1982-10-12,6.792
1982-10-13,6.192
1982-10-14,5.475
1982-10-15,4.756
1982-10-16,4.393
1982-10-17,5.758
1982-10-18,8.894
1982-10-19,4.481
1982-10-20,13.055
1982-10-21,10.55
1982-10-22,8.445
1982-10-23,10.647
1982-10-24,16.357
1982-10-25,10.217
1982-10-26,11.626
1982-10-27,9.563
1982-10-28,3.858
1982-10-29,12.643
1982-10-30,15.159
1982-10-31,15.815
1982-11-01,4.968
1982-11-02,14.488
1982-11-03,11.863
1982-11-04,9.321
1982-11-05,13.897
1982-11-06,11.248
1982-11-07,6.165
1982-11-08,15.265
1982-11-09,5.18
1982-11-10,6.804
1982-11-11,5.912
1982-11-12,14.329
1982-11-13,9.667
1982-11-14,13.319
1982-11-15,4.73
1982-11-16,14.786
1982-11-17,10.992
1982-11-18,4.825
1982-11-19,12.971
1982-11-20,8.436
1982-11-21,9.425
1982-11-22,16.363
1982-11-23,10.448
1982-11-24,7.683
1982-11-25,10.698
1982-11-26,11.347
1982-11-27,15.619
1982-11-28,11.654
1982-11-29,3.935
1982-11-30,10.963
1982-12-01,14.532
1982-12-02,15.054
1982-12-03,15.947
1982-12-04,16.002
1982-12-05,6.771
1982-12-06,11.93
1982-12-07,14.677
1982-12-08,11.656
1982-12-09,11.331
1982-12-10,3.943
1982-12-11,4.056
1982-12-12,4.033
1982-12-13,11.563
1982-12-14,14.684
1982-12-15,15.643
1982-12-16,7.685
1982-12-17,10.396
1982-12-18,12.654
1982-12-19,6.974
1982-12-20,13.249
1982-12-21,13.864
1982-12-22,6.965
1982-12-23,5.76
1982-12-24,15.439
1982-12-25,12.901
1982-12-26,10.197
1982-12-27,7.751
1982-12-28,9.977
1982-12-29,10.123
1982-12-30,7.385
1982-12-31,5.991
1983-01-01,12.165
1983-01-02,4.051
1983-01-03,5.833
1983-01-04,9.013
1983-01-05,8.937
1983-01-06,8.467
1983-01-07,7.546
1983-01-08,7.509
1983-01-09,4.162
1983-01-10,12.768
1983-01-11,13.895
1983-01-12,6.015
1983-01-13,7.515
1983-01-14,8.252
1983-01-15,5.358
1983-01-16,10.464
1983-01-17,6.233
1983-01-18,6.021
1983-01-19,6.508
1983-01-20,14.565
1983-01-21,6.81
1983-01-22,9.73
1983-01-23,6.598
1983-01-24,6.085
1983-01-25,9.307
1983-01-26,11.54
1983-01-27,4.335
1983-01-28,8.816
1983-01-29,13.82
1983-01-30,7.901
1983-01-31,4.735
1983-02-01,5.969
1983-02-02,10.934
1983-02-03,12.38
1983-02-04,8.115
1983-02-05,15.606
1983-02-06,11.212
1983-02-07,4.809
1983-02-08,10.275
1983-02-09,7.577
1983-02-10,11.481
1983-02-11,13.637
1983-02-12,15.031
1983-02-13,12.949
1983-02-14,12.905
1983-02-15,13.965
1983-02-16,15.706
1983-02-17,12.051
1983-02-18,6.459
1983-02-19,11.274
1983-02-20,12.551
1983-02-21,9.324
1983-02-22,16.119
1983-02-23,14.394
1983-02-24,6.011
1983-02-25,7.745
1983-02-26,13.257
1983-02-27,4.607
1983-02-28,13.518
1983-03-01,12.164
1983-03-02,9.896
1983-03-03,5.996
1983-03-04,10.116
1983-03-05,7.093
1983-03-06,5.232
1983-03-07,6.781
1983-03-08,10.925
1983-03-09,5.164
1983-03-10,7.032
1983-03-11,3.956
1983-03-12,7.015
1983-03-13,9.5
1983-03-14,12.139
1983-03-15,4.597
1983-03-16,16.39
1983-03-17,13.4
1983-03-18,5.456
1983-03-19,6.247
1983-03-20,4.471
1983-03-21,6.741
1983-03-22,7.999
1983-03-23,13.538
1983-03-24,16.243
1983-03-25,7.8
1983-03-26,13.916
1983-03-27,6.516
1983-03-28,9.173
1983-03-29,4.097
1983-03-30,14.568
1983-03-31,9.158
1983-04-01,6.122
1983-04-02,13.851
1983-04-03,3.649
1983-04-04,13.942
1983-04-05,12.458
1983-04-06,3.999
1983-04-07,11.236
1983-04-08,16.175
1983-04-09,9.681
1983-04-10,5.32
1983-04-11,13.423
1983-04-12,10.059
1983-04-13,6.139
1983-04-14,9.828
1983-04-15,11.154
1983-04-16,4.647
1983-04-17,4.68
1983-04-18,5.407
1983-04-19,16.38
1983-04-20,15.139
1983-04-21,10.564
1983-04-22,13.463
1983-04-23,5.293
1983-04-24,15.014
1983-04-25,6.135
1983-04-26,15.677
1983-04-27,9.287
1983-04-28,15.527
1983-04-29,6.102
1983-04-30,11.273
1983-05-01,8.951
1983-05-02,13.403
1983-05-03,9.91
1983-05-04,8.788
1983-05-05,6.147
1983-05-06,12.123
1983-05-07,6.004
1983-05-08,15.092
1983-05-09,8.501
1983-05-10,4.312
1983-05-11,15.938
1983-05-12,8.033
1983-05-13,7.884
1983-05-14,10.134
1983-05-15,7.347
1983-05-16,8.353
1983-05-17,5.611
1983-05-18,10.958
1983-05-19,4.869
1983-05-20,15.733
1983-05-21,3.578
1983-05-22,13.184
1983-05-23,12.132
1983-05-24,4.301
1983-05-25,15.327
1983-05-26,3.986
1983-05-27,12.17
1983-05-28,7.815
1983-05-29,6.984
1983-05-30,7.126
1983-05-31,8.347
1983-06-01,6.681
1983-06-02,7.794
1983-06-03,3.714
1983-06-04,9.889
1983-06-05,5.018
1983-06-06,13.565
1983-06-07,6.233
1983-06-08,4.441
1983-06-09,8.336
1983-06-10,7.618
1983-06-11,6.026
1983-06-12,13.176
1983-06-13,10.64
1983-06-14,6.918
1983-06-15,4.581
1983-06-16,4.066
1983-06-17,8.224
1983-06-18,9.872
1983-06-19,7.755
1983-06-20,8.453
1983-06-21,10.569
1983-06-22,4.81
1983-06-23,5.153
1983-06-24,7.946
