_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1990,7.09,45.75,1.03,49.31,Barbados,3.18,67.08
,1995,5.39,67.11,4.12,64.79,Barbados,7.02,63.56
,1985,4.27,71.23,3.28,51.04,Barbados,3.62,78.73
,1970,6.61,66.88,1.12,65.59,Barbados,3.04,62.95
,1955,7.84,48.36,5.13,79.24,Barbados,,42.41
,1985,3.38,81.57,2.34,53.13,Barbados,,74.64
,1980,1.31,60.63,,68.04,Barbados,6.56,70.38
,1975,5.68,68.25,1.63,69.66,Barbados,3.46,
,1960,7.68,81.57,2.23,,Barbados,2.06,
,2000,7.97,57.41,,,Barbados,3.59,74.1
,1995,8.18,62.84,1.35,63.97,Barbados,3.7,60.85
,1955,3.92,53.79,3.08,71.59,Barbados,3.71,
,1970,4.54,66.12,3.84,63.65,Belgium,7.6,69.4
,1995,7.24,76.98,2.12,,Belgium,5.03,59.13
,1985,6.31,61.48,8.23,,Belgium,4.82,80.24
,1985,7.42,75.62,1.85,69.89,Belgium,,
,1955,2.98,77.68,1.73,68.52,Belgium,3.54,47.09
,1995,4.73,50.33,6.67,62.41,Belgium,5.46,77.05
,1995,4.24,81.57,1.91,79.17,Belgium,4.08,57.07
,1960,4.73,77.93,2.22,67.17,Belgium,4.91,58.6
,1975,3.98,67.43,1.87,69.3,Belgium,2.37,46.05
,1980,7.7,74.76,4.05,68.69,Belgium,5.04,62.35
,1980,1.84,67.28,7.86,52.94,Bolivia,7.22,
,1965,4.66,61.84,2.31,66.1,Bolivia,1.41,61.27
,1995,4.04,60.46,7.11,71.64,Bolivia,5.87,56.97
,1980,1.62,69.37,2.53,65.49,Bolivia,5.23,58.31
,1965,5.68,79.93,2.7,,Bolivia,3.89,
,1965,3.41,53.06,,72.48,Bolivia,7.57,64.92
,1965,7.93,72.24,8.23,60.23,Bolivia,7.4,
,1995,5.39,74.62,4.64,71.64,Bolivia,6.72,
,1965,3.55,67.31,2.77,65.93,Bolivia,2.44,66.49
,1960,8.16,71.72,1.2,75.08,Bolivia,2.21,68.72
,1960,2.84,63.3,2.55,78.34,Bolivia,3.39,
,1985,5.7,75.81,1.57,61.27,Brazil,8.17,72.85
,1995,1.71,69.86,6.46,81.03,Brazil,7.11,60.9
,1975,3.74,59.07,7.17,69.69,Brazil,4.17,70.01
,1960,5.06,71.07,7.03,54.92,Brazil,,56.84
,1990,5.37,67.9,6.15,,Brazil,5.97,63.35
,1960,3.08,51.58,3.65,67.93,Canada,2.4,53.75
,1960,5.45,62.04,4.44,61.35,Canada,1.83,80.24
,2000,7.2,41.11,6.01,73.89,Canada,5.5,
,2000,7.44,79.74,5.41,71.89,Canada,5.13,67.53
,1985,3.76,54.47,2.75,64.03,Canada,4.68,61.02
,1955,6.21,76.32,2.17,62.14,Canada,2.95,53.07
,1960,5.32,67.76,,73.88,Chile,2.55,71.11
,1970,3.67,64.71,5.13,69.2,Chile,7.63,62.87
,1965,7.89,68.64,3.11,81.57,Chile,4.85,80.24
,1990,4.03,61.75,2.28,76.54,Chile,3.09,66.14
,1975,5.09,63.93,3.44,65.55,Chile,7.92,58.6
,1990,7.47,59.2,7.2,,Chile,,57.39
,1955,1.57,73.17,8.23,68.24,Chile,3.92,80.24
,1985,4.52,51.17,5.91,60.04,Chile,5.26,80.24
,1965,2.32,67.46,2.36,52.38,Chile,7.3,59.63
,1975,4.88,61.24,1.96,57.98,China,4.53,
,1990,5.71,73.55,5.43,57.64,China,4.9,67.25
,2000,5.47,63.71,2.72,56.55,China,3.83,53.9
,1970,7.27,40.64,2.09,63.2,China,1.45,65.59
,1995,2.61,72.61,3.5,67.44,China,5.24,74.41
,1975,6.12,69.77,4.68,67.08,China,7.14,
,1980,4.74,75.57,3.4,53.64,China,6.89,58.7
,2000,1.23,76.71,1.34,67.44,China,1.57,55.7
,1960,8.19,71.91,7.61,58.18,China,4.22,60.51
,1955,2.31,70.4,1.93,41.18,China,4.84,58.87
,1965,6.12,52.79,2.05,65.28,China,,64.01
,1955,4.15,67.08,3.64,80.95,China,5.42,72.29
,1975,2.2,78.04,4.28,60.55,Colombia,2.06,66.7
,1970,5.6,67.59,,58.19,Colombia,5.37,61.27
,1990,1.94,64.85,3.83,54.6,Colombia,4.78,59.42
,1980,4.14,61.64,5.13,67.14,Colombia,5.01,72.98
,2000,4.97,48.98,3.02,56.66,Colombia,3.21,73.18
,1980,6.64,56.91,1.6,67.9,Colombia,2.87,63.87
,1990,4.46,66.63,2.4,80.04,Colombia,1.49,56.54
,1960,2.36,57.51,1.98,81.57,Colombia,2.4,53.81
,1955,3.59,52.47,6.37,63.28,Colombia,2.27,48.35
,1955,3.89,65.28,2.78,50.61,Colombia,3.35,69.22
,2000,1.38,68.63,8.23,64.48,Colombia,6.75,75.13
,2000,1.1,81.57,,77.93,Costa Rica,3.53,72.51
,1960,4.48,81.57,4.53,74.02,Costa Rica,4.5,58.01
,1975,1.31,61.99,2.22,,Costa Rica,6.44,58.38
,1985,5.7,72.88,1.6,62.23,Costa Rica,1.57,78.08
,1975,1.95,54.51,6.08,67.46,Costa Rica,6.28,80.24
,1955,5.67,64.27,2.24,,Costa Rica,3.29,70.76
,1955,5.21,61.69,1.47,73.04,Costa Rica,1.68,62.84
,1990,3.6,72.39,6.22,63.46,Costa Rica,6.24,55.14
,1975,2.14,63.68,5.74,55.29,Costa Rica,,50.22
,1990,5.31,71.73,5.86,70.14,Costa Rica,4.75,53.84
,1970,7.86,63.37,6.39,75.32,Costa Rica,5.63,61.49
,1985,6.22,66.5,1.62,,Costa Rica,4.21,57.43
,1995,7.74,74.36,1.26,43.37,Costa Rica,7.53,79.23
,1965,6.98,65.36,3.52,58.91,Costa Rica,7.98,60.1
,1955,2.0,70.51,4.38,72.64,Costa Rica,3.08,59.63
,2000,4.53,59.91,2.36,81.57,Costa Rica,4.64,57.52
,1970,3.8,66.94,2.92,64.56,Croatia,,80.24
,1975,6.8,63.44,3.38,50.04,Croatia,5.31,
,1975,2.5,53.25,3.61,68.9,Croatia,7.89,
,1975,5.37,70.66,3.75,55.84,Croatia,2.62,80.24
,1965,6.92,78.3,2.64,67.59,Croatia,,67.22
,1965,5.84,53.57,,78.61,Croatia,,73.48
,1975,3.85,36.32,2.72,70.88,Croatia,8.12,65.6
,1965,2.08,70.17,8.23,,Croatia,7.67,73.29
,1995,7.69,66.62,2.3,56.76,Croatia,7.22,75.28
,1975,4.4,75.08,1.43,70.84,Croatia,,80.24
,1975,3.83,78.07,3.69,63.0,Croatia,3.76,80.24
,1975,2.44,65.37,2.74,66.94,Croatia,2.67,71.2
,2000,8.05,61.08,1.03,67.95,Croatia,4.21,65.4
,1995,6.73,74.7,4.48,71.54,Croatia,5.16,63.29
,1975,6.65,67.52,3.12,64.71,Croatia,6.24,62.1
,1980,2.22,69.5,,57.96,Croatia,2.26,75.58
,1965,2.91,61.04,,57.61,Cuba,1.38,54.26
,1955,2.41,64.21,4.36,57.25,Cuba,5.47,78.33
,1970,1.93,53.43,3.46,62.92,Cuba,7.18,57.22
,1965,4.31,61.89,,58.23,Cuba,,74.07
,1995,1.84,61.59,4.14,54.52,Cuba,7.68,68.53
,1965,2.61,68.24,5.9,74.02,Cuba,7.5,69.24
,1975,2.41,64.83,2.44,68.2,Cuba,,69.86
,1955,5.68,70.71,3.27,65.97,Cuba,6.52,68.77
,1960,5.64,79.1,2.17,68.03,Cuba,4.33,62.05
,1980,5.89,67.99,3.45,,Cuba,7.49,75.42
,1965,5.93,78.84,2.15,56.12,Dominican Republic,4.33,65.43
,1990,2.06,81.57,5.07,75.78,Dominican Republic,4.2,80.24
,1965,4.15,70.99,2.11,59.49,Dominican Republic,5.65,63.94
,1990,6.61,73.32,3.83,53.98,Dominican Republic,5.94,63.48
,1990,7.37,77.39,1.03,62.3,Dominican Republic,3.21,58.53
,2000,5.08,70.42,3.49,77.63,Dominican Republic,1.57,55.41
,1955,7.42,58.66,2.86,68.2,Dominican Republic,7.24,68.34
,1980,4.17,56.98,3.49,78.26,Dominican Republic,3.96,50.54
,1995,5.31,67.25,2.33,72.3,Dominican Republic,4.58,64.03
,1970,2.87,61.95,3.92,57.14,Dominican Republic,7.71,58.45
,1995,6.14,64.6,6.53,61.2,Dominican Republic,,76.88
,2000,1.68,64.39,2.19,79.31,Dominican Republic,1.25,53.67
,1955,2.23,61.06,5.1,63.9,Dominican Republic,3.13,61.39
,1990,2.5,66.92,1.29,45.26,Dominican Republic,4.73,77.93
,1960,5.55,62.73,,63.58,Dominican Republic,7.13,44.88
,1980,4.96,74.31,2.4,48.83,Dominican Republic,6.93,71.83
,2000,5.5,53.75,7.98,61.55,Ecuador,,70.89
,1995,4.88,67.0,8.23,66.95,Ecuador,5.8,69.51
,1975,4.56,69.16,6.37,71.37,Ecuador,7.15,70.86
,1990,3.45,77.6,8.02,73.1,Ecuador,3.07,
,1985,6.56,70.16,1.83,72.4,Ecuador,3.21,73.0
,1980,1.23,31.87,6.01,63.66,Ecuador,2.38,
,1995,7.55,68.79,,76.73,Ecuador,5.63,73.65
,2000,5.91,68.54,1.71,58.25,Ecuador,7.83,80.24
,1975,1.91,65.87,1.55,78.82,Ecuador,2.76,47.98
,1990,6.64,68.63,2.75,61.85,Ecuador,2.54,71.48
,1995,5.76,73.78,,63.63,Ecuador,1.53,
,1980,6.64,58.81,1.03,62.1,Ecuador,7.53,74.03
,1995,1.98,70.34,3.69,61.56,Ecuador,,62.77
,1960,7.8,81.57,2.27,67.95,Ecuador,6.54,79.55
,1995,4.03,66.1,5.25,67.94,Ecuador,6.31,
,1965,1.65,81.57,7.71,68.08,Egypt,4.78,62.44
,1955,4.14,65.94,7.53,68.46,Egypt,5.8,66.59
,1980,1.73,54.29,2.69,69.55,Egypt,,66.88
,1990,5.89,70.03,,,Egypt,,80.24
,1955,3.8,66.06,2.54,63.42,Egypt,,80.24
,1965,6.5,43.9,6.37,72.54,Egypt,4.08,65.09
,1965,3.19,72.14,6.15,48.52,Egypt,7.66,64.17
,1980,2.22,69.86,2.16,59.94,Egypt,4.3,77.92
,1990,3.34,62.61,2.41,69.59,Egypt,3.04,66.13
,1960,2.69,69.73,,58.61,Egypt,7.99,51.0
,1980,6.24,79.96,1.35,71.71,Egypt,7.25,
,1955,4.83,54.55,3.98,74.67,Egypt,5.06,77.1
,1980,3.81,70.02,4.74,74.77,El Salvador,8.03,77.65
,1955,5.83,63.58,2.81,,El Salvador,2.88,69.19
,1965,4.85,62.26,,76.41,El Salvador,5.36,78.56
,1985,4.37,64.29,5.57,74.28,El Salvador,5.38,46.51
,1985,7.31,58.2,3.4,71.24,El Salvador,2.67,66.46
,1980,6.78,69.5,,66.94,El Salvador,2.84,80.24
,1965,3.09,68.74,3.56,41.65,El Salvador,5.92,62.12
,1985,6.69,68.46,3.09,,El Salvador,4.02,67.05
,1955,2.94,71.13,5.23,62.74,Finland,4.53,61.12
,1955,5.01,66.57,,,Finland,5.11,80.24
,1955,3.48,58.76,1.71,78.93,Finland,3.91,71.1
,1995,6.41,72.46,,58.33,Finland,2.04,53.86
,1990,6.53,68.85,2.31,71.16,Finland,4.34,54.76
,1995,1.43,72.8,3.88,69.19,Finland,4.25,60.14
,1965,7.31,65.75,2.01,60.14,Finland,,63.25
,1955,4.06,73.85,5.51,73.05,Finland,5.16,73.45
,1970,4.48,62.86,,62.54,Finland,6.1,61.32
,2000,2.45,68.87,2.68,81.57,Finland,6.32,
,1985,2.89,70.75,2.31,62.16,France,,72.1
,2000,1.17,49.13,3.95,60.53,France,1.81,56.02
,1970,2.61,79.27,2.11,77.39,France,,55.94
,1975,2.78,71.7,2.11,68.8,France,3.4,65.53
,2000,4.45,81.57,2.09,65.37,France,8.08,
,1995,5.92,51.58,4.36,71.17,France,8.08,51.29
,1985,2.9,77.01,1.73,61.2,France,4.61,
,1975,7.12,76.22,1.8,61.62,Georgia,2.62,60.15
,1975,6.28,69.46,4.47,70.4,Georgia,7.17,
,1980,6.09,65.78,,72.31,Georgia,7.73,76.09
,1955,6.93,55.13,1.52,72.42,Georgia,4.3,73.36
,1955,6.54,57.41,3.69,74.22,Georgia,4.33,61.67
,2000,1.76,59.56,2.0,81.57,Georgia,8.15,58.14
,1965,6.0,47.72,2.29,78.14,Georgia,5.98,58.09
,1965,2.05,74.55,,56.99,Georgia,5.6,60.17
,1980,2.14,72.17,1.95,,Georgia,6.73,66.58
,2000,7.55,67.98,,56.87,Georgia,3.76,
,1960,3.12,70.43,4.34,81.57,Germany,1.76,74.42
,1980,6.71,62.83,2.14,72.91,Germany,6.6,66.36
,1990,1.89,45.77,2.76,70.11,Germany,2.89,54.9
,1975,1.28,55.47,2.1,62.31,Germany,5.7,80.24
,1985,2.94,73.5,2.81,,Germany,6.4,64.28
,2000,5.82,57.25,3.92,73.93,Germany,1.99,66.92
,1985,3.97,64.77,1.83,64.49,Germany,2.94,57.64
,1980,5.31,72.3,1.69,69.32,Germany,,74.68
,1995,6.67,67.12,3.61,66.01,Germany,4.28,57.65
,1985,1.45,81.57,2.46,55.5,Germany,5.83,79.05
,2000,1.46,73.38,3.35,77.14,Germany,4.18,73.13
,1985,3.91,75.46,5.04,58.79,Germany,8.0,
,1985,6.04,75.37,6.24,55.52,Germany,6.0,
,1960,2.7,54.8,8.23,,Germany,7.45,
,1965,3.05,70.12,4.66,61.58,Germany,4.97,
,1975,6.42,56.5,2.23,57.9,Germany,1.4,71.97
,1975,1.57,52.42,6.73,76.14,Greece,5.68,64.29
,1965,7.85,59.81,4.17,74.04,Greece,7.02,80.24
,1965,3.18,54.12,2.38,81.57,Greece,4.39,65.37
,1955,4.84,64.85,7.04,59.03,Greece,1.62,66.83
,1960,2.11,56.91,1.53,68.89,Greece,3.06,64.62
,1960,2.15,69.14,2.65,81.57,Greece,,73.95
,1995,7.58,69.29,5.6,77.54,Greece,7.22,
,1995,4.43,63.77,5.22,62.93,Greece,6.76,53.63
,1955,3.35,61.1,2.45,,Greece,3.92,68.98
,1965,7.32,67.15,1.5,57.26,Greece,5.95,53.16
,1960,4.31,58.03,7.3,58.19,Greece,7.8,
,1970,6.77,73.96,6.87,43.11,Greece,4.31,66.38
,1970,5.72,65.37,,52.23,Greece,8.16,65.46
,2000,4.1,57.49,2.25,56.43,Grenada,7.15,68.57
,1985,4.39,66.13,1.92,67.22,Grenada,3.37,65.26
,1980,1.23,81.57,4.51,81.57,Grenada,2.01,50.16
,1985,6.65,75.38,3.87,64.51,Grenada,2.79,62.74
,2000,5.92,81.57,2.76,,Grenada,2.02,47.4
,1955,1.73,56.81,2.3,78.82,Grenada,3.81,62.94
,1975,3.7,69.03,5.18,66.2,Grenada,,54.61
,1975,3.77,58.31,2.05,46.11,Grenada,3.85,58.62
,1975,2.41,65.14,3.39,52.92,Grenada,4.58,79.05
,1965,8.23,67.05,6.11,,Grenada,3.33,75.59
,2000,3.1,72.44,4.12,,Grenada,4.67,51.13
,1975,5.04,65.34,2.36,57.17,Haiti,4.25,80.24
,1990,6.97,75.45,3.69,73.9,Haiti,2.58,57.74
,1965,6.35,54.31,3.31,81.57,Haiti,4.53,76.91
,1985,6.13,77.3,1.61,74.34,Haiti,,61.84
,1990,3.58,54.33,2.51,61.17,Haiti,4.78,66.38
,2000,2.07,60.65,2.04,65.75,Haiti,7.08,61.52
,1980,4.8,74.29,8.23,58.7,"Hong Kong, China",,65.65
,1980,4.29,77.86,1.98,61.47,"Hong Kong, China",2.18,64.87
,1960,4.32,64.81,3.04,52.68,"Hong Kong, China",4.49,71.69
,2000,6.8,60.18,2.22,61.41,"Hong Kong, China",5.01,74.62
,1975,6.15,61.13,2.62,,"Hong Kong, China",,65.43
,1985,7.09,61.43,3.33,60.87,"Hong Kong, China",4.93,
,1975,7.5,46.96,2.97,67.68,"Hong Kong, China",,63.55
,2000,5.52,71.16,5.76,70.76,"Hong Kong, China",7.76,48.97
,1970,1.91,62.98,,53.88,"Hong Kong, China",1.73,66.28
,1975,3.1,42.6,,78.45,"Hong Kong, China",1.52,
,1995,4.41,67.67,5.02,77.87,Iceland,,80.01
,1970,4.8,67.26,2.67,70.82,Iceland,6.51,62.06
,1970,2.69,74.9,5.45,62.89,Iceland,4.51,62.85
,1995,6.96,57.96,3.17,71.54,Iceland,6.34,80.24
,1980,7.51,56.85,3.29,72.23,Iceland,2.84,49.26
,2000,2.05,56.43,,80.81,Iceland,6.87,77.97
,1965,3.48,69.52,2.5,64.46,Iceland,4.81,67.06
,1960,5.22,60.29,2.36,63.95,Iceland,,63.81
,1990,4.55,79.27,3.47,57.93,Iceland,3.62,
,1970,3.27,59.37,2.16,58.9,Iceland,,76.19
,1985,1.97,61.33,3.8,66.69,Iceland,3.03,62.63
,2000,1.89,56.93,5.44,67.89,Iceland,6.48,41.5
,1985,3.63,73.73,,54.32,Iceland,1.47,75.67
,1970,2.99,81.57,5.44,81.57,Iceland,2.35,69.38
,2000,3.81,77.32,,,India,3.34,
,1965,4.65,67.85,2.81,71.58,India,4.32,61.43
,1955,5.75,73.5,3.69,62.71,India,3.15,64.72
,1980,5.79,75.29,5.01,60.61,India,6.58,66.59
,1995,1.5,74.3,3.03,51.96,India,3.8,64.61
,1970,1.51,81.57,3.38,74.84,India,1.86,
,1985,4.83,56.67,2.73,64.95,India,1.34,74.62
,1995,2.64,75.37,2.48,60.99,India,5.31,73.02
,1955,4.53,81.57,1.19,,India,2.82,73.23
,1980,7.57,81.57,4.02,68.46,India,2.61,67.54
,2000,1.06,73.97,3.28,,India,,78.89
,1985,1.19,65.08,3.22,64.64,India,2.79,70.67
,1960,6.04,59.86,2.92,79.48,India,,70.17
,2000,1.11,68.01,6.13,,India,7.7,63.63
,2000,4.79,49.95,7.62,70.43,Indonesia,1.55,69.7
,2000,1.7,73.63,,,Indonesia,7.68,72.98
,1990,2.29,56.92,4.42,,Indonesia,,49.92
,2000,5.7,67.65,2.58,59.61,Indonesia,2.42,74.01
,2000,1.71,72.56,2.67,70.13,Indonesia,2.11,66.39
,1985,7.52,70.24,5.97,,Indonesia,,70.64
,1995,2.27,47.89,,,Indonesia,7.37,55.95
,1995,3.61,73.01,7.9,74.25,Indonesia,6.61,66.09
,1955,4.58,65.01,6.77,57.35,Indonesia,4.94,
,1970,1.14,51.17,1.5,,Indonesia,3.75,73.48
,2000,7.85,67.15,2.71,,Iran,6.93,56.37
,1955,3.64,76.36,1.06,61.24,Iran,3.77,68.42
,1955,5.39,52.53,1.25,55.46,Iran,2.95,59.06
,1960,1.42,77.81,1.95,75.39,Iran,4.5,77.2
,2000,8.12,78.9,5.57,58.68,Iran,6.96,59.81
,1955,1.38,53.76,,54.09,Iran,1.9,70.16
,1955,2.85,71.27,3.36,63.13,Iran,,60.32
,1955,3.68,81.57,2.62,81.57,Iran,6.25,67.44
,1985,1.47,70.29,8.23,71.33,Iran,4.75,62.38
,2000,1.04,76.25,6.43,75.63,Iran,7.17,60.98
,1960,4.37,60.87,5.93,64.78,Iran,4.14,70.61
,2000,8.05,63.16,2.69,63.38,Iran,1.27,64.4
,2000,7.37,64.88,8.18,76.74,Iran,6.47,74.14
,1985,3.22,53.05,1.29,76.14,Iran,4.85,68.04
,1955,2.15,63.45,8.23,70.2,Iraq,3.78,77.22
,1990,4.85,77.93,,76.42,Iraq,5.37,
,1995,6.6,56.02,,44.81,Iraq,4.35,60.88
,1955,4.16,61.44,4.01,71.17,Iraq,1.22,68.5
,1980,1.99,58.14,2.35,76.0,Iraq,5.93,58.57
,1995,6.44,67.33,1.16,73.53,Iraq,3.4,80.24
,1955,6.16,71.85,,,Iraq,4.06,
,1965,2.16,72.23,3.9,57.46,Iraq,5.3,79.22
,1990,7.22,65.74,8.23,56.3,Iraq,7.99,50.81
,1965,5.72,60.24,1.88,57.22,Iraq,8.04,67.17
,1970,6.97,81.57,2.19,52.48,Iraq,,72.96
,1955,4.43,60.07,2.17,43.27,Ireland,5.47,66.3
,1995,2.81,66.98,6.78,64.57,Ireland,,53.97
,1970,5.99,72.58,2.4,,Ireland,4.92,
,1960,2.56,66.93,3.25,65.62,Ireland,1.69,69.52
,1960,3.0,71.02,3.39,72.25,Ireland,3.26,54.95
,1955,3.58,62.55,2.22,51.7,Ireland,7.84,70.15
,1985,1.76,60.18,7.85,76.63,Ireland,5.78,63.86
,1995,1.32,66.97,4.73,81.57,Ireland,7.76,63.42
,1955,6.11,72.33,2.5,48.46,Ireland,3.57,
,1980,4.99,54.38,2.91,60.7,Ireland,2.89,67.58
,2000,4.74,61.22,5.76,74.7,Ireland,7.04,71.75
,2000,6.81,78.7,7.08,59.42,Ireland,1.59,73.42
,1990,4.58,62.8,4.39,61.08,Israel,6.5,61.07
,1980,6.4,61.2,3.92,73.39,Israel,3.17,59.76
,1985,5.12,55.33,4.1,52.88,Israel,6.82,56.09
,1960,2.97,66.85,2.84,52.81,Israel,7.24,71.24
,1955,1.64,65.02,5.54,70.28,Israel,7.52,69.58
,1985,6.22,64.66,,60.74,Israel,4.73,76.76
,1995,4.83,52.11,5.85,65.22,Israel,2.54,62.38
,1995,3.65,58.15,1.66,61.93,Italy,2.99,72.95
,1970,5.67,55.05,2.67,55.31,Italy,1.17,80.24
,1990,3.84,76.65,3.25,61.33,Italy,7.4,
,1980,7.48,73.92,,66.15,Italy,2.84,74.6
,1975,7.12,42.93,2.16,79.0,Italy,6.52,69.72
,2000,2.4,50.73,6.44,57.11,Italy,4.76,76.85
,1955,6.62,48.8,4.72,68.15,Italy,3.63,55.1
,1980,7.51,63.91,8.06,49.22,Italy,4.35,67.67
,1980,2.62,56.58,,58.69,Jamaica,6.79,72.46
,1995,4.43,70.77,3.07,66.28,Jamaica,7.27,52.88
,1955,4.51,80.94,3.12,81.57,Jamaica,,60.33
,1980,8.2,51.03,4.02,59.12,Jamaica,2.91,77.02
,2000,3.24,80.74,1.49,60.63,Jamaica,5.81,60.93
,1970,4.93,81.12,1.44,81.57,Jamaica,3.2,63.09
,1995,1.96,75.48,4.47,59.05,Jamaica,5.9,66.38
,2000,4.83,58.77,4.23,77.47,Jamaica,6.01,67.55
,1995,3.4,52.36,5.87,67.45,Jamaica,5.95,55.98
,1955,1.77,72.13,2.29,69.24,Japan,1.93,70.21
,1990,8.05,53.75,2.56,,Japan,8.1,80.24
,1975,7.47,59.09,1.56,60.29,Japan,1.19,77.01
,2000,6.41,71.1,2.24,73.56,Japan,3.93,56.61
,1980,6.72,60.72,4.53,53.19,Japan,5.48,61.17
,1980,7.74,67.31,4.78,54.94,Japan,6.91,43.45
,1955,5.18,66.64,2.39,65.43,Japan,1.52,65.5
,1955,3.69,68.95,,60.29,Japan,3.22,61.53
,1965,5.11,71.47,1.26,60.18,Japan,6.67,67.55
,1970,1.1,68.23,3.1,65.75,Kenya,,74.18
,1995,7.16,58.35,2.02,64.2,Kenya,2.17,51.04
,1965,5.96,80.15,5.21,58.03,Kenya,4.3,
,1980,3.85,53.46,1.99,81.57,Kenya,3.23,65.06
,1985,3.7,68.29,3.41,48.37,Kenya,4.64,54.49
,1975,1.91,66.76,4.63,61.92,Kenya,6.79,56.62
,1965,2.83,64.75,2.01,65.55,Kenya,2.13,
,1955,6.15,56.93,1.82,56.7,Kenya,5.83,
,1960,3.64,64.32,1.09,73.6,Lebanon,3.93,58.65
,1995,5.09,66.29,1.63,80.41,Lebanon,1.24,
,1960,5.72,71.95,5.64,78.91,Lebanon,2.4,61.67
,1960,1.79,58.1,2.42,,Lebanon,4.67,61.49
,1970,7.29,60.86,1.9,51.87,Lebanon,3.39,
,1980,5.01,72.14,3.8,47.22,Lebanon,3.68,67.55
,1970,1.78,64.21,3.23,70.68,Lebanon,5.39,48.5
,1980,6.77,81.57,2.35,76.45,Lebanon,1.83,65.55
,1960,4.67,69.97,3.01,75.53,Lebanon,1.78,
,1995,3.18,63.68,5.91,,Lebanon,6.38,66.03
,1955,7.91,68.75,4.85,,Lebanon,3.03,53.33
,1995,7.66,74.11,8.23,67.17,Lebanon,4.26,76.8
,1975,2.29,78.57,3.38,70.99,Lebanon,2.81,
,1980,7.49,73.3,1.75,65.03,Mexico,2.63,65.67
,1980,4.24,79.53,,81.57,Mexico,2.29,71.18
,1995,1.19,68.65,4.37,60.33,Mexico,8.12,66.89
,1970,3.21,40.55,3.46,63.64,Mexico,3.21,53.49
,1980,4.0,65.0,2.09,63.97,Mexico,,69.98
,2000,5.12,49.76,5.99,61.76,Mexico,7.99,61.56
,2000,2.73,55.08,2.09,58.06,Mexico,,59.69
,1960,2.6,81.28,1.67,71.72,Mexico,7.09,57.5
,1955,7.35,75.67,,56.86,Mexico,2.67,52.76
,1965,7.48,63.14,2.91,61.22,Mexico,2.62,
,1995,4.46,81.42,4.02,57.23,Mexico,3.3,67.06
