sentence,label,idx
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,0,834
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .",0,493
"it haunts , horrifies , startles and fascinates ; it is impossible to look away .",0,312
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",1,542
the characters are interesting and often very creatively constructed from figure to backstory .,0,53
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .",0,760
it takes talent to make a lifeless movie about the most heinous man who ever lived .,1,414
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .",1,329
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",1,272
what better message than ` love thyself ' could young women of any size receive ?,1,550
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",0,643
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",1,710
it 's like watching a nightmare made flesh .,0,66
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,1,312
or emptying rat traps .,1,456
a sequel that 's much too big for its britches .,1,533
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .",1,505
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,1,313
suffers from the lack of a compelling or comprehensible narrative .,1,773
this flick is about as cool and crowd-pleasing as a documentary can get .,0,433
an unclassifiably awful study in self - and audience-abuse .,1,468
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",0,418
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .",1,722
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .,0,575
falls neatly into the category of good stupid fun .,0,114
teen movies have really hit the skids .,0,331
"i do n't mind having my heartstrings pulled , but do n't treat me like a fool .",1,360
it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .,1,644
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .",0,363
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you .",1,118
but it could have been worse .,0,401
"an overemphatic , would-be wacky , ultimately tedious sex farce .",1,178
it provides an honest look at a community striving to anchor itself in new grounds .,0,543
"more romantic , more emotional and ultimately more satisfying than the teary-eyed original .",1,662
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",1,322
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .",0,415
a deep and meaningful film .,1,795
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,1,669
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better .",1,125
if you dig on david mamet 's mind tricks ... rent this movie and enjoy !,0,700
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",1,298
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",0,771
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .",1,618
one of the more intelligent children 's movies to hit theaters this year .,0,490
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",0,424
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana .",1,582
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,1,833
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .",1,148
almost gags on its own gore .,1,444
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",1,303
reggio 's continual visual barrage is absorbing as well as thought-provoking .,0,51
"an important movie , a reminder of the power of film to move us and to make us examine our values .",0,79
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .",0,153
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .,1,522
just embarrassment and a vague sense of shame .,1,198
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",1,102
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .,1,265
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",0,337
a wildly inconsistent emotional experience .,1,268
serving sara does n't serve up a whole lot of laughs .,0,833
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second .",0,338
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0,320
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television .,1,423
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,0,752
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .",1,254
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",1,679
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",1,41
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,1,810
"in a way , the film feels like a breath of fresh air , but only to those that allow it in .",0,297
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",0,197
a string of rehashed sight gags based in insipid vulgarity .,1,293
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .,1,411
lovely and poignant .,0,273
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .,0,25
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,1,134
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .",1,359
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .,1,805
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1,607
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,1,840
not an objectionable or dull film ; it merely lacks everything except good intentions .,0,289
blanchett 's performance confirms her power once again .,1,700
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",1,7
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?",1,416
"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan .",1,695
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,0,683
i just loved every minute of this film .,0,256
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .",1,756
the problem with this film is that it lacks focus .,1,496
"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .",1,34
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . '",1,312
the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work .,0,91
a marvel like none you 've seen .,0,363
"yes , dull .",0,832
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",0,435
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors .",0,831
it 's fascinating to see how bettany and mcdowell play off each other .,0,281
just embarrassment and a vague sense of shame .,0,10
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s .,1,99
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .",1,484
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",1,125
you wonder why enough was n't just a music video rather than a full-length movie .,0,775
but this films lacks the passion required to sell the material .,1,569
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .",0,372
... is an arthritic attempt at directing by callie khouri .,1,773
not since tom cruise in risky business has an actor made such a strong impression in his underwear .,1,421
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",1,411
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .",0,316
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself .",0,842
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie .",0,67
"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill .",0,333
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .,1,733
"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters",0,653
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet .",0,456
not since tom cruise in risky business has an actor made such a strong impression in his underwear .,1,612
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,0,503
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .,0,216
"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .",1,9
true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .,0,825
a delightful coming-of-age story .,1,712
for the most part stevens glides through on some solid performances and witty dialogue .,0,382
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .,1,725
a giggle a minute .,0,347
what better message than ` love thyself ' could young women of any size receive ?,0,764
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .",0,815
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0,525
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,0,790
"writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",0,209
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''",0,296
a solid examination of the male midlife crisis .,0,690
"good film , but very glum .",0,694
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake .,1,462
suffers from the lack of a compelling or comprehensible narrative .,0,772
affleck and jackson are good sparring partners .,0,549
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that .",0,472
"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie .",0,844
"so much facile technique , such cute ideas , so little movie .",1,32
"a swashbuckling tale of love , betrayal , revenge and above all , faith .",0,405
` easily my choice for one of the year 's best films . ',1,457
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure .,0,133
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",0,586
an unwise amalgam of broadcast news and vibes .,0,220
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake .,0,50
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",1,817
"movie fans , get ready to take off ... the other direction .",0,300
"of course , by more objective measurements it 's still quite bad .",0,718
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity .",0,68
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,1,798
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,1,541
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .",1,273
a sometimes tedious film .,1,821
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",1,275
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,0,721
it 's fun lite .,0,648
... the movie is just a plain old monster .,1,180
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,1,648
holden caulfield did it better .,1,764
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises .",1,384
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .,0,603
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",1,405
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,0,429
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",1,121
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored .",0,83
( a ) shapeless blob of desperate entertainment .,0,81
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them .,0,400
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career .",1,418
"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill .",0,13
the characters are interesting and often very creatively constructed from figure to backstory .,0,688
the performances take the movie to a higher level .,1,839
or emptying rat traps .,0,177
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",0,539
"a better title , for all concerned , might be swept under the rug .",0,757
a woman 's pic directed with resonance by ilya chaiken .,1,544
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .",1,123
"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb .",0,576
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume .",1,277
a woman 's pic directed with resonance by ilya chaiken .,0,773
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .",0,697
"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",0,252
` easily my choice for one of the year 's best films . ',0,236
"a gripping movie , played with performances that are all understated and touching .",0,442
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .",0,363
one of the more intelligent children 's movies to hit theaters this year .,0,327
"the entire movie is about a boring , sad man being boring and sad .",1,105
"you wo n't like roger , but you will quickly recognize him .",1,182
the cold turkey would 've been a far better title .,0,557
i 'm just too bored to care .,1,497
"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .",0,58
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that .",0,57
"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .",1,464
the problem with this film is that it lacks focus .,0,567
if your taste runs to ` difficult ' films you absolutely ca n't miss it .,0,599
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .",0,262
the film tunes into a grief that could lead a man across centuries .,1,299
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,0,768
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .",1,191
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises .",1,305
this movie seems to have been written using mad-libs .,1,525
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .,1,367
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",0,796
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",1,637
very psychoanalytical -- provocatively so -- and also refreshingly literary .,1,622
"good film , but very glum .",1,500
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,1,381
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",1,748
"thekids will probably stay amused at the kaleidoscope of big , colorful characters .",1,146
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience .",1,115
"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure .",1,537
"trite , banal , cliched , mostly inoffensive .",0,805
`` the time machine '' is a movie that has no interest in itself .,1,215
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises,0,346
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis .",1,473
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,0,217
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",0,411
"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .",0,690
"it is amusing , and that 's all it needs to be .",0,123
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,0,280
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .",0,474
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,1,718
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,0,565
suffers from the lack of a compelling or comprehensible narrative .,0,493
slick piece of cross-promotion .,1,647
