species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Biscoe,41.7,18.4,205,4474.0,FEMALE
Chinstrap,Biscoe,43.6,18.5,207,3735.0,MALE
Chinstrap,Biscoe,40.4,15.9,194,3067.0,MALE
Chinstrap,Biscoe,37.8,18.2,197,3736.0,FEMALE
Chinstrap,Biscoe,42.4,18.5,197,3521.0,MALE
Chinstrap,Biscoe,45.5,16.3,209,3292.0,MALE
Chinstrap,Biscoe,49.3,19.8,187,3473.0,FEMALE
Chinstrap,Biscoe,54.5,19.2,191,4715.0,FEMALE
Chinstrap,Biscoe,46.7,16.6,183,4184.0,MALE
Chinstrap,Biscoe,47.2,15.6,203,3295.0,FEMALE
Chinstrap,Biscoe,49.1,19.8,187,3974.0,MALE
Chinstrap,Biscoe,37.0,18.5,224,3381.0,MALE
Chinstrap,Biscoe,48.7,20.0,204,3762.0,FEMALE
Chinstrap,Biscoe,34.4,19.2,195,3501.0,MALE
Chinstrap,Biscoe,46.9,15.9,199,4181.0,MALE
Chinstrap,Biscoe,48.0,18.0,210,3731.0,FEMALE
Chinstrap,Biscoe,41.8,18.8,187,4696.0,FEMALE
Chinstrap,Biscoe,44.8,17.6,194,4687.0,MALE
Chinstrap,Biscoe,40.5,17.8,200,3118.0,FEMALE
Chinstrap,Biscoe,47.6,13.9,186,3699.0,FEMALE
Chinstrap,Biscoe,35.1,18.3,189,3209.0,MALE
Chinstrap,Biscoe,44.3,15.7,190,3989.0,FEMALE
Gentoo,Dream,43.0,15.1,188,5142.0,FEMALE
Gentoo,Dream,41.8,17.7,194,5021.0,MALE
Gentoo,Dream,43.0,16.8,175,6015.0,FEMALE
Gentoo,Dream,51.1,16.9,201,5017.0,FEMALE
Gentoo,Dream,39.5,16.1,174,4384.0,MALE
Gentoo,Dream,43.2,17.3,182,4946.0,MALE
Gentoo,Dream,38.5,14.3,219,4892.0,MALE
Gentoo,Dream,49.4,18.5,203,4861.0,MALE
Gentoo,Dream,48.2,15.7,181,4652.0,FEMALE
Gentoo,Dream,43.6,19.5,230,4303.0,FEMALE
Gentoo,Dream,43.5,16.3,202,6130.0,FEMALE
Gentoo,Dream,48.1,14.9,197,4597.0,MALE
Gentoo,Dream,38.6,14.0,190,6096.0,FEMALE
Gentoo,Dream,46.1,17.0,214,6141.0,
Gentoo,Dream,40.7,16.6,173,5734.0,FEMALE
Gentoo,Dream,39.4,17.9,185,6019.0,FEMALE
Gentoo,Dream,42.4,17.8,187,4798.0,FEMALE
Gentoo,Dream,44.3,13.1,190,4652.0,MALE
Gentoo,Dream,52.7,15.9,198,5260.0,MALE
Gentoo,Dream,43.2,20.1,201,4983.0,FEMALE
Gentoo,Dream,39.5,17.7,192,5172.0,FEMALE
Gentoo,Dream,42.2,13.1,201,5553.0,FEMALE
Gentoo,Dream,33.6,17.3,209,5234.0,FEMALE
Gentoo,Dream,46.5,14.8,206,5099.0,
Gentoo,Dream,45.2,18.3,192,4801.0,MALE
Gentoo,Dream,41.4,15.8,201,4897.0,FEMALE
Gentoo,Dream,36.6,18.4,212,5607.0,FEMALE
Gentoo,Dream,53.0,17.3,192,5323.0,MALE
Gentoo,Dream,44.8,16.3,208,4622.0,MALE
Gentoo,Dream,41.8,14.5,219,4575.0,MALE
Gentoo,Dream,45.3,16.7,206,5010.0,MALE
Gentoo,Dream,46.7,17.0,206,5007.0,FEMALE
Gentoo,Dream,44.3,17.7,201,5389.0,FEMALE
Gentoo,Dream,41.5,17.7,205,5503.0,FEMALE
Gentoo,Dream,52.7,17.3,183,4372.0,FEMALE
Gentoo,Dream,43.0,21.5,223,4928.0,MALE
Gentoo,Dream,44.8,14.9,201,6261.0,MALE
Gentoo,Dream,42.0,20.5,209,5100.0,FEMALE
Gentoo,Dream,47.2,14.3,199,5368.0,FEMALE
Gentoo,Dream,46.0,17.7,218,4223.0,FEMALE
Gentoo,Dream,43.8,16.1,231,4742.0,MALE
Gentoo,Dream,45.3,16.4,206,5167.0,
Gentoo,Dream,44.1,15.7,203,4370.0,MALE
Gentoo,Dream,37.3,16.5,186,5363.0,FEMALE
Gentoo,Dream,40.6,16.4,207,5160.0,FEMALE
Gentoo,Dream,44.6,17.7,193,4314.0,MALE
Gentoo,Dream,41.4,13.1,200,5542.0,FEMALE
Gentoo,Dream,37.8,18.4,188,5199.0,MALE
Gentoo,Dream,37.7,19.5,202,6300.0,MALE
Gentoo,Dream,49.6,16.1,207,5244.0,MALE
Gentoo,Dream,44.8,16.5,203,6050.0,FEMALE
Gentoo,Dream,47.4,16.8,201,4730.0,FEMALE
Gentoo,Dream,53.2,17.7,196,5391.0,
Gentoo,Dream,54.1,16.4,215,5512.0,MALE
Gentoo,Dream,57.2,17.3,192,4930.0,MALE
Gentoo,Dream,42.6,18.8,193,5992.0,FEMALE
Gentoo,Dream,36.6,20.9,213,5586.0,FEMALE
Gentoo,Dream,42.4,16.0,201,4381.0,FEMALE
Gentoo,Dream,51.2,17.4,223,5612.0,MALE
Gentoo,Dream,40.9,21.4,199,5206.0,MALE
Gentoo,Dream,36.5,19.0,191,4734.0,
Gentoo,Dream,37.4,13.6,183,4997.0,FEMALE
Gentoo,Dream,41.3,18.4,199,4692.0,FEMALE
Gentoo,Dream,43.0,18.1,182,5883.0,FEMALE
Gentoo,Dream,46.6,15.8,196,5127.0,MALE
Gentoo,Dream,40.4,15.3,214,5336.0,MALE
Gentoo,Dream,38.7,21.4,216,5883.0,MALE
Gentoo,Dream,45.2,18.0,176,4806.0,MALE
Gentoo,Dream,37.7,15.1,217,5035.0,FEMALE
Gentoo,Dream,37.6,16.8,185,4409.0,FEMALE
Gentoo,Dream,47.9,17.7,205,5118.0,FEMALE
Gentoo,Dream,44.8,16.6,195,5140.0,MALE
Gentoo,Dream,45.1,15.5,199,5460.0,MALE
Gentoo,Dream,44.4,18.2,216,5651.0,
Gentoo,Dream,45.3,16.1,180,5532.0,FEMALE
Gentoo,Dream,38.2,18.9,180,4674.0,MALE
Gentoo,Dream,40.6,17.3,214,5284.0,MALE
Gentoo,Dream,45.1,16.1,193,4749.0,MALE
Gentoo,Dream,32.1,16.7,220,4936.0,MALE
Gentoo,Dream,42.1,14.0,208,5500.0,MALE
Gentoo,Dream,48.7,19.4,197,4604.0,FEMALE
Gentoo,Dream,34.6,21.5,177,5561.0,FEMALE
Gentoo,Dream,45.8,16.8,203,5530.0,FEMALE
Gentoo,Dream,45.8,18.0,203,5343.0,MALE
Gentoo,Dream,43.4,16.9,221,5368.0,MALE
Gentoo,Dream,49.1,17.4,190,4864.0,
Gentoo,Dream,53.7,14.3,198,5150.0,FEMALE
Gentoo,Dream,39.3,18.5,187,5083.0,FEMALE
Gentoo,Dream,49.3,19.0,172,4931.0,MALE
Gentoo,Dream,43.5,17.2,184,4670.0,MALE
Gentoo,Dream,37.3,18.5,231,4964.0,MALE
Gentoo,Dream,47.5,14.6,213,5110.0,MALE
Gentoo,Dream,45.6,16.2,189,5644.0,MALE
Gentoo,Dream,43.3,17.0,195,4311.0,MALE
Gentoo,Dream,35.7,16.9,224,4969.0,FEMALE
Gentoo,Dream,46.2,16.7,213,5421.0,MALE
Gentoo,Dream,40.2,18.6,209,5263.0,MALE
Gentoo,Dream,48.0,13.5,192,5434.0,FEMALE
Gentoo,Dream,43.1,15.0,199,4634.0,FEMALE
Gentoo,Dream,37.2,17.1,199,5644.0,FEMALE
Gentoo,Dream,46.7,18.1,216,4999.0,MALE
Gentoo,Dream,41.0,17.6,202,4842.0,MALE
Gentoo,Dream,44.2,15.1,213,4701.0,MALE
Gentoo,Dream,36.6,17.4,224,5661.0,
Gentoo,Dream,39.6,16.1,203,4826.0,FEMALE
Gentoo,Dream,50.8,14.5,207,5419.0,FEMALE
Gentoo,Dream,34.4,17.4,202,4902.0,FEMALE
Gentoo,Dream,38.4,16.9,197,5296.0,MALE
Gentoo,Dream,52.0,16.5,199,5447.0,FEMALE
Gentoo,Dream,39.2,15.8,218,5543.0,FEMALE
Gentoo,Dream,46.9,18.5,176,4901.0,FEMALE
Gentoo,Dream,45.5,18.9,180,4980.0,MALE
Gentoo,Dream,47.7,17.1,192,5099.0,FEMALE
Gentoo,Dream,41.6,19.9,207,4378.0,MALE
