total_bill,tip,sex,smoker,day,time,size
11.87,1.63,Female,No,Thur,Lunch,2
9.68,1.32,Male,No,Sun,Dinner,2
40.17,4.73,Male,Yes,Fri,Dinner,4
12.54,2.5,Male,No,Sun,Dinner,2
10.29,2.6,Female,No,Sun,Dinner,2
22.75,3.25,Female,No,Fri,Dinner,2
7.74,1.44,Male,Yes,Sat,Dinner,2
16.58,4.0,Male,Yes,Thur,Lunch,2
16.04,2.24,Male,No,Sat,Dinner,3
20.08,3.15,Male,No,Sat,Dinner,3
15.48,2.02,Male,Yes,Thur,Lunch,2
24.27,2.03,Male,Yes,Sat,Dinner,2
12.46,1.5,Male,No,Fri,Dinner,2
16.99,1.01,Female,No,Sun,Dinner,2
18.69,2.31,Male,No,Sat,Dinner,3
14.48,2.0,Male,Yes,Sun,Dinner,2
10.63,2.0,Female,Yes,Sat,Dinner,2
17.07,3.0,Female,No,Sat,Dinner,3
30.14,3.09,Female,Yes,Sat,Dinner,4
16.43,2.3,Female,No,Thur,Lunch,2
13.13,2.0,Male,No,Sun,Dinner,2
21.01,3.5,Male,No,Sun,Dinner,3
32.9,3.11,Male,Yes,Sun,Dinner,2
16.58,4.0,Male,Yes,Thur,Lunch,2
13.13,2.0,Male,No,Sun,Dinner,2
25.0,3.75,Female,No,Sun,Dinner,4
32.68,5.0,Male,Yes,Thur,Lunch,2
12.76,2.23,Female,Yes,Sat,Dinner,2
10.59,1.61,Female,Yes,Sat,Dinner,2
5.75,1.0,Female,Yes,Fri,Dinner,2
13.27,2.5,Female,Yes,Sat,Dinner,2
15.01,2.09,Male,Yes,Sat,Dinner,2
38.01,3.0,Male,Yes,Sat,Dinner,4
16.47,3.23,Female,Yes,Thur,Lunch,3
13.42,1.58,Male,Yes,Fri,Lunch,2
8.58,1.92,Male,Yes,Fri,Lunch,1
13.03,2.0,Male,No,Thur,Lunch,2
12.26,2.0,Female,No,Thur,Lunch,2
45.35,3.5,Male,Yes,Sun,Dinner,3
12.43,1.8,Female,No,Thur,Lunch,2
20.45,3.0,Male,No,Sat,Dinner,4
12.76,2.23,Female,Yes,Sat,Dinner,2
14.48,2.0,Male,Yes,Sun,Dinner,2
34.65,3.68,Male,Yes,Sun,Dinner,4
14.83,3.02,Female,No,Sun,Dinner,2
40.55,3.0,Male,Yes,Sun,Dinner,2
25.28,5.0,Female,Yes,Sat,Dinner,2
12.02,1.97,Male,No,Sat,Dinner,2
10.34,1.66,Male,No,Sun,Dinner,3
12.03,1.5,Male,Yes,Fri,Dinner,2
17.51,3.0,Female,Yes,Sun,Dinner,2
16.43,2.3,Female,No,Thur,Lunch,2
12.02,1.97,Male,No,Sat,Dinner,2
10.27,1.71,Male,No,Sun,Dinner,2
17.47,3.5,Female,No,Thur,Lunch,2
10.29,2.6,Female,No,Sun,Dinner,2
44.3,2.5,Female,Yes,Sat,Dinner,3
16.04,2.24,Male,No,Sat,Dinner,3
12.6,1.0,Male,Yes,Sat,Dinner,2
11.38,2.0,Female,No,Thur,Lunch,2
10.34,1.66,Male,No,Sun,Dinner,3
20.08,3.15,Male,No,Sat,Dinner,3
10.09,2.0,Female,Yes,Fri,Lunch,2
7.56,1.44,Male,No,Thur,Lunch,2
17.81,2.34,Male,No,Sat,Dinner,4
19.49,3.51,Male,No,Sun,Dinner,2
26.41,1.5,Female,No,Sat,Dinner,2
7.25,5.15,Male,Yes,Sun,Dinner,2
18.35,2.5,Male,No,Sat,Dinner,4
15.81,3.16,Male,Yes,Sat,Dinner,2
19.08,1.5,Male,No,Thur,Lunch,2
40.55,3.0,Male,Yes,Sun,Dinner,2
34.83,5.17,Female,No,Thur,Lunch,4
32.68,5.0,Male,Yes,Thur,Lunch,2
24.71,5.85,Male,No,Thur,Lunch,2
28.97,3.0,Male,Yes,Fri,Dinner,2
24.52,3.48,Male,No,Sun,Dinner,3
7.56,1.44,Male,No,Thur,Lunch,2
18.24,3.76,Male,No,Sat,Dinner,2
9.78,1.73,Male,No,Thur,Lunch,2
21.7,4.3,Male,No,Sat,Dinner,2
25.56,4.34,Male,No,Sun,Dinner,4
12.76,2.23,Female,Yes,Sat,Dinner,2
20.53,4.0,Male,Yes,Thur,Lunch,4
18.04,3.0,Male,No,Sun,Dinner,2
48.17,5.0,Male,No,Sun,Dinner,6
12.16,2.2,Male,Yes,Fri,Lunch,2
34.3,6.7,Male,No,Thur,Lunch,6
18.24,3.76,Male,No,Sat,Dinner,2
7.51,2.0,Male,No,Thur,Lunch,2
17.29,2.71,Male,No,Thur,Lunch,2
12.46,1.5,Male,No,Fri,Dinner,2
10.33,1.67,Female,No,Sun,Dinner,3
9.94,1.56,Male,No,Sun,Dinner,2
16.29,3.71,Male,No,Sun,Dinner,3
25.21,4.29,Male,Yes,Sat,Dinner,2
48.27,6.73,Male,No,Sat,Dinner,4
30.4,5.6,Male,No,Sun,Dinner,4
18.04,3.0,Male,No,Sun,Dinner,2
31.27,5.0,Male,No,Sat,Dinner,3
10.65,1.5,Female,No,Thur,Lunch,2
50.81,10.0,Male,Yes,Sat,Dinner,3
10.59,1.61,Female,Yes,Sat,Dinner,2
8.77,2.0,Male,No,Sun,Dinner,2
13.42,1.58,Male,Yes,Fri,Lunch,2
32.83,1.17,Male,Yes,Sat,Dinner,2
15.36,1.64,Male,Yes,Sat,Dinner,2
20.69,5.0,Male,No,Sun,Dinner,5
19.44,3.0,Male,Yes,Thur,Lunch,2
22.49,3.5,Male,No,Fri,Dinner,2
7.51,2.0,Male,No,Thur,Lunch,2
13.42,1.68,Female,No,Thur,Lunch,2
7.51,2.0,Male,No,Thur,Lunch,2
17.89,2.0,Male,Yes,Sun,Dinner,2
16.66,3.4,Male,No,Thur,Lunch,2
15.95,2.0,Male,No,Thur,Lunch,2
23.33,5.65,Male,Yes,Sun,Dinner,2
28.55,2.05,Male,No,Sun,Dinner,3
12.66,2.5,Male,No,Sun,Dinner,2
13.81,2.0,Male,No,Sun,Dinner,2
25.29,4.71,Male,No,Sun,Dinner,4
16.04,2.24,Male,No,Sat,Dinner,3
15.98,3.0,Female,No,Fri,Lunch,3
15.04,1.96,Male,No,Sun,Dinner,2
24.06,3.6,Male,No,Sat,Dinner,3
13.42,3.48,Female,Yes,Fri,Lunch,2
20.65,3.35,Male,No,Sat,Dinner,3
24.59,3.61,Female,No,Sun,Dinner,4
22.12,2.88,Female,Yes,Sat,Dinner,2
22.75,3.25,Female,No,Fri,Dinner,2
14.52,2.0,Female,No,Thur,Lunch,2
7.74,1.44,Male,Yes,Sat,Dinner,2
13.28,2.72,Male,No,Sat,Dinner,2
19.08,1.5,Male,No,Thur,Lunch,2
5.75,1.0,Female,Yes,Fri,Dinner,2
43.11,5.0,Female,Yes,Thur,Lunch,4
13.42,3.48,Female,Yes,Fri,Lunch,2
17.81,2.34,Male,No,Sat,Dinner,4
12.6,1.0,Male,Yes,Sat,Dinner,2
12.69,2.0,Male,No,Sat,Dinner,2
11.87,1.63,Female,No,Thur,Lunch,2
12.9,1.1,Female,Yes,Sat,Dinner,2
