species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,37.8,21.1,211,3545,FEMALE
Adelie,Torgersen,39.5,21.5,207,4166,
Adelie,Torgersen,37.6,18.0,221,4309,FEMALE
Adelie,Biscoe,41.5,20.3,212,4128,MALE
Adelie,Torgersen,40.2,16.5,188,3904,MALE
Adelie,Torgersen,35.0,18.6,194,3655,FEMALE
Adelie,Dream,36.2,18.0,196,3499,FEMALE
Adelie,Dream,41.0,18.6,191,3730,MALE
Adelie,Biscoe,41.8,18.5,197,3482,MALE
Adelie,Dream,40.2,17.6,195,3047,FEMALE
Adelie,Biscoe,42.8,18.9,178,3210,FEMALE
Adelie,Torgersen,36.5,16.9,205,3847,MALE
Adelie,Torgersen,36.5,16.8,208,3885,FEMALE
Adelie,Biscoe,36.7,19.0,192,3881,FEMALE
Adelie,Dream,39.0,17.0,207,3579,FEMALE
Adelie,Dream,37.3,20.0,186,4339,
Adelie,Torgersen,39.3,21.1,185,3756,MALE
Adelie,Dream,44.1,19.3,210,3490,MALE
Adelie,Torgersen,37.7,17.1,208,3850,FEMALE
Adelie,Torgersen,38.9,19.6,219,3533,FEMALE
Adelie,Dream,37.5,20.6,190,3324,FEMALE
Adelie,Dream,40.6,16.6,212,4300,FEMALE
Adelie,Dream,40.5,21.2,202,4185,MALE
Adelie,Dream,41.1,16.1,203,3722,MALE
Adelie,Dream,41.5,18.9,219,5295,FEMALE
Adelie,Biscoe,34.6,17.1,204,3817,MALE
Adelie,Torgersen,35.7,18.7,200,3579,FEMALE
Adelie,Dream,35.7,16.0,203,3881,MALE
Adelie,Torgersen,39.5,18.2,226,4065,FEMALE
Adelie,Torgersen,39.7,19.4,222,2872,FEMALE
Adelie,Dream,41.3,17.5,204,2962,
Adelie,Dream,38.9,18.5,189,3612,MALE
Adelie,Torgersen,38.1,19.2,201,3532,MALE
Adelie,Biscoe,33.5,18.8,200,4549,FEMALE
Adelie,Biscoe,36.3,18.4,202,4452,FEMALE
Adelie,Torgersen,36.0,17.0,191,3575,MALE
Adelie,Biscoe,38.8,18.5,175,3396,MALE
Adelie,Biscoe,32.1,15.9,211,3384,MALE
Adelie,Torgersen,43.1,17.8,190,3616,FEMALE
Adelie,Biscoe,39.6,20.1,200,4004,FEMALE
Adelie,Biscoe,40.9,18.7,212,3632,MALE
Adelie,Dream,42.7,18.8,212,4144,FEMALE
Adelie,Dream,37.6,21.5,179,3965,MALE
Adelie,Dream,41.3,17.2,212,3382,FEMALE
Adelie,Torgersen,39.7,18.8,198,4286,MALE
Adelie,Biscoe,39.2,20.0,215,3463,MALE
Adelie,Dream,36.6,19.0,185,3096,
Adelie,Biscoe,39.2,20.7,178,3678,MALE
Adelie,Biscoe,37.0,17.0,189,3862,FEMALE
Adelie,Dream,39.7,17.0,215,3234,MALE
Adelie,Torgersen,42.3,18.3,180,3851,FEMALE
Adelie,Torgersen,38.3,18.5,194,3598,MALE
Adelie,Torgersen,37.3,18.9,197,3287,MALE
Adelie,Biscoe,36.0,17.9,211,3337,MALE
Adelie,Torgersen,35.9,19.0,203,4001,FEMALE
Adelie,Dream,42.5,18.6,188,3419,FEMALE
Adelie,Torgersen,41.1,18.3,202,3751,FEMALE
Adelie,Torgersen,41.1,19.5,211,3789,FEMALE
Adelie,Dream,36.3,18.5,189,2852,MALE
Adelie,Torgersen,36.7,21.1,197,3658,FEMALE
Adelie,Torgersen,34.6,18.8,206,3178,FEMALE
Adelie,Biscoe,42.2,20.3,187,4174,FEMALE
Adelie,Dream,38.2,17.0,193,3965,
Adelie,Torgersen,35.7,16.8,207,3319,FEMALE
Chinstrap,Dream,49.3,18.6,201,3927,FEMALE
Chinstrap,Dream,43.2,17.3,212,3299,FEMALE
Chinstrap,Dream,50.6,20.0,229,3646,FEMALE
Chinstrap,Dream,50.9,17.8,204,3442,FEMALE
Chinstrap,Dream,47.0,17.3,202,3434,MALE
Chinstrap,Dream,45.7,19.5,203,4444,MALE
Chinstrap,Dream,45.2,20.8,172,4116,FEMALE
Chinstrap,Dream,49.0,17.3,194,3817,FEMALE
Chinstrap,Dream,52.7,19.4,198,4056,MALE
Chinstrap,Dream,51.5,19.0,216,3920,MALE
Chinstrap,Dream,42.4,17.5,207,3443,MALE
Chinstrap,Dream,51.3,18.1,222,4509,FEMALE
Chinstrap,Dream,50.8,16.6,180,3935,MALE
Chinstrap,Dream,46.7,19.0,200,3408,FEMALE
Chinstrap,Dream,51.3,19.9,177,3170,MALE
Chinstrap,Dream,46.4,18.2,218,3838,FEMALE
Chinstrap,Dream,51.0,16.6,192,3883,MALE
Chinstrap,Dream,45.2,17.9,225,3610,FEMALE
Chinstrap,Dream,50.5,19.7,198,3046,FEMALE
Chinstrap,Dream,49.8,20.0,190,4516,MALE
Chinstrap,Dream,50.7,19.0,217,3891,FEMALE
Chinstrap,Dream,46.6,16.6,208,3597,FEMALE
Chinstrap,Dream,46.8,20.3,180,3227,FEMALE
Chinstrap,Dream,49.7,19.9,202,3794,FEMALE
Chinstrap,Dream,50.9,16.6,206,3575,FEMALE
Chinstrap,Dream,42.5,17.3,206,3606,MALE
Chinstrap,Dream,53.5,18.3,212,3619,MALE
Chinstrap,Dream,45.9,17.9,194,3913,FEMALE
Chinstrap,Dream,52.0,16.7,189,3973,MALE
Chinstrap,Dream,46.1,18.2,212,3512,FEMALE
Chinstrap,Dream,50.0,18.9,172,3673,MALE
Chinstrap,Dream,49.5,17.5,172,3562,MALE
Chinstrap,Dream,58.0,17.8,192,4331,FEMALE
Chinstrap,Dream,51.9,17.0,189,4139,MALE
Chinstrap,Dream,50.1,17.9,213,3484,MALE
Chinstrap,Dream,52.2,17.8,199,3913,FEMALE
Chinstrap,Dream,49.0,18.8,215,4131,MALE
Chinstrap,Dream,50.3,18.8,210,3835,FEMALE
Chinstrap,Dream,45.7,17.0,191,3848,MALE
Chinstrap,Dream,50.8,19.9,189,3698,MALE
Chinstrap,Dream,40.9,19.8,196,3674,MALE
Chinstrap,Dream,45.5,19.6,194,3755,FEMALE
Chinstrap,Dream,45.6,17.1,209,3594,FEMALE
Chinstrap,Dream,50.2,16.8,213,3513,FEMALE
Chinstrap,Dream,49.6,18.7,191,4073,FEMALE
Chinstrap,Dream,46.4,18.1,212,4568,MALE
Chinstrap,Dream,49.2,19.5,178,4215,FEMALE
Chinstrap,Dream,52.8,19.4,192,4095,MALE
Chinstrap,Dream,51.3,18.5,191,4249,MALE
Chinstrap,Dream,52.0,17.3,201,4145,MALE
Chinstrap,Dream,46.2,18.2,189,3590,MALE
Chinstrap,Dream,46.0,18.8,194,3653,FEMALE
Chinstrap,Dream,47.5,16.5,186,3093,MALE
Chinstrap,Dream,46.9,17.9,203,3733,MALE
Chinstrap,Dream,54.2,20.7,205,3189,FEMALE
Chinstrap,Dream,46.5,19.8,211,3526,FEMALE
Chinstrap,Dream,50.2,19.5,184,4374,
Chinstrap,Dream,45.4,19.0,184,3439,MALE
Chinstrap,Dream,48.5,18.6,201,3665,MALE
Chinstrap,Dream,42.5,18.7,209,4056,FEMALE
Chinstrap,Dream,43.5,19.2,210,3883,FEMALE
Chinstrap,Dream,47.6,16.4,194,3128,FEMALE
Chinstrap,Dream,51.4,17.8,211,4209,MALE
Chinstrap,Dream,55.8,19.6,191,4113,MALE
Chinstrap,Dream,51.7,19.1,210,3551,MALE
Gentoo,Biscoe,48.7,15.7,185,4088,FEMALE
Gentoo,Biscoe,45.4,15.0,205,4981,MALE
Gentoo,Biscoe,47.5,15.5,206,5534,MALE
Gentoo,Biscoe,45.1,14.5,175,5000,MALE
Gentoo,Biscoe,45.3,13.3,180,5157,MALE
Gentoo,Biscoe,42.7,13.9,193,5117,
Gentoo,Biscoe,52.2,15.7,212,4157,MALE
Gentoo,Biscoe,48.8,14.7,203,4993,MALE
Gentoo,Biscoe,47.7,14.4,213,5495,MALE
Gentoo,Biscoe,42.8,13.8,187,4784,FEMALE
Gentoo,Biscoe,50.8,14.9,197,5673,MALE
Gentoo,Biscoe,48.4,15.0,196,5065,MALE
Gentoo,Biscoe,48.7,14.5,186,4687,FEMALE
Gentoo,Biscoe,42.6,15.8,186,4704,FEMALE
Gentoo,Biscoe,44.9,15.9,197,5672,FEMALE
Gentoo,Biscoe,46.2,14.3,214,5391,MALE
Gentoo,Biscoe,49.1,14.0,221,5147,FEMALE
Gentoo,Biscoe,52.5,15.0,193,5104,MALE
Gentoo,Biscoe,46.5,14.4,194,4901,
Gentoo,Biscoe,54.3,16.1,221,5418,MALE
Gentoo,Biscoe,48.2,16.8,190,5448,FEMALE
Gentoo,Biscoe,47.6,13.9,182,6171,FEMALE
Gentoo,Biscoe,46.6,14.8,213,5244,
Gentoo,Biscoe,55.1,14.0,218,4714,MALE
Gentoo,Biscoe,47.4,13.8,214,6082,
Gentoo,Biscoe,40.9,16.1,196,4915,FEMALE
Gentoo,Biscoe,50.2,14.2,213,5336,MALE
Gentoo,Biscoe,41.7,14.8,203,5308,MALE
Gentoo,Biscoe,49.1,13.2,202,5414,FEMALE
Gentoo,Biscoe,45.0,14.6,223,4635,MALE
Gentoo,Biscoe,48.5,13.9,220,4773,MALE
Gentoo,Biscoe,42.0,15.0,205,4283,MALE
Gentoo,Biscoe,48.4,14.1,203,5543,MALE
Gentoo,Biscoe,47.5,17.0,182,4784,
Gentoo,Biscoe,47.8,15.0,207,5140,MALE
Gentoo,Biscoe,50.0,15.6,192,4393,FEMALE
Gentoo,Biscoe,43.3,15.7,186,4776,MALE
Gentoo,Biscoe,50.8,14.2,194,5514,FEMALE
Gentoo,Biscoe,44.9,14.6,215,4821,FEMALE
Gentoo,Biscoe,46.5,14.5,193,5423,FEMALE
Gentoo,Biscoe,46.1,13.6,211,5165,FEMALE
Gentoo,Biscoe,49.6,15.3,225,5068,FEMALE
Gentoo,Biscoe,43.5,16.3,217,5043,
Gentoo,Biscoe,50.4,13.7,199,5500,MALE
Gentoo,Biscoe,51.5,13.8,213,4956,FEMALE
Gentoo,Biscoe,46.5,14.5,231,6117,FEMALE
Gentoo,Biscoe,59.6,16.0,209,4451,FEMALE
Gentoo,Biscoe,46.9,16.3,197,4651,MALE
Gentoo,Biscoe,50.5,13.7,203,5098,FEMALE
Gentoo,Biscoe,45.5,14.4,195,5466,MALE
Gentoo,Biscoe,52.1,14.2,200,4012,FEMALE
Gentoo,Biscoe,46.8,15.6,223,4846,MALE
Gentoo,Biscoe,47.2,14.5,201,5370,MALE
Gentoo,Biscoe,49.4,15.1,185,5583,MALE
Gentoo,Biscoe,46.8,13.5,195,4710,FEMALE
Gentoo,Biscoe,46.7,15.7,182,4321,FEMALE
Gentoo,Biscoe,43.4,17.3,197,3962,MALE
Gentoo,Biscoe,45.5,15.2,204,5223,MALE
Gentoo,Biscoe,46.1,13.1,204,6114,MALE
Gentoo,Biscoe,50.4,16.0,212,4849,FEMALE
Gentoo,Biscoe,48.2,16.2,205,5579,MALE
Gentoo,Biscoe,45.8,14.4,198,4861,FEMALE
Gentoo,Biscoe,45.5,13.4,201,4461,FEMALE
Gentoo,Biscoe,49.0,16.0,200,6265,FEMALE
Gentoo,Biscoe,45.8,15.6,194,4206,MALE
Gentoo,Biscoe,45.2,15.1,226,5299,MALE
Gentoo,Biscoe,50.0,15.8,207,5868,MALE
Gentoo,Biscoe,43.3,16.5,197,4904,MALE
Gentoo,Biscoe,48.4,15.2,231,4602,FEMALE
Gentoo,Biscoe,49.3,13.7,172,5183,MALE
Gentoo,Biscoe,47.5,13.7,203,4271,FEMALE
Gentoo,Biscoe,53.4,14.3,197,5812,MALE
Gentoo,Biscoe,45.1,15.3,212,4932,MALE
Gentoo,Biscoe,45.2,14.6,183,5391,MALE
Gentoo,Biscoe,49.2,14.2,208,5165,FEMALE
Gentoo,Biscoe,46.4,15.4,203,5009,FEMALE
Gentoo,Biscoe,43.2,15.9,207,5034,FEMALE
Gentoo,Biscoe,46.3,14.2,192,4897,MALE
Gentoo,Biscoe,50.0,15.0,194,4699,MALE
Gentoo,Biscoe,46.5,15.4,205,4562,MALE
Gentoo,Biscoe,49.8,15.8,190,5170,FEMALE
Gentoo,Biscoe,45.2,15.7,189,5108,FEMALE
Gentoo,Biscoe,44.4,14.8,201,5184,FEMALE
Gentoo,Biscoe,49.1,16.4,178,6300,FEMALE
Gentoo,Biscoe,46.4,14.5,231,5551,FEMALE
Gentoo,Biscoe,45.5,13.9,217,4376,MALE
Gentoo,Biscoe,49.5,15.2,207,4945,FEMALE
Gentoo,Biscoe,43.8,14.1,210,4995,MALE
Gentoo,Biscoe,45.7,15.2,194,5025,MALE
Gentoo,Biscoe,50.1,14.3,211,5388,MALE
Gentoo,Biscoe,47.2,15.3,210,5532,MALE
Gentoo,Biscoe,44.5,14.1,204,5411,MALE
Gentoo,Biscoe,50.0,15.9,208,5558,MALE
Gentoo,Biscoe,44.0,16.1,183,4257,
Gentoo,Biscoe,51.3,17.0,195,5349,FEMALE
Gentoo,Biscoe,50.7,15.0,215,4888,MALE
Gentoo,Biscoe,46.2,14.2,186,4478,FEMALE
Gentoo,Biscoe,55.9,13.5,193,5174,FEMALE
Gentoo,Biscoe,49.8,17.0,210,5056,FEMALE
Gentoo,Biscoe,48.1,15.0,193,4819,FEMALE
Gentoo,Biscoe,45.2,15.0,208,4132,FEMALE
Gentoo,Biscoe,45.3,14.6,222,5389,MALE
Gentoo,Biscoe,49.6,17.1,205,4418,FEMALE
Gentoo,Biscoe,50.5,13.7,231,4989,MALE
Gentoo,Biscoe,46.8,15.8,208,4465,FEMALE
Gentoo,Biscoe,51.1,16.2,186,4119,FEMALE
Gentoo,Biscoe,46.2,17.3,189,5498,MALE
Gentoo,Biscoe,47.3,16.3,184,5927,
Gentoo,Biscoe,51.1,15.1,201,5418,MALE
Gentoo,Biscoe,48.6,16.1,231,5087,FEMALE
Gentoo,Biscoe,43.5,15.3,206,4475,FEMALE
Gentoo,Biscoe,42.9,15.0,212,4906,FEMALE
