method,number,orbital_period,mass,distance,year
Radial Velocity,1,24.348,,19.89,1999
Radial Velocity,2,1708.0,1.92,,2002
Radial Velocity,1,439.3,0.502,60.46,2005
Radial Velocity,1,842.0,,55.1,2009
Radial Velocity,3,12.083,0.0292,,2011
Transit,2,11.6092567,,,2012
Radial Velocity,1,689.0,1.5,182.82,2011
Transit,2,13.78164,,,2014
Radial Velocity,2,406.6,1.49,,1999
Transit,1,4.086052,,380.0,2012
Transit,1,2.77596,,,2010
Radial Velocity,1,4100.0,,,2013
Transit,1,1.3600309,,93.0,2012
Transit,3,9.605085,,135.0,2012
Radial Velocity,1,3630.0,9.61,,2012
Imaging,1,7336.5,,25.0,2009
Transit,2,,,470.0,2012
Transit,2,179.612,,,2014
Radial Velocity,1,948.12,,,2011
Radial Velocity,1,1057.0,3.12,,2008
Radial Velocity,3,154.46,0.61,,2002
Radial Velocity,1,,0.95,35.0,2002
Radial Velocity,2,408.6,,68.54,2004
Transit,2,5.4122,,,2013
Radial Velocity,1,1289.0,3.0,46.93,2002
Radial Velocity,1,1319.0,,,2010
Microlensing,1,,,2300.0,2012
Transit,1,0.355,,,2013
Transit,1,2.2167421,,340.0,2012
Radial Velocity,1,443.4,2.6,138.5,2011
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,1,,,175.44,2013
Radial Velocity,2,1178.4,2.1,52.72,2006
Radial Velocity,3,,0.054,47.3,2011
Radial Velocity,3,40.114,,,2011
Radial Velocity,3,27.582,,14.56,2011
Radial Velocity,2,7.126816,1.39,19.72,1998
Imaging,1,318280.0,,7.69,2008
Radial Velocity,1,431.8,3.1,167.5,2011
Radial Velocity,2,3.097,0.52,47.92,1998
Radial Velocity,2,30.93,,,2013
Radial Velocity,1,15.609,0.0405,21.85,2005
Radial Velocity,2,1708.0,,37.16,2002
Radial Velocity,1,104.84,0.12,33.48,2011
Transit,1,2.46502,,,2014
Transit,1,1.9000693,,870.0,2011
Transit,1,3.922727,,70.0,2010
Radial Velocity,3,31.56,0.038,12.58,2006
Transit,1,,,,2011
Transit,1,4.411953,,160.0,2012
Transit,2,42.6318,,2100.0,2011
Transit,2,21.2227,,,2014
Radial Velocity,1,297.3,0.61,127.55,2007
Microlensing,1,,,,2010
Radial Velocity,3,154.46,0.61,,2002
Radial Velocity,3,31.56,,12.58,2006
Radial Velocity,2,263.3,,15.71,2010
Transit,2,0.853585,,150.0,2009
Radial Velocity,2,30.052,0.7,52.85,2009
Imaging,1,,,145.0,2010
Transit,1,,,840.0,2011
Transit,2,34.921,,,2013
Radial Velocity,3,25.6,0.024,14.97,2013
Radial Velocity,1,948.12,,38.05,2011
Radial Velocity,6,91.61,0.016,6.8,2013
Radial Velocity,2,2950.0,3.82,,2008
Radial Velocity,1,143.58,,,2005
Radial Velocity,1,2443.0,,54.92,2009
Transit,1,1.7429935,,200.0,2008
Radial Velocity,6,197.8,,12.83,2012
Radial Velocity,3,147.73,,,2006
Radial Velocity,1,875.5,9.9,,2012
Radial Velocity,2,454.2,,16.57,2002
Radial Velocity,1,141.6,,108.46,2007
Transit,1,3.922727,,70.0,2010
Transit,1,3.00516,,,2013
Transit,2,15.3348,,,2011
Transit,1,1.62843142,,,2008
Radial Velocity,1,5.8881,0.367,53.08,2013
Transit,6,10.3039,,613.0,2010
Transit,3,8.13123,,,2012
Radial Velocity,1,111.7,,14.9,2009
Transit,1,2.152226,,147.0,2007
Imaging,1,,,40.85,2006
Radial Velocity,1,675.0,,100.0,2007
Radial Velocity,1,4951.0,6.8,42.77,2012
Radial Velocity,1,387.1,1.7,168.92,2011
Transit,1,3.54387,,642.0,2012
Radial Velocity,1,325.81,,32.32,2000
Radial Velocity,2,248.4,,68.59,2013
Transit,2,88.505,,,2013
Transit,2,7.81254,,,2012
Transit,1,1.4324752,,600.0,2004
Transit,2,15.5741568,,,2012
Radial Velocity,6,16.3567,,39.39,2010
Transit,1,21.0874,,1200.0,2011
Radial Velocity,2,55.0,2.3,,2004
Transit,3,12.7204,,,2011
Eclipse Timing Variations,2,2883.5,,,2010
Transit,1,288.822,,,2011
Radial Velocity,4,66.8,0.022,6.27,2005
Transit,3,29.33434,,,2012
Transit,3,3.504725,,,2011
Radial Velocity,1,6.838,0.94,47.37,2006
Microlensing,1,,,3600.0,2013
Transit,1,2.77596,,,2010
Transit,1,3.89713,,,2011
Transit,1,3.332687,,542.0,2012
Radial Velocity,1,778.1,5.9,138.5,2011
Radial Velocity,6,20.432,,12.83,2008
Imaging,1,7336.5,,25.0,2009
Transit,1,3.161575,,,2011
Radial Velocity,1,392.6,0.91,,2011
Orbital Brightness Modulation,2,0.240104,,,2011
Transit,5,5.28696,,,2014
Radial Velocity,1,521.0,1.8,114.15,2011
Radial Velocity,1,533.0,,7.01,2010
Transit,2,13.83989,,,2012
Radial Velocity,2,3.097,,,1998
Radial Velocity,3,8.667,,12.58,2006
Radial Velocity,2,2891.0,1.502,,2003
Radial Velocity,1,431.88,2.07,,2001
Imaging,4,18000.0,,,2010
Transit,2,20.09,,,2012
Radial Velocity,1,1117.0,,56.18,2010
Transit,1,2.875317,,70.0,2010
Radial Velocity,1,763.0,2.6,,2011
Imaging,1,,,,2010
Radial Velocity,4,241.258,1.981,13.47,1999
Transit,1,2.875317,,,2010
Radial Velocity,2,520.0,2.6,164.2,2008
Transit,2,25.5169,,,2014
Radial Velocity,1,356.0,2.3,,2009
Transit,3,27.50868,,,2013
Radial Velocity,2,14.182,,28.6,2011
Radial Velocity,1,589.64,2.9,10.34,2006
Radial Velocity,3,2831.6,,47.3,2012
Transit,5,267.291,,368.0,2013
Radial Velocity,2,567.0,0.33,43.53,2009
Transit,1,289.8623,,190.0,2011
Radial Velocity,2,58.11289,,37.88,1998
Radial Velocity,2,74.72,0.05318,8.82,2011
Radial Velocity,2,2140.2,13.38,,2000
Transit,2,42.882,,,2013
Microlensing,1,,,3600.0,2013
Transit,3,1.2137672,,38.7,2011
Radial Velocity,1,324.0,2.83,37.42,2013
Transit,5,8.7522,,,2011
Transit,1,,,160.0,2012
Radial Velocity,1,269.3,,77.4,2006
Transit,6,46.6888,,,2010
Transit,1,1.2119189,,,2002
Transit,1,1.5373653,,450.0,2011
Radial Velocity,1,4.6455,,,2010
Transit,1,3.52254,,1330.0,2010
Transit,2,54.414,,,2013
Transit,2,26.444,,,2012
Transit,1,4.3050011,,400.0,2012
Transit,4,43.8445,,,2014
Transit,2,12.513,,,2012
Radial Velocity,4,643.25,,15.28,2000
Transit,1,,,450.0,2011
Imaging,1,,,,2010
Radial Velocity,2,17.1,0.057,15.89,2005
Transit,4,10.423648,,,2013
Transit,2,9.77,,,2012
Transit,1,3.54846,,,2009
Transit,3,143.34394,,1400.0,2012
Radial Velocity,1,2.391,,76.51,2009
Transit,7,7.008151,,,2013
Radial Velocity,1,17337.5,,,2009
Transit,7,7.008151,,780.0,2013
Radial Velocity,4,643.25,,15.28,2000
Radial Velocity,1,2371.0,,37.05,2008
Transit,2,191.2318,,,2013
Transit,2,5.487,,,2013
Transit,7,,,780.0,2013
Transit,5,267.291,,,2013
Transit,2,303.137,,1500.0,2012
Radial Velocity,1,325.81,3.86,32.32,2000
Transit,2,12.0717249,,,2012
Transit,1,8.884924,,1140.0,2013
Radial Velocity,1,351.5,2.5,67.39,2007
Radial Velocity,1,133.71,,,2000
Radial Velocity,1,465.1,14.3,50.18,2009
Radial Velocity,3,346.6,0.396,64.56,2007
Transit,5,6.098493,,290.0,2011
Transit,1,1.5732918,,350.0,2012
Transit,1,3.1915239,,174.0,2007
Transit,1,,,345.0,2010
Radial Velocity,1,1561.0,7.71,51.97,2003
Radial Velocity,1,2.1451,,,2012
Radial Velocity,1,373.3,2.3,121.8,2009
Radial Velocity,1,10.7085,,29.76,1999
Radial Velocity,3,4.1547,,52.83,2009
Transit,1,3.1915239,,,2007
Radial Velocity,2,13.186,,,2011
Transit,1,288.822,,1499.0,2011
Radial Velocity,1,361.1,0.9,132.8,2011
Transit,2,12.04,,,2012
Transit,1,3.35524,,396.0,2010
Radial Velocity,1,1333.0,,32.99,2007
Radial Velocity,4,4205.8,1.814,15.28,2004
Radial Velocity,3,,0.61,33.24,2002
Radial Velocity,1,380.8,1.8,,2010
Radial Velocity,1,3.3135,3.9,15.6,1996
Radial Velocity,1,1155.0,0.36,21.92,2005
Radial Velocity,1,1531.0,,37.44,2002
Transit,2,13.749,,,2013
Transit,2,13.2907,,1400.0,2011
Transit,1,2.77596,,235.0,2010
Radial Velocity,3,8.1352,,25.87,2011
Transit,2,51.538,,,2012
Radial Velocity,1,663.0,3.3,115.47,2009
Radial Velocity,1,49.77,,22.09,2009
Radial Velocity,1,1845.0,0.95,56.05,2010
Transit,2,8.306,,,2012
Imaging,1,,,52.03,2012
Transit,1,3.57532,,,2014
Radial Velocity,2,4970.0,,17.99,2010
Transit,2,8.0109434,,,2012
Transit,1,2.455239,,333.0,2011
Radial Velocity,2,110.9,0.15,59.03,2010
Radial Velocity,2,53.832,0.036,,2011
Transit,2,,,,2011
Microlensing,1,1970.0,,,2010
Radial Velocity,1,3342.0,,,2006
Radial Velocity,2,,2.1,,2006
Radial Velocity,1,672.1,11.1,289.02,2012
Orbital Brightness Modulation,2,0.342887,,1180.0,2011
Transit,2,54.414,,,2013
Transit,6,13.0241,,613.0,2010
Radial Velocity,1,1845.0,,8.77,2006
Transit,5,6.098493,,290.0,2011
Transit,1,2.691548,,322.0,2014
Radial Velocity,1,5501.0,10.39,29.2,2012
Radial Velocity,1,18.179,,,2006
Radial Velocity,2,2277.0,0.246,,2011
Pulsation Timing Variations,1,1170.0,,,2007
Transit,2,7.8773565,,,2012
Pulsation Timing Variations,1,1170.0,,,2007
Radial Velocity,1,17.24,0.0696,,2008
Orbital Brightness Modulation,2,0.342887,,1180.0,2011
Imaging,1,,,145.0,2013
Radial Velocity,3,16.546,,38.01,2011
Transit,1,4.457243,,501.0,2012
Transit,4,10.423648,,,2013
Radial Velocity,1,578.2,,,2012
Transit,2,35.736,,,2013
Radial Velocity,1,4885.0,,189.39,2009
Radial Velocity,1,594.9,7.6,,2006
Transit,2,26.723,,,2013
Radial Velocity,2,29.15,0.0379,35.89,2011
Transit,1,2.455239,,,2011
Transit,4,43.8445,,,2014
Radial Velocity,1,1075.2,6.21,32.56,1999
Radial Velocity,2,349.7,,25.64,2001
Radial Velocity,1,1214.0,,89.13,2006
Transit,1,2.3114243,,,2013
Radial Velocity,1,507.0,,149.03,2009
Transit,2,8.1453,,1200.0,2011
Radial Velocity,1,1001.7,6.86,32.56,2005
Transit,1,7.8457,,,2014
Radial Velocity,1,2.8758911,,78.86,2005
Radial Velocity,2,7.2825,,,2011
Transit,2,20.09,,,2012
Microlensing,1,,,2300.0,2012
Radial Velocity,1,121.71,1.54,,2014
Radial Velocity,2,33.823,,43.08,2011
Radial Velocity,2,7.8543,,56.92,2013
Radial Velocity,1,,0.91,8.77,2006
Transit,1,1.091423,,,2008
Radial Velocity,1,610.0,2.2,,2009
Radial Velocity,1,256.78,,38.99,1999
Eclipse Timing Variations,1,10220.0,,,2009
Transit,1,66.262,,,2014
Radial Velocity,3,559.4,,52.83,2007
Transit,2,5.487,,,2013
Radial Velocity,1,305.5,,92.51,2013
Radial Velocity,1,1.3283,18.37,,2003
Transit,2,5.9123,,,2011
Radial Velocity,1,594.9,,,2006
Transit,1,4.942782,,,2011
Transit,2,13.485,,,2012
Transit,4,3.743208,,,2013
Transit,1,1.217514,,,2012
Radial Velocity,2,2950.0,3.82,52.83,2008
Radial Velocity,2,4046.0,,38.52,2011
Radial Velocity,3,31.56,0.038,12.58,2006
Radial Velocity,2,525.8,,8.82,2011
Radial Velocity,1,4.113775,0.45,,2006
Transit,2,24.806,,,2013
Eclipse Timing Variations,2,1916.25,,,2011
Transit,3,6.2385,,,2011
Transit,1,1.4857108,,800.0,2011
Radial Velocity,1,303.0,5.25,92.51,2003
Radial Velocity,2,1008.0,,42.68,2009
Radial Velocity,1,1.3283,18.37,,2003
Transit,1,13.2406,,,2010
Transit,2,44.347,,,2013
Microlensing,1,,,4970.0,2013
Radial Velocity,1,387.1,,168.92,2011
Radial Velocity,3,3.6,0.014,16.13,2012
Radial Velocity,1,479.0,,114.55,2009
Radial Velocity,2,789.0,,,2014
Radial Velocity,1,383.7,1.16,52.8,2007
Transit,2,2.91626,,214.0,2009
Radial Velocity,1,41.397,,11.03,2010
Radial Velocity,1,528.07,13.65,31.79,2011
Transit,1,3.052401,,180.0,2010
Radial Velocity,3,147.73,1.28,52.88,2006
Radial Velocity,3,1931.0,4.05,47.3,2009
Radial Velocity,1,986.0,0.75,44.98,2006
Radial Velocity,1,,6.54,66.49,2005
Transit,1,15.7259,,,2013
Radial Velocity,2,7.126816,,19.72,1998
Orbital Brightness Modulation,1,1.54492875,,,2013
Transit,2,22.804,,,2013
Eclipse Timing Variations,2,5573.55,,500.0,2010
Transit,2,16.3850021,,,2012
Transit,2,5.487,,,2013
Microlensing,1,,,,2004
Transit,3,5.398763,,,2012
Transit,1,289.8623,,190.0,2011
Microlensing,1,,,2800.0,2012
Transit,1,288.822,,1499.0,2011
Transit,3,6.88705,,,2014
Radial Velocity,2,226.93,0.1872,32.58,2008
Radial Velocity,2,3.93,0.017,,2009
Radial Velocity,2,820.3,,,2014
Radial Velocity,2,430.0,5.0,121.36,2002
Transit,1,3.352057,,3200.0,2012
Radial Velocity,1,572.38,7.75,41.95,1999
Radial Velocity,1,1290.0,,67.02,2009
Radial Velocity,1,323.6,2.7,134.95,2008
Radial Velocity,1,2371.0,,37.05,2008
Radial Velocity,2,1155.7,,,2012
Eclipse Timing Variations,2,5840.0,,,2011
Transit,5,6.098493,,290.0,2011
Eclipse Timing Variations,2,1916.25,,,2011
Radial Velocity,1,436.9,1.8,,2011
Imaging,1,,,,2004
Transit,2,88.505,,,2013
Radial Velocity,1,1845.0,,,2010
Transit,1,3.7224747,,121.7,2008
Microlensing,1,,,,2010
Transit,4,13.5708,,,2014
Radial Velocity,3,6.673855,,52.88,2005
Radial Velocity,2,1275.0,,38.52,2011
Radial Velocity,4,,,15.28,2006
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,2,1657.0,0.71,15.71,2010
Radial Velocity,3,51.645,1.8,64.56,2003
Radial Velocity,3,35.37,,16.13,2012
Transit,5,41.02902,,,2011
Radial Velocity,1,663.0,3.3,115.47,2009
Transit,1,,,840.0,2011
Radial Velocity,1,2371.0,25.0,,2008
Radial Velocity,2,692.0,1.894,15.1,2007
Radial Velocity,1,26.73,,,2006
Transit,1,4.465633,,,2012
Transit,1,4.411953,,,2012
Transit,2,12.513,,,2012
Transit,3,39.792187,,66.0,2013
Transit,1,,,1499.0,2011
Radial Velocity,2,931.0,,66.89,2013
Radial Velocity,2,188.9,2.25,94.61,2002
Radial Velocity,1,1973.0,,,2005
Radial Velocity,2,13.186,,42.52,2011
Microlensing,1,,,2800.0,2012
Transit,3,9.605085,,135.0,2012
Radial Velocity,1,1035.7,0.79,32.83,2011
Transit,2,54.414,,,2013
Radial Velocity,1,157.54,3.04,117.37,2009
Transit,1,2.810595,,193.0,2011
Transit,2,2.42629,,,2014
Radial Velocity,1,777.0,,53.28,2009
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,1,423.841,,18.24,2000
Radial Velocity,1,62.218,0.229,11.11,2003
Radial Velocity,1,3668.0,4.01,46.51,2006
Radial Velocity,1,1251.0,,31.12,2007
Transit,2,10.5016,,,2012
Radial Velocity,2,58.11289,8.02,37.88,1998
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,2,17.054,0.087,17.99,2004
Transit,1,3.1186009,,,2009
Eclipse Timing Variations,2,5573.55,,,2010
Imaging,1,,,52.4,2004
Transit,5,22.7802,,,2012
Radial Velocity,2,692.0,,15.1,2007
Transit,1,2.4238039,,,2011
Transit,5,13.17562,,,2011
Transit,1,9.4341505,,200.0,2013
Transit,2,24.806,,,2013
Transit,5,6.098493,,290.0,2011
Radial Velocity,1,1773.4,,,2002
Transit,3,1.592851,,650.0,2010
Eclipse Timing Variations,2,3321.0,,,2008
Transit,5,0.74296,,303.0,2012
Transit,1,,,,2014
Radial Velocity,2,1275.0,1.11,,2011
Transit,5,0.74296,,303.0,2012
Microlensing,1,2780.0,,,2011
Transit,2,15.3348,,,2011
Radial Velocity,2,1155.7,,,2012
Radial Velocity,1,6.838,,,2006
Radial Velocity,1,10.7085,1.04,,1999
Radial Velocity,3,9.3743,0.0238,26.15,2008
Transit,1,3.922727,,70.0,2010
Radial Velocity,3,14002.0,,14.08,2009
Imaging,1,,,11.43,2010
Transit,2,15.3348,,,2011
Radial Velocity,1,387.1,,,2011
Radial Velocity,1,2819.654,9.17,54.71,2002
Transit,2,2.58664,,,2014
Radial Velocity,2,2140.2,,42.43,2000
Radial Velocity,1,963.0,2.54,43.03,2004
Radial Velocity,1,330.0,,,2011
Radial Velocity,3,51.284,0.0498,38.01,2011
Radial Velocity,1,2502.0,,3.22,2000
Radial Velocity,2,607.06,7.4634,25.7,2008
Radial Velocity,1,14.275,0.0316,17.72,2011
Radial Velocity,2,14.182,,28.6,2011
Radial Velocity,1,1.3283,18.37,43.03,2003
Transit,1,1.3600309,,,2012
Transit,2,21.2227,,,2014
Radial Velocity,1,4.230785,0.472,15.36,1995
Radial Velocity,1,1027.0,,53.05,2009
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,1,711.0,,66.49,2005
Radial Velocity,1,1035.7,,32.83,2011
Imaging,1,,,,2004
Transit,1,2.4238039,,,2011
Transit,1,3.35524,,396.0,2010
Radial Velocity,1,3999.0,,50.45,2011
Radial Velocity,1,3.51,,28.94,1999
Transit,1,282.5255,,,2013
Transit,1,17.833648,,132.0,2013
Radial Velocity,2,255.87,17.4,46.34,2002
Transit,1,3.9791,,,2007
Radial Velocity,1,,,17.43,1997
Transit,3,35.3331,,,2014
Transit,1,1.2119189,,,2002
Radial Velocity,6,4.3123,0.0126,,2008
Radial Velocity,1,1214.0,,89.13,2006
Transit,2,5.487,,,2013
Radial Velocity,2,,,68.59,2013
Radial Velocity,2,3000.0,,,2014
Transit,1,,,,2012
Radial Velocity,1,3.33714,,25.2,2012
Transit,2,12.2829,,,2011
Transit,2,5.9123,,,2011
Transit,1,1.4324752,,600.0,2004
Transit,4,9.6739283,,,2012
Transit,2,10.3376,,,2011
Radial Velocity,1,533.0,,7.01,2010
Radial Velocity,3,51.645,1.8,64.56,2003
Radial Velocity,3,1931.0,4.05,47.3,2009
Transit,2,,,,2011
Transit,1,131.458,,,2011
Radial Velocity,2,692.0,,,2007
Transit,1,2.691548,,,2014
Radial Velocity,3,32.03,,25.87,2011
Transit,2,88.505,,,2013
Transit,7,331.60059,,780.0,2013
Radial Velocity,1,123.0,0.45,43.99,2004
Radial Velocity,2,3452.0,2.58,68.54,2014
Transit,2,12.883,,,2012
Radial Velocity,3,154.46,,,2002
Radial Velocity,6,122.72,,39.39,2010
Radial Velocity,2,46.025,0.0318,42.52,2011
Transit,1,1.33823187,,300.0,2007
Radial Velocity,2,1353.6,0.35061,37.84,2008
Radial Velocity,2,8.1256,,,2011
Transit,1,4.954658,,140.0,2008
Radial Velocity,1,1279.0,4.9,,2002
Radial Velocity,2,345.72,1.42,44.8,2009
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,6,602.0,,39.39,2010
Radial Velocity,1,420.77,,,2007
Transit,1,2.785755,,,2011
Microlensing,1,,,,2004
Pulsar Timing,1,0.09070629,,1200.0,2011
Radial Velocity,3,2295.0,0.683,33.24,2002
Transit,5,2.896,,303.0,2012
Radial Velocity,1,3342.0,0.947,,2006
Transit,1,4.0161,,,2004
Transit,1,,,460.0,2009
Transit,1,8.884924,,1140.0,2013
Imaging,1,,,,2013
Transit,2,35.736,,,2013
Radial Velocity,1,6.1335,,,2005
Transit,1,2.691548,,322.0,2014
Radial Velocity,1,2.64385,,10.23,2004
Radial Velocity,3,123.01,0.072,8.52,2009
Radial Velocity,1,890.76,,,2004
Radial Velocity,2,1945.0,0.622,33.98,2005
Transit Timing Variations,2,160.0,,2119.0,2011
Transit,1,3.90512,,800.0,2010
Transit,2,5.487,,,2013
Imaging,1,6000.0,,,2008
Radial Velocity,2,127.58,5.9,164.2,2008
Transit,1,4.61442,,225.0,2012
Transit,1,3.0763776,,230.0,2008
Radial Velocity,1,2496.0,1.65,55.01,2009
Transit,7,8.719375,,780.0,2013
Radial Velocity,2,379.1,,94.61,2005
Transit,1,4.4379637,,600.0,2011
Transit,1,4.2,,8500.0,2006
Transit,2,,,,2013
Transit,1,3.7224747,,121.7,2008
Imaging,1,,,18.39,2006
Radial Velocity,1,136.75,,,2007
Radial Velocity,1,62.218,,11.11,2003
Radial Velocity,2,237.6,,42.09,2009
Pulsar Timing,3,,,,1992
Radial Velocity,1,407.15,,15.56,2011
Radial Velocity,1,851.8,,,2007
Radial Velocity,2,379.1,,94.61,2005
Radial Velocity,1,6.403,,43.12,2002
Transit,1,3.6936411,,200.0,2012
Radial Velocity,3,,,26.91,2011
Transit,4,54.32031,,,2013
Transit,3,27.50868,,,2013
Radial Velocity,1,499.4,,,2008
Radial Velocity,1,842.0,0.75,,2009
Transit,1,3.161575,,,2011
Radial Velocity,1,1845.0,0.95,56.05,2010
Transit,1,3.1915239,,174.0,2007
Radial Velocity,1,912.0,,121.07,2011
Radial Velocity,1,499.4,2.73,51.87,2008
Transit,1,3.9791,,,2007
Radial Velocity,1,3.4442,,,2005
Transit,5,0.74296,,303.0,2012
Transit,3,35.3331,,,2014
Transit,1,8.886593,,,2009
Radial Velocity,1,2209.0,,45.23,2012
Transit,3,8.9193459,,,2012
Radial Velocity,1,104.84,,33.48,2011
Radial Velocity,1,417.9,,70.42,2012
Radial Velocity,1,8.7836,0.0265,9.42,2008
Radial Velocity,1,1695.0,,,2009
Imaging,1,,,11.43,2010
Transit,1,1.689868,,2500.0,2004
Radial Velocity,2,13.186,0.0263,42.52,2011
Transit,2,36.855,,,2013
Radial Velocity,1,835.477,,97.66,2009
Radial Velocity,1,6.1335,,,2005
Transit,3,45.154,,,2012
Radial Velocity,2,226.93,,32.58,2008
Radial Velocity,2,125.94,,20.1,2013
Imaging,1,4639.15,,12.21,2009
Radial Velocity,2,3.93,,43.53,2009
Radial Velocity,1,2.817822,,35.8,2005
Transit,1,3.577469,,343.0,2010
Eclipse Timing Variations,1,10220.0,6.05,,2009
Transit,2,10.95416,,339.0,2013
Microlensing,1,2780.0,,,2011
Transit,1,1.796,,8500.0,2006
Radial Velocity,3,1078.0,2.53,14.08,1996
Radial Velocity,4,3848.86,1.059,13.47,2010
Microlensing,1,,,,2009
Radial Velocity,2,29.15,0.0379,35.89,2011
Radial Velocity,2,1314.0,,69.44,2010
Radial Velocity,2,110.9,0.15,59.03,2010
Transit,1,7.340718,,1330.0,2013
Transit,2,191.2318,,,2013
Radial Velocity,1,6.403,,43.12,2002
Radial Velocity,2,170.455,0.82,53.82,2008
Transit,2,13.78164,,,2014
Microlensing,1,,,2800.0,2012
Radial Velocity,2,46.025,,42.52,2011
Radial Velocity,1,,,289.02,2012
Radial Velocity,5,14.651,,,1996
Transit,1,3.0763776,,230.0,2008
Radial Velocity,1,714.3,10.6,,2007
Transit,1,4.3050011,,400.0,2012
Radial Velocity,1,418.2,2.51,80.58,2007
Radial Velocity,2,5584.0,3.4,90.0,2010
Radial Velocity,1,1951.0,,,2008
Transit,2,4.72674,,,2014
Transit,1,7.340718,,1330.0,2013
Microlensing,2,5100.0,,,2008
Radial Velocity,1,578.2,,,2012
Transit,1,7.919585,,125.0,2012
Radial Velocity,1,1475.0,,72.57,2009
Radial Velocity,1,677.8,19.8,,2007
Transit,1,1.4857108,,800.0,2011
Radial Velocity,1,1290.0,7.8,,2009
Radial Velocity,2,191.99,,38.64,2011
Radial Velocity,1,282.4,0.48,51.81,2010
Microlensing,1,,,7560.0,2013
Radial Velocity,3,603.0,,14.97,2013
Transit,1,2.615864,,,2007
Radial Velocity,6,,,39.39,2010
Radial Velocity,1,15.609,,,2005
Radial Velocity,1,990.0,4.4,59.84,2009
Radial Velocity,1,269.3,7.1,77.4,2006
Transit,4,6.16486,,,2014
Transit,1,3.54387,,642.0,2012
Transit,5,22.7802,,303.0,2012
Radial Velocity,1,331.5,,,2009
Radial Velocity,2,349.7,,,2001
Transit,1,4.03519,,1060.0,2010
Imaging,1,10037.5,,23.1,2011
Radial Velocity,2,2500.0,7.0,121.36,2008
Transit,1,3.024095,,1950.0,2011
Transit Timing Variations,2,57.011,,855.0,2012
Transit,2,,,,2012
Transit,2,10.416,,,2013
Microlensing,1,,,,2008
Radial Velocity,1,1096.2,0.168,29.55,2011
Transit,1,3.0763776,,230.0,2008
Transit,1,3.94150685,,172.0,2006
Radial Velocity,2,2891.0,1.502,,2003
Radial Velocity,1,1114.0,0.95,35.0,2002
Transit,2,7.8773565,,,2012
Radial Velocity,2,110.9,,59.03,2010
Radial Velocity,1,361.1,,132.8,2011
Radial Velocity,2,6005.0,,,2012
Transit,1,2.3114243,,310.0,2013
Transit,1,3.056536,,314.0,2007
Transit,1,2.7817387,,170.0,2012
Transit,2,11.776,,,2013
Radial Velocity,4,5.36874,0.049,6.27,2005
Radial Velocity,2,621.99,,,2009
Radial Velocity,1,380.8,,20.21,2010
Radial Velocity,1,70.46,0.3,30.5,2005
Eclipse Timing Variations,1,2900.0,,,2011
Radial Velocity,1,2443.0,2.54,54.92,2009
Transit,1,4.8878162,,38.0,2008
