Jennifer Kale (Earth-616)	\\/Jennifer_Kale_(Earth-616)	Dec-72	Blond Hair	Blue Eyes	Bisexual Characters	Secret Identity	Female Characters	Good Characters	Deceased Characters
Brandon Sharpe (Earth-616)	\\/Brandon_Sharpe_(Earth-616)	Aug-10	Black Hair	Brown Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Living Characters
Max Modell (Earth-616)	\\/Max_Modell_(Earth-616)	Jan-11	Red Hair	Blue Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Living Characters
Phyla-Vell (Earth-616)	\\/Phyla-Vell_(Earth-616)	Jan-04	White Hair	Blue Eyes	Homosexual Characters	Public Identity	Female Characters	Good Characters	Deceased Characters
Deidre Wentworth (Earth-616)	\\/Deidre_Wentworth_(Earth-616)	Jul-91	Black Hair	Blue Eyes	Homosexual Characters	Secret Identity	Female Characters	Bad Characters	Living Characters
Jonas Graymalkin (Earth-616)	\\/Jonas_Graymalkin_(Earth-616)	Jun-08	No Hair	White Eyes	Homosexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
Myles Alfred (Earth-616)	\\/Myles_Alfred_(Earth-616)	Aug-01	Brown Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Deceased Characters
Miranda Leevald (Earth-616)	\\/Miranda_Leevald_(Earth-616)	Dec-01	Black Hair	Green Eyes	Bisexual Characters	Public Identity	Female Characters	Neutral Characters	Living Characters
Sybil Dvorak (Earth-616)	\\/Sybil_Dvorak_(Earth-616)	Jan-79	Brown Hair	Brown Eyes	Bisexual Characters	Secret Identity	Female Characters	Bad Characters	Living Characters
Benjamin Deeds (Earth-616)	\\/Benjamin_Deeds_(Earth-616)	Feb-13	Brown Hair	Brown Eyes	Homosexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
Val Ventura (Earth-616)	\\/Val_Ventura_(Earth-616)	Jul-89	Brown Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
Amy Chen (Earth-616)	\\/Amy_Chen_(Earth-616)	Jul-92	Black Hair	Black Eyes	Homosexual Characters	Secret Identity	Female Characters	Neutral Characters	Living Characters
Xavin (Earth-616)	\\/Xavin_(Earth-616)	Oct-05	Brown Hair	Brown Eyes	Genderfluid Characters	Secret Identity	Genderfluid Characters	Good Characters	Living Characters
Sinclair Abbott (Earth-616)	\\/Sinclair_Abbott_(Earth-616)	Feb-06	Blond Hair	Blue Eyes	Bisexual Characters	Secret Identity	Male Characters	Bad Characters	Deceased Characters
Timothy Cababa (Earth-616)	\\/Timothy_Cababa_(Earth-616)	Sep-10	Black Hair	Hazel Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
Cullen Bloodstone (Earth-616)	\\/Cullen_Bloodstone_(Earth-616)	Feb-13	Blond Hair	Green Eyes	Homosexual Characters	No Dual Identity	Male Characters	Neutral Characters	Living Characters
Kyle Jinadu (Earth-616)	\\/Kyle_Jinadu_(Earth-616)	Jun-09	Black Hair	Brown Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Living Characters
Janice Lincoln (Earth-616)	\\/Janice_Lincoln_(Earth-616)	Aug-10	Black Hair	Black Eyes	Bisexual Characters	Secret Identity	Female Characters	Neutral Characters	Living Characters
Wally Layton (Earth-616)	\\/Wally_Layton_(Earth-616)	Mar-12	Brown Hair	Grey Eyes	Homosexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
Heidi Sladkin (Earth-616)	\\/Heidi_Sladkin_(Earth-616)	Sep-95	No Hair	Red Eyes	Homosexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
Donald Meland (Earth-616)	\\/Donald_Meland_(Earth-616)	Mar-12	Reddish Blond Hair	Hazel Eyes	Homosexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
Arnold Astrovik (Earth-616)	\\/Arnold_Astrovik_(Earth-616)	Jul-75	Brown Hair	Hazel Eyes	Homosexual Characters	No Dual Identity	Male Characters	Neutral Characters	Deceased Characters
Alana Jobson (Earth-616)	\\/Alana_Jobson_(Earth-616)	Feb-08	Brown Hair	Green Eyes	Homosexual Characters	Secret Identity	Female Characters	Good Characters	Deceased Characters
Hector Baez (Earth-616)	\\/Hector_Baez_(Earth-616)	Mar-12	Brown Hair	Brown Eyes	Homosexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
Annabelle Riggs (Earth-616)	\\/Annabelle_Riggs_(Earth-616)	Apr-13	Brown Hair	Blue Eyes	Homosexual Characters	Public Identity	Female Characters	Good Characters	Living Characters
Charlie Cluster-7 (Cluster) (Earth-616)	\\/Charlie_Cluster-7_(Cluster)_(Earth-616)	Feb-13	Black Hair	Blue Eyes	Bisexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
Curtis Doyle (Earth-616)	\\/Curtis_Doyle_(Earth-616)	Jul-06	Blond Hair	Black Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Deceased Characters
Aundray Phelps (Earth-616)	\\/Aundray_Phelps_(Earth-616)	Dec-91	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
Luna DePaula (Earth-616)	\\/Luna_DePaula_(Earth-616)	Jan-04	Brown Hair	Brown Eyes	Homosexual Characters	Public Identity	Female Characters	Good Characters	Living Characters
Christian Frost (Earth-616)	\\/Christian_Frost_(Earth-616)	Jun-03	Blond Hair	Blue Eyes	Homosexual Characters	Secret Identity	Male Characters	Neutral Characters	Living Characters
Marcus Roston (Earth-616)	\\/Marcus_Roston_(Earth-616)	Aug-11	Black Hair	Green Eyes	Homosexual Characters	Secret Identity	Male Characters	Bad Characters	Living Characters
Catastrophe Jen (Earth-616)	\\/Catastrophe_Jen_(Earth-616)	May-03	Brown Hair	Brown Eyes	Homosexual Characters	Public Identity	Female Characters	Bad Characters	Living Characters
Rococo (Earth-616)	\\/Rococo_(Earth-616)	May-11	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Female Characters	Bad Characters	Living Characters
Mickey Tork (Earth-616)	\\/Mickey_Tork_(Earth-616)	Aug-01	Variable Hair	White Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Deceased Characters
Renata Da Lima (Earth-616)	\\/Renata_Da_Lima_(Earth-616)	Jul-02	Brown Hair	Brown Eyes	Homosexual Characters	Public Identity	Female Characters	Good Characters	Living Characters
Xi'an Coy Manh (Earth-616)	\\/Xi%27an_Coy_Manh_(Earth-616)	Dec-80	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
Jazinda Kl'rt-Spawn (Earth-616)	\\/Jazinda_Kl%27rt-Spawn_(Earth-616)	Dec-07	Black Hair	Green Eyes	Homosexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
Aimee (Clint Barton's neighbor) (Earth-616)	\\/Aimee_(Clint_Barton%27s_neighbor)_(Earth-616)	Oct-12	Pink Hair	Black Eyes	Homosexual Characters	No Dual Identity	Female Characters	Good Characters	Living Characters
