Date,Extent
1980-06-13,12.824
1980-06-14,4.688
1980-06-15,13.677
1980-06-16,12.179
1980-06-17,4.977
1980-06-18,10.336
1980-06-19,5.89
1980-06-20,10.277
1980-06-21,3.978
1980-06-22,11.775
1980-06-23,9.295
1980-06-24,5.167
1980-06-25,6.555
1980-06-26,16.064
1980-06-27,13.147
1980-06-28,14.319
1980-06-29,5.904
1980-06-30,13.007
1980-07-01,6.267
1980-07-02,3.703
1980-07-03,8.773
1980-07-04,10.963
1980-07-05,12.328
1980-07-06,6.503
1980-07-07,11.216
1980-07-08,15.712
1980-07-09,13.014
1980-07-10,7.661
1980-07-11,11.598
1980-07-12,11.35
1980-07-13,5.767
1980-07-14,11.682
1980-07-15,6.589
1980-07-16,13.694
1980-07-17,6.065
1980-07-18,5.636
1980-07-19,15.7
1980-07-20,5.354
1980-07-21,11.319
1980-07-22,5.747
1980-07-23,5.371
1980-07-24,9.214
1980-07-25,9.993
1980-07-26,7.443
1980-07-27,4.238
1980-07-28,5.961
1980-07-29,5.636
1980-07-30,4.013
1980-07-31,7.483
1980-08-01,6.229
1980-08-02,14.35
1980-08-03,14.405
1980-08-04,7.009
1980-08-05,5.006
1980-08-06,9.086
1980-08-07,4.915
1980-08-08,13.37
1980-08-09,12.031
1980-08-10,10.038
1980-08-11,15.099
1980-08-12,4.569
1980-08-13,7.548
1980-08-14,10.141
1980-08-15,8.149
1980-08-16,3.502
1980-08-17,6.031
1980-08-18,15.998
1980-08-19,10.892
1980-08-20,13.225
1980-08-21,8.163
1980-08-22,9.774
1980-08-23,12.65
1980-08-24,6.408
1980-08-25,15.328
1980-08-26,9.123
1980-08-27,4.29
1980-08-28,10.779
1980-08-29,10.713
1980-08-30,6.47
1980-08-31,7.495
1980-09-01,15.911
1980-09-02,12.169
1980-09-03,8.738
1980-09-04,10.722
1980-09-05,5.273
1980-09-06,13.853
1980-09-07,6.764
1980-09-08,11.149
1980-09-09,10.74
1980-09-10,7.064
1980-09-11,10.461
1980-09-12,15.107
1980-09-13,7.823
1980-09-14,14.484
1980-09-15,7.403
1980-09-16,12.837
1980-09-17,4.207
1980-09-18,10.118
1980-09-19,15.491
1980-09-20,11.183
1980-09-21,15.118
1980-09-22,12.838
1980-09-23,5.265
1980-09-24,4.516
1980-09-25,14.203
1980-09-26,4.134
1980-09-27,13.522
1980-09-28,11.49
1980-09-29,11.822
1980-09-30,8.788
1980-10-01,8.442
1980-10-02,10.856
1980-10-03,14.597
1980-10-04,3.818
1980-10-05,9.381
1980-10-06,4.674
1980-10-07,15.975
1980-10-08,3.594
1980-10-09,7.943
1980-10-10,12.394
1980-10-11,3.502
1980-10-12,4.553
1980-10-13,14.577
1980-10-14,8.363
1980-10-15,6.678
1980-10-16,15.789
1980-10-17,15.321
1980-10-18,14.185
1980-10-19,12.893
1980-10-20,12.854
1980-10-21,15.202
1980-10-22,15.269
1980-10-23,10.174
1980-10-24,15.181
1980-10-25,10.034
1980-10-26,7.507
1980-10-27,6.676
1980-10-28,3.436
1980-10-29,6.411
1980-10-30,15.717
1980-10-31,5.008
1980-11-01,14.188
1980-11-02,9.473
1980-11-03,12.007
1980-11-04,3.554
1980-11-05,15.125
1980-11-06,8.039
1980-11-07,6.654
1980-11-08,6.352
1980-11-09,3.517
1980-11-10,12.806
1980-11-11,12.491
1980-11-12,9.294
1980-11-13,4.422
1980-11-14,13.715
1980-11-15,11.267
1980-11-16,11.645
1980-11-17,7.954
1980-11-18,6.137
1980-11-19,4.642
1980-11-20,13.152
1980-11-21,11.985
1980-11-22,9.017
1980-11-23,15.988
1980-11-24,14.891
1980-11-25,6.014
1980-11-26,5.121
1980-11-27,3.578
1980-11-28,9.908
1980-11-29,12.599
1980-11-30,12.008
1980-12-01,11.545
1980-12-02,7.538
1980-12-03,8.097
1980-12-04,11.69
1980-12-05,4.611
1980-12-06,13.922
1980-12-07,15.4
1980-12-08,8.795
1980-12-09,13.55
1980-12-10,5.496
1980-12-11,4.722
1980-12-12,5.173
1980-12-13,7.962
1980-12-14,9.584
1980-12-15,10.294
1980-12-16,7.251
1980-12-17,5.168
1980-12-18,10.773
1980-12-19,9.308
1980-12-20,13.484
1980-12-21,8.424
1980-12-22,13.779
1980-12-23,8.106
1980-12-24,16.345
1980-12-25,3.984
1980-12-26,12.004
1980-12-27,6.432
1980-12-28,12.302
1980-12-29,11.889
1980-12-30,9.522
1980-12-31,12.146
1981-01-01,14.692
1981-01-02,9.065
1981-01-03,13.786
1981-01-04,11.872
1981-01-05,12.36
1981-01-06,13.638
1981-01-07,9.411
1981-01-08,3.839
1981-01-09,3.894
1981-01-10,6.317
1981-01-11,13.991
1981-01-12,3.484
1981-01-13,13.065
1981-01-14,5.535
1981-01-15,9.674
1981-01-16,8.947
1981-01-17,14.589
1981-01-18,5.464
1981-01-19,15.678
1981-01-20,4.087
1981-01-21,4.334
1981-01-22,6.889
1981-01-23,8.376
1981-01-24,5.882
1981-01-25,5.203
1981-01-26,13.685
1981-01-27,13.057
1981-01-28,12.567
1981-01-29,11.748
1981-01-30,3.389
1981-01-31,4.292
1981-02-01,15.78
1981-02-02,8.145
1981-02-03,12.302
1981-02-04,13.439
1981-02-05,4.375
1981-02-06,10.219
1981-02-07,14.044
1981-02-08,14.714
1981-02-09,5.967
1981-02-10,9.948
1981-02-11,5.986
1981-02-12,13.319
1981-02-13,14.18
1981-02-14,3.556
1981-02-15,15.938
1981-02-16,9.005
1981-02-17,5.737
1981-02-18,11.556
1981-02-19,11.801
1981-02-20,9.411
1981-02-21,12.954
1981-02-22,3.457
1981-02-23,10.76
1981-02-24,10.021
1981-02-25,10.036
1981-02-26,7.762
1981-02-27,12.075
1981-02-28,4.91
1981-03-01,15.624
1981-03-02,14.071
1981-03-03,8.684
1981-03-04,11.484
1981-03-05,6.425
1981-03-06,14.048
1981-03-07,7.642
1981-03-08,6.979
1981-03-09,8.741
1981-03-10,6.845
1981-03-11,15.06
1981-03-12,15.912
1981-03-13,10.327
1981-03-14,15.666
1981-03-15,11.91
1981-03-16,7.249
1981-03-17,12.391
1981-03-18,5.084
1981-03-19,4.846
1981-03-20,16.034
1981-03-21,9.667
1981-03-22,6.343
1981-03-23,11.864
1981-03-24,15.572
1981-03-25,12.596
1981-03-26,15.513
1981-03-27,10.786
1981-03-28,14.719
1981-03-29,5.372
1981-03-30,10.529
1981-03-31,4.655
1981-04-01,11.863
1981-04-02,14.607
1981-04-03,7.266
1981-04-04,13.667
1981-04-05,12.905
1981-04-06,15.962
1981-04-07,9.033
1981-04-08,16.156
1981-04-09,12.234
1981-04-10,16.275
1981-04-11,15.81
1981-04-12,11.783
1981-04-13,4.778
1981-04-14,14.104
1981-04-15,8.339
1981-04-16,14.99
1981-04-17,7.167
1981-04-18,10.822
1981-04-19,6.484
1981-04-20,10.171
1981-04-21,15.818
1981-04-22,12.556
1981-04-23,7.742
1981-04-24,12.037
1981-04-25,14.735
1981-04-26,11.527
1981-04-27,4.934
1981-04-28,11.798
1981-04-29,11.737
1981-04-30,14.731
1981-05-01,9.948
1981-05-02,9.999
1981-05-03,15.289
1981-05-04,6.133
1981-05-05,10.505
1981-05-06,7.986
1981-05-07,10.631
1981-05-08,5.129
1981-05-09,16.248
1981-05-10,11.595
1981-05-11,13.364
1981-05-12,7.725
1981-05-13,8.204
1981-05-14,5.308
1981-05-15,11.731
1981-05-16,10.545
1981-05-17,8.158
1981-05-18,9.612
1981-05-19,14.728
1981-05-20,16.242
1981-05-21,13.138
1981-05-22,11.201
1981-05-23,5.036
1981-05-24,8.802
1981-05-25,10.078
1981-05-26,5.448
1981-05-27,15.758
1981-05-28,12.274
1981-05-29,6.591
1981-05-30,9.093
1981-05-31,14.066
1981-06-01,6.122
1981-06-02,4.896
1981-06-03,9.564
1981-06-04,10.154
1981-06-05,4.608
1981-06-06,11.877
1981-06-07,10.953
1981-06-08,13.525
1981-06-09,14.022
1981-06-10,8.71
1981-06-11,15.859
1981-06-12,13.244
1981-06-13,8.014
1981-06-14,5.575
1981-06-15,14.934
1981-06-16,4.401
1981-06-17,15.216
1981-06-18,8.952
1981-06-19,10.535
1981-06-20,14.422
1981-06-21,13.719
1981-06-22,12.787
1981-06-23,15.641
1981-06-24,7.203
1981-06-25,11.257
1981-06-26,11.348
1981-06-27,13.299
1981-06-28,9.279
1981-06-29,6.883
1981-06-30,13.764
1981-07-01,13.623
1981-07-02,4.718
1981-07-03,12.633
1981-07-04,12.574
1981-07-05,3.379
1981-07-06,9.203
1981-07-07,14.906
1981-07-08,14.767
1981-07-09,3.567
1981-07-10,6.322
1981-07-11,12.513
1981-07-12,7.973
1981-07-13,5.496
1981-07-14,9.446
1981-07-15,3.538
1981-07-16,13.737
1981-07-17,14.097
1981-07-18,6.394
1981-07-19,10.473
1981-07-20,4.186
1981-07-21,12.424
1981-07-22,16.015
1981-07-23,9.452
1981-07-24,16.034
1981-07-25,6.941
1981-07-26,10.926
1981-07-27,12.216
1981-07-28,12.229
1981-07-29,13.655
1981-07-30,13.829
1981-07-31,6.934
1981-08-01,14.555
1981-08-02,4.308
1981-08-03,6.349
1981-08-04,6.878
1981-08-05,8.789
1981-08-06,4.673
1981-08-07,13.852
1981-08-08,9.389
1981-08-09,12.424
1981-08-10,10.49
1981-08-11,15.239
1981-08-12,6.876
1981-08-13,13.4
1981-08-14,7.971
1981-08-15,4.378
1981-08-16,4.367
1981-08-17,8.406
1981-08-18,5.414
1981-08-19,16.076
1981-08-20,9.151
1981-08-21,13.73
1981-08-22,11.421
1981-08-23,10.205
1981-08-24,4.018
1981-08-25,16.232
1981-08-26,11.258
1981-08-27,14.069
1981-08-28,16.372
1981-08-29,13.364
1981-08-30,7.5
1981-08-31,7.625
1981-09-01,9.543
1981-09-02,12.617
1981-09-03,8.011
1981-09-04,11.577
1981-09-05,7.286
1981-09-06,15.85
1981-09-07,5.482
1981-09-08,6.419
1981-09-09,5.219
1981-09-10,11.44
1981-09-11,8.69
1981-09-12,6.791
1981-09-13,12.894
1981-09-14,14.769
1981-09-15,16.253
1981-09-16,3.703
1981-09-17,16.351
1981-09-18,4.78
1981-09-19,15.288
1981-09-20,14.85
1981-09-21,15.697
1981-09-22,7.77
1981-09-23,14.409
1981-09-24,8.605
1981-09-25,12.057
1981-09-26,7.707
1981-09-27,14.733
1981-09-28,5.787
1981-09-29,15.821
1981-09-30,5.346
1981-10-01,11.037
1981-10-02,13.731
1981-10-03,7.168
1981-10-04,12.894
1981-10-05,14.927
1981-10-06,13.204
1981-10-07,12.7
1981-10-08,10.634
1981-10-09,8.813
1981-10-10,8.902
1981-10-11,5.623
1981-10-12,12.546
1981-10-13,5.753
1981-10-14,8.331
1981-10-15,8.132
1981-10-16,5.084
1981-10-17,7.619
1981-10-18,3.476
1981-10-19,6.595
1981-10-20,6.036
1981-10-21,12.006
1981-10-22,8.964
1981-10-23,8.03
1981-10-24,3.515
1981-10-25,7.669
1981-10-26,7.207
1981-10-27,14.855
1981-10-28,5.947
1981-10-29,11.116
1981-10-30,12.868
1981-10-31,8.401
1981-11-01,6.448
1981-11-02,15.027
1981-11-03,11.2
1981-11-04,12.471
1981-11-05,5.959
1981-11-06,8.847
1981-11-07,8.177
1981-11-08,10.741
1981-11-09,4.3
1981-11-10,11.238
1981-11-11,7.83
1981-11-12,11.717
1981-11-13,10.149
1981-11-14,7.169
1981-11-15,3.545
1981-11-16,5.197
1981-11-17,7.761
1981-11-18,10.742
1981-11-19,7.012
1981-11-20,4.845
1981-11-21,6.076
1981-11-22,14.925
1981-11-23,13.405
1981-11-24,7.083
1981-11-25,7.196
1981-11-26,10.619
1981-11-27,10.305
1981-11-28,11.627
1981-11-29,12.553
1981-11-30,8.005
1981-12-01,6.683
1981-12-02,9.867
1981-12-03,14.608
1981-12-04,9.462
1981-12-05,9.418
1981-12-06,7.777
1981-12-07,14.326
1981-12-08,11.841
1981-12-09,3.556
1981-12-10,13.257
1981-12-11,7.148
1981-12-12,15.199
1981-12-13,11.509
1981-12-14,15.626
1981-12-15,15.936
1981-12-16,8.973
1981-12-17,15.748
1981-12-18,15.184
1981-12-19,7.036
1981-12-20,8.158
1981-12-21,7.287
1981-12-22,14.733
1981-12-23,9.181
1981-12-24,14.885
1981-12-25,7.305
1981-12-26,5.332
1981-12-27,10.722
1981-12-28,9.329
1981-12-29,10.257
1981-12-30,14.018
1981-12-31,6.15
1982-01-01,14.502
1982-01-02,13.558
1982-01-03,7.687
1982-01-04,12.001
1982-01-05,15.025
1982-01-06,14.692
1982-01-07,4.643
1982-01-08,3.959
1982-01-09,6.431
1982-01-10,4.309
1982-01-11,14.273
1982-01-12,13.439
1982-01-13,13.863
1982-01-14,7.597
1982-01-15,6.083
1982-01-16,14.985
1982-01-17,4.576
1982-01-18,4.153
1982-01-19,15.119
1982-01-20,3.606
1982-01-21,7.447
1982-01-22,14.998
1982-01-23,13.767
1982-01-24,6.744
1982-01-25,8.539
1982-01-26,8.944
1982-01-27,7.466
1982-01-28,11.766
1982-01-29,9.601
1982-01-30,15.001
1982-01-31,11.039
1982-02-01,3.793
1982-02-02,11.548
1982-02-03,14.19
1982-02-04,14.403
1982-02-05,12.489
1982-02-06,11.553
1982-02-07,7.823
1982-02-08,8.801
1982-02-09,11.397
1982-02-10,8.082
1982-02-11,10.878
1982-02-12,6.03
1982-02-13,6.706
1982-02-14,8.465
1982-02-15,7.94
1982-02-16,10.36
1982-02-17,14.086
1982-02-18,4.633
1982-02-19,15.835
1982-02-20,9.391
1982-02-21,7.828
1982-02-22,14.68
1982-02-23,13.127
1982-02-24,14.507
1982-02-25,6.822
1982-02-26,6.834
1982-02-27,7.206
1982-02-28,13.429
1982-03-01,7.835
1982-03-02,7.806
1982-03-03,7.05
1982-03-04,13.813
1982-03-05,3.997
1982-03-06,3.814
1982-03-07,12.937
1982-03-08,8.988
1982-03-09,15.876
1982-03-10,12.143
1982-03-11,10.095
1982-03-12,8.476
1982-03-13,5.105
1982-03-14,11.91
1982-03-15,15.679
1982-03-16,3.664
1982-03-17,6.472
1982-03-18,8.702
1982-03-19,6.642
1982-03-20,4.713
1982-03-21,12.587
1982-03-22,7.264
1982-03-23,9.38
1982-03-24,6.687
1982-03-25,14.334
1982-03-26,8.368
1982-03-27,14.979
1982-03-28,4.329
1982-03-29,10.086
1982-03-30,15.493
1982-03-31,15.261
1982-04-01,16.222
1982-04-02,6.926
1982-04-03,11.721
1982-04-04,13.685
1982-04-05,13.683
1982-04-06,7.825
1982-04-07,5.951
1982-04-08,14.68
1982-04-09,7.909
1982-04-10,11.85
1982-04-11,13.612
1982-04-12,3.633
1982-04-13,14.424
1982-04-14,3.714
1982-04-15,4.634
1982-04-16,11.687
1982-04-17,8.078
1982-04-18,3.645
1982-04-19,12.758
1982-04-20,15.186
1982-04-21,14.235
1982-04-22,15.444
1982-04-23,10.058
1982-04-24,6.804
1982-04-25,6.338
1982-04-26,7.377
1982-04-27,15.645
1982-04-28,8.93
1982-04-29,14.477
1982-04-30,6.205
1982-05-01,12.414
1982-05-02,12.148
1982-05-03,5.444
1982-05-04,14.087
1982-05-05,5.78
1982-05-06,12.529
1982-05-07,12.916
1982-05-08,9.695
1982-05-09,5.42
1982-05-10,7.889
1982-05-11,9.616
1982-05-12,4.909
1982-05-13,15.995
1982-05-14,4.8
1982-05-15,8.117
1982-05-16,8.516
1982-05-17,12.465
1982-05-18,11.679
1982-05-19,12.733
1982-05-20,8.709
1982-05-21,11.045
1982-05-22,11.238
1982-05-23,8.631
1982-05-24,12.956
1982-05-25,4.696
1982-05-26,13.714
1982-05-27,8.329
1982-05-28,15.573
1982-05-29,13.089
1982-05-30,14.989
1982-05-31,8.223
1982-06-01,11.814
1982-06-02,13.642
1982-06-03,15.804
1982-06-04,11.946
1982-06-05,13.296
1982-06-06,9.312
1982-06-07,9.522
1982-06-08,5.387
1982-06-09,6.731
1982-06-10,10.133
1982-06-11,13.471
1982-06-12,4.166
1982-06-13,14.512
1982-06-14,6.066
1982-06-15,13.349
1982-06-16,7.816
1982-06-17,13.369
1982-06-18,13.393
1982-06-19,13.602
1982-06-20,8.613
1982-06-21,10.152
1982-06-22,14.648
1982-06-23,4.406
1982-06-24,11.2
1982-06-25,13.742
1982-06-26,15.537
1982-06-27,14.977
1982-06-28,15.359
1982-06-29,14.206
1982-06-30,8.114
1982-07-01,11.323
1982-07-02,4.725
1982-07-03,12.581
1982-07-04,12.619
1982-07-05,14.151
1982-07-06,10.066
1982-07-07,12.676
1982-07-08,9.72
1982-07-09,8.11
1982-07-10,4.915
1982-07-11,4.896
1982-07-12,11.724
1982-07-13,12.836
1982-07-14,13.526
1982-07-15,6.002
1982-07-16,5.999
1982-07-17,13.14
1982-07-18,10.153
1982-07-19,12.072
1982-07-20,9.807
1982-07-21,12.417
1982-07-22,7.034
1982-07-23,14.847
1982-07-24,13.053
1982-07-25,11.571
1982-07-26,13.853
1982-07-27,14.309
1982-07-28,13.676
1982-07-29,6.686
1982-07-30,7.238
1982-07-31,14.258
1982-08-01,8.425
1982-08-02,14.267
1982-08-03,6.31
1982-08-04,4.632
1982-08-05,4.001
1982-08-06,6.662
1982-08-07,5.293
1982-08-08,5.189
1982-08-09,10.783
1982-08-10,9.986
1982-08-11,9.625
1982-08-12,15.088
1982-08-13,16.322
1982-08-14,8.487
1982-08-15,6.783
1982-08-16,10.238
1982-08-17,7.624
1982-08-18,15.521
1982-08-19,15.099
1982-08-20,7.165
1982-08-21,9.623
1982-08-22,5.988
1982-08-23,14.654
1982-08-24,7.189
1982-08-25,11.062
1982-08-26,5.542
1982-08-27,14.881
1982-08-28,7.799
1982-08-29,4.751
1982-08-30,9.655
1982-08-31,4.733
1982-09-01,4.795
1982-09-02,5.042
1982-09-03,6.155
1982-09-04,5.721
1982-09-05,4.57
1982-09-06,8.832
1982-09-07,10.38
1982-09-08,13.591
1982-09-09,4.433
1982-09-10,14.278
1982-09-11,10.471
1982-09-12,7.962
1982-09-13,14.953
1982-09-14,8.335
1982-09-15,9.313
1982-09-16,14.966
1982-09-17,10.378
1982-09-18,13.304
1982-09-19,12.071
1982-09-20,8.074
1982-09-21,9.829
1982-09-22,7.544
1982-09-23,14.315
1982-09-24,9.173
1982-09-25,9.497
1982-09-26,8.859
1982-09-27,11.179
1982-09-28,9.928
1982-09-29,14.158
1982-09-30,4.043
1982-10-01,11.886
1982-10-02,11.64
1982-10-03,3.842
1982-10-04,4.454
1982-10-05,10.559
1982-10-06,5.256
1982-10-07,9.512
1982-10-08,4.226
1982-10-09,14.563
1982-10-10,3.545
1982-10-11,3.602
1982-10-12,15.349
1982-10-13,11.176
1982-10-14,6.652
1982-10-15,7.632
1982-10-16,7.877
1982-10-17,14.706
1982-10-18,5.82
1982-10-19,16.377
1982-10-20,13.914
1982-10-21,7.281
1982-10-22,6.881
1982-10-23,5.262
1982-10-24,7.874
1982-10-25,15.52
1982-10-26,12.365
1982-10-27,12.835
1982-10-28,4.613
1982-10-29,13.914
1982-10-30,11.249
1982-10-31,14.582
1982-11-01,12.231
1982-11-02,4.654
1982-11-03,4.073
1982-11-04,3.771
1982-11-05,8.738
1982-11-06,7.202
1982-11-07,7.758
1982-11-08,16.012
1982-11-09,7.926
1982-11-10,5.427
1982-11-11,5.441
1982-11-12,11.709
1982-11-13,5.619
1982-11-14,10.362
1982-11-15,4.572
1982-11-16,6.157
1982-11-17,8.419
1982-11-18,15.292
1982-11-19,5.636
1982-11-20,9.75
1982-11-21,14.451
1982-11-22,10.074
1982-11-23,12.886
1982-11-24,14.175
1982-11-25,14.553
1982-11-26,6.932
1982-11-27,13.82
1982-11-28,8.002
1982-11-29,6.863
1982-11-30,5.629
1982-12-01,7.5
1982-12-02,13.671
1982-12-03,14.74
1982-12-04,8.676
1982-12-05,6.474
1982-12-06,4.053
1982-12-07,6.558
1982-12-08,7.365
1982-12-09,3.659
1982-12-10,10.151
1982-12-11,10.496
1982-12-12,7.024
1982-12-13,15.22
1982-12-14,7.45
1982-12-15,4.841
1982-12-16,13.83
1982-12-17,14.15
1982-12-18,5.546
1982-12-19,9.814
1982-12-20,14.171
1982-12-21,6.567
1982-12-22,11.736
1982-12-23,7.351
1982-12-24,9.355
1982-12-25,14.67
1982-12-26,10.797
1982-12-27,9.078
1982-12-28,4.061
1982-12-29,15.088
1982-12-30,8.847
1982-12-31,6.6
1983-01-01,7.546
1983-01-02,14.592
1983-01-03,11.18
1983-01-04,13.019
1983-01-05,7.755
1983-01-06,10.099
1983-01-07,8.165
1983-01-08,4.545
1983-01-09,7.863
1983-01-10,7.656
1983-01-11,4.779
1983-01-12,11.768
1983-01-13,5.929
1983-01-14,13.761
1983-01-15,5.826
1983-01-16,13.578
1983-01-17,14.545
1983-01-18,16.226
1983-01-19,8.728
1983-01-20,7.583
1983-01-21,12.004
1983-01-22,4.321
1983-01-23,15.453
1983-01-24,11.698
1983-01-25,10.163
1983-01-26,6.226
1983-01-27,12.026
1983-01-28,4.032
1983-01-29,4.528
1983-01-30,9.152
1983-01-31,12.646
1983-02-01,5.113
1983-02-02,14.596
1983-02-03,11.678
1983-02-04,14.248
1983-02-05,9.664
1983-02-06,6.752
1983-02-07,15.13
1983-02-08,14.818
1983-02-09,3.788
1983-02-10,13.418
1983-02-11,14.941
1983-02-12,13.721
1983-02-13,9.606
1983-02-14,10.812
1983-02-15,12.834
1983-02-16,13.332
1983-02-17,9.478
1983-02-18,12.515
1983-02-19,7.399
1983-02-20,12.963
1983-02-21,15.158
1983-02-22,15.51
1983-02-23,10.458
1983-02-24,14.408
1983-02-25,8.01
1983-02-26,5.204
1983-02-27,15.232
1983-02-28,14.9
1983-03-01,5.443
1983-03-02,13.661
1983-03-03,9.744
1983-03-04,11.887
1983-03-05,11.206
1983-03-06,8.754
1983-03-07,3.388
1983-03-08,5.61
1983-03-09,16.121
1983-03-10,14.98
1983-03-11,6.028
1983-03-12,11.268
1983-03-13,7.416
1983-03-14,7.633
1983-03-15,10.675
1983-03-16,15.307
1983-03-17,6.536
1983-03-18,7.707
1983-03-19,5.285
1983-03-20,4.884
1983-03-21,13.191
1983-03-22,10.158
1983-03-23,5.087
1983-03-24,13.474
1983-03-25,5.036
1983-03-26,5.089
1983-03-27,8.443
1983-03-28,12.897
1983-03-29,16.306
1983-03-30,14.099
1983-03-31,16.004
1983-04-01,11.862
1983-04-02,6.379
1983-04-03,4.263
1983-04-04,12.728
1983-04-05,4.761
1983-04-06,9.426
1983-04-07,12.055
1983-04-08,5.666
1983-04-09,10.138
1983-04-10,8.27
1983-04-11,3.348
1983-04-12,10.084
1983-04-13,5.17
1983-04-14,7.913
1983-04-15,6.445
1983-04-16,3.749
1983-04-17,3.366
1983-04-18,7.639
1983-04-19,3.53
1983-04-20,9.96
1983-04-21,8.246
1983-04-22,11.605
1983-04-23,14.238
1983-04-24,11.153
1983-04-25,4.223
1983-04-26,7.547
1983-04-27,8.084
1983-04-28,14.825
1983-04-29,4.545
1983-04-30,7.963
1983-05-01,6.903
1983-05-02,10.784
1983-05-03,4.06
1983-05-04,6.868
1983-05-05,9.891
1983-05-06,3.67
1983-05-07,10.9
1983-05-08,13.731
1983-05-09,7.578
1983-05-10,8.016
1983-05-11,14.571
1983-05-12,6.419
1983-05-13,7.815
1983-05-14,7.078
1983-05-15,6.302
1983-05-16,8.335
1983-05-17,13.497
1983-05-18,15.008
1983-05-19,13.607
1983-05-20,11.766
1983-05-21,3.622
1983-05-22,11.318
1983-05-23,4.458
1983-05-24,10.823
1983-05-25,14.189
1983-05-26,5.786
1983-05-27,9.639
1983-05-28,8.238
1983-05-29,5.447
1983-05-30,7.248
1983-05-31,11.204
1983-06-01,11.48
1983-06-02,15.366
1983-06-03,15.828
1983-06-04,10.394
1983-06-05,6.949
1983-06-06,6.434
1983-06-07,14.035
1983-06-08,13.126
1983-06-09,14.282
1983-06-10,8.867
1983-06-11,13.447
1983-06-12,4.78
1983-06-13,16.353
1983-06-14,16.179
1983-06-15,4.273
1983-06-16,12.163
1983-06-17,6.385
1983-06-18,10.997
1983-06-19,4.814
1983-06-20,10.552
1983-06-21,14.224
1983-06-22,6.265
1983-06-23,14.5
1983-06-24,14.606
