mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
20.5,8,216.0,89,3777,14.3,71,usa,ford galaxie 500
18.0,6,402.0,118,3322,12.7,71,usa,ford fairmont 4
27.8,4,127.0,73,4709,14.5,71,usa,chevrolet chevelle malibu classic
27.5,4,147.0,82,2566,14.5,71,europe,fiat 124 sport coupe
17.5,7,256.0,135,2654,17.0,71,usa,ford fairmont (auto)
33.9,4,296.0,124,4400,19.1,71,usa,dodge coronet custom (sw)
10.6,5,152.0,78,3695,11.3,71,usa,ford pinto runabout
16.7,5,215.0,118,4548,14.6,71,usa,pontiac phoenix lj
23.4,4,148.0,75,2975,13.1,71,europe,volkswagen type 3
13.6,7,129.0,108,3098,11.9,71,usa,pontiac j2000 se hatchback
29.6,4,106.0,125,2083,16.0,71,europe,saab 99gle
35.1,4,116.0,88,2854,15.5,71,europe,volkswagen type 3
21.2,8,184.0,152,3902,18.7,71,usa,pontiac catalina brougham
24.7,6,363.0,160,3134,15.6,71,usa,dodge d200
21.7,5,127.0,100,3199,13.8,71,europe,volvo diesel
18.7,4,94.0,96,2293,15.4,72,europe,audi 4000
21.9,4,333.0,65,3636,13.3,72,usa,mercury zephyr
21.7,7,429.0,175,3721,18.7,72,usa,chevrolet concours
32.0,5,230.0,113,2942,14.9,72,usa,dodge coronet custom
28.3,3,97.0,92,2371,17.8,72,japan,toyota corolla 1200
23.3,5,313.0,132,3017,14.2,72,usa,ford country
26.2,7,200.0,92,2680,16.3,72,usa,buick century special
26.9,7,153.0,93,3182,16.0,72,usa,plymouth valiant
15.2,4,394.0,151,3590,14.3,72,usa,amc pacer d/l
17.1,5,435.0,147,3756,19.1,72,usa,mercury marquis brougham
18.3,7,442.0,62,5046,16.6,72,usa,dodge omni
23.0,7,87.0,89,2604,17.9,72,usa,dodge aspen se
11.2,8,330.0,95,2673,17.3,72,usa,plymouth horizon tc3
10.2,5,116.0,126,3517,19.5,72,usa,oldsmobile cutlass ciera (diesel)
34.7,4,106.0,113,2460,15.8,72,japan,mazda glc custom
33.8,4,140.0,70,2630,14.4,72,japan,mazda glc deluxe
22.1,4,119.0,96,1832,17.0,72,europe,opel manta
15.6,6,109.0,146,1943,16.6,72,usa,dodge colt hatchback custom
16.9,8,372.0,139,2483,18.5,72,usa,plymouth fury iii
30.5,4,83.0,73,1701,15.9,72,japan,datsun 510 hatchback
20.3,5,331.0,117,1962,12.6,72,usa,dodge monaco (sw)
22.9,5,353.0,88,3527,13.2,72,usa,chrysler new yorker brougham
19.2,4,92.0,76,2076,15.4,73,japan,datsun 1200
24.5,7,372.0,119,5140,13.0,73,usa,pontiac catalina brougham
33.3,4,68.0,104,2637,11.9,73,japan,datsun b210 gx
21.9,4,426.0,76,3054,12.3,73,usa,ford mustang
16.5,5,351.0,115,3316,15.0,73,usa,dodge dart custom
33.3,8,291.0,120,5140,13.9,73,usa,pontiac catalina
37.3,4,104.0,67,2250,12.9,73,europe,fiat 128
24.4,6,125.0,205,3536,17.6,73,usa,oldsmobile cutlass salon brougham
26.7,6,301.0,166,3647,11.5,73,usa,mercury capri v6
26.1,5,79.0,88,2554,11.8,73,japan,toyota corolla 1600 (sw)
20.4,8,227.0,141,2661,17.4,73,usa,cadillac seville
36.5,4,86.0,91,2373,22.9,73,europe,volkswagen 1131 deluxe sedan
9.1,4,104.0,101,3496,13.0,73,usa,amc concord dl
38.1,4,77.0,109,2015,12.5,73,europe,audi fox
12.5,7,447.0,142,2706,16.0,73,usa,chevrolet camaro
18.6,6,397.0,88,3703,16.2,73,usa,ford mustang ii
32.7,4,68.0,90,1869,20.3,73,japan,datsun 1200
30.8,4,312.0,112,4632,11.3,73,usa,ford fairmont (man)
35.8,5,141.0,114,2309,12.7,73,japan,honda civic (auto)
19.4,4,96.0,78,2726,13.5,73,europe,triumph tr7 coupe
27.8,5,79.0,98,1613,16.4,73,japan,honda civic (auto)
18.2,6,395.0,84,3433,17.6,73,usa,oldsmobile omega
27.8,5,379.0,126,4072,15.6,73,usa,plymouth valiant
34.0,5,193.0,106,3646,19.9,73,usa,dodge dart custom
38.1,7,119.0,110,3298,12.0,73,usa,chrysler newport royal
16.0,7,413.0,135,3272,20.9,73,usa,chevrolet cavalier wagon
26.3,4,116.0,80,2316,14.3,73,europe,vw rabbit c (diesel)
32.1,4,119.0,77,1880,16.8,73,japan,toyota celica gt
16.2,5,339.0,185,2716,13.0,73,usa,plymouth horizon
26.4,4,113.0,67,1956,9.2,73,europe,volkswagen super beetle
19.7,6,224.0,91,2574,18.4,73,usa,dodge aries se
13.8,5,226.0,104,2810,16.0,73,usa,buick skylark
24.0,5,199.0,72,3261,15.9,73,usa,dodge colt (sw)
30.7,5,380.0,133,2540,15.4,73,usa,buick century limited
32.4,4,108.0,104,2631,18.1,73,europe,mercedes-benz 240d
14.5,6,313.0,162,3083,13.7,73,usa,oldsmobile cutlass ciera (diesel)
20.4,5,353.0,135,3393,15.5,73,usa,dodge colt hardtop
21.9,6,443.0,162,2183,11.3,73,usa,pontiac j2000 se hatchback
18.9,4,119.0,82,2008,16.5,73,europe,vw dasher (diesel)
16.1,6,389.0,179,3096,18.5,73,usa,dodge challenger se
27.0,4,141.0,97,2157,15.9,73,japan,maxda rx3
14.7,4,386.0,96,4863,17.6,73,usa,plymouth fury
12.2,5,281.0,148,3042,14.5,73,usa,ford torino 500
31.9,7,255.0,62,3236,12.4,74,usa,chevy c10
44.4,4,231.0,72,3566,21.0,74,usa,hi 1200d
27.3,5,148.0,91,3289,15.1,74,usa,plymouth horizon 4
20.5,8,334.0,167,2606,18.1,74,usa,ford fairmont (auto)
27.8,5,100.0,63,2286,16.9,74,japan,datsun f-10 hatchback
28.0,4,351.0,85,2916,14.1,74,usa,chevrolet chevelle malibu classic
18.5,6,218.0,162,4226,13.4,74,usa,ford fairmont 4
16.5,6,92.0,113,3447,20.5,74,usa,buick century limited
25.3,7,438.0,95,3806,16.0,74,usa,amc ambassador sst
25.8,4,99.0,96,2898,13.1,74,japan,honda civic
33.2,4,155.0,97,2130,15.8,74,europe,mercedes benz 300d
24.5,4,117.0,89,1889,15.9,74,europe,volvo 245
14.1,4,339.0,,3918,16.2,74,usa,amc hornet sportabout (sw)
29.1,4,172.0,127,4174,16.9,74,usa,plymouth fury iii
31.3,4,309.0,189,4866,13.2,74,usa,capri ii
26.4,4,78.0,70,2212,14.5,74,japan,nissan stanza xe
20.9,8,401.0,134,4242,17.7,74,usa,ford fairmont (man)
17.9,4,200.0,127,3673,16.3,74,usa,chevy s-10
28.8,5,245.0,125,2913,16.6,74,usa,ford pinto runabout
22.4,5,305.0,153,3541,13.4,74,usa,mercury zephyr 6
34.5,4,94.0,81,2036,19.8,74,japan,nissan stanza xe
21.1,5,434.0,158,2973,12.5,74,usa,amc concord
28.7,7,416.0,99,3383,14.0,74,usa,ford ltd
22.7,7,285.0,98,3626,22.0,74,usa,dodge d100
42.2,4,139.0,81,1912,19.9,74,europe,peugeot 304
16.5,7,325.0,101,2492,15.5,74,usa,pontiac phoenix lj
20.3,5,126.0,75,3699,12.4,74,usa,plymouth horizon 4
16.4,4,204.0,78,3279,13.9,75,usa,chevrolet woody
37.1,4,72.0,109,5140,13.4,75,europe,volkswagen rabbit custom
25.6,7,220.0,87,3244,14.9,75,usa,ford ltd
14.2,6,325.0,155,3551,13.3,75,usa,dodge aspen se
31.9,4,92.0,69,1847,12.8,75,europe,volkswagen rabbit custom diesel
18.0,6,169.0,110,4026,17.0,75,usa,chrysler lebaron town @ country (sw)
19.9,5,433.0,163,3889,15.2,75,usa,amc spirit dl
18.9,4,109.0,126,2661,20.0,75,europe,volkswagen scirocco
37.4,5,228.0,82,4189,13.2,75,usa,buick skyhawk
15.5,5,213.0,138,4706,11.3,75,usa,chevrolet chevelle malibu
22.6,4,120.0,65,2262,15.2,75,japan,honda accord
20.6,8,200.0,125,3114,16.0,75,usa,chevrolet chevelle malibu classic
17.4,7,214.0,106,4098,12.4,75,usa,pontiac lemans v6
45.3,4,73.0,67,2034,21.3,75,japan,toyota corona liftback
19.6,4,138.0,65,1889,18.9,75,europe,volvo 244dl
29.4,5,84.0,61,2045,15.7,75,japan,datsun 610
13.8,5,233.0,102,2457,10.1,75,usa,chevrolet cavalier
15.9,6,305.0,120,2784,15.5,75,usa,dodge aspen se
26.7,4,99.0,82,2208,15.1,75,japan,toyota celica gt liftback
37.5,4,390.0,119,4010,19.1,75,usa,mercury monarch
17.4,6,102.0,70,3175,12.0,76,usa,pontiac safari (sw)
15.7,5,258.0,95,4708,14.1,76,usa,dodge aries se
12.5,6,92.0,67,3083,12.6,76,usa,plymouth champ
28.3,4,68.0,86,1966,21.1,76,japan,mazda 626
22.8,4,148.0,50,2210,12.8,76,europe,volvo 145e (sw)
9.9,5,110.0,208,2906,13.8,76,usa,chevrolet monte carlo
35.7,4,100.0,85,1902,15.0,76,europe,volkswagen jetta
10.1,8,217.0,211,2721,12.5,76,usa,amc concord dl 6
33.0,7,346.0,146,3810,14.3,76,usa,pontiac sunbird coupe
34.7,3,94.0,101,2016,12.6,76,japan,honda civic 1500 gl
30.4,8,189.0,181,4299,17.8,76,usa,pontiac catalina
33.0,4,101.0,68,3628,14.0,76,europe,opel 1900
22.6,6,288.0,56,2769,13.2,76,usa,plymouth duster
12.7,7,406.0,108,4567,20.7,76,usa,dodge aspen 6
32.5,5,104.0,69,2016,16.9,76,europe,fiat strada custom
30.1,8,252.0,109,5140,13.1,76,usa,ford gran torino (sw)
40.4,4,139.0,79,1675,15.9,76,japan,honda civic
23.8,6,90.0,158,4263,14.6,76,usa,plymouth valiant
18.3,5,232.0,172,2827,16.7,76,usa,dodge coronet custom
11.3,6,168.0,207,2661,17.3,76,usa,dodge colt hatchback custom
9.0,5,241.0,63,5140,14.2,76,usa,buick century luxus (sw)
15.4,5,177.0,107,3059,18.7,76,usa,ford fairmont (auto)
35.0,4,68.0,99,1804,11.9,76,japan,toyouta corona mark ii (sw)
22.9,7,273.0,119,3345,14.6,76,usa,ford country
16.4,7,338.0,151,3523,16.2,76,usa,mercury monarch
29.7,4,73.0,87,2210,16.6,76,europe,peugeot 505s turbo diesel
14.3,7,326.0,122,3319,17.5,76,usa,pontiac catalina brougham
23.7,5,386.0,124,4644,14.0,76,usa,chevrolet malibu
9.0,7,127.0,71,3110,9.5,76,usa,pontiac catalina
28.8,4,113.0,95,1957,17.2,76,japan,toyota corona
22.0,4,91.0,88,2434,24.8,76,europe,fiat 124 tc
9.7,6,407.0,105,3213,14.8,76,usa,amc ambassador dpl
25.1,6,213.0,140,3139,11.0,76,usa,amc gremlin
26.9,7,112.0,144,4613,20.3,76,usa,buick opel isuzu deluxe
15.4,5,94.0,80,1891,16.3,76,europe,opel 1900
15.4,5,267.0,120,3833,21.6,77,usa,ford thunderbird
23.6,8,435.0,166,4367,16.6,77,usa,ford maverick
10.9,5,302.0,205,3194,13.4,77,usa,ford torino 500
30.3,6,350.0,86,5140,13.3,77,usa,chevy s-10
31.6,6,155.0,96,3693,18.4,77,usa,ford maverick
26.1,8,109.0,69,4553,16.1,77,usa,dodge colt hatchback custom
19.4,7,263.0,94,3130,16.1,77,usa,ford escort 2h
22.1,4,136.0,77,2566,15.3,77,japan,toyota corolla
24.2,6,346.0,81,3404,13.6,77,usa,amc pacer
19.7,5,228.0,217,3778,13.8,77,usa,ford granada gl
31.6,4,134.0,52,1909,18.2,77,europe,bmw 2002
27.7,4,133.0,179,2398,16.0,77,europe,fiat strada custom
19.6,7,237.0,98,4330,18.2,77,usa,dodge aries se
25.8,7,231.0,209,2534,10.7,77,usa,ford maverick
24.5,4,172.0,116,1879,20.0,77,europe,volkswagen 411 (sw)
12.2,4,293.0,72,2372,17.2,77,usa,dodge d100
19.5,5,356.0,82,2813,12.4,77,usa,mercury monarch
21.1,5,381.0,147,2925,10.7,77,usa,ford pinto (sw)
21.1,4,422.0,129,3794,17.7,77,usa,chevrolet vega (sw)
18.5,7,361.0,68,4405,16.7,77,usa,ford mustang gl
16.2,6,154.0,99,2668,18.0,77,usa,buick electra 225 custom
22.3,3,82.0,108,1894,14.0,77,japan,nissan stanza xe
38.4,4,106.0,74,1851,14.0,77,japan,maxda glc deluxe
23.2,6,118.0,131,2509,10.8,77,usa,plymouth satellite sebring
20.7,4,237.0,89,3329,11.0,77,usa,pontiac astro
24.6,5,99.0,50,2039,15.5,77,japan,toyota mark ii
21.6,4,133.0,104,2496,17.6,77,japan,honda civic 1300
27.3,5,291.0,126,2435,12.1,78,usa,ford fairmont futura
12.9,4,198.0,97,4242,12.9,78,usa,chevrolet monte carlo
15.4,5,288.0,70,3633,16.3,78,usa,plymouth valiant
26.6,4,82.0,59,2243,14.0,78,japan,nissan stanza xe
25.7,5,154.0,178,5140,15.4,78,usa,ford fairmont (auto)
10.1,7,156.0,84,2922,15.6,78,usa,amc ambassador brougham
41.4,5,80.0,78,2114,15.2,78,japan,toyota tercel
9.0,6,191.0,76,4128,14.8,78,usa,ford fiesta
12.8,7,270.0,106,5140,15.3,78,usa,dodge dart custom
25.2,5,134.0,85,2326,15.3,78,europe,volkswagen jetta
17.8,8,354.0,80,3854,9.3,78,usa,oldsmobile cutlass salon brougham
15.3,7,423.0,,4104,18.7,78,usa,chevrolet malibu
17.3,3,84.0,66,2381,16.8,78,japan,mazda glc
26.3,4,111.0,90,2149,18.0,78,europe,volvo 244dl
29.6,4,86.0,51,2246,17.0,78,japan,datsun 310
31.4,4,71.0,78,2413,15.3,78,europe,volvo 264gl
17.0,7,143.0,77,3864,18.7,78,usa,ford pinto runabout
15.2,4,163.0,86,3705,16.4,78,usa,dodge d200
35.1,4,161.0,70,1836,21.3,78,europe,vw rabbit custom
20.9,7,451.0,129,4057,15.6,78,usa,dodge monaco (sw)
39.8,5,99.0,89,2467,23.4,78,japan,mazda rx-4
18.9,6,351.0,131,5140,20.2,78,usa,amc hornet sportabout (sw)
36.8,4,69.0,67,2579,12.9,78,japan,maxda glc deluxe
19.7,6,377.0,88,2350,11.1,78,usa,oldsmobile cutlass ciera (diesel)
24.4,8,186.0,95,3352,21.6,78,usa,pontiac astro
14.5,7,197.0,121,3961,17.0,78,usa,chevrolet chevelle malibu
31.8,4,88.0,61,1982,15.9,78,japan,toyota starlet
27.8,7,290.0,90,3275,17.4,78,usa,dodge colt hardtop
28.6,4,103.0,70,2482,12.9,78,japan,datsun b210
20.7,4,114.0,76,1894,18.5,78,europe,volkswagen 411 (sw)
23.7,4,448.0,108,3953,15.2,78,usa,dodge rampage
23.6,4,403.0,119,5140,11.3,78,usa,pontiac phoenix
25.2,5,120.0,114,5140,18.5,78,europe,volkswagen jetta
16.1,6,344.0,145,3076,11.2,78,usa,plymouth satellite
37.5,4,74.0,80,2107,14.9,78,japan,datsun 310
34.6,4,135.0,89,2143,17.7,78,europe,vw rabbit custom
23.6,4,121.0,80,1872,20.1,79,japan,datsun b210
12.6,6,406.0,84,1872,12.5,79,usa,buick century luxus (sw)
34.9,4,100.0,54,2076,12.7,79,europe,mercedes-benz 240d
33.1,4,111.0,84,2531,17.0,79,japan,toyota cressida
24.0,4,223.0,175,3964,15.0,79,usa,pontiac phoenix lj
24.8,5,178.0,105,3199,16.1,79,usa,chevrolet monza 2+2
14.9,5,421.0,92,4190,19.3,79,usa,dodge coronet brougham
28.2,4,100.0,66,1837,10.4,79,europe,audi 100ls
27.4,6,144.0,169,3072,15.0,79,usa,plymouth fury iii
29.7,6,430.0,86,4516,15.5,79,usa,pontiac ventura sj
31.5,5,108.0,104,2508,13.2,79,japan,toyota corolla 1600 (sw)
20.2,4,135.0,62,2352,15.9,79,usa,dodge monaco (sw)
13.2,5,455.0,79,2837,18.2,79,usa,buick century special
30.7,4,138.0,70,1890,16.4,79,japan,datsun 610
43.6,4,96.0,86,2035,15.8,79,japan,toyota celica gt liftback
22.0,7,115.0,149,4697,13.1,79,usa,mercury marquis brougham
31.9,4,157.0,70,2236,15.2,79,europe,renault lecar deluxe
26.3,4,131.0,55,2140,14.0,79,japan,honda civic
32.4,4,82.0,128,5140,12.3,79,europe,triumph tr7 coupe
22.8,4,86.0,92,2169,18.5,79,europe,opel 1900
28.6,4,80.0,70,2017,14.6,79,europe,fiat 131
24.2,8,89.0,115,5140,17.4,79,usa,amc pacer
17.3,6,263.0,89,4499,20.0,79,usa,plymouth custom suburb
18.4,5,170.0,119,3459,16.8,79,usa,amc concord dl
27.3,4,96.0,69,2754,16.0,79,europe,volvo 144ea
25.0,4,329.0,161,2748,14.0,79,usa,ford fairmont 4
22.7,5,419.0,127,4071,17.8,79,usa,ford fairmont 4
20.2,5,104.0,118,2245,18.0,79,japan,datsun 200sx
24.3,4,88.0,80,1769,21.1,79,japan,toyota corolla 1200
36.2,4,107.0,95,1972,13.0,79,japan,toyota celica gt
19.7,4,77.0,80,3549,12.3,79,europe,volkswagen type 3
14.2,6,339.0,144,4679,10.1,79,usa,chevrolet cavalier 2-door
11.8,5,435.0,80,3809,15.3,79,usa,chevrolet camaro
10.3,4,240.0,99,2199,15.4,79,usa,ford pinto
22.6,5,262.0,101,3414,15.7,79,usa,ford futura
21.2,7,89.0,74,3422,12.8,79,usa,mercury capri v6
32.3,4,112.0,95,3257,12.8,80,europe,audi 100 ls
36.6,4,98.0,97,2016,15.7,80,japan,datsun 200sx
29.9,8,340.0,106,3693,17.2,80,usa,amc matador (sw)
27.7,4,115.0,55,2048,14.1,80,japan,toyota corona liftback
30.2,6,199.0,194,4263,19.1,80,usa,ford fiesta
15.4,7,451.0,152,3742,16.4,80,usa,dodge colt
31.5,4,90.0,91,2234,15.3,80,japan,datsun 280-zx
21.2,8,354.0,100,4526,13.0,80,usa,dodge charger 2.2
20.9,6,100.0,143,3163,18.4,80,usa,chevrolet monte carlo s
19.9,6,436.0,166,3876,13.6,80,usa,plymouth fury
23.1,5,147.0,122,1974,15.6,80,usa,chevrolet chevelle malibu classic
15.8,8,126.0,203,4180,19.5,80,usa,plymouth satellite sebring
18.5,5,169.0,151,2742,18.0,80,usa,ford mustang ii 2+2
11.2,4,112.0,105,3604,15.8,80,usa,dodge diplomat
20.3,7,349.0,101,2981,12.9,80,usa,buick estate wagon (sw)
24.0,4,204.0,71,1903,21.9,80,japan,datsun 210 mpg
24.1,6,396.0,70,3707,18.8,80,usa,plymouth volare custom
20.1,4,128.0,74,2282,15.8,80,europe,volkswagen rabbit custom diesel
23.2,4,97.0,46,1884,17.0,80,europe,peugeot 604sl
15.9,6,129.0,79,2601,14.1,80,usa,ford granada gl
16.0,8,155.0,74,3127,14.9,81,usa,amc pacer d/l
23.7,4,154.0,68,2383,11.1,81,europe,renault 18i
27.5,4,106.0,94,1739,17.8,81,japan,toyota starlet
36.5,4,73.0,80,2744,18.3,81,japan,toyota corolla 1200
19.5,7,261.0,108,2578,19.9,81,usa,chrysler newport royal
27.9,4,135.0,83,2885,11.6,81,europe,mercedes-benz 240d
23.8,4,98.0,98,2489,18.3,81,japan,toyota corona liftback
16.6,7,326.0,102,2007,13.7,81,usa,amc concord d/l
28.6,4,117.0,59,1983,14.9,81,europe,peugeot 505s turbo diesel
24.3,5,334.0,85,3346,14.8,81,usa,chevrolet malibu classic (sw)
21.7,5,96.0,157,3561,21.3,81,usa,pontiac phoenix lj
16.3,5,272.0,122,3897,14.3,81,usa,dodge challenger se
14.6,6,418.0,90,2867,12.6,81,usa,amc matador (sw)
20.5,6,121.0,135,1613,13.9,81,usa,chevrolet monte carlo landau
29.8,3,142.0,104,2239,19.3,81,japan,honda civic 1300
26.2,6,94.0,103,2740,16.7,81,usa,amc ambassador dpl
19.6,5,240.0,137,3573,15.5,81,usa,ford pinto
32.2,4,134.0,85,2298,15.4,81,japan,datsun 210 mpg
20.8,3,82.0,60,2375,14.9,81,japan,nissan stanza xe
28.6,4,96.0,102,2260,13.7,81,japan,subaru
16.0,6,93.0,135,4321,17.1,81,usa,ford ltd
26.7,4,107.0,69,2017,11.1,81,japan,maxda rx3
46.6,4,105.0,86,3120,12.6,81,europe,volkswagen model 111
27.1,5,180.0,200,3886,14.9,81,usa,dodge colt (sw)
10.6,4,120.0,71,3828,14.2,81,usa,pontiac grand prix
17.8,8,269.0,132,2700,15.0,81,usa,chevrolet nova custom
23.7,7,146.0,121,3391,13.1,81,usa,buick regal sport coupe (turbo)
20.0,6,286.0,146,3086,19.9,81,usa,amc concord dl 6
19.2,6,308.0,185,3443,12.3,81,usa,chevrolet monza 2+2
19.0,7,253.0,138,4869,23.0,81,usa,dodge aspen 6
18.7,5,234.0,139,2876,14.3,81,usa,mercury grand marquis
26.9,4,120.0,46,4057,13.2,81,europe,renault 18i
19.0,7,439.0,133,3188,15.4,81,usa,buick skylark limited
25.7,4,106.0,68,1867,17.7,81,europe,volvo 145e (sw)
10.9,8,246.0,218,4308,14.7,81,usa,ford mustang gl
18.5,5,96.0,113,2947,14.7,81,usa,chevrolet malibu classic (sw)
27.4,4,120.0,102,3212,18.0,81,europe,volkswagen model 111
37.0,3,123.0,91,1931,15.6,82,japan,datsun 510 (sw)
12.8,7,435.0,90,3008,9.9,82,usa,oldsmobile starfire sx
19.9,4,96.0,78,2408,14.6,82,europe,audi 100ls
14.9,7,248.0,121,3832,11.8,82,usa,ford mustang ii
10.9,5,410.0,137,4710,14.4,82,usa,dodge coronet custom (sw)
15.8,4,403.0,174,3911,16.8,82,usa,ford granada
13.1,5,279.0,111,3988,14.5,82,usa,oldsmobile cutlass salon brougham
15.0,5,178.0,97,3602,15.6,82,usa,dodge dart custom
23.9,4,112.0,65,4118,14.4,82,europe,audi 100ls
29.5,4,68.0,82,1935,11.8,82,europe,fiat x1.9
19.6,7,222.0,79,4865,14.8,82,usa,amc rebel sst
20.2,6,259.0,127,3992,14.6,82,usa,ford ltd landau
22.6,6,101.0,105,4149,14.0,82,usa,plymouth volare
24.3,7,113.0,141,4297,14.3,82,usa,chrysler lebaron salon
23.9,4,74.0,,2192,15.5,82,japan,toyota corolla liftback
28.5,4,124.0,172,2680,11.1,82,europe,mercedes-benz 280s
28.6,4,123.0,74,1613,15.4,82,japan,toyota carina
29.6,7,296.0,102,2848,17.8,82,usa,chevrolet chevelle malibu classic
19.2,5,181.0,71,3783,12.6,82,usa,amc ambassador sst
16.6,6,318.0,81,3801,15.3,82,usa,chevrolet bel air
20.1,4,157.0,100,2128,13.2,82,europe,peugeot 504
21.3,5,295.0,81,3873,15.5,82,usa,ford escort 2h
26.4,8,252.0,127,3429,10.9,82,usa,buick century special
25.3,7,377.0,146,2299,16.4,82,usa,dodge challenger se
9.0,6,267.0,144,3468,17.5,82,usa,dodge diplomat
28.7,4,78.0,89,2136,14.7,82,japan,honda accord cvcc
22.2,4,78.0,75,2367,14.3,82,japan,toyota corolla liftback
17.8,6,271.0,98,3315,11.1,82,usa,amc rebel sst
28.4,5,348.0,144,4774,12.0,82,usa,ford mustang
14.6,6,135.0,202,2965,13.5,82,usa,chevrolet monte carlo
21.5,4,411.0,81,2889,18.0,82,usa,chevrolet nova custom
44.3,4,118.0,58,1997,16.0,82,japan,datsun pl510
33.5,4,140.0,79,2337,16.3,82,europe,vokswagen rabbit
19.9,4,416.0,,3095,16.1,82,usa,buick skylark
26.0,5,425.0,199,2281,12.4,82,usa,ford gran torino (sw)
21.6,6,293.0,131,2469,13.3,82,usa,pontiac catalina
36.1,6,447.0,96,3445,17.6,82,usa,chevrolet monte carlo s
30.6,5,74.0,61,2295,18.6,82,japan,datsun 810
20.8,6,384.0,94,3414,14.7,82,usa,plymouth arrow gs
