carat,cut,color,clarity,depth,table,price,x,y,z
0.57,Very Good,H,VS1,62.3,54.0,993,5.2,5.94,4.12
0.86,Ideal,I,VVS1,58.8,57.0,8990,4.05,6.36,1.59
0.67,Ideal,D,SI2,61.9,63.0,3944,5.72,7.65,2.97
2.51,Premium,J,VS1,58.6,60.0,2075,4.1,4.75,3.99
0.44,Ideal,E,VS1,59.6,60.0,400,3.98,6.98,4.03
0.6,Premium,F,VVS2,59.8,60.0,1761,5.25,4.93,4.25
1.12,Very Good,H,SI2,60.4,59.0,579,6.53,6.33,4.74
0.23,Good,G,VS2,59.4,55.0,1214,5.03,7.15,3.24
0.31,Premium,H,SI2,62.0,56.0,2003,5.41,5.05,5.06
0.84,Fair,I,SI1,63.3,62.0,1467,6.99,5.14,3.48
1.26,Fair,J,I1,65.7,60.0,2089,6.91,7.8,3.36
0.75,Very Good,G,VS2,63.8,60.0,326,5.61,5.71,4.22
0.73,Ideal,G,VS2,62.6,59.0,3722,6.6,6.29,2.47
0.86,Very Good,J,VS2,61.9,61.0,10358,5.41,4.12,3.07
1.36,Premium,I,SI2,61.6,56.0,4033,6.61,8.79,4.31
0.56,Premium,E,SI1,60.5,59.0,2963,5.44,6.94,4.35
2.17,Very Good,G,VVS1,58.7,55.0,5410,7.3,4.73,4.17
0.85,Ideal,E,VVS2,61.5,58.0,4932,5.84,5.02,4.22
0.43,Ideal,E,SI1,60.4,54.0,4547,4.07,8.72,3.32
0.62,Ideal,J,IF,62.1,54.4,12429,5.39,5.01,3.83
0.64,Premium,D,IF,61.0,54.0,2632,5.23,6.71,3.07
2.11,Ideal,F,VS2,62.8,55.0,326,5.89,3.71,2.61
0.69,Premium,I,SI1,59.4,60.0,867,6.07,4.64,3.1
0.76,Ideal,G,VS1,60.7,57.0,1807,6.17,5.58,3.08
0.47,Good,H,SI1,63.1,54.0,5343,7.04,6.03,3.99
1.29,Ideal,H,SI1,62.6,61.0,18823,5.0,4.72,4.34
1.16,Very Good,J,VS1,59.7,61.0,3671,5.61,6.55,3.36
0.72,Good,H,VS2,60.1,58.0,982,3.38,4.41,3.16
1.05,Good,G,VS2,65.2,61.0,1174,6.82,5.27,4.07
0.67,Very Good,D,SI1,61.6,60.0,1015,5.71,4.15,2.91
1.04,Very Good,F,SI2,62.7,62.0,3160,4.44,5.56,4.0
0.6,Fair,F,VS2,62.1,59.0,15519,4.94,4.93,3.57
0.43,Premium,F,SI1,63.7,57.0,5522,5.88,6.53,2.27
0.81,Very Good,G,VS2,63.0,60.0,2382,5.81,5.77,3.66
0.86,Premium,H,VVS1,63.3,57.0,2561,4.82,7.18,2.9
1.46,Premium,J,SI2,61.8,59.0,4057,4.59,3.15,2.17
0.64,Ideal,G,SI2,62.4,59.0,741,7.28,6.94,2.41
1.21,Premium,J,VS1,60.9,60.0,1683,4.06,5.75,3.93
0.32,Premium,H,VVS2,61.8,58.0,6612,5.79,6.69,3.46
0.6,Very Good,D,VS2,61.4,57.0,4290,7.3,4.38,2.91
1.38,Premium,E,SI1,59.4,56.0,1233,6.1,4.3,3.92
0.59,Ideal,I,SI2,62.2,62.0,1845,7.43,7.17,2.93
0.24,Ideal,D,VVS2,62.4,57.0,2438,6.43,7.03,2.63
1.09,Premium,H,SI2,62.5,59.0,4282,6.11,6.65,3.49
0.81,Fair,D,SI1,62.1,54.0,3575,6.03,5.57,3.77
0.45,Very Good,E,VS1,58.4,54.0,2797,7.32,7.1,4.82
0.86,Very Good,H,VS2,63.1,54.3,5892,7.66,6.69,2.92
1.11,Ideal,G,VVS2,61.2,57.0,5181,5.49,5.35,4.23
1.21,Very Good,H,SI1,62.5,59.0,1289,5.12,5.12,3.66
0.59,Good,G,SI1,62.5,58.0,1909,6.06,4.59,3.72
0.83,Ideal,D,SI1,58.7,58.0,1072,8.47,6.69,3.23
1.35,Premium,H,VS2,60.6,62.0,2863,5.2,6.73,2.76
0.65,Premium,I,VVS1,62.6,58.0,7235,4.55,5.46,4.93
0.6,Premium,E,VS2,62.4,55.0,2505,6.5,6.93,4.18
0.71,Very Good,I,VS2,59.7,56.0,11514,4.84,6.2,4.42
1.23,Premium,I,VS2,63.0,54.0,3731,8.62,6.59,3.58
1.02,Good,H,SI2,62.2,56.0,4448,4.9,5.98,4.61
0.3,Very Good,H,VS2,58.9,61.0,723,6.72,7.85,5.31
0.68,Very Good,E,SI1,62.5,58.0,1330,6.21,3.23,2.92
1.33,Fair,G,VS1,65.8,59.0,10439,5.43,6.46,4.33
0.37,Ideal,F,I1,61.9,58.0,2139,4.65,8.51,4.5
0.66,Very Good,E,SI1,60.2,57.0,4469,3.45,6.85,2.95
0.93,Very Good,E,VS1,62.1,56.0,3237,5.1,6.21,2.79
0.85,Ideal,G,SI2,60.4,55.0,1002,4.2,5.31,3.57
0.76,Fair,D,SI1,59.4,56.0,1886,5.72,4.0,2.07
0.36,Premium,G,SI2,62.3,60.0,18823,5.82,5.82,3.35
0.96,Premium,H,VVS2,61.8,60.0,1215,3.82,4.56,3.46
0.35,Premium,E,VVS2,61.1,61.0,1188,6.2,6.6,3.52
0.74,Premium,D,VVS2,61.2,59.0,748,6.7,5.48,3.51
1.21,Premium,F,SI1,61.8,58.0,4097,4.92,5.66,2.65
0.85,Premium,D,VS2,62.3,62.0,2892,6.88,5.07,3.56
1.27,Fair,I,VS1,63.8,54.0,4980,5.92,6.5,5.33
1.18,Good,D,VS2,59.9,57.0,880,4.34,5.78,3.96
0.31,Good,E,VS1,62.4,55.0,1024,5.07,4.72,4.82
0.78,Good,D,VS2,62.5,58.0,1648,6.88,6.47,4.25
0.39,Fair,F,I1,58.7,56.0,7247,4.69,4.66,1.09
0.69,Ideal,H,SI1,64.4,60.0,2731,4.82,5.11,2.68
0.69,Very Good,J,VS2,59.4,58.0,4936,6.48,5.43,5.19
0.85,Good,D,SI1,59.4,53.7,1073,5.36,6.65,3.6
0.36,Very Good,F,SI1,60.3,59.0,2092,6.53,3.18,2.18
0.23,Good,H,VVS1,61.2,59.0,18823,6.08,7.27,3.78
0.77,Good,G,SI1,62.4,59.0,2051,8.25,3.62,4.85
0.2,Very Good,E,SI1,61.8,58.0,2124,8.13,8.21,2.58
2.29,Premium,I,SI1,64.0,57.0,662,7.96,5.77,2.99
1.28,Very Good,I,VS2,61.1,56.0,1586,4.29,3.94,3.81
1.31,Very Good,E,VS2,61.6,58.0,1182,2.9,4.52,4.36
1.06,Very Good,G,SI2,62.5,54.0,1703,5.94,5.11,3.82
0.3,Ideal,G,VVS2,63.3,57.0,1467,4.65,4.32,3.25
0.24,Very Good,H,SI1,64.2,54.0,621,7.82,5.98,3.29
0.37,Premium,I,VS2,62.7,64.0,4449,4.97,6.24,3.57
1.15,Very Good,E,SI2,59.0,56.0,585,6.39,4.75,3.36
1.13,Ideal,G,VS2,62.1,56.0,2588,6.85,4.07,3.14
1.02,Very Good,I,SI1,59.0,54.0,4207,6.75,6.61,3.59
0.73,Very Good,G,VS2,63.6,58.0,9928,7.38,4.97,4.48
0.75,Fair,D,SI1,62.0,61.0,1427,6.39,4.45,3.91
0.34,Very Good,G,SI2,61.6,54.0,18823,6.31,5.16,3.3
1.28,Good,D,VS2,63.1,56.0,1885,6.55,6.94,4.22
0.67,Premium,H,SI2,60.7,66.0,2698,6.94,6.61,3.62
0.49,Good,F,VVS2,61.7,61.0,11813,7.37,6.55,3.53
0.45,Very Good,D,SI2,61.3,58.0,1114,5.0,5.17,4.38
0.46,Good,F,VVS1,59.7,57.0,798,3.73,4.24,4.03
0.47,Premium,J,SI1,58.9,60.0,1744,4.57,6.96,3.41
1.77,Ideal,H,VS1,60.5,59.0,822,5.01,4.85,2.84
0.41,Premium,F,VS2,65.3,55.0,326,5.41,5.29,3.05
0.94,Premium,F,SI2,60.5,63.0,5113,6.65,6.66,5.06
0.87,Very Good,H,SI2,60.2,60.0,4005,6.0,5.65,3.04
0.82,Very Good,E,VS2,62.9,58.0,12543,6.83,7.71,2.93
2.13,Good,J,SI1,58.6,60.0,1568,7.03,4.29,4.58
0.38,Premium,E,SI1,63.5,61.0,1425,5.82,5.19,2.81
1.78,Very Good,I,VS2,63.6,58.1,4960,4.55,5.58,2.88
0.67,Very Good,E,SI1,59.5,62.0,7745,7.16,5.68,3.64
1.41,Very Good,I,SI1,63.9,54.0,2200,4.57,8.0,3.5
0.43,Ideal,F,VS2,59.4,57.0,2259,6.27,5.04,4.84
2.07,Very Good,J,VS2,63.1,58.0,4753,4.84,7.56,3.99
0.46,Fair,F,SI1,63.4,55.0,1216,6.92,6.71,1.72
1.62,Very Good,I,SI1,62.1,58.0,326,7.7,4.3,2.76
0.35,Ideal,F,IF,59.4,55.0,5177,4.9,6.75,4.69
0.35,Premium,H,I1,64.4,59.0,1631,5.99,6.11,3.44
0.47,Ideal,E,VS2,62.6,54.0,3700,5.29,4.83,3.67
0.67,Ideal,J,SI2,62.9,57.0,1741,4.69,5.96,3.9
0.34,Very Good,E,SI1,60.3,59.0,1422,5.99,5.4,4.33
0.99,Very Good,G,VS2,60.2,62.0,17504,3.52,6.78,4.09
0.63,Ideal,I,VVS1,63.1,59.0,2935,5.99,7.13,4.4
0.95,Very Good,I,VS2,57.4,63.0,7093,7.7,6.84,4.76
1.29,Ideal,F,VVS1,60.8,60.0,2213,5.35,5.54,3.53
1.14,Ideal,I,VS2,62.0,57.0,2106,4.6,6.78,2.48
0.51,Ideal,G,VS1,65.3,57.0,3671,5.36,5.95,4.33
1.25,Ideal,G,IF,61.4,59.0,2951,5.69,6.05,3.99
0.72,Premium,F,SI1,61.2,59.0,1259,6.99,4.51,4.13
1.65,Very Good,H,IF,61.4,56.0,1608,7.09,5.78,2.95
1.91,Very Good,J,VS1,60.4,55.0,2304,5.05,6.82,3.83
0.41,Very Good,G,VS1,62.7,57.0,1664,5.89,6.82,4.43
0.72,Good,H,VS1,61.1,56.0,3230,6.86,5.12,4.27
0.65,Very Good,E,IF,61.6,58.0,3325,5.01,5.55,3.72
0.64,Premium,G,VS1,64.0,57.0,4744,5.07,4.88,3.89
0.52,Premium,F,VS2,62.4,56.0,1023,6.4,5.83,3.06
1.79,Premium,J,IF,61.1,61.0,9434,4.9,5.36,3.79
1.79,Very Good,F,SI2,53.4,56.0,2360,5.6,6.88,3.93
1.27,Premium,F,VVS2,60.9,55.0,716,6.52,7.1,2.16
1.4,Ideal,I,VS1,62.3,59.0,5015,7.16,4.4,2.83
0.47,Very Good,G,VVS1,60.5,59.0,1030,6.55,5.61,4.16
0.82,Good,I,VVS1,60.2,56.0,9723,6.29,7.0,3.89
0.39,Ideal,G,IF,62.9,56.0,3562,7.22,5.85,4.34
0.47,Fair,F,SI2,64.8,57.0,4261,7.08,6.41,3.69
1.15,Fair,F,SI1,63.4,62.0,3286,4.62,7.09,4.46
0.71,Fair,E,SI2,59.0,58.0,4890,5.57,7.45,5.22
0.26,Ideal,G,VS2,61.5,57.0,11453,5.28,7.99,3.81
0.95,Ideal,I,VVS2,63.0,56.0,13395,7.55,9.39,4.39
0.36,Good,G,SI2,63.2,55.0,876,4.21,6.25,2.86
0.68,Good,I,VS2,65.5,53.0,1381,6.23,5.57,3.81
1.34,Ideal,J,VS1,62.4,56.0,6058,7.02,7.47,4.04
0.87,Very Good,J,VVS1,59.3,61.0,3740,4.88,6.59,2.05
0.4,Premium,D,SI2,66.9,57.0,1065,5.48,4.9,4.25
0.4,Very Good,F,VS2,60.6,60.0,1566,6.74,6.89,3.67
0.98,Premium,E,VS1,60.6,54.0,2193,6.41,4.34,4.11
1.89,Premium,G,IF,62.7,58.0,1040,6.99,4.14,2.85
0.37,Good,F,VS2,63.0,60.0,1687,5.73,5.02,4.45
0.26,Ideal,E,SI2,58.6,54.1,2825,5.63,3.17,3.39
0.93,Ideal,G,VS1,61.5,57.0,3551,4.85,6.43,3.43
0.24,Ideal,E,VVS2,62.4,60.0,2652,6.75,7.28,4.25
0.54,Very Good,E,SI2,62.3,61.0,7795,7.07,5.1,4.28
0.66,Very Good,G,VS1,61.2,55.0,494,7.4,5.53,4.4
0.27,Very Good,D,VS1,62.7,56.0,2284,7.34,4.73,3.97
0.38,Premium,I,VS2,63.5,56.0,4282,7.19,5.43,4.87
1.94,Ideal,G,VS1,61.4,57.0,2242,4.56,5.12,5.01
0.51,Very Good,D,SI1,60.7,59.0,2761,5.85,5.16,3.15
0.42,Very Good,G,SI2,62.0,54.0,10570,4.84,5.72,3.36
0.36,Ideal,G,VS1,61.1,53.0,2416,3.25,2.99,3.19
0.46,Very Good,H,SI1,65.9,60.0,992,5.59,4.69,3.81
0.81,Ideal,E,VS2,61.0,56.0,754,5.35,4.71,2.36
0.34,Very Good,E,VS1,61.4,63.0,3701,5.3,6.78,3.16
0.42,Premium,H,SI1,57.7,54.0,2008,4.87,6.05,2.92
0.66,Premium,E,SI2,61.5,58.0,1486,5.12,5.45,4.64
0.46,Premium,G,VVS2,62.2,58.0,1892,5.59,7.27,3.88
0.27,Ideal,E,SI2,61.2,59.0,4861,6.9,6.39,3.48
0.23,Ideal,E,SI1,61.0,54.0,734,5.88,8.38,4.36
1.33,Good,I,SI1,61.9,59.0,4554,7.09,6.11,3.65
0.51,Premium,D,SI2,66.0,61.0,5171,5.98,6.47,3.35
1.26,Very Good,J,SI1,61.3,56.0,2995,5.66,6.87,3.08
1.01,Ideal,F,VS1,60.4,57.0,3135,6.05,4.95,3.54
0.7,Very Good,F,VS1,63.9,55.0,2183,5.35,5.54,4.17
0.4,Premium,I,SI1,60.1,56.0,2280,5.2,8.46,4.09
1.13,Premium,F,SI2,61.6,57.0,2999,5.89,4.17,3.04
0.83,Premium,H,VS2,59.3,55.0,10250,7.77,6.95,4.56
0.5,Very Good,J,VVS1,62.6,59.0,1255,5.61,6.7,4.1
0.55,Ideal,D,SI2,61.4,61.0,4574,7.01,7.16,3.26
0.71,Very Good,I,SI1,63.1,58.0,3188,5.97,6.27,2.95
0.37,Premium,E,VS2,59.9,55.0,3068,6.36,6.99,3.28
2.32,Premium,H,VVS2,62.5,56.0,1018,7.46,6.27,4.44
0.8,Very Good,E,VS1,58.9,62.0,3860,8.18,7.25,3.73
0.8,Premium,H,SI2,63.4,58.0,6094,6.49,5.99,2.51
0.85,Ideal,E,SI2,63.7,60.0,4130,7.97,6.29,4.11
0.34,Good,D,VS2,62.9,61.0,4440,5.63,4.21,4.65
0.43,Ideal,I,VS1,60.3,58.0,13969,4.84,5.32,3.01
0.43,Premium,H,VS1,60.8,59.0,888,4.09,6.07,3.5
1.58,Ideal,H,SI2,59.0,61.0,1779,6.4,5.81,3.66
0.86,Good,G,VVS2,61.8,59.0,3255,4.83,4.98,2.97
2.04,Premium,I,VS1,60.0,56.0,2956,5.04,6.56,4.23
0.74,Premium,D,SI2,59.9,60.0,1552,6.58,4.74,5.38
0.93,Good,G,SI2,58.6,59.0,5152,3.69,6.11,3.39
1.18,Premium,H,SI2,62.5,63.0,18823,5.33,8.1,4.41
0.68,Very Good,I,SI1,60.2,60.0,4651,5.79,5.31,3.06
0.27,Premium,E,VS2,63.9,54.0,5736,5.02,6.46,3.4
0.45,Very Good,E,VS2,61.6,53.0,4452,8.72,6.41,4.3
1.05,Good,D,VS1,59.3,61.0,933,5.46,6.07,4.27
0.47,Premium,E,VS2,60.7,60.0,1725,7.63,5.9,3.31
0.34,Premium,E,SI1,62.6,54.0,2763,4.91,5.85,3.38
0.57,Ideal,E,IF,59.8,58.0,2010,7.55,5.15,4.29
0.37,Very Good,E,VVS1,62.0,56.0,1652,7.1,6.5,3.69
0.49,Premium,E,VVS2,62.9,58.0,1732,4.58,5.37,3.83
1.15,Ideal,H,VS1,58.7,58.0,1104,6.1,6.65,2.54
0.59,Very Good,D,SI1,65.5,59.0,1129,7.67,3.61,4.4
1.09,Very Good,G,VS1,62.3,58.0,815,5.16,5.44,4.55
1.28,Ideal,J,VVS2,59.9,57.0,3688,5.35,5.51,3.32
1.41,Fair,I,SI1,65.5,55.0,326,4.37,5.39,4.41
0.96,Ideal,G,SI2,60.3,58.0,4167,5.6,6.73,4.68
0.6,Very Good,J,SI2,60.1,56.0,7464,5.92,4.5,2.61
1.05,Ideal,J,VS1,57.8,55.0,3480,8.19,4.99,3.63
0.67,Very Good,F,VS1,62.7,58.0,1051,6.74,6.28,3.71
1.41,Fair,H,SI2,63.0,69.0,4799,4.22,6.27,2.93
1.45,Premium,H,I1,61.1,55.6,1153,4.39,6.54,4.34
1.12,Very Good,E,VS1,61.1,56.0,2346,5.08,7.01,3.66
0.55,Very Good,I,I1,61.2,64.0,6832,6.53,7.05,3.8
0.71,Very Good,F,VS2,61.2,60.0,1153,7.71,6.15,3.42
0.76,Premium,E,SI1,61.2,49.0,1198,4.14,5.63,5.05
1.38,Good,D,SI1,61.3,55.0,5067,6.56,4.61,4.18
1.34,Good,I,SI1,61.4,60.0,326,5.81,8.24,5.07
0.41,Very Good,F,VS2,62.1,57.0,6034,5.8,3.65,4.46
0.49,Ideal,F,IF,61.7,56.0,1076,4.71,6.15,3.38
1.18,Very Good,D,VVS1,62.1,59.0,1647,5.89,4.63,3.07
0.53,Premium,H,SI1,63.5,60.0,15971,7.11,4.44,2.69
0.94,Premium,H,VS2,60.4,61.0,462,6.03,4.23,4.83
1.58,Ideal,H,SI1,63.9,59.0,1575,6.8,5.72,3.28
1.19,Premium,H,VS2,60.8,56.0,13863,2.78,8.36,2.06
0.55,Ideal,F,VS2,62.3,57.0,3275,3.98,3.77,3.25
1.53,Fair,H,VS1,58.4,60.0,4793,5.03,5.63,3.69
0.87,Premium,E,SI1,60.0,61.0,11924,6.57,6.85,4.5
1.43,Fair,I,SI2,62.0,55.0,13108,6.12,5.72,4.21
0.41,Premium,D,SI2,61.5,57.0,8901,5.61,3.8,4.08
0.65,Ideal,D,VS2,64.0,59.0,488,7.07,5.43,2.71
0.61,Ideal,D,SI2,59.8,57.0,14793,5.11,6.05,3.56
1.25,Very Good,I,VS1,60.5,60.0,919,6.28,6.55,3.06
0.2,Fair,E,SI2,57.9,58.0,3302,5.33,5.19,3.71
1.78,Very Good,F,VS1,61.8,57.0,3422,6.04,6.42,2.07
0.68,Ideal,G,VS2,57.6,58.0,2437,4.8,6.39,1.94
1.07,Premium,H,SI1,65.9,58.0,3071,6.61,5.91,4.67
0.62,Premium,D,VS2,59.0,57.0,1351,8.01,5.93,3.84
0.73,Premium,G,VS1,64.4,56.0,2080,2.75,6.15,2.34
0.57,Very Good,D,VVS1,62.3,60.0,3704,5.73,7.31,3.13
1.12,Ideal,G,SI2,62.1,56.0,3768,6.24,6.4,3.63
1.36,Very Good,G,SI1,62.0,61.0,3078,6.95,6.58,3.23
0.78,Premium,D,SI1,62.3,57.0,5804,6.61,4.25,3.52
1.28,Very Good,D,VS1,63.2,57.0,5797,6.75,5.67,4.15
0.31,Premium,I,SI1,63.4,55.0,7854,5.39,6.14,3.94
0.45,Ideal,F,SI2,63.8,61.0,11559,4.67,5.52,3.28
0.7,Very Good,E,SI2,63.4,59.0,2556,4.44,5.68,4.28
0.94,Ideal,D,VVS2,61.3,58.0,1313,7.16,6.15,2.91
1.09,Ideal,D,SI2,60.7,61.0,2769,2.79,5.26,3.31
0.59,Ideal,D,VVS2,63.1,57.0,1638,5.81,4.56,4.01
0.45,Ideal,H,VS2,62.3,59.0,12236,5.13,5.5,2.79
0.36,Very Good,H,SI1,63.3,60.0,3105,5.57,4.53,4.89
0.98,Ideal,E,VVS2,59.5,56.0,2058,5.27,4.79,4.58
1.44,Very Good,I,SI1,62.0,60.0,4960,6.28,4.09,3.54
0.41,Good,H,VVS1,62.4,56.0,3074,3.97,5.49,2.85
0.69,Ideal,I,VVS1,62.8,57.0,2154,6.46,5.09,2.88
0.55,Very Good,D,SI2,56.7,57.0,7088,4.47,5.66,3.92
0.41,Ideal,D,SI2,61.4,61.0,1867,4.62,6.91,3.61
0.84,Premium,E,VS2,67.6,56.0,2004,4.73,7.22,2.58
0.68,Premium,I,SI1,57.2,59.0,2470,5.11,6.64,4.09
1.06,Ideal,G,VVS1,62.4,54.0,14727,5.62,3.95,4.43
0.37,Premium,H,IF,62.0,58.0,17229,3.44,4.32,3.91
0.95,Good,J,SI1,60.0,56.0,9937,6.2,4.63,3.71
0.57,Good,F,VS2,59.1,57.0,2156,5.74,6.38,4.0
0.43,Ideal,D,SI2,64.0,58.0,1506,5.54,3.56,4.27
0.86,Premium,D,SI2,61.6,56.0,2179,7.18,5.77,3.32
0.26,Ideal,F,SI1,62.9,59.0,913,4.69,5.92,3.38
1.59,Very Good,H,VS1,66.5,54.0,1914,6.66,5.89,4.15
0.33,Premium,F,VS2,63.7,62.0,1536,3.94,2.67,4.45
0.59,Premium,G,IF,59.8,53.0,6533,6.0,4.76,2.66
0.36,Fair,J,SI1,60.5,64.0,1715,6.41,4.98,3.35
0.92,Very Good,H,SI2,62.3,59.0,11625,3.97,6.28,2.66
0.2,Very Good,F,SI1,61.7,58.0,2089,4.27,4.28,1.39
0.89,Very Good,E,VVS2,58.7,57.0,2899,4.91,5.26,3.78
1.65,Very Good,F,VVS1,62.1,59.0,1330,6.15,2.4,3.95
0.28,Very Good,H,VS2,59.5,58.0,572,4.55,7.25,3.12
0.72,Good,E,SI1,59.5,59.0,7757,6.37,6.03,3.41
0.39,Very Good,F,VVS2,62.5,56.0,6775,6.78,4.66,3.87
1.24,Fair,F,I1,63.7,55.0,3743,3.97,7.27,3.29
0.24,Very Good,G,VS2,61.3,58.0,1333,4.32,4.1,4.57
0.55,Good,D,SI2,59.8,55.0,764,5.95,5.66,4.06
0.8,Premium,H,SI2,58.3,60.0,2041,5.35,3.95,2.54
0.44,Premium,E,SI1,65.9,58.0,966,4.09,5.98,5.03
0.62,Very Good,H,VS2,61.8,60.0,2133,6.45,6.93,3.03
0.24,Good,H,VS1,55.8,57.0,926,5.16,5.27,3.94
0.37,Good,G,VS2,62.3,57.0,4920,6.02,5.38,3.82
0.64,Premium,G,SI1,62.5,59.0,4230,5.24,8.51,2.08
0.47,Good,F,SI2,63.8,56.0,2118,5.31,4.13,3.59
0.68,Very Good,I,VS2,60.2,60.0,1388,4.18,3.48,4.02
0.62,Premium,E,VS1,61.3,65.4,10830,6.4,5.12,4.76
0.41,Very Good,D,VS1,62.9,59.0,2622,6.44,5.31,1.96
0.83,Good,J,SI2,62.4,61.0,4288,6.07,6.25,2.03
0.88,Good,D,IF,61.7,54.0,3731,7.87,4.61,3.93
1.1,Premium,E,VS1,61.2,65.0,991,5.71,5.54,4.15
0.64,Ideal,F,SI1,63.9,58.0,3049,5.16,4.17,3.61
1.76,Good,I,SI1,60.3,56.0,9667,4.84,5.01,3.66
0.47,Very Good,G,VVS2,61.4,56.0,2738,5.3,6.33,3.62
0.33,Good,F,SI2,61.1,60.0,1838,4.43,5.27,4.41
0.69,Ideal,G,IF,60.7,57.0,326,5.0,7.51,4.18
1.42,Premium,D,SI2,60.7,59.0,2288,5.9,7.47,4.0
0.79,Fair,I,SI2,62.1,55.0,833,6.9,6.42,4.1
0.84,Very Good,E,SI1,60.9,62.0,1903,4.67,7.45,2.84
1.86,Good,H,VVS2,63.0,61.0,1636,5.15,4.54,4.51
1.25,Very Good,I,SI1,62.9,55.0,2727,6.38,5.82,3.81
0.48,Premium,F,SI1,60.8,62.0,1517,6.26,6.9,4.18
0.47,Very Good,D,VS1,62.8,55.0,2343,8.47,5.87,3.44
2.64,Very Good,J,SI1,68.0,59.0,2882,6.72,4.2,3.5
1.04,Premium,I,VS2,60.4,58.0,11429,4.64,5.03,4.92
0.27,Ideal,D,VS1,61.2,62.0,3385,6.92,4.19,2.63
0.49,Premium,I,SI1,62.1,56.0,6419,4.1,5.22,3.96
0.85,Premium,G,SI2,62.2,57.0,6499,5.41,7.94,3.14
