method,number,orbital_period,mass,distance,year
Radial Velocity,2,2140.2,,42.43,2000
Transit,1,3.4059096,,,2010
Radial Velocity,1,136.75,2.8,62.66,2007
Transit,1,4.641878,,447.0,2012
Microlensing,1,3600.0,,,2005
Radial Velocity,1,387.1,1.7,,2011
Radial Velocity,1,6.276,,,2001
Imaging,4,37000.0,,39.94,2008
Radial Velocity,3,6.673855,,52.88,2005
Radial Velocity,1,26.73,0.71,94.07,2006
Transit,1,2.7566004,,,2010
Radial Velocity,1,1531.0,6.92,37.44,2002
Transit,2,27.9481449,,,2012
Transit,2,11.6092567,,,2012
Imaging,1,,,,2013
Radial Velocity,1,122.1,,9.24,2010
Radial Velocity,2,1624.0,,68.54,2005
Transit,1,59.87756,,,2013
Transit,1,3.352057,,,2012
Transit,2,42.6318,,,2011
Transit,2,7.053,,,2012
Radial Velocity,1,3.52474859,,47.08,1999
Radial Velocity,1,2.985625,0.4,43.53,2002
Radial Velocity,4,5.36874,,6.27,2005
Radial Velocity,2,4.0845,,37.84,2008
Radial Velocity,1,963.0,2.54,,2004
Transit,1,1.327347,,317.0,2011
Imaging,1,10037.5,,23.1,2011
Transit,1,4.187757,,260.0,2008
Transit,1,3.8559,,480.0,2012
Radial Velocity,2,1155.7,,55.31,2012
Transit,1,66.262,,,2014
Radial Velocity,1,696.3,,99.4,2009
Transit,1,3.056536,,314.0,2007
Radial Velocity,1,131.05,,35.37,2011
Radial Velocity,2,613.8,,68.35,2010
Radial Velocity,2,379.1,,94.61,2005
Radial Velocity,1,4.6455,0.013,,2010
Transit,2,17.9801235,,,2012
Transit,3,9.605085,,,2012
Microlensing,1,,,1760.0,2013
Radial Velocity,3,35.37,0.036,16.13,2012
Radial Velocity,1,705.0,,112.23,2011
Transit,2,,,,2013
Transit,1,3.764825,,,2010
Transit,3,5.398763,,,2012
Radial Velocity,2,391.9,,43.4,2007
Transit,1,6.24658,,,2013
Radial Velocity,1,456.1,,52.88,2007
Transit,1,3.6623866,,240.0,2012
Transit,1,3.00516,,,2013
Radial Velocity,2,13.505,0.0186,23.44,2011
Radial Velocity,3,580.0,0.947,,2012
Radial Velocity,1,951.0,4.5,,2001
Radial Velocity,1,137.48,1.11,,2013
Radial Velocity,1,3.3135,3.9,15.6,1996
Radial Velocity,2,441.47,,27.46,2003
Radial Velocity,2,17.1,,15.89,2005
Radial Velocity,3,431.7,0.527,25.87,2011
Transit,3,85.312,,,2012
Radial Velocity,1,358.0,0.64,,2009
Transit,2,36.855,,,2013
Transit,1,,,333.0,2011
Radial Velocity,1,883.0,,121.36,2011
Microlensing,1,3600.0,,,2005
Transit,1,,,,2013
Transit,1,8.158715,,,2010
Radial Velocity,3,147.73,1.28,52.88,2006
Radial Velocity,3,,,,2011
Eclipse Timing Variations,1,10220.0,6.05,,2009
Radial Velocity,3,18.315,,6.06,2011
Imaging,1,730000.0,,,2006
Radial Velocity,3,14002.0,1.64,14.08,2009
Radial Velocity,1,2097.0,,85.18,2009
Radial Velocity,6,122.72,0.074,39.39,2010
Radial Velocity,2,,,,2012
Transit,4,4.7779803,,,2012
Eclipse Timing Variations,2,5767.0,,130.72,2008
Radial Velocity,1,62.218,0.229,11.11,2003
Radial Velocity,1,4100.0,,,2013
Radial Velocity,6,20.432,0.0299,,2008
Radial Velocity,1,25.827,0.178,38.02,2004
Transit,2,26.723,,,2013
Radial Velocity,4,5.36874,,6.27,2005
Radial Velocity,1,3.2357,0.0036,1.35,2012
Transit,1,282.5255,,,2013
Transit,2,16.3850021,,,2012
Radial Velocity,1,,2.2,,2011
Radial Velocity,2,6005.0,,25.64,2012
Radial Velocity,2,1353.6,,37.84,2008
Radial Velocity,1,1001.7,6.86,32.56,2005
Transit,2,12.04,,,2012
Transit,1,4.234516,,134.0,2010
Radial Velocity,2,53.832,,28.6,2011
Transit,3,7.64159,,,2011
Radial Velocity,2,3.27,0.0351,24.15,2011
Transit,2,12.883,,,2012
Radial Velocity,1,118.96,1.13,28.07,2000
Transit,1,,,344.0,2012
Transit,5,2.896,,303.0,2012
Eclipse Timing Variations,2,2883.5,,500.0,2010
Transit,4,43.8445,,,2014
Radial Velocity,1,3.48777,,80.0,2000
Imaging,1,,,145.0,2010
Transit,1,4.1250828,,,2008
Eclipse Timing Variations,2,2883.5,,500.0,2010
Transit,1,2.899736,,138.0,2007
Radial Velocity,1,1143.0,6.8,28.88,2003
Microlensing,1,,,1760.0,2013
Transit,1,3.0927616,,90.0,2008
Transit,1,3.1260876,,,2011
Radial Velocity,1,63.33,1.22,44.37,2003
Transit,4,54.32031,,,2013
Radial Velocity,1,327.8,0.6,54.94,2010
Radial Velocity,2,567.0,0.33,43.53,2009
Transit,2,34.921,,,2013
Transit,1,3.922727,,70.0,2010
Radial Velocity,1,436.9,,,2011
Radial Velocity,1,5.7361,,,2012
Radial Velocity,3,123.01,0.072,,2009
Radial Velocity,1,1561.0,7.71,51.97,2003
Radial Velocity,1,1928.0,,35.87,2005
Radial Velocity,1,176.3,,126.1,2010
Transit,2,21.2227,,,2014
Radial Velocity,2,2277.0,,38.64,2011
Transit,1,1.091423,,,2008
Transit,1,66.262,,,2014
Transit,1,4.457243,,501.0,2012
Transit,1,4.4652934,,139.0,2006
Radial Velocity,1,874.774,2.21,56.95,2008
Radial Velocity,2,441.47,,27.46,2003
Radial Velocity,2,4270.0,,19.72,2005
Radial Velocity,1,48.056,0.21,51.26,2005
Radial Velocity,1,466.0,,,2010
Radial Velocity,1,2097.0,3.0,85.18,2009
Transit,2,12.513,,,2012
Radial Velocity,2,352.3,,52.72,2012
Radial Velocity,3,12.083,,26.91,2011
Radial Velocity,3,3.6,0.014,16.13,2012
Transit,1,3.67724,,,2007
Radial Velocity,1,2.1451,,,2012
Radial Velocity,2,,,,2012
Transit,1,,,770.0,2011
Radial Velocity,1,1096.2,0.168,29.55,2011
Radial Velocity,1,41.397,0.298,11.03,2010
Radial Velocity,1,471.6,,300.3,2005
Imaging,1,,,,2006
Transit,1,1.3600309,,93.0,2012
Transit,1,4.008778,,215.0,2010
Radial Velocity,3,16.546,,,2011
Radial Velocity,2,441.47,,27.46,2003
Radial Velocity,1,3630.0,,,2012
Transit,1,2.785755,,108.0,2011
Radial Velocity,2,4970.0,0.36,,2010
Transit,1,2.899736,,,2007
Radial Velocity,1,1800.0,1.15,96.99,2008
Transit,5,8.7522,,303.0,2011
Radial Velocity,3,8.631,0.035,14.97,2013
Radial Velocity,2,4270.0,2.6,19.72,2005
Transit,3,45.154,,,2012
Microlensing,1,,,2800.0,2012
Radial Velocity,2,44.236,,42.68,2009
Radial Velocity,3,59.519,,26.91,2011
Transit,2,88.505,,,2013
Transit,1,1.9000693,,870.0,2011
Transit,1,4.322482,,242.0,2010
Transit,2,42.6318,,2100.0,2011
Radial Velocity,1,2.1375,1.5,,2006
Imaging,4,69000.0,,39.94,2008
Transit,1,4.0378962,,,2009
Radial Velocity,2,379.1,,94.61,2005
Radial Velocity,2,530.32,,46.84,2012
Radial Velocity,1,875.5,,352.11,2012
Radial Velocity,1,,1.28,18.24,2000
Transit,3,27.50868,,,2013
Transit,2,15.3348,,,2011
Transit,2,10.3376,,1400.0,2011
Eclipse Timing Variations,2,3321.0,,,2008
Transit,1,6.24658,,1030.0,2013
Radial Velocity,5,0.73654,,12.53,2011
Radial Velocity,2,352.3,0.73,52.72,2012
Radial Velocity,2,152.6,,35.59,2011
Transit,2,27.9481449,,,2012
Transit,2,7.8773565,,,2012
Microlensing,1,,,,2008
Radial Velocity,2,8.1256,,26.21,2011
Transit,2,7.053,,,2012
Transit,2,,,470.0,2012
Radial Velocity,1,10.7085,1.04,,1999
Transit,5,2.896,,303.0,2012
Radial Velocity,1,327.8,0.6,54.94,2010
Transit,1,2.691548,,,2014
Transit,3,12.8159,,,2014
Transit,1,3.024095,,1950.0,2011
Microlensing,1,1970.0,,,2010
Radial Velocity,3,59.519,,26.91,2011
Radial Velocity,1,75.523,0.26,,2000
Transit,5,27.4536,,,2014
Transit,1,7.340718,,1330.0,2013
Transit,2,13.485,,,2012
Transit,5,5.714932,,368.0,2013
Transit,1,1.3600309,,,2012
Radial Velocity,1,578.2,,,2012
Microlensing,1,,,2570.0,2012
Transit,5,8.7522,,303.0,2011
Transit,1,2.7817387,,,2012
Radial Velocity,1,2093.3,,,2012
Transit,1,3.6313,,600.0,2011
Imaging,1,,,,2013
Transit,2,16.23855,,470.0,2012
Transit,2,15.5741568,,,2012
Radial Velocity,1,499.4,,51.87,2008
Radial Velocity,3,16.546,0.0363,38.01,2011
Radial Velocity,6,16.3567,0.038,,2010
Transit,2,5.955,,,2012
Transit,1,3.6623866,,,2012
Transit,1,3.474474,,387.0,2011
Transit,1,3.92289,,480.0,2008
Radial Velocity,1,311.6,,115.21,2013
Transit,1,4.9816872,,,2012
Transit,1,,,501.0,2012
Imaging,1,,,135.0,2013
Radial Velocity,1,2890.0,,,2011
Microlensing,2,,,4080.0,2012
Radial Velocity,1,480.5,6.0,80.06,2012
Radial Velocity,1,974.0,,70.97,2007
Transit,2,303.137,,1500.0,2012
Transit,5,41.02902,,,2011
Radial Velocity,2,5.6,0.045,42.09,2009
Radial Velocity,5,14.651,,12.53,1996
Radial Velocity,1,763.0,,19.84,2011
Transit,2,34.921,,,2013
Radial Velocity,3,4.215,,,2009
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,1966.1,1.34,48.64,2011
Radial Velocity,1,3383.0,3.15,51.36,2002
Radial Velocity,3,3.6,0.014,16.13,2012
Transit,2,23.08933,,,2014
Radial Velocity,1,3.971,0.197,59.7,2002
Radial Velocity,6,197.8,,12.83,2012
Radial Velocity,5,14.651,,12.53,1996
Transit,1,4.1137912,,124.22,2012
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,,13.65,31.79,2011
Transit,4,9.6739283,,,2012
Radial Velocity,6,34.62,,12.83,2012
Transit,1,2.99433,,560.0,2010
Radial Velocity,2,7.126816,,19.72,1998
Transit,2,16.3850021,,,2012
Radial Velocity,1,,,81.5,2012
Radial Velocity,4,9.6386,,15.28,2004
Transit,1,4.1591399,,200.0,2012
Radial Velocity,1,47.84,0.098,49.33,2009
Radial Velocity,1,18.179,,86.88,2006
Pulsar Timing,1,0.09070629,,1200.0,2011
Transit,1,3.474474,,387.0,2011
Transit,1,3.553945,,492.0,2007
Transit,3,1.865169,,38.7,2011
Transit,1,2.143634,,,2011
Radial Velocity,1,124.6,,149.25,2013
Radial Velocity,1,380.8,,20.21,2010
Radial Velocity,2,3.097,0.52,47.92,1998
Radial Velocity,1,1279.0,,31.03,2002
Radial Velocity,1,589.64,,10.34,2006
Radial Velocity,1,1136.1,5.93,62.11,2002
Radial Velocity,6,602.0,,,2010
Radial Velocity,3,3008.0,7.2,52.83,2009
Microlensing,1,2780.0,,,2011
Imaging,1,,,140.0,2004
Transit,4,54.32031,,,2013
Radial Velocity,1,711.0,,66.49,2005
Radial Velocity,1,2502.0,1.55,,2000
Transit,3,13.367308,,66.0,2013
Radial Velocity,2,1275.0,,,2011
Transit,1,4.0161,,,2004
Radial Velocity,1,,,53.05,2009
Radial Velocity,1,1845.0,,8.77,2006
Transit,2,51.538,,,2012
Radial Velocity,1,2.245715,0.45,,2005
Transit,1,2.99433,,560.0,2010
Radial Velocity,1,,,37.98,2009
Transit,1,3.0763776,,230.0,2008
Radial Velocity,1,256.78,,,1999
Transit,2,44.347,,,2013
Transit,5,19.57706,,290.0,2011
Radial Velocity,1,2063.818,,,2001
Transit,7,7.008151,,780.0,2013
Radial Velocity,6,5.75962,0.041,,2010
Radial Velocity,2,408.6,,,2004
Radial Velocity,1,3.4442,0.48,53.71,2005
Transit,2,9.2869944,,2119.0,2011
Orbital Brightness Modulation,1,1.54492875,,,2013
Transit,2,23.08933,,,2014
Transit,1,1.212884,,393.0,2010
Radial Velocity,1,528.4,,12.87,2003
