Date,Extent
1981-11-30,11.812
1981-12-01,15.869
1981-12-02,10.754
1981-12-03,4.105
1981-12-04,7.699
1981-12-05,7.923
1981-12-06,9.189
1981-12-07,13.928
1981-12-08,10.528
1981-12-09,9.884
1981-12-10,11.908
1981-12-11,11.727
1981-12-12,3.757
1981-12-13,3.624
1981-12-14,5.74
1981-12-15,8.573
1981-12-16,5.814
1981-12-17,11.869
1981-12-18,11.38
1981-12-19,8.225
1981-12-20,7.865
1981-12-21,12.755
1981-12-22,10.023
1981-12-23,9.913
1981-12-24,13.238
1981-12-25,5.88
1981-12-26,11.378
1981-12-27,12.241
1981-12-28,11.065
1981-12-29,13.994
1981-12-30,11.046
1981-12-31,14.158
1982-01-01,9.19
1982-01-02,6.615
1982-01-03,12.005
1982-01-04,7.019
1982-01-05,14.688
1982-01-06,14.598
1982-01-07,7.014
1982-01-08,14.221
1982-01-09,5.119
1982-01-10,15.558
1982-01-11,6.425
1982-01-12,5.462
1982-01-13,10.035
1982-01-14,6.435
1982-01-15,14.384
1982-01-16,3.479
1982-01-17,10.45
1982-01-18,10.468
1982-01-19,6.65
1982-01-20,10.495
1982-01-21,11.119
1982-01-22,7.263
1982-01-23,5.363
1982-01-24,12.439
1982-01-25,14.49
1982-01-26,6.929
1982-01-27,6.418
1982-01-28,11.282
1982-01-29,9.939
1982-01-30,10.882
1982-01-31,8.212
1982-02-01,7.819
1982-02-02,11.535
1982-02-03,7.794
1982-02-04,7.717
1982-02-05,3.848
1982-02-06,15.29
1982-02-07,8.389
1982-02-08,6.992
1982-02-09,6.348
1982-02-10,5.835
1982-02-11,8.391
1982-02-12,6.316
1982-02-13,14.058
1982-02-14,6.781
1982-02-15,8.387
1982-02-16,5.33
1982-02-17,12.767
1982-02-18,8.583
1982-02-19,5.995
1982-02-20,10.634
1982-02-21,3.549
1982-02-22,14.078
1982-02-23,4.902
1982-02-24,9.239
1982-02-25,9.437
1982-02-26,8.703
1982-02-27,7.843
1982-02-28,7.978
1982-03-01,15.519
1982-03-02,14.795
1982-03-03,11.298
1982-03-04,9.847
1982-03-05,4.431
1982-03-06,12.37
1982-03-07,4.154
1982-03-08,8.772
1982-03-09,11.338
1982-03-10,4.246
1982-03-11,3.752
1982-03-12,7.367
1982-03-13,11.496
1982-03-14,16.29
1982-03-15,8.242
1982-03-16,16.341
1982-03-17,8.719
1982-03-18,14.819
1982-03-19,12.376
1982-03-20,14.805
1982-03-21,12.444
1982-03-22,6.409
1982-03-23,9.213
1982-03-24,11.111
1982-03-25,8.465
1982-03-26,7.772
1982-03-27,6.118
1982-03-28,4.702
1982-03-29,14.782
1982-03-30,13.961
1982-03-31,5.345
1982-04-01,16.098
1982-04-02,4.207
1982-04-03,8.77
1982-04-04,5.474
1982-04-05,4.459
1982-04-06,14.569
1982-04-07,6.455
1982-04-08,9.734
1982-04-09,9.0
1982-04-10,6.927
1982-04-11,15.801
1982-04-12,15.122
1982-04-13,10.321
1982-04-14,12.997
1982-04-15,14.075
1982-04-16,5.732
1982-04-17,6.903
1982-04-18,5.908
1982-04-19,8.311
1982-04-20,13.16
1982-04-21,6.015
1982-04-22,6.237
1982-04-23,11.843
1982-04-24,14.475
1982-04-25,8.488
1982-04-26,15.787
1982-04-27,5.238
1982-04-28,12.429
1982-04-29,15.653
1982-04-30,15.454
1982-05-01,8.004
1982-05-02,4.767
1982-05-03,10.41
1982-05-04,14.109
1982-05-05,4.884
1982-05-06,9.861
1982-05-07,14.005
1982-05-08,8.31
1982-05-09,7.744
1982-05-10,14.952
1982-05-11,6.757
1982-05-12,14.593
1982-05-13,4.89
1982-05-14,14.085
1982-05-15,5.59
1982-05-16,11.384
1982-05-17,16.373
1982-05-18,15.9
1982-05-19,11.698
1982-05-20,3.864
1982-05-21,4.623
1982-05-22,12.158
1982-05-23,12.977
1982-05-24,6.787
1982-05-25,6.529
1982-05-26,9.634
1982-05-27,4.576
1982-05-28,4.573
1982-05-29,11.268
1982-05-30,9.812
1982-05-31,3.342
1982-06-01,15.365
1982-06-02,13.474
1982-06-03,5.878
1982-06-04,16.101
1982-06-05,11.068
1982-06-06,4.501
1982-06-07,11.277
1982-06-08,14.185
1982-06-09,6.836
1982-06-10,7.831
1982-06-11,5.41
1982-06-12,12.722
1982-06-13,12.997
1982-06-14,14.174
1982-06-15,15.953
1982-06-16,6.82
1982-06-17,4.1
1982-06-18,8.287
1982-06-19,7.171
1982-06-20,6.4
1982-06-21,9.902
1982-06-22,15.678
1982-06-23,5.701
1982-06-24,8.973
1982-06-25,15.988
1982-06-26,6.199
1982-06-27,16.192
1982-06-28,11.367
1982-06-29,15.717
1982-06-30,16.24
1982-07-01,10.009
1982-07-02,5.149
1982-07-03,4.864
1982-07-04,6.257
1982-07-05,12.618
1982-07-06,15.753
1982-07-07,11.524
1982-07-08,11.298
1982-07-09,11.942
1982-07-10,7.858
1982-07-11,6.071
1982-07-12,16.016
1982-07-13,12.429
1982-07-14,8.385
1982-07-15,3.821
1982-07-16,10.1
1982-07-17,9.595
1982-07-18,7.375
1982-07-19,5.032
1982-07-20,6.018
1982-07-21,11.083
1982-07-22,7.803
1982-07-23,7.551
1982-07-24,4.647
1982-07-25,11.471
1982-07-26,9.86
1982-07-27,4.274
1982-07-28,6.947
1982-07-29,4.486
1982-07-30,6.292
1982-07-31,4.87
1982-08-01,11.145
1982-08-02,15.319
1982-08-03,16.119
1982-08-04,8.093
1982-08-05,3.795
1982-08-06,4.785
1982-08-07,13.247
1982-08-08,12.518
1982-08-09,8.844
1982-08-10,12.951
1982-08-11,9.885
1982-08-12,8.731
1982-08-13,15.102
1982-08-14,13.327
1982-08-15,8.963
1982-08-16,14.286
1982-08-17,7.958
1982-08-18,13.78
1982-08-19,9.263
1982-08-20,8.072
1982-08-21,7.709
1982-08-22,4.173
1982-08-23,8.995
1982-08-24,6.217
1982-08-25,14.339
1982-08-26,7.094
1982-08-27,4.307
1982-08-28,9.682
1982-08-29,9.486
1982-08-30,11.87
1982-08-31,14.848
1982-09-01,4.747
1982-09-02,11.964
1982-09-03,12.373
1982-09-04,13.731
1982-09-05,13.552
1982-09-06,4.556
1982-09-07,10.772
1982-09-08,4.769
1982-09-09,15.941
1982-09-10,13.07
1982-09-11,12.245
1982-09-12,13.799
1982-09-13,7.442
1982-09-14,11.506
1982-09-15,11.403
1982-09-16,11.53
1982-09-17,8.642
1982-09-18,4.947
1982-09-19,8.522
1982-09-20,11.366
1982-09-21,9.95
1982-09-22,6.729
1982-09-23,5.233
1982-09-24,5.373
1982-09-25,12.545
1982-09-26,15.068
1982-09-27,12.297
1982-09-28,10.114
1982-09-29,10.642
1982-09-30,9.942
1982-10-01,4.352
1982-10-02,9.91
1982-10-03,15.95
1982-10-04,7.285
1982-10-05,8.147
1982-10-06,3.845
1982-10-07,9.476
1982-10-08,15.19
1982-10-09,7.667
1982-10-10,8.436
1982-10-11,7.826
1982-10-12,13.002
1982-10-13,5.393
1982-10-14,14.192
1982-10-15,13.406
1982-10-16,5.235
1982-10-17,11.063
1982-10-18,4.513
1982-10-19,7.208
1982-10-20,13.947
1982-10-21,10.158
1982-10-22,5.492
1982-10-23,10.991
1982-10-24,6.888
1982-10-25,15.783
1982-10-26,7.946
1982-10-27,15.132
1982-10-28,4.28
1982-10-29,3.424
1982-10-30,4.101
1982-10-31,7.325
1982-11-01,4.507
1982-11-02,13.616
1982-11-03,15.03
1982-11-04,3.636
1982-11-05,10.299
1982-11-06,9.234
1982-11-07,13.76
1982-11-08,4.266
1982-11-09,13.747
1982-11-10,9.749
1982-11-11,9.559
1982-11-12,7.677
1982-11-13,12.99
1982-11-14,3.459
1982-11-15,5.184
1982-11-16,11.838
1982-11-17,3.706
1982-11-18,11.661
1982-11-19,12.136
1982-11-20,9.919
1982-11-21,4.536
1982-11-22,8.856
1982-11-23,7.983
1982-11-24,8.782
1982-11-25,6.025
1982-11-26,8.415
1982-11-27,11.452
1982-11-28,4.369
1982-11-29,6.529
1982-11-30,14.156
1982-12-01,7.463
1982-12-02,11.041
1982-12-03,10.938
1982-12-04,5.975
1982-12-05,9.466
1982-12-06,6.62
1982-12-07,12.637
1982-12-08,13.268
1982-12-09,12.421
1982-12-10,3.815
1982-12-11,11.397
1982-12-12,12.501
1982-12-13,9.185
1982-12-14,4.949
1982-12-15,15.572
1982-12-16,4.921
1982-12-17,12.915
1982-12-18,10.737
1982-12-19,11.249
1982-12-20,7.958
1982-12-21,11.246
1982-12-22,12.94
1982-12-23,14.563
1982-12-24,6.637
1982-12-25,5.594
1982-12-26,11.641
1982-12-27,13.022
1982-12-28,4.126
1982-12-29,8.781
1982-12-30,12.614
1982-12-31,14.2
1983-01-01,3.41
1983-01-02,9.804
1983-01-03,12.504
1983-01-04,9.148
1983-01-05,14.536
1983-01-06,16.065
1983-01-07,15.808
1983-01-08,13.118
1983-01-09,12.958
1983-01-10,13.846
1983-01-11,5.035
1983-01-12,12.304
1983-01-13,9.677
1983-01-14,8.838
1983-01-15,15.572
1983-01-16,11.228
1983-01-17,5.672
1983-01-18,15.777
1983-01-19,8.161
1983-01-20,3.915
1983-01-21,4.304
1983-01-22,7.708
1983-01-23,12.789
1983-01-24,4.475
1983-01-25,4.773
1983-01-26,7.454
1983-01-27,7.319
1983-01-28,13.794
1983-01-29,7.124
1983-01-30,13.242
1983-01-31,8.237
1983-02-01,8.436
1983-02-02,13.774
1983-02-03,5.858
1983-02-04,10.607
1983-02-05,16.067
1983-02-06,6.395
1983-02-07,10.033
1983-02-08,4.273
1983-02-09,10.576
1983-02-10,12.473
1983-02-11,12.546
1983-02-12,8.943
1983-02-13,13.842
1983-02-14,11.331
1983-02-15,5.131
1983-02-16,12.735
1983-02-17,14.813
1983-02-18,10.722
1983-02-19,7.463
1983-02-20,10.232
1983-02-21,8.242
1983-02-22,5.395
1983-02-23,8.224
1983-02-24,4.879
1983-02-25,8.389
1983-02-26,5.411
1983-02-27,13.516
1983-02-28,7.57
1983-03-01,15.927
1983-03-02,10.208
1983-03-03,14.501
1983-03-04,10.752
1983-03-05,14.684
1983-03-06,14.505
1983-03-07,10.48
1983-03-08,13.099
1983-03-09,5.266
1983-03-10,11.783
1983-03-11,3.61
1983-03-12,7.342
1983-03-13,6.732
1983-03-14,3.833
1983-03-15,16.408
1983-03-16,7.03
1983-03-17,10.706
1983-03-18,5.495
1983-03-19,5.879
1983-03-20,12.118
1983-03-21,9.917
1983-03-22,12.102
1983-03-23,3.491
1983-03-24,4.577
1983-03-25,15.833
1983-03-26,15.247
1983-03-27,11.451
1983-03-28,15.586
1983-03-29,8.968
1983-03-30,15.946
1983-03-31,4.883
1983-04-01,14.716
1983-04-02,15.425
1983-04-03,6.126
1983-04-04,5.414
1983-04-05,14.255
1983-04-06,8.878
1983-04-07,3.402
1983-04-08,7.802
1983-04-09,5.792
1983-04-10,8.812
1983-04-11,10.112
1983-04-12,11.544
1983-04-13,11.361
1983-04-14,5.945
1983-04-15,16.162
1983-04-16,12.971
1983-04-17,9.618
1983-04-18,5.167
1983-04-19,12.371
1983-04-20,15.285
1983-04-21,14.445
1983-04-22,10.107
1983-04-23,5.485
1983-04-24,11.077
1983-04-25,5.172
1983-04-26,5.227
1983-04-27,3.384
1983-04-28,14.625
1983-04-29,12.126
1983-04-30,11.721
1983-05-01,7.395
1983-05-02,13.09
1983-05-03,11.569
1983-05-04,12.267
1983-05-05,4.672
1983-05-06,16.379
1983-05-07,16.315
1983-05-08,6.121
1983-05-09,6.366
1983-05-10,6.144
1983-05-11,14.073
1983-05-12,14.393
1983-05-13,10.8
1983-05-14,12.642
1983-05-15,10.474
1983-05-16,4.495
1983-05-17,7.675
1983-05-18,4.443
1983-05-19,13.72
1983-05-20,4.82
1983-05-21,9.233
1983-05-22,10.25
1983-05-23,6.364
1983-05-24,3.935
1983-05-25,9.306
1983-05-26,14.114
1983-05-27,14.243
1983-05-28,11.531
1983-05-29,10.252
1983-05-30,13.807
1983-05-31,4.197
1983-06-01,3.697
1983-06-02,7.182
1983-06-03,14.043
1983-06-04,15.8
1983-06-05,6.753
1983-06-06,11.481
1983-06-07,5.984
1983-06-08,8.664
1983-06-09,13.476
1983-06-10,11.923
1983-06-11,4.659
1983-06-12,12.154
1983-06-13,14.458
1983-06-14,13.904
1983-06-15,12.582
1983-06-16,15.318
1983-06-17,11.904
1983-06-18,5.055
1983-06-19,4.303
1983-06-20,10.579
1983-06-21,8.624
1983-06-22,6.33
1983-06-23,8.045
1983-06-24,15.232
