pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-15 16:23:35,2019-03-15 16:37:37,1,2.59,4.81,0.43,0.01,9.5,yellow,cash,Manhattan Valley,Morningside Heights,Manhattan,Manhattan
2019-03-25 19:01:28,2019-03-25 19:16:24,1,4.56,8.4,0.41,0.01,24.24,yellow,credit card,West Chelsea/Hudson Yards,Norwood,Manhattan,Bronx
2019-03-23 09:48:59,2019-03-23 10:02:51,1,0.35,3.3,0.52,0.08,19.78,yellow,cash,Washington Heights South,East Harlem South,Manhattan,Manhattan
2019-03-14 01:23:30,2019-03-14 01:38:27,1,1.03,14.47,7.87,0.12,30.7,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-31 00:14:43,2019-03-31 00:28:59,1,8.67,11.2,1.38,0.39,19.67,yellow,cash,Fort Greene,Kingsbridge Heights,Brooklyn,Bronx
2019-03-24 06:12:14,2019-03-24 06:26:08,1,2.3,9.7,1.21,0.14,16.6,yellow,credit card,Upper East Side South,Financial District South,Manhattan,Manhattan
2019-03-18 15:47:12,2019-03-18 16:00:57,5,2.67,13.2,0.67,0.78,20.41,yellow,cash,Brooklyn Heights,Central Harlem North,Brooklyn,Manhattan
2019-03-05 08:49:37,2019-03-05 09:03:49,6,1.28,5.4,1.54,0.09,20.39,yellow,credit card,Lincoln Square West,Gowanus,Manhattan,Brooklyn
2019-03-22 01:49:36,2019-03-22 02:03:18,1,4.64,20.33,7.79,0.94,20.8,yellow,cash,LaGuardia Airport,Financial District North,Queens,Manhattan
2019-03-02 15:46:18,2019-03-02 16:03:06,1,9.33,11.54,0.24,0.78,11.9,yellow,credit card,Co-Op City,Riverdale/North Riverdale/Fieldston,Bronx,Bronx
2019-03-25 13:34:17,2019-03-25 13:47:48,2,1.79,9.8,0.22,0.17,28.11,yellow,cash,Upper West Side North,Brownsville,Manhattan,Brooklyn
2019-03-08 06:44:01,2019-03-08 06:58:39,1,3.65,8.9,4.32,0.22,31.29,yellow,credit card,SoHo,Carroll Gardens,Manhattan,Brooklyn
2019-03-25 13:05:57,2019-03-25 13:19:34,1,6.23,11.0,0.36,0.27,18.31,yellow,cash,Lincoln Square East,Auburndale,Manhattan,Queens
2019-03-24 03:40:25,2019-03-24 03:56:10,1,0.4,7.8,0.03,0.26,23.45,yellow,credit card,East Chelsea,Auburndale,Manhattan,Queens
2019-03-24 07:09:48,2019-03-24 07:21:55,3,2.47,7.5,2.13,0.03,16.89,yellow,cash,Yorkville East,Cypress Hills,Manhattan,Brooklyn
2019-03-15 11:46:30,2019-03-15 11:59:24,6,4.03,9.6,2.05,0.25,11.67,yellow,credit card,Manhattan Valley,Claremont/Bathgate,Manhattan,Bronx
2019-03-06 19:15:10,2019-03-06 19:29:53,1,0.1,5.1,0.07,0.08,8.23,yellow,cash,Central Harlem North,Kew Gardens,Manhattan,Queens
2019-03-22 07:35:42,2019-03-22 07:51:24,1,12.46,11.1,0.19,0.14,12.65,yellow,credit card,Brooklyn Heights,UN/Turtle Bay South,Brooklyn,Manhattan
2019-03-10 10:10:28,2019-03-10 10:29:13,1,1.62,13.42,1.35,0.01,16.9,yellow,cash,Greenwich Village North,West Brighton,Manhattan,Staten Island
2019-02-28 22:38:19,2019-02-28 22:54:31,3,0.85,6.9,4.69,0.08,8.2,yellow,credit card,Union Sq,Astoria,Manhattan,Queens
2019-03-29 20:31:43,2019-03-29 20:47:53,1,1.09,7.1,5.72,0.49,15.89,yellow,cash,Garment District,Midtown South,Manhattan,Manhattan
2019-03-22 00:46:02,2019-03-22 01:02:29,1,3.57,8.6,2.93,0.02,23.98,yellow,credit card,Lincoln Square East,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-05 22:48:06,2019-03-05 23:03:52,5,0.36,6.1,1.2,0.18,28.91,yellow,cash,Murray Hill,Mount Hope,Manhattan,Bronx
2019-03-25 19:00:55,2019-03-25 19:16:07,3,0.67,13.2,0.32,0.05,37.22,yellow,credit card,Greenwich Village North,SoHo,Manhattan,Manhattan
2019-03-15 05:43:11,2019-03-15 05:58:56,4,2.25,8.8,0.41,0.3,16.73,yellow,cash,Lenox Hill West,Flushing,Manhattan,Queens
2019-03-14 11:27:13,2019-03-14 11:43:14,1,9.5,14.6,0.01,0.08,31.6,yellow,credit card,Fort Greene,Central Harlem,Brooklyn,Manhattan
2019-03-09 15:58:59,2019-03-09 16:12:33,1,3.04,15.4,0.05,0.14,15.97,yellow,cash,Yorkville West,Prospect Heights,Manhattan,Brooklyn
2019-03-02 13:48:33,2019-03-02 14:04:04,1,0.5,17.27,3.88,0.11,17.5,yellow,credit card,East Chelsea,Bushwick South,Manhattan,Brooklyn
2019-03-17 15:12:39,2019-03-17 15:26:05,4,4.61,10.9,2.18,0.01,22.81,yellow,cash,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-05 19:41:46,2019-03-05 19:58:35,1,3.53,9.6,6.03,0.01,11.01,yellow,credit card,Greenwich Village North,Gramercy,Manhattan,Manhattan
2019-03-26 02:20:24,2019-03-26 02:33:54,1,7.05,10.5,0.13,0.07,11.86,yellow,cash,Gramercy,Brighton Beach,Manhattan,Brooklyn
2019-03-06 22:15:28,2019-03-06 22:27:04,1,3.52,6.8,0.58,0.15,20.19,yellow,credit card,East Chelsea,East Tremont,Manhattan,Bronx
2019-03-03 20:09:35,2019-03-03 20:24:08,1,0.24,9.6,6.49,0.03,11.01,yellow,cash,Midtown Center,Old Astoria,Manhattan,Queens
2019-03-28 07:35:47,2019-03-28 07:48:32,1,0.32,11.8,1.15,0.27,42.26,yellow,credit card,Williamsburg (North Side),Flatiron,Brooklyn,Manhattan
2019-02-28 10:33:22,2019-02-28 10:49:37,5,2.22,41.6,0.05,0.22,100.58,yellow,cash,Allerton/Pelham Gardens,Midtown Center,Bronx,Manhattan
2019-03-27 12:15:11,2019-03-27 12:30:27,2,0.06,10.4,2.25,0.01,10.9,yellow,credit card,West Chelsea/Hudson Yards,Gravesend,Manhattan,Brooklyn
2019-03-30 09:11:23,2019-03-30 09:25:08,1,2.07,12.2,0.03,0.06,16.4,yellow,cash,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-13 13:05:28,2019-03-13 13:18:36,1,0.72,9.8,0.35,0.32,16.96,yellow,credit card,East Chelsea,Bedford,Manhattan,Brooklyn
2019-03-15 16:17:42,2019-03-15 16:32:40,2,2.38,7.6,0.65,0.48,26.87,yellow,cash,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan
2019-03-14 06:41:53,2019-03-14 06:55:31,1,1.8,6.7,3.78,0.08,19.55,yellow,credit card,Midtown East,Bloomingdale,Manhattan,Manhattan
2019-03-25 10:28:09,2019-03-25 10:42:40,1,1.54,9.3,0.14,0.27,12.62,yellow,cash,Union Sq,Clinton West,Manhattan,Manhattan
2019-03-24 07:55:38,2019-03-24 08:11:55,1,3.61,8.3,1.53,0.01,12.97,yellow,credit card,Upper West Side North,Long Island City/Queens Plaza,Manhattan,Queens
2019-03-21 02:00:20,2019-03-21 02:13:32,1,1.91,17.44,0.33,0.02,140.9,yellow,cash,Fort Greene,East Flatbush/Remsen Village,Brooklyn,Brooklyn
2019-03-02 07:21:54,2019-03-02 07:35:20,1,2.12,3.7,0.29,0.08,10.57,yellow,credit card,Upper West Side North,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-11 16:27:16,2019-03-11 16:39:17,1,0.08,8.33,1.95,0.16,21.2,yellow,cash,Murray Hill,Manhattan Valley,Manhattan,Manhattan
2019-03-22 13:36:17,2019-03-22 13:49:22,1,1.01,6.6,4.78,0.11,11.85,yellow,credit card,East Chelsea,Bedford Park,Manhattan,Bronx
2019-03-06 23:46:45,2019-03-07 00:02:15,1,15.3,5.8,2.73,4.24,12.1,yellow,cash,Long Island City/Hunters Point,Glendale,Queens,Queens
2019-03-26 13:07:26,2019-03-26 13:22:24,1,1.54,30.6,2.88,0.0,43.22,yellow,credit card,Jackson Heights,Prospect Heights,Queens,Brooklyn
2019-03-07 02:09:09,2019-03-07 02:23:27,1,11.66,6.1,3.36,0.11,14.17,yellow,cash,Greenwich Village North,Fort Greene,Manhattan,Brooklyn
2019-03-01 17:16:25,2019-03-01 17:33:07,3,2.04,5.37,3.1,0.07,23.05,yellow,credit card,Little Italy/NoLiTa,Madison,Manhattan,Brooklyn
2019-02-28 07:55:56,2019-02-28 08:10:12,2,2.99,3.2,2.0,0.02,10.71,yellow,cash,Yorkville West,Central Harlem North,Manhattan,Manhattan
2019-03-26 16:46:30,2019-03-26 17:02:15,1,1.06,7.24,5.14,0.03,19.6,yellow,credit card,Midtown Center,Parkchester,Manhattan,Bronx
2019-03-17 09:55:02,2019-03-17 10:11:10,1,0.52,11.11,1.53,0.01,17.6,yellow,cash,Flatiron,Oakland Gardens,Manhattan,Queens
2019-03-30 01:20:18,2019-03-30 01:33:53,2,1.22,5.0,1.35,0.13,11.38,yellow,credit card,West Village,Highbridge,Manhattan,Bronx
2019-03-23 23:00:28,2019-03-23 23:14:30,1,28.39,1.5,1.0,1.35,73.62,yellow,cash,JFK Airport,Oakland Gardens,Queens,Queens
2019-03-01 03:35:05,2019-03-01 03:50:24,1,6.93,5.14,3.44,0.2,6.2,yellow,credit card,World Trade Center,Ocean Hill,Manhattan,Brooklyn
2019-03-14 14:24:24,2019-03-14 14:36:39,1,0.87,10.6,0.0,0.38,43.15,yellow,cash,Brooklyn Heights,North Corona,Brooklyn,Queens
2019-03-22 07:38:16,2019-03-22 07:52:59,1,15.42,42.0,5.9,0.79,42.64,yellow,credit card,LaGuardia Airport,Briarwood/Jamaica Hills,Queens,Queens
2019-03-02 14:22:54,2019-03-02 14:40:09,1,0.69,2.53,2.3,0.24,7.91,yellow,cash,East Harlem South,Battery Park,Manhattan,Manhattan
2019-03-18 15:25:56,2019-03-18 15:42:52,2,1.85,7.36,8.3,0.19,11.51,yellow,credit card,Lower East Side,Crown Heights North,Manhattan,Brooklyn
2019-03-02 18:19:14,2019-03-02 18:34:34,1,0.77,12.0,3.96,1.35,12.57,yellow,cash,Murray Hill,Van Nest/Morris Park,Manhattan,Bronx
2019-03-18 04:57:53,2019-03-18 05:12:12,2,6.2,6.46,5.1,0.2,22.98,yellow,credit card,Midtown East,Fresh Meadows,Manhattan,Queens
2019-03-30 03:09:10,2019-03-30 03:23:36,0,0.75,50.95,3.85,3.14,63.2,yellow,cash,JFK Airport,West Chelsea/Hudson Yards,Queens,Manhattan
2019-03-23 18:20:42,2019-03-23 18:31:12,1,2.52,6.2,0.84,0.2,15.08,yellow,credit card,Midtown North,East Williamsburg,Manhattan,Brooklyn
2019-03-20 21:03:39,2019-03-20 21:15:18,1,3.16,6.28,0.04,0.28,7.5,yellow,cash,Lenox Hill East,Manhattanville,Manhattan,Manhattan
2019-03-13 15:13:07,2019-03-13 15:27:05,1,10.02,34.17,8.99,0.36,39.7,yellow,credit card,Elmhurst,Madison,Queens,Brooklyn
2019-03-17 14:04:51,2019-03-17 14:19:57,5,1.69,10.5,4.01,0.01,13.64,yellow,cash,Lower East Side,Upper East Side South,Manhattan,Manhattan
2019-03-09 19:22:28,2019-03-09 19:36:07,2,3.7,12.0,1.24,0.39,15.02,yellow,credit card,Hudson Sq,Claremont/Bathgate,Manhattan,Bronx
2019-03-14 00:52:06,2019-03-14 01:06:52,1,0.68,4.9,2.28,0.6,14.23,yellow,cash,East Chelsea,Red Hook,Manhattan,Brooklyn
2019-03-06 05:45:30,2019-03-06 05:57:25,1,1.31,4.5,1.53,0.12,16.7,yellow,credit card,Hudson Sq,Garment District,Manhattan,Manhattan
2019-03-30 11:17:50,2019-03-30 11:32:28,1,0.42,19.3,0.87,0.66,27.93,yellow,cash,Coney Island,Eastchester,Brooklyn,Bronx
2019-03-21 11:55:39,2019-03-21 12:07:43,1,2.02,6.1,3.04,0.42,14.45,yellow,credit card,Upper East Side South,North Corona,Manhattan,Queens
2019-03-12 16:28:28,2019-03-12 16:41:28,2,2.82,3.5,0.16,0.01,10.38,yellow,cash,Downtown Brooklyn/MetroTech,Rosedale,Brooklyn,Queens
2019-03-26 09:12:20,2019-03-26 09:26:45,1,3.45,12.8,0.06,0.01,34.92,yellow,credit card,East Harlem South,Greenwich Village North,Manhattan,Manhattan
2019-03-03 05:49:02,2019-03-03 06:04:15,1,6.53,6.02,1.19,0.02,10.1,yellow,cash,East Village,Flatlands,Manhattan,Brooklyn
2019-03-09 05:14:19,2019-03-09 05:28:43,1,6.8,9.4,0.85,2.72,21.99,yellow,credit card,Long Island City/Hunters Point,Little Italy/NoLiTa,Queens,Manhattan
2019-03-23 16:38:28,2019-03-23 16:54:44,3,1.2,4.5,3.97,0.12,16.47,yellow,cash,East Chelsea,Mount Hope,Manhattan,Bronx
2019-03-13 03:15:33,2019-03-13 03:30:53,1,8.47,16.3,1.31,0.0,20.63,yellow,credit card,Midtown South,Elmhurst/Maspeth,Manhattan,Queens
2019-03-25 15:01:29,2019-03-25 15:15:50,1,0.49,6.7,2.43,0.08,17.85,yellow,cash,Yorkville East,Norwood,Manhattan,Bronx
2019-03-31 10:28:55,2019-03-31 10:44:22,3,1.1,7.24,2.8,0.23,9.3,yellow,credit card,Times Sq/Theatre District,Boerum Hill,Manhattan,Brooklyn
2019-03-09 10:40:45,2019-03-09 10:57:01,2,0.48,12.4,0.34,0.27,14.85,yellow,cash,Midtown North,Cobble Hill,Manhattan,Brooklyn
2019-03-24 23:24:59,2019-03-24 23:41:22,1,0.13,18.8,6.53,0.13,22.0,yellow,credit card,Clinton East,Stapleton,Manhattan,Staten Island
2019-03-13 14:23:26,2019-03-13 14:37:22,1,5.73,17.4,0.71,0.2,29.2,yellow,cash,DUMBO/Vinegar Hill,Eastchester,Brooklyn,Bronx
2019-03-08 09:11:59,2019-03-08 09:26:24,1,29.38,8.3,2.24,0.24,63.29,yellow,credit card,JFK Airport,Yorkville West,Queens,Manhattan
2019-03-06 07:10:43,2019-03-06 07:27:51,1,2.24,15.8,0.33,0.28,20.55,yellow,cash,Erasmus,Corona,Brooklyn,Queens
2019-02-28 05:48:52,2019-02-28 06:02:13,1,1.67,11.46,10.9,0.23,11.87,yellow,credit card,East Chelsea,Flatbush/Ditmas Park,Manhattan,Brooklyn
2019-03-13 01:35:32,2019-03-13 01:52:17,1,0.0,8.2,2.22,0.03,9.65,yellow,cash,UN/Turtle Bay South,Murray Hill-Queens,Manhattan,Queens
2019-03-30 14:38:00,2019-03-30 14:54:05,1,2.39,5.9,0.27,0.25,11.46,yellow,credit card,West Village,Midtown North,Manhattan,Manhattan
2019-03-13 11:44:30,2019-03-13 11:59:31,1,0.59,7.09,1.69,0.22,14.5,yellow,cash,Central Harlem North,Briarwood/Jamaica Hills,Manhattan,Queens
2019-03-06 10:54:49,2019-03-06 11:10:17,2,1.91,6.4,2.53,0.16,9.61,yellow,credit card,Clinton West,Marine Park/Mill Basin,Manhattan,Brooklyn
2019-03-19 16:13:54,2019-03-19 16:30:43,1,3.32,4.3,1.32,0.05,19.12,yellow,cash,Yorkville West,Howard Beach,Manhattan,Queens
2019-03-10 00:39:15,2019-03-10 00:55:16,1,1.53,17.3,1.03,0.04,21.39,yellow,credit card,Midtown South,Claremont/Bathgate,Manhattan,Bronx
2019-03-18 10:53:03,2019-03-18 11:09:25,1,0.91,8.9,0.77,0.18,17.03,yellow,cash,Manhattan Valley,Bedford,Manhattan,Brooklyn
2019-03-19 19:46:50,2019-03-19 20:01:05,1,0.19,13.9,2.31,0.02,14.68,yellow,credit card,Hudson Sq,Cobble Hill,Manhattan,Brooklyn
2019-03-29 15:15:05,2019-03-29 15:28:44,1,2.97,14.5,3.89,0.02,33.41,yellow,cash,Midtown East,Claremont/Bathgate,Manhattan,Bronx
2019-03-12 13:37:22,2019-03-12 13:52:09,2,0.76,9.1,0.37,0.04,22.23,yellow,credit card,Manhattan Valley,Park Slope,Manhattan,Brooklyn
2019-03-31 23:58:13,2019-04-01 00:12:28,1,2.01,8.4,0.46,0.24,33.18,yellow,cash,Lower East Side,Stuyvesant Heights,Manhattan,Brooklyn
2019-03-22 13:41:17,2019-03-22 13:55:13,1,0.35,7.8,2.3,0.42,12.29,yellow,credit card,Midtown Center,Midwood,Manhattan,Brooklyn
2019-03-22 19:58:25,2019-03-22 20:14:30,1,0.17,8.6,0.57,0.13,18.25,yellow,cash,West Chelsea/Hudson Yards,Ocean Hill,Manhattan,Brooklyn
2019-03-22 12:11:26,2019-03-22 12:25:32,6,2.7,6.81,0.54,0.62,18.2,yellow,credit card,LaGuardia Airport,Bronxdale,Queens,Bronx
2019-03-16 17:44:31,2019-03-16 17:58:26,3,0.3,30.16,1.66,0.1,35.1,yellow,cash,Flatlands,Washington Heights North,Brooklyn,Manhattan
2019-03-13 00:33:52,2019-03-13 00:48:21,1,17.54,26.5,0.77,1.21,39.45,yellow,credit card,JFK Airport,Boerum Hill,Queens,Brooklyn
2019-03-26 17:28:09,2019-03-26 17:42:24,2,0.44,2.6,2.01,0.12,7.96,yellow,cash,Midtown East,Union Sq,Manhattan,Manhattan
2019-03-13 05:29:24,2019-03-13 05:42:00,1,2.84,35.46,0.02,1.4,45.8,yellow,credit card,LaGuardia Airport,Jackson Heights,Queens,Queens
2019-03-12 08:16:57,2019-03-12 08:31:57,1,0.66,11.3,0.71,0.05,13.6,yellow,cash,West Village,Kew Gardens Hills,Manhattan,Queens
2019-03-17 16:36:56,2019-03-17 16:53:01,1,1.19,19.3,4.92,0.2,22.92,yellow,credit card,Garment District,West Brighton,Manhattan,Staten Island
2019-03-31 00:07:15,2019-03-31 00:21:19,1,1.1,10.99,9.84,0.34,12.8,yellow,cash,Penn Station/Madison Sq West,Canarsie,Manhattan,Brooklyn
2019-03-16 07:41:40,2019-03-16 07:57:29,2,2.76,8.3,1.29,0.1,25.4,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
2019-03-09 07:17:17,2019-03-09 07:32:54,6,1.4,36.8,10.54,1.7,52.72,yellow,cash,Glendale,West Concourse,Queens,Bronx
2019-03-11 04:47:22,2019-03-11 05:03:26,1,6.88,5.6,0.58,0.02,19.0,yellow,credit card,Flatiron,Brooklyn Heights,Manhattan,Brooklyn
2019-03-28 15:32:57,2019-03-28 15:43:42,1,0.51,2.7,0.29,0.75,12.74,yellow,cash,World Trade Center,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-21 03:43:44,2019-03-21 03:57:52,2,4.22,7.88,0.33,0.08,22.5,yellow,credit card,East Harlem South,Brooklyn Heights,Manhattan,Brooklyn
2019-03-20 14:20:41,2019-03-20 14:34:08,1,2.66,5.2,2.6,0.03,24.31,yellow,cash,SoHo,East Tremont,Manhattan,Bronx
2019-03-06 03:30:55,2019-03-06 03:42:02,1,3.37,11.0,1.08,0.08,20.44,yellow,credit card,Manhattan Valley,Morrisania/Melrose,Manhattan,Bronx
2019-03-25 15:22:33,2019-03-25 15:36:44,1,3.45,6.1,0.05,0.07,23.72,yellow,cash,Lenox Hill East,Claremont/Bathgate,Manhattan,Bronx
2019-03-19 12:21:10,2019-03-19 12:34:23,0,1.98,10.4,0.17,3.02,22.89,yellow,credit card,LaGuardia Airport,East New York,Queens,Brooklyn
2019-03-26 00:28:40,2019-03-26 00:43:07,1,2.34,13.03,1.49,0.22,14.2,yellow,cash,Midtown East,Elmhurst/Maspeth,Manhattan,Queens
2019-03-03 09:14:02,2019-03-03 09:28:15,1,3.13,9.1,2.66,0.15,14.11,yellow,credit card,Union Sq,Park Slope,Manhattan,Brooklyn
2019-03-23 01:12:38,2019-03-23 01:26:59,1,1.16,3.8,0.91,0.19,25.01,yellow,cash,Yorkville West,Queens Village,Manhattan,Queens
2019-03-31 09:24:12,2019-03-31 09:38:00,1,0.82,8.9,5.56,0.1,19.07,yellow,credit card,Manhattan Valley,Steinway,Manhattan,Queens
2019-03-14 03:46:03,2019-03-14 04:00:11,2,1.45,5.99,1.42,0.34,8.0,yellow,cash,Fort Greene,Fresh Meadows,Brooklyn,Queens
2019-03-10 08:33:59,2019-03-10 08:48:40,1,0.71,7.2,1.32,0.2,25.04,yellow,credit card,Bushwick North,Penn Station/Madison Sq West,Brooklyn,Manhattan
2019-03-08 10:52:01,2019-03-08 11:05:52,1,2.27,4.42,1.45,0.03,8.3,yellow,cash,Midtown East,East Village,Manhattan,Manhattan
2019-03-18 04:03:46,2019-03-18 04:14:59,1,0.42,6.5,3.01,0.27,11.05,yellow,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-15 21:09:45,2019-03-15 21:28:44,1,1.82,5.7,0.84,0.45,16.4,yellow,cash,TriBeCa/Civic Center,Prospect-Lefferts Gardens,Manhattan,Brooklyn
2019-03-22 14:16:17,2019-03-22 14:32:58,1,3.17,7.7,0.76,0.04,15.76,yellow,credit card,Downtown Brooklyn/MetroTech,West Concourse,Brooklyn,Bronx
2019-03-18 20:15:15,2019-03-18 20:27:17,1,2.48,4.1,1.23,0.03,11.73,yellow,cash,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
