year,month,date_of_month,day_of_week,births
2000,7,14,5,8166
2000,3,8,4,12222
2000,10,30,4,12474
2000,4,15,1,11146
2000,9,9,7,16081
2000,8,7,5,16081
2000,3,24,6,9758
2000,3,7,3,9229
2000,6,12,4,10867
2000,8,18,4,12808
2000,3,11,1,10149
2000,8,10,5,10435
2000,11,15,5,9992
2000,9,19,6,13986
2000,4,19,4,12057
2000,10,23,5,10749
2000,6,22,1,9151
2000,9,17,5,13513
2000,9,2,4,11207
2000,5,6,2,10684
2000,9,7,7,9131
2000,4,28,3,5728
2000,10,28,1,8343
2000,8,26,6,7595
2000,5,24,4,12407
2000,3,26,6,9426
2000,4,17,2,11564
2000,12,19,3,14709
2000,3,17,7,14618
2000,12,4,7,11791
2000,11,8,4,14809
2000,11,2,7,9603
2000,8,5,6,11191
2000,8,5,2,12586
2000,5,9,5,8347
2000,5,19,7,8785
2000,12,14,2,7616
2000,12,9,2,9704
2000,3,13,2,10397
2000,12,11,7,11869
2000,12,29,7,11453
2000,1,19,7,9349
2000,12,16,6,13657
2000,2,27,1,11520
2000,2,8,7,12518
2000,1,6,6,10563
2000,7,30,5,10101
2000,7,22,5,14025
2000,7,24,6,10973
2000,8,2,3,12394
2000,5,23,2,11332
2000,1,22,1,12513
2000,3,12,4,8530
2000,3,5,6,11417
2000,6,7,6,13983
2000,3,21,7,9840
2000,3,9,3,10436
2000,2,18,6,8517
2000,10,31,7,13580
2000,1,1,3,12361
2000,7,19,3,10243
2000,4,13,4,11793
2000,5,28,1,10236
2000,7,15,3,14266
2000,6,30,2,9867
2000,4,29,4,14235
2000,2,31,5,10677
2000,5,24,1,8923
2000,10,29,3,12393
2000,11,28,3,16081
2000,9,5,5,9874
2000,12,19,4,8832
2000,7,19,7,10490
2000,11,23,7,15739
2000,8,10,4,8780
2000,12,22,4,8062
2000,11,4,5,13904
2000,4,25,7,9829
2000,3,18,2,9454
2000,6,9,3,8849
2000,2,20,1,9987
2000,2,2,4,11297
2000,5,26,6,11294
2000,1,4,7,10444
2000,12,30,2,10554
2000,7,16,3,14370
2000,12,30,7,10616
2000,8,22,2,8809
2000,12,20,6,10744
2000,4,8,1,5728
2000,12,20,5,11299
2000,7,29,1,11564
2000,3,18,7,12091
2000,9,22,6,15170
2000,5,12,7,13538
2000,3,12,6,13144
2000,9,15,7,11966
2000,8,27,6,9522
2000,6,12,1,8407
2000,9,6,1,9564
2000,8,13,4,14655
2000,2,26,2,11153
2000,9,13,3,11102
2000,12,27,1,11846
2000,5,16,4,12442
2000,7,9,1,9835
2000,10,22,2,8409
2000,10,8,3,13263
2001,5,1,6,9970
2001,5,21,2,11853
2001,9,8,4,9664
2001,3,2,4,10008
2001,9,19,7,10559
2001,4,15,3,7259
2001,1,18,6,12951
2001,11,30,4,11346
2001,2,29,6,9284
2001,12,13,1,11368
2001,6,6,3,11293
2001,9,20,3,14160
2001,6,6,2,10892
2001,9,11,3,11894
2001,10,15,7,13834
2001,2,7,5,8605
2001,4,28,1,8623
2001,12,18,7,13899
2001,1,20,3,9006
2001,3,15,1,8869
2001,4,21,2,11947
2001,7,16,6,11867
2001,9,3,3,11438
2001,11,2,1,9429
2001,12,11,3,11896
2001,5,24,7,10639
2001,5,12,1,12646
2001,8,26,4,10668
2001,8,27,5,10017
2001,4,2,3,12772
2001,3,15,2,12490
2001,11,7,5,12755
2001,10,11,4,7696
2001,5,20,4,9336
2001,6,5,4,8764
2001,6,20,1,9603
2001,11,7,5,11068
2001,1,7,6,11842
2001,4,29,2,9630
2001,10,27,5,11269
2001,8,30,4,8357
2001,9,17,4,14536
2001,2,15,2,11024
2001,6,12,1,16081
2001,5,26,1,10762
2001,10,6,3,11782
2001,10,4,6,8798
2001,12,26,7,11655
2001,7,11,7,11318
2001,4,15,2,12414
2001,2,7,6,12609
2001,10,24,3,10235
2001,3,4,4,9973
2001,7,25,3,8991
2001,12,31,5,9903
2001,6,18,2,9836
2001,10,19,6,11351
2001,7,21,1,12863
2001,12,4,5,13198
2001,11,20,3,11250
2001,6,17,5,6743
2001,12,6,4,8059
2001,11,24,1,11965
2001,12,25,7,11788
2001,3,15,5,13990
2001,8,10,3,7306
2001,2,13,2,11574
2001,4,2,5,9114
2001,2,10,4,9007
2001,1,5,5,10902
2001,8,3,5,8911
2001,2,7,3,11497
2001,12,15,7,15130
2001,6,7,7,12709
2001,3,5,2,11218
2001,10,2,7,9550
2001,10,27,4,11604
2001,3,11,2,13176
2001,1,10,6,7817
2001,4,3,1,13428
2001,9,21,5,9261
2001,5,30,1,8747
2001,10,2,6,12344
2001,7,26,7,9608
2001,10,17,1,5728
2001,1,8,6,10235
2001,1,6,7,8306
2001,6,8,1,14287
2001,2,25,3,8579
2001,9,9,1,8795
2001,12,12,5,8788
2001,8,16,2,11408
2001,1,7,7,12274
2001,10,17,3,12177
2001,10,31,3,10242
2001,3,13,6,8079
2001,5,22,1,10497
2001,5,11,6,10116
2001,1,6,6,9976
2001,8,19,6,9763
2001,3,17,6,9250
2001,9,16,3,11568
2001,1,28,3,6676
2001,10,13,6,10917
2001,9,1,6,13959
2001,12,10,2,10212
2001,12,19,1,11856
2001,6,12,2,16081
2001,8,8,6,12047
2001,6,3,7,13279
2001,3,23,1,12312
2001,7,15,1,10370
2001,6,11,3,11773
2001,3,18,5,10996
2001,10,20,7,14030
2001,2,10,3,10898
2001,12,4,1,11205
2001,10,3,7,10249
2001,12,28,5,10660
2001,12,29,6,16081
2001,7,4,5,12798
2001,11,29,3,11283
2001,1,31,2,9419
2001,7,9,4,8738
2001,6,24,7,12132
2001,5,17,7,8629
2001,5,8,4,12584
2001,1,8,4,8944
2001,10,20,6,9444
2001,12,7,7,10739
2001,8,5,3,16045
2001,12,5,1,10959
2001,2,5,3,10657
2001,6,2,4,12773
2001,5,30,4,11561
2001,9,16,3,9827
2001,11,8,1,8992
2001,11,18,6,8205
2001,4,30,6,12761
2001,6,15,5,10534
2001,4,11,1,9282
2001,11,9,6,10426
2001,10,31,3,12532
2001,3,10,4,12809
2001,5,28,3,10297
2001,8,9,3,15573
2001,1,28,2,8172
2001,11,28,3,10519
2001,2,5,7,9574
2001,10,22,4,8624
2001,12,6,3,8204
2001,9,28,7,11024
2001,4,31,7,11444
2001,12,18,7,11178
2001,12,9,7,14129
2001,9,15,6,13235
2001,12,19,3,9230
2001,4,15,2,16081
2001,3,24,2,13823
2001,10,19,6,9872
2001,4,7,6,11101
2001,9,18,4,11105
2001,7,30,5,12212
2001,9,4,2,13322
2001,3,14,1,11029
2001,12,21,1,10952
2001,1,11,4,13509
2001,2,29,4,7210
2001,12,20,6,14768
2001,2,8,6,12565
2001,12,12,7,15127
2001,5,26,6,12014
2001,2,17,6,12644
2001,3,15,1,9894
2001,8,7,5,11277
2001,3,26,1,15410
2001,6,31,5,15490
2001,7,13,6,11518
2001,11,5,1,11124
2001,8,23,3,14281
2001,11,2,7,11032
2001,7,30,6,15139
2001,3,19,2,12802
2001,10,19,5,13111
2001,9,9,2,12278
2001,3,29,3,14440
2001,6,9,4,14148
2001,11,9,7,11768
2001,10,9,1,10002
2001,1,12,2,10792
2001,3,2,4,11981
2001,12,7,7,8970
2001,12,30,3,15468
2001,6,12,5,10044
2001,2,27,3,8209
2001,8,3,3,12395
2001,7,25,3,11325
2001,3,18,7,14840
2001,4,14,4,9707
2001,4,4,1,9623
2001,5,28,6,14959
2001,3,24,1,12073
2001,3,6,7,12491
2001,9,17,6,8929
2001,12,20,6,11736
2001,2,30,7,7685
2001,9,2,6,10073
2001,7,28,2,12076
2001,10,6,2,8241
2001,5,26,1,9940
2001,8,21,3,9746
2001,9,18,4,9120
2001,1,18,3,11820
2001,10,31,2,10277
2001,11,22,4,9514
2001,8,19,1,8402
2001,9,24,3,11607
2001,12,24,7,13737
2001,1,25,3,8430
2001,6,14,1,12891
2001,10,26,7,12339
2001,8,24,7,10063
2001,9,6,3,12347
2001,2,28,2,12806
2001,2,29,3,15071
2001,6,9,1,9397
2001,1,5,3,13839
2001,4,18,4,8183
2001,12,30,5,12984
2001,1,14,6,13278
2001,11,5,1,13266
2001,5,11,6,12334
2001,4,28,7,11599
2001,8,22,3,6236
2001,1,7,1,13269
2001,11,19,6,13831
2001,8,2,1,10677
2001,3,24,6,10204
2001,12,7,3,9778
2001,7,22,2,12715
2001,11,31,6,12800
2001,12,13,4,10361
2001,7,19,6,12774
2001,5,16,1,16081
2001,5,20,2,6772
2001,2,9,1,9019
2001,11,28,3,7642
2001,9,18,1,14790
2001,3,16,6,13391
2001,6,20,4,8681
2001,6,8,3,9585
2001,2,26,4,12823
2001,8,5,7,11443
2001,12,9,7,10762
2001,1,27,4,15315
2001,6,14,4,11470
2001,3,4,7,11738
2001,5,4,7,10645
2001,11,5,3,9905
2001,8,2,6,9248
2001,1,4,1,12523
2001,1,12,6,12647
2001,6,14,2,13490
2001,5,4,5,12943
2001,7,29,4,13481
2001,10,15,6,11227
2001,7,13,1,12717
2001,1,18,1,12047
2001,11,13,1,9224
2001,11,25,4,10874
2001,6,13,1,16081
2001,1,27,2,13298
2001,7,28,2,9847
2001,12,8,5,9060
2001,3,22,1,10358
2001,1,11,4,16081
2001,4,16,6,9737
2001,12,22,5,8719
2001,5,2,1,14068
2001,7,23,5,9911
2001,11,9,7,10654
2001,12,23,2,10670
2001,11,24,2,7503
2001,6,14,2,12266
2001,2,9,3,7351
2001,11,15,7,7678
2001,1,20,6,9284
2001,5,20,3,12529
2001,1,3,7,10071
2001,10,7,3,10154
2001,11,10,7,7024
2001,2,8,4,11156
2001,4,30,5,8798
2001,6,10,2,8254
2001,4,13,4,12647
2001,7,24,6,12516
2001,7,18,5,13075
2001,1,13,7,5728
2001,10,8,5,10084
2001,11,26,1,10865
2001,1,29,1,11791
2001,5,14,4,12973
2001,2,7,1,13541
2001,4,22,4,10388
2001,4,24,6,12428
2001,7,16,1,10890
2001,7,12,7,14579
2001,6,10,2,12917
2001,2,5,5,12473
2001,8,17,2,5987
2001,4,24,2,9011
2001,6,9,3,12045
2001,6,19,7,8865
2001,2,29,4,11230
2001,2,11,3,14620
2001,9,14,4,10996
2001,2,4,5,11690
2001,10,19,3,8594
2001,6,8,3,12226
2001,8,15,2,12126
2001,3,23,6,10942
2001,2,21,1,12442
2001,6,21,5,9519
2001,8,6,3,12129
2001,4,8,4,13012
2001,3,26,2,8773
2001,7,24,5,11408
2001,7,25,4,11072
2001,3,4,7,15130
2001,2,11,4,5728
2001,7,26,1,11775
2001,6,5,2,7971
2001,5,16,7,11393
2001,10,4,5,14017
2001,7,19,2,7576
2001,6,26,6,11501
2001,10,16,5,11817
2001,1,7,7,10271
2001,4,27,3,10273
2001,10,28,3,14422
2001,8,9,3,10679
2001,11,18,3,9815
2001,12,24,3,8625
2001,9,12,1,7995
2001,10,21,4,13043
2001,8,21,4,14639
2001,1,8,1,8846
2001,12,7,7,11528
2001,1,22,1,8334
2001,1,14,1,13381
2001,10,10,1,9052
2001,2,16,4,9108
2001,4,21,6,13820
2001,6,29,4,6747
2001,11,9,1,13903
2001,10,29,4,7820
2001,6,4,3,12842
2001,5,30,4,14463
2001,5,18,3,9963
2001,7,4,1,9697
2001,7,27,3,11317
2001,11,14,7,7266
2001,9,18,6,9414
2001,8,22,3,9285
2001,9,21,4,13304
2001,4,10,3,10557
2001,10,18,6,11813
2001,8,9,4,9382
2001,8,7,4,14078
2001,5,31,5,11426
2001,8,21,5,9118
2001,12,17,3,12046
2001,9,31,3,11605
2001,11,12,3,12110
2001,10,20,4,11080
2001,4,17,2,9987
2001,4,5,6,10936
2001,12,22,7,13727
2001,12,13,5,10729
2001,3,12,2,10498
2001,7,11,5,11126
2002,2,21,3,13213
2002,9,7,1,12071
2002,4,28,3,5728
2002,7,5,2,7917
2002,7,5,4,11417
2002,11,28,4,12373
2002,1,10,2,7372
2002,12,17,7,14586
2002,5,16,1,13967
2002,12,15,7,5728
2002,2,10,4,11609
2002,11,4,3,10993
2002,4,8,4,11291
2002,2,12,6,11209
2002,9,31,4,12493
2002,5,10,3,13990
2002,12,23,1,14165
2002,4,6,7,8431
2002,10,6,2,12586
2002,5,26,1,14063
2002,2,6,7,11143
2002,1,3,3,9570
2002,4,21,6,11681
2002,3,7,7,9977
2002,5,9,7,8381
2002,8,11,3,13319
2002,7,9,3,12358
2002,3,16,5,12179
2002,2,2,3,13116
2002,7,1,7,9862
2002,9,4,5,11533
2002,10,2,1,9305
2002,10,9,6,12538
2002,7,9,1,10024
2002,10,20,4,13211
2002,6,2,5,13007
2002,10,7,1,9282
2002,8,26,4,11245
2002,11,18,1,12573
2002,8,21,2,9904
2002,2,11,2,10486
2002,6,14,5,16081
2002,9,5,3,12630
2002,10,20,2,12277
2002,11,29,6,14285
2002,1,18,7,13533
2002,6,1,6,14981
2002,6,22,4,8875
2002,7,30,2,14442
2002,1,22,5,8983
2002,6,10,2,10903
2002,6,18,7,14085
2002,1,5,6,10486
2002,5,10,5,10559
2002,9,25,5,14460
2002,1,13,1,12363
2002,7,31,7,14309
2002,4,20,1,13952
2002,6,28,4,10682
2002,9,13,6,11495
2002,3,19,4,12135
2002,5,13,2,14716
2002,2,21,3,11591
2002,9,19,1,13205
2002,1,12,1,5728
2002,5,7,2,9999
2002,10,3,7,6630
2002,7,20,2,16081
2002,2,4,7,5728
2002,2,7,5,8532
2002,1,14,1,10098
2002,9,20,2,14037
2002,1,11,4,11983
2002,11,24,1,6015
2002,5,6,2,12038
2002,10,25,1,14515
2002,5,11,7,15092
2002,12,30,3,9431
2002,11,6,2,10978
2002,10,17,7,11561
2002,10,9,5,8571
2002,8,9,7,11870
2002,6,20,1,9675
2002,3,17,7,13037
2002,12,23,6,12885
2002,4,30,6,11462
2002,12,21,3,12246
2002,1,12,6,12166
2002,9,25,6,10082
2002,3,15,7,13191
2002,1,6,2,11542
2002,5,18,3,12613
2002,1,2,6,10671
2002,5,23,4,16081
2002,1,16,5,10561
2002,1,4,4,11757
2002,11,21,2,13464
2002,11,11,7,11253
2002,12,24,1,8976
2002,4,28,5,10502
2002,12,3,2,9881
2002,5,28,3,12692
2002,4,14,7,11524
2002,1,13,5,12163
2002,7,10,2,8352
2002,4,17,2,8183
2002,12,10,4,15639
2002,2,26,3,9921
2002,12,30,2,9427
2002,12,5,1,12658
2002,6,20,4,10836
2002,1,25,6,10735
2002,10,28,4,10723
2002,8,2,3,15758
2002,9,11,6,14625
2002,4,15,6,12554
2002,10,21,4,9232
2002,9,21,3,13371
2002,6,13,4,16081
2002,5,29,5,11932
2002,8,7,4,13880
2002,4,10,7,12794
2002,6,25,7,16081
2002,11,3,7,15633
2002,7,10,4,11226
2002,4,29,6,9016
2002,10,11,3,15407
2002,7,20,4,14149
2002,3,9,4,8940
2002,11,28,3,16081
2002,4,23,2,12066
2002,11,21,1,12350
2002,8,15,7,7844
2002,1,19,3,12486
2002,11,5,3,11892
2002,4,31,2,8612
2002,6,21,4,11086
2002,7,9,4,10813
2002,9,13,3,10345
2002,6,4,5,11031
2002,1,10,1,12075
2002,1,6,2,9025
2002,4,15,3,9310
2002,2,18,4,11970
2002,3,29,6,11452
2002,1,12,5,8032
2002,8,13,6,9272
2002,11,15,4,11558
2002,8,13,3,14073
2002,2,9,1,9610
2002,12,17,2,11110
2002,2,20,5,9750
2002,7,29,5,12422
2002,2,18,6,9994
2002,5,26,6,10999
2002,1,17,6,14975
2002,8,5,4,11535
2002,2,23,4,10572
2002,5,23,2,9183
2002,2,10,7,11153
2002,8,19,2,10941
2002,8,29,1,11050
2002,3,3,2,11418
2002,9,7,7,9661
2002,11,21,5,13476
2002,4,2,6,10661
2002,4,21,1,11851
2002,4,9,2,9230
2002,5,10,2,12672
2002,7,19,2,15839
2002,5,31,6,12625
2002,5,12,1,14893
2002,1,7,1,13367
2002,9,10,2,12637
2002,1,19,5,10559
2002,3,1,3,12817
2002,3,6,1,9850
2002,8,20,1,11425
2002,6,31,7,13543
2002,12,16,4,13926
2002,6,24,4,8755
2002,12,14,2,12752
2002,12,5,7,12579
2002,12,27,6,10366
2002,10,3,6,7898
2002,3,28,5,12441
2002,7,4,3,11145
2002,2,19,7,6003
2002,5,24,3,11669
2002,4,22,1,12910
2002,3,3,6,15006
2002,10,13,2,10689
2002,5,1,3,10504
2002,12,19,6,15595
2002,2,24,2,16081
2002,6,11,6,13156
2002,3,27,2,10610
2002,9,25,5,13202
2002,10,3,6,15368
2002,3,5,3,11623
2002,6,4,1,10835
2002,11,28,1,10502
2002,10,17,4,12993
2002,3,19,4,11034
2002,1,14,1,14758
2002,4,4,2,8767
2002,2,30,3,8138
2002,2,6,2,10790
2002,7,27,7,12469
2002,8,16,1,14004
2002,8,30,7,8407
2002,2,3,3,14988
2002,5,24,4,11333
2002,4,20,5,12018
2002,9,17,3,5728
2002,12,7,3,12017
2002,12,30,5,13338
2002,5,22,4,15532
2002,11,12,1,15156
2002,10,23,3,5728
2002,2,22,6,10113
2002,2,30,5,12739
2002,1,26,4,12408
2002,1,1,4,8307
2002,1,27,1,15234
2002,9,24,7,11771
2002,6,27,1,12767
2002,6,27,4,11747
2002,6,29,1,11790
2002,1,29,4,7818
2002,12,24,6,13122
2002,8,18,6,12965
2002,11,23,2,10150
2002,11,30,6,11158
2002,7,24,5,9826
2002,11,6,7,12866
2002,6,4,6,8419
2002,6,12,4,9415
2002,11,18,3,13072
2002,9,15,5,14956
2002,3,3,1,11123
2002,7,6,6,11059
2002,3,14,4,6964
2002,6,2,2,7559
2002,2,9,6,6207
2002,7,12,4,9102
2002,2,9,1,8703
2002,1,4,2,5728
2002,12,24,1,12409
2002,5,14,2,7563
2002,6,21,2,11816
2002,1,21,3,5823
2002,10,23,1,8247
2002,3,19,5,10083
2002,2,2,7,8438
2002,4,7,5,5957
2002,5,3,4,11744
2002,6,12,3,9996
2002,5,19,5,11344
2002,1,26,2,13938
2002,5,21,5,5832
2002,7,12,2,9198
2002,6,27,2,11197
2002,9,21,1,7421
2002,1,27,3,14751
2002,10,19,5,9788
2002,4,23,7,11775
2002,11,28,3,10914
2002,7,10,2,10117
2002,1,29,6,14710
2002,1,24,5,10515
2002,1,9,5,12787
2002,5,29,7,11841
2002,11,14,3,11260
2002,4,22,4,8766
2002,1,16,1,10126
2002,7,28,5,10663
2002,6,6,6,8764
2002,12,15,6,10296
2002,1,13,5,12532
2002,6,27,5,9614
2002,11,18,3,8771
2002,11,7,1,14189
2002,7,22,7,15840
2002,12,21,6,14804
2002,10,27,1,10010
2002,11,31,4,13745
2002,11,9,7,13981
2002,9,16,1,9405
2002,11,6,7,10985
2002,12,31,5,12321
2002,11,18,6,12450
2002,3,7,7,13829
2002,10,3,1,9099
2002,5,6,2,11238
2002,2,4,6,7654
2002,8,13,3,5935
2002,9,24,6,11408
2002,3,22,6,15058
2002,7,16,7,10706
2002,5,6,4,12542
2002,5,20,6,8567
2002,3,19,7,11005
2002,7,3,5,10469
2002,8,8,7,5728
2002,1,28,3,9805
2002,8,27,4,9453
2002,10,13,6,15831
2002,5,3,5,12706
2002,6,21,3,14250
2002,5,21,4,6975
2002,6,27,2,10771
2002,6,27,1,16081
2002,10,1,7,13122
2002,4,20,4,11795
2002,9,10,2,12225
2002,2,11,1,13530
2002,5,28,1,13623
2002,3,25,2,12164
2002,10,14,4,14178
2002,6,7,6,8188
2002,8,29,6,13346
2002,9,6,4,12514
2002,1,11,3,9198
2002,10,23,7,14012
2002,11,13,3,10267
2002,8,21,3,12001
2002,4,26,3,11471
2002,7,15,2,9940
2002,10,3,6,16081
2002,6,16,5,11814
2002,7,11,3,14163
2002,12,2,1,12979
2002,12,9,5,9127
2002,8,17,3,11368
2002,10,3,6,8912
2002,10,12,5,8482
2002,10,12,5,10892
2002,1,26,5,9674
2002,3,9,6,9024
2002,3,1,6,7943
2002,1,24,4,9133
2002,5,27,1,11897
2002,5,20,4,14355
2002,1,31,7,15429
2002,9,16,4,8963
2002,4,23,1,9763
2002,12,23,4,11679
2002,11,12,6,13121
2002,10,4,3,11369
2002,12,5,5,7867
2002,4,8,3,10728
2002,3,6,5,9459
2002,11,15,1,11908
2002,1,26,6,16081
2002,12,1,7,16081
2002,5,29,6,16081
2002,6,10,6,8572
2002,2,30,7,10293
2002,3,27,1,9702
2002,7,11,7,10952
2002,12,2,3,9573
2002,11,26,4,14689
2002,5,25,7,14793
2002,1,15,2,12816
2002,12,7,6,7114
2002,9,29,2,14894
2002,6,23,7,13596
2002,10,22,5,11908
2002,6,8,4,9503
2002,7,26,2,14242
2002,5,25,5,12130
2002,7,11,1,14288
2002,12,20,5,7994
2002,6,12,5,10522
2002,10,21,2,9295
2002,1,29,6,12629
2002,2,14,6,15255
2002,10,11,5,9934
2003,2,30,2,11948
2003,11,3,5,12162
2003,12,19,7,14441
2003,1,12,7,11663
2003,3,8,4,15648
2003,9,9,1,15524
2003,11,18,1,11685
2003,12,18,4,12705
2003,4,23,2,10493
2003,9,24,3,15558
2003,1,1,6,16081
2003,3,23,2,8069
2003,10,16,4,11877
2003,3,31,6,12528
2003,10,12,6,10711
2003,12,26,6,8780
2003,4,26,4,16081
2003,10,5,3,14494
2003,11,25,1,12280
2003,4,26,1,16053
2003,7,22,4,9154
2003,7,4,7,12245
2003,7,14,6,9880
2003,2,3,4,9797
2003,5,19,5,11013
2003,1,7,7,13671
2003,10,2,2,13280
2003,11,9,6,11426
2003,1,27,6,7470
2003,6,25,7,9462
2003,11,16,4,10531
2003,11,4,4,10215
2003,6,27,5,6599
2003,3,25,2,12106
2003,7,28,5,11632
2003,3,21,2,12352
2003,4,6,5,7590
2003,10,14,7,13283
2003,1,16,2,11666
2003,4,30,4,10516
2003,11,26,5,10850
2003,3,18,6,10760
2003,2,16,6,8912
