total_bill,tip,sex,smoker,day,time,size
9.68,1.32,Male,No,Sun,Dinner,2
17.51,3.0,Female,Yes,Sun,Dinner,2
40.55,3.0,Male,Yes,Sun,Dinner,2
21.01,3.0,Male,Yes,Fri,Dinner,2
10.29,2.6,Female,No,Sun,Dinner,2
34.65,3.68,Male,Yes,Sun,Dinner,4
25.21,4.29,Male,Yes,Sat,Dinner,2
13.27,2.5,Female,Yes,Sat,Dinner,2
17.47,3.5,Female,No,Thur,Lunch,2
16.32,4.3,Female,Yes,Fri,Dinner,2
10.29,2.6,Female,No,Sun,Dinner,2
50.81,10.0,Male,Yes,Sat,Dinner,3
24.71,5.85,Male,No,Thur,Lunch,2
23.68,3.31,Male,No,Sun,Dinner,2
17.51,3.0,Female,Yes,Sun,Dinner,2
38.73,3.0,Male,Yes,Sat,Dinner,4
13.27,2.5,Female,Yes,Sat,Dinner,2
31.71,4.5,Male,No,Sun,Dinner,4
10.65,1.5,Female,No,Thur,Lunch,2
32.68,5.0,Male,Yes,Thur,Lunch,2
20.92,4.08,Female,No,Sat,Dinner,2
10.65,1.5,Female,No,Thur,Lunch,2
13.94,3.06,Male,No,Sun,Dinner,2
19.44,3.0,Male,Yes,Thur,Lunch,2
38.73,3.0,Male,Yes,Sat,Dinner,4
10.63,2.0,Female,Yes,Sat,Dinner,2
11.02,1.98,Male,Yes,Sat,Dinner,2
26.86,3.14,Female,Yes,Sat,Dinner,2
16.47,3.23,Female,Yes,Thur,Lunch,3
18.64,1.36,Female,No,Thur,Lunch,3
13.94,3.06,Male,No,Sun,Dinner,2
24.08,2.92,Female,No,Thur,Lunch,4
20.69,2.45,Female,No,Sat,Dinner,4
12.74,2.01,Female,Yes,Thur,Lunch,2
15.77,2.23,Female,No,Sat,Dinner,2
23.1,4.0,Male,Yes,Sun,Dinner,3
17.26,2.74,Male,No,Sun,Dinner,3
19.49,3.51,Male,No,Sun,Dinner,2
12.74,2.01,Female,Yes,Thur,Lunch,2
27.05,5.0,Female,No,Thur,Lunch,6
9.6,4.0,Female,Yes,Sun,Dinner,2
18.71,4.0,Male,Yes,Thur,Lunch,3
29.93,5.07,Male,No,Sun,Dinner,4
28.17,6.5,Female,Yes,Sat,Dinner,3
18.71,4.0,Male,Yes,Thur,Lunch,3
11.02,1.98,Male,Yes,Sat,Dinner,2
15.69,1.5,Male,Yes,Sun,Dinner,2
50.81,10.0,Male,Yes,Sat,Dinner,3
10.34,1.66,Male,No,Sun,Dinner,3
21.01,3.5,Male,No,Sun,Dinner,3
24.59,3.61,Female,No,Sun,Dinner,4
35.26,5.0,Female,No,Sun,Dinner,4
20.29,2.75,Female,No,Sat,Dinner,2
14.07,2.5,Male,No,Sun,Dinner,2
12.16,2.2,Male,Yes,Fri,Lunch,2
20.29,2.75,Female,No,Sat,Dinner,2
16.45,2.47,Female,No,Sat,Dinner,2
16.99,1.01,Female,No,Sun,Dinner,2
13.0,2.0,Female,Yes,Thur,Lunch,2
17.59,2.64,Male,No,Sat,Dinner,3
25.28,5.0,Female,Yes,Sat,Dinner,2
21.16,3.0,Male,No,Thur,Lunch,2
16.66,3.4,Male,No,Thur,Lunch,2
18.29,3.76,Male,Yes,Sat,Dinner,4
15.98,2.03,Male,No,Thur,Lunch,2
10.29,2.6,Female,No,Sun,Dinner,2
32.83,1.17,Male,Yes,Sat,Dinner,2
17.29,2.71,Male,No,Thur,Lunch,2
13.94,3.06,Male,No,Sun,Dinner,2
16.0,2.0,Male,Yes,Thur,Lunch,2
12.6,1.0,Male,Yes,Sat,Dinner,2
11.24,1.76,Male,Yes,Sat,Dinner,2
20.53,4.0,Male,Yes,Thur,Lunch,4
32.4,6.0,Male,No,Sun,Dinner,4
17.07,3.0,Female,No,Sat,Dinner,3
15.01,2.09,Male,Yes,Sat,Dinner,2
38.07,4.0,Male,No,Sun,Dinner,3
22.75,3.25,Female,No,Fri,Dinner,2
44.3,2.5,Female,Yes,Sat,Dinner,3
17.07,3.0,Female,No,Sat,Dinner,3
9.6,4.0,Female,Yes,Sun,Dinner,2
27.2,4.0,Male,No,Thur,Lunch,4
20.27,2.83,Female,No,Thur,Lunch,2
35.83,4.67,Female,No,Sat,Dinner,3
20.08,3.15,Male,No,Sat,Dinner,3
16.82,4.0,Male,Yes,Sun,Dinner,2
7.56,1.44,Male,No,Thur,Lunch,2
13.42,1.58,Male,Yes,Fri,Lunch,2
32.9,3.11,Male,Yes,Sun,Dinner,2
12.16,2.2,Male,Yes,Fri,Lunch,2
11.02,1.98,Male,Yes,Sat,Dinner,2
12.46,1.5,Male,No,Fri,Dinner,2
13.03,2.0,Male,No,Thur,Lunch,2
12.9,1.1,Female,Yes,Sat,Dinner,2
15.81,3.16,Male,Yes,Sat,Dinner,2
35.26,5.0,Female,No,Sun,Dinner,4
16.31,2.0,Male,No,Sat,Dinner,3
11.61,3.39,Male,No,Sat,Dinner,2
30.46,2.0,Male,Yes,Sun,Dinner,5
10.07,1.25,Male,No,Sat,Dinner,2
21.58,3.92,Male,No,Sun,Dinner,2
22.42,3.48,Female,Yes,Sat,Dinner,2
12.16,2.2,Male,Yes,Fri,Lunch,2
19.82,3.18,Male,No,Sat,Dinner,2
27.18,2.0,Female,Yes,Sat,Dinner,2
20.69,2.45,Female,No,Sat,Dinner,4
18.64,1.36,Female,No,Thur,Lunch,3
16.47,3.23,Female,Yes,Thur,Lunch,3
16.58,4.0,Male,Yes,Thur,Lunch,2
26.86,3.14,Female,Yes,Sat,Dinner,2
38.73,3.0,Male,Yes,Sat,Dinner,4
14.78,3.23,Male,No,Sun,Dinner,2
26.86,3.14,Female,Yes,Sat,Dinner,2
28.15,3.0,Male,Yes,Sat,Dinner,5
21.01,3.5,Male,No,Sun,Dinner,3
19.82,3.18,Male,No,Sat,Dinner,2
27.2,4.0,Male,No,Thur,Lunch,4
25.71,4.0,Female,No,Sun,Dinner,3
15.48,2.02,Male,Yes,Thur,Lunch,2
16.47,3.23,Female,Yes,Thur,Lunch,3
24.08,2.92,Female,No,Thur,Lunch,4
40.55,3.0,Male,Yes,Sun,Dinner,2
13.37,2.0,Male,No,Sat,Dinner,2
7.56,1.44,Male,No,Thur,Lunch,2
18.69,2.31,Male,No,Sat,Dinner,3
20.29,3.21,Male,Yes,Sat,Dinner,2
21.01,3.5,Male,No,Sun,Dinner,3
21.16,3.0,Male,No,Thur,Lunch,2
18.43,3.0,Male,No,Sun,Dinner,4
13.81,2.0,Male,Yes,Sat,Dinner,2
35.83,4.67,Female,No,Sat,Dinner,3
22.23,5.0,Male,No,Sun,Dinner,2
8.51,1.25,Female,No,Thur,Lunch,2
12.76,2.23,Female,Yes,Sat,Dinner,2
21.7,4.3,Male,No,Sat,Dinner,2
14.52,2.0,Female,No,Thur,Lunch,2
30.46,2.0,Male,Yes,Sun,Dinner,5
44.3,2.5,Female,Yes,Sat,Dinner,3
10.07,1.25,Male,No,Sat,Dinner,2
9.68,1.32,Male,No,Sun,Dinner,2
39.42,7.58,Male,No,Sat,Dinner,4
17.82,1.75,Male,No,Sat,Dinner,2
3.07,1.0,Female,Yes,Sat,Dinner,1
17.82,1.75,Male,No,Sat,Dinner,2
10.33,2.0,Female,No,Thur,Lunch,2
10.07,1.25,Male,No,Sat,Dinner,2
18.04,3.0,Male,No,Sun,Dinner,2
10.27,1.71,Male,No,Sun,Dinner,2
25.21,4.29,Male,Yes,Sat,Dinner,2
28.17,6.5,Female,Yes,Sat,Dinner,3
34.65,3.68,Male,Yes,Sun,Dinner,4
5.75,1.0,Female,Yes,Fri,Dinner,2
12.26,2.0,Female,No,Thur,Lunch,2
16.21,2.0,Female,No,Sun,Dinner,3
11.69,2.31,Male,No,Thur,Lunch,2
20.29,3.21,Male,Yes,Sat,Dinner,2
9.6,4.0,Female,Yes,Sun,Dinner,2
25.89,5.16,Male,Yes,Sat,Dinner,4
9.68,1.32,Male,No,Sun,Dinner,2
20.27,2.83,Female,No,Thur,Lunch,2
8.35,1.5,Female,No,Thur,Lunch,2
35.83,4.67,Female,No,Sat,Dinner,3
10.29,2.6,Female,No,Sun,Dinner,2
48.17,5.0,Male,No,Sun,Dinner,6
20.08,3.15,Male,No,Sat,Dinner,3
17.92,3.08,Male,Yes,Sat,Dinner,2
12.02,1.97,Male,No,Sat,Dinner,2
22.76,3.0,Male,No,Thur,Lunch,2
15.81,3.16,Male,Yes,Sat,Dinner,2
20.76,2.24,Male,No,Sun,Dinner,2
31.71,4.5,Male,No,Sun,Dinner,4
24.59,3.61,Female,No,Sun,Dinner,4
