method,number,orbital_period,mass,distance,year
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,1,137.48,1.11,175.44,2013
Transit,1,4.353011,,155.0,2009
Radial Velocity,2,2720.0,3.366,42.88,2012
Radial Velocity,1,993.3,10.3,73.1,2008
Transit,3,5.398763,,135.0,2012
Radial Velocity,1,792.6,,58.17,2012
Radial Velocity,1,184.02,,88.26,2007
Radial Velocity,1,1214.0,,89.13,2006
Transit,2,8.041,,,2013
Radial Velocity,1,1038.1,1.9,54.23,2007
Radial Velocity,5,4909.0,,,2002
Radial Velocity,1,4.072,1.33,63.49,2005
Radial Velocity,1,7.3709,,9.04,2011
Radial Velocity,1,5.24,,59.03,2005
Radial Velocity,1,,,18.15,2002
Radial Velocity,1,18.20163,,37.35,1999
Radial Velocity,1,111.4357,,29.04,2001
Radial Velocity,1,,,51.87,2008
Transit,3,3.504725,,,2011
Radial Velocity,2,692.0,,15.1,2007
Radial Velocity,1,3.51,0.42,,1999
Transit,1,1.9000693,,870.0,2011
Microlensing,1,,,,2009
Radial Velocity,1,335.1,,39.43,2009
Radial Velocity,1,,0.96,121.07,2010
Radial Velocity,1,2208.0,,44.54,2012
Transit,1,2.46502,,,2014
Radial Velocity,1,8.7836,0.0265,,2008
Radial Velocity,3,3008.0,,52.83,2009
Transit,1,4.322482,,,2010
Transit,2,42.994,,,2013
Radial Velocity,2,379.1,,94.61,2005
Radial Velocity,2,360.2,,56.5,2012
Transit,2,2.58664,,,2014
Imaging,1,,,135.0,2013
Transit,1,1.58040482,,,2009
Radial Velocity,2,395.8,,68.54,2002
Transit,1,3.94150685,,172.0,2006
Transit,1,3.57532,,,2014
Radial Velocity,1,,,,2002
Radial Velocity,1,3.33714,,,2012
Radial Velocity,1,1125.7,,,2008
Transit,2,7.1073,,,2011
Pulsar Timing,3,66.5419,,,1992
Transit,1,1.7497798,,,2012
Transit,1,3.4059096,,360.0,2010
Radial Velocity,1,396.03,,131.75,2010
Microlensing,1,,,,2012
Transit,3,,,,2012
Transit,1,4.1250828,,293.0,2008
Radial Velocity,2,,2.3,37.16,2000
Transit,1,3.94150685,,,2006
Transit,2,2.50806,,,2014
Radial Velocity,2,7.126816,1.39,19.72,1998
Transit,3,35.3331,,,2014
Transit,1,21.0874,,1200.0,2011
Transit,1,4.0378962,,,2009
Transit,2,49.532,,1500.0,2012
Radial Velocity,1,745.7,,307.69,2011
Imaging,1,7336.5,,,2009
Transit,1,3.7224747,,121.7,2008
Transit,2,13.83989,,470.0,2012
Radial Velocity,1,1630.0,,56.31,2012
Transit,1,282.5255,,,2013
Radial Velocity,1,471.6,14.0,300.3,2005
Radial Velocity,6,256.2,0.014,,2013
Radial Velocity,4,643.25,,15.28,2000
Microlensing,2,1825.0,,,2008
Transit,1,3.0678504,,,2012
Radial Velocity,2,1624.0,0.99,,2005
Transit,1,1.7497798,,140.0,2012
Radial Velocity,6,7.2004,,6.8,2011
Radial Velocity,2,258.19,,25.65,1999
Radial Velocity,2,1657.0,,,2010
Radial Velocity,1,538.0,,,2007
Transit,1,4.353011,,,2009
Transit,5,77.61184,,,2011
Radial Velocity,3,3.6,,,2012
Radial Velocity,1,36.96,2.49,,2007
Transit,1,4.03519,,1060.0,2010
Transit,2,16.23855,,470.0,2012
Radial Velocity,2,454.2,1.45,16.57,2002
Radial Velocity,3,197.0,,,2006
Transit,2,33.006,,,2013
Transit,1,1.7635892,,,2011
Transit,1,2.9444256,,,2010
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,3,16.546,0.0363,38.01,2011
Radial Velocity,3,603.0,0.079,,2013
Transit,2,,,2100.0,2011
Radial Velocity,1,2754.0,,18.06,2009
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,1,5.118,0.4,,2014
Transit,5,13.17562,,,2011
Transit,4,13.5708,,,2014
Radial Velocity,3,431.7,0.527,25.87,2011
Radial Velocity,1,3.0925,0.95,27.05,2000
Radial Velocity,2,1314.0,2.29,69.44,2010
Transit,2,12.883,,,2012
Transit,1,1.3371182,,,2011
Transit,2,242.4613,,,2013
Radial Velocity,1,71.484,,46.73,2001
Radial Velocity,2,2720.0,,42.88,2012
Radial Velocity,1,1544.0,1.49,98.52,2011
Transit,3,8.9193459,,,2012
Transit,3,3.504725,,,2011
Radial Velocity,1,700.0,1.16,,2008
Radial Velocity,1,5.118,,,2014
Transit,2,31.3309,,,2011
Radial Velocity,1,772.0,2.7,127.88,2011
Radial Velocity,6,91.61,0.016,6.8,2013
Transit,1,4.640382,,249.0,2012
Radial Velocity,4,61.1166,,,1998
Radial Velocity,1,3416.0,,4.94,2008
Transit,1,1.420033,,,2010
Radial Velocity,1,3630.0,,36.36,2012
Transit,1,9.24285,,1230.0,2011
Transit,1,3.54846,,,2009
Radial Velocity,4,1.93778,,4.7,2005
Radial Velocity,1,6.276,,58.82,2001
Transit,1,2.838971,,455.0,2012
Transit,2,13.749,,,2013
Transit,5,5.90124,,303.0,2011
Radial Velocity,1,653.22,9.7,33.46,2002
Radial Velocity,2,5.7727,,23.44,2009
Transit,2,17.9801235,,,2012
Radial Velocity,1,3.8335,,81.1,2007
Transit,1,4.1591399,,200.0,2012
Radial Velocity,2,349.7,,25.64,2001
Imaging,1,10037.5,,23.1,2011
Transit,2,242.4613,,,2013
Radial Velocity,1,956.0,,55.93,2009
Transit,2,33.006,,,2013
Radial Velocity,2,2500.0,,121.36,2008
Radial Velocity,1,1951.0,,57.21,2008
Transit,4,9.6739283,,,2012
Radial Velocity,1,521.0,1.8,114.15,2011
Radial Velocity,1,714.3,10.6,,2007
Radial Velocity,3,459.26,0.121,26.91,2011
Radial Velocity,2,14.182,,28.6,2011
Imaging,4,170000.0,,39.94,2008
Transit,1,68.9584,,,2014
Radial Velocity,1,442.1,1.23,21.29,1998
Transit,7,8.719375,,780.0,2013
Radial Velocity,2,44.236,2.12,42.68,2009
Radial Velocity,1,2890.0,,87.87,2011
Radial Velocity,1,1544.0,,98.52,2011
Radial Velocity,1,18.20163,3.7,,1999
Transit,2,5.955,,,2012
Radial Velocity,2,74.72,,8.82,2011
Transit,1,3.7354417,,400.0,2009
Imaging,1,,,10.1,2012
Radial Velocity,1,,,,2008
Radial Velocity,2,3.27,,24.15,2011
Radial Velocity,1,324.0,2.83,37.42,2013
Imaging,1,8679.7,,,2009
Transit,1,4.1591399,,200.0,2012
Transit,1,4.627669,,205.0,2010
Radial Velocity,1,8.428198,14.4,31.26,2002
Radial Velocity,2,1155.7,,55.31,2012
Transit,7,91.93913,,780.0,2013
Radial Velocity,1,2231.0,2.0,28.76,2003
Radial Velocity,3,2391.0,0.54,,2001
Transit,1,3.89713,,770.0,2011
Transit,3,7.1316185,,,2012
Radial Velocity,2,2140.2,,42.43,2000
Radial Velocity,2,1275.0,,38.52,2011
Radial Velocity,1,1125.7,9.76,121.36,2008
Radial Velocity,1,157.57,1.7,140.85,2011
Transit,7,124.9144,,780.0,2013
Radial Velocity,2,1008.0,6.56,42.68,2009
Radial Velocity,1,199.505,,102.04,2003
Radial Velocity,1,993.3,,73.1,2008
Radial Velocity,5,44.38,,12.53,2004
Radial Velocity,1,3.4442,0.48,,2005
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,3.8335,,81.1,2007
Transit,1,3.57532,,,2014
Radial Velocity,3,12.083,,26.91,2011
Radial Velocity,1,36.96,2.49,,2007
Radial Velocity,1,4.6938,,4.54,2007
Radial Velocity,6,9.6184,,12.83,2008
Radial Velocity,1,1845.0,0.95,56.05,2010
Radial Velocity,1,103.95,,55.19,2008
Radial Velocity,2,22.656,,32.31,2011
Transit,1,3.024095,,1950.0,2011
Eclipse Timing Variations,1,4343.5,,,2012
Radial Velocity,1,124.6,,149.25,2013
Radial Velocity,1,974.0,,70.97,2007
Transit,1,3.408821,,,2010
Radial Velocity,6,256.2,0.014,6.8,2013
Radial Velocity,1,417.9,,,2012
Radial Velocity,3,3.6,,16.13,2012
Radial Velocity,1,18.20163,,,1999
Radial Velocity,1,6.403,0.23,43.12,2002
Transit,2,17.2513,,,2011
Transit,1,2.46502,,,2014
Radial Velocity,1,1114.0,,35.0,2002
Radial Velocity,1,1117.0,1.16,,2010
Radial Velocity,2,1178.4,,52.72,2006
Radial Velocity,1,1630.0,,56.31,2012
Radial Velocity,4,61.1166,,4.7,1998
Transit,2,31.884,,,2013
Radial Velocity,3,35.37,0.036,16.13,2012
Radial Velocity,1,2.21857578,,19.25,2005
Transit,2,9.2869944,,2119.0,2011
Radial Velocity,1,1214.0,1.5,89.13,2006
Transit,2,4.62332,,,2014
Radial Velocity,1,2597.0,,33.01,2004
Radial Velocity,3,3.6,0.014,16.13,2012
Radial Velocity,3,580.0,,135.0,2012
Radial Velocity,1,3.51,0.42,,1999
Radial Velocity,3,3008.0,7.2,,2009
Radial Velocity,6,91.61,,6.8,2013
Radial Velocity,1,1143.0,,28.88,2003
Transit,1,1.2119189,,,2002
Radial Velocity,2,3.8728,,,2013
Radial Velocity,3,123.01,0.072,8.52,2009
Transit,1,3.2130598,,142.5,2009
Transit,1,2.3114243,,,2013
Radial Velocity,1,428.5,8.78,38.52,2009
Transit,5,122.3874,,368.0,2013
Transit,2,24.806,,,2013
Radial Velocity,1,24.348,,19.89,1999
Radial Velocity,1,2208.0,1.45,44.54,2012
Radial Velocity,1,1136.1,5.93,62.11,2002
Radial Velocity,2,7100.0,,15.1,2011
Transit,3,3.504725,,,2011
Radial Velocity,1,993.3,10.3,73.1,2008
Transit,1,2.5199449,,408.0,2007
Radial Velocity,1,3.2357,,1.35,2012
Radial Velocity,1,714.3,10.6,,2007
Radial Velocity,1,25.827,0.178,38.02,2004
Imaging,1,,,36.0,2013
Imaging,1,,,36.0,2013
Radial Velocity,1,131.05,9.71,35.37,2011
Transit,4,9.6739283,,,2012
Radial Velocity,1,890.76,,48.95,2004
Radial Velocity,2,74.72,0.05318,8.82,2011
Transit,1,2.150008,,283.0,2011
Radial Velocity,1,696.3,10.7,99.4,2009
Imaging,1,,,145.0,2008
Radial Velocity,1,,,59.84,2009
Radial Velocity,2,13.186,0.0263,,2011
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,498.9,,,2009
Radial Velocity,3,2473.0,8.06,,2003
Radial Velocity,1,123.0,0.45,43.99,2004
Transit,1,3.652836,,297.0,2010
Astrometry,1,1016.0,,14.98,2010
Transit,1,0.94145299,,105.49,2009
Radial Velocity,1,25.827,,38.02,2004
Transit,2,12.513,,,2012
Imaging,1,7336.5,,25.0,2009
Transit,4,22.342989,,,2013
Radial Velocity,3,459.26,,26.91,2011
Radial Velocity,1,8.7836,0.0265,,2008
Radial Velocity,1,2371.0,,37.05,2008
Transit,4,3.743208,,,2013
Imaging,1,,,145.0,2013
Radial Velocity,1,615.0,,,2011
Transit,2,21.40239,,,2012
Transit,7,124.9144,,780.0,2013
Transit,1,1.212884,,393.0,2010
Radial Velocity,1,1845.0,,56.05,2010
Microlensing,1,3500.0,,,2005
Transit,2,20.09,,,2012
Transit,1,4.465633,,330.0,2012
Transit,1,1.4324752,,,2004
Radial Velocity,1,3.48777,,80.0,2000
Transit,2,11.8681707,,,2012
Radial Velocity,1,386.3,,34.57,2003
Radial Velocity,1,436.9,,150.38,2011
Radial Velocity,2,379.1,2.25,,2005
Radial Velocity,1,456.1,3.09,52.88,2007
Transit,3,6.88705,,,2014
Radial Velocity,1,330.0,,38.45,2011
Transit,1,5.508023,,166.0,2010
Radial Velocity,1,121.71,,,2014
Radial Velocity,2,44.236,,,2009
Transit,1,3.52254,,1330.0,2010
Radial Velocity,2,428.5,15.2,214.0,2009
Transit,4,4.7779803,,,2012
Transit,3,143.34394,,1400.0,2012
Imaging,1,,,,2006
Transit,1,4.055259,,230.0,2011
Radial Velocity,2,2891.0,,,2003
Transit,5,22.7802,,303.0,2012
Radial Velocity,1,3.2357,,1.35,2012
Radial Velocity,6,,0.0299,,2008
Transit,5,77.61184,,,2011
Radial Velocity,1,1319.0,13.0,,2010
Radial Velocity,1,68.27,,,2010
Radial Velocity,1,354.8,,55.93,2007
Radial Velocity,1,439.3,,,2005
Radial Velocity,3,2391.0,,14.08,2001
Transit,2,303.137,,1500.0,2012
Transit,2,49.532,,,2012
Radial Velocity,1,851.8,,,2007
Eclipse Timing Variations,1,4343.5,,,2012
Transit,1,4.2,,8500.0,2006
Radial Velocity,1,264.15,4.01,33.33,2002
Imaging,1,10037.5,,23.1,2011
Transit,1,3.553945,,,2007
Transit,1,4.055259,,230.0,2011
Radial Velocity,2,13.186,0.0263,42.52,2011
Imaging,1,,,131.93,2010
Transit,1,2.455239,,,2011
Radial Velocity,1,952.7,,97.18,2008
Imaging,1,8679.7,,26.67,2009
Radial Velocity,2,613.8,,68.35,2010
Transit,2,5.7293196,,,2012
Transit,3,60.323105,,1400.0,2012
Radial Velocity,1,18.596,0.0193,18.08,2011
Transit,1,131.458,,1645.0,2011
Transit,2,12.04,,,2012
Radial Velocity,1,,9.7,,2002
Radial Velocity,1,3724.7,,48.43,2011
Transit,1,3.0678504,,,2012
Transit,1,3.6313,,,2011
Radial Velocity,1,14.275,0.0316,17.72,2011
Transit,1,59.87756,,,2013
Transit,5,267.291,,,2013
Transit,2,8.041,,,2013
Eclipse Timing Variations,2,5767.0,,130.72,2008
Radial Velocity,1,8.7836,,9.42,2008
Radial Velocity,3,952.0,0.57,52.88,2009
Radial Velocity,1,874.774,2.21,56.95,2008
Transit,1,4.1137912,,124.22,2012
Radial Velocity,1,324.0,,,2013
Transit,1,3.257215,,395.0,2011
Transit,1,66.262,,,2014
Radial Velocity,3,843.6,0.624,33.24,2005
Transit,2,21.40239,,,2012
Transit,1,7.919585,,125.0,2012
Transit,2,26.723,,,2013
Radial Velocity,2,,6.56,42.68,2009
Radial Velocity,2,25.648,0.027,52.03,2013
Radial Velocity,2,192.9,1.82,52.85,2009
Transit,2,49.412,,,2013
Transit,1,21.0874,,1200.0,2011
Radial Velocity,1,948.12,0.224,38.05,2011
Radial Velocity,1,1096.2,,29.55,2011
Transit,5,10.854092,,,2011
Radial Velocity,4,1276.46,,13.47,1999
Transit,1,9.4341505,,200.0,2013
Radial Velocity,2,225.62,,36.32,2000
Radial Velocity,2,3.097,0.52,47.92,1998
Transit,6,31.9996,,613.0,2010
Transit,3,12.8159,,,2014
Orbital Brightness Modulation,2,0.240104,,1180.0,2011
Radial Velocity,6,197.8,,,2012
Transit,1,138.317,,1000.0,2012
Radial Velocity,1,1523.0,2.6,,2009
Radial Velocity,3,9.3743,,26.15,2008
Transit,2,88.505,,,2013
Imaging,1,,,52.4,2004
Microlensing,1,,,,2012
Transit,2,2.91626,,214.0,2009
Transit,1,3.7354417,,400.0,2009
Transit,1,2.810595,,193.0,2011
Radial Velocity,4,12.9292,0.017,6.27,2005
Transit,3,143.34394,,1400.0,2012
Transit,1,2.152226,,147.0,2007
Transit,2,27.9481449,,,2012
Transit,6,13.0241,,,2010
Transit,1,1.51214,,1340.0,2010
Transit,1,3.7354417,,400.0,2009
Radial Velocity,6,,,12.83,2012
Radial Velocity,2,1708.0,1.92,37.16,2002
Radial Velocity,2,572.4,,,2003
Transit,2,13.83989,,,2012
Radial Velocity,6,51.76,,12.83,2012
Radial Velocity,1,356.0,,131.41,2009
Radial Velocity,2,237.6,,42.09,2009
Radial Velocity,1,3.2357,0.0036,,2012
Transit,2,8.306,,,2012
Radial Velocity,1,5.3978,,16.82,2008
Transit,1,1.7429935,,200.0,2008
Imaging,1,,,40.85,2006
Transit,1,3.54846,,,2009
Radial Velocity,1,1333.0,2.58,32.99,2007
Radial Velocity,1,677.8,,,2007
Radial Velocity,1,17.991,,,2005
Transit,1,2.7566004,,250.0,2010
Radial Velocity,5,14.651,0.8,12.53,1996
Radial Velocity,2,2140.2,,42.43,2000
Transit,1,3.6936411,,200.0,2012
Radial Velocity,1,387.1,,168.92,2011
Transit,1,2.7033904,1.47,,2013
Transit,1,4.124481,,254.0,2010
Imaging,1,,,,2011
Radial Velocity,1,842.0,0.75,55.1,2009
Transit,2,8.9858,,,2011
Transit,1,1.4822446,,360.0,2011
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,2,634.23,,,2004
Radial Velocity,2,883.0,,74.79,2010
Radial Velocity,2,3.8728,0.027,20.1,2013
Radial Velocity,2,17.1,0.057,15.89,2005
Transit,1,2.455239,,333.0,2011
Radial Velocity,1,2208.0,1.45,44.54,2012
Radial Velocity,1,70.46,0.3,30.5,2005
Radial Velocity,1,311.288,,17.24,1999
Radial Velocity,2,37.91,,33.98,2008
Transit,2,7.2037945,,,2012
Transit,1,289.8623,,190.0,2011
Transit,1,,,,2013
Radial Velocity,1,2157.0,,,2009
Radial Velocity,5,261.2,0.172,12.53,2007
Radial Velocity,2,428.5,,,2009
Radial Velocity,1,591.9,,36.02,2006
Radial Velocity,1,3.024,0.249,,2000
Transit,1,2.2167421,,340.0,2012
Radial Velocity,1,615.0,,35.88,2011
Transit,7,91.93913,,780.0,2013
Radial Velocity,1,103.95,5.76,55.19,2008
Radial Velocity,1,439.3,0.502,60.46,2005
Transit,1,289.8623,,190.0,2011
Radial Velocity,1,670.0,,110.62,2011
Radial Velocity,1,2.391,,76.51,2009
Transit,1,2.99433,,560.0,2010
Transit,2,12.3335,,,2011
Transit,2,0.853585,,,2009
Radial Velocity,1,951.0,4.5,40.75,2001
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,436.9,,150.38,2011
Radial Velocity,2,820.3,,,2014
Transit,1,3.2130598,,142.5,2009
Transit,2,4.62332,,,2014
Radial Velocity,1,1561.0,7.71,51.97,2003
Radial Velocity,3,31.56,,,2006
Radial Velocity,2,85.131,,35.89,2011
Radial Velocity,3,2295.0,,33.24,2002
Radial Velocity,3,1078.0,2.53,14.08,1996
Radial Velocity,1,610.0,2.2,170.07,2009
Transit,1,2.7566004,,250.0,2010
Radial Velocity,1,1773.4,4.64,18.15,2002
Radial Velocity,3,11.577,,14.56,2011
Radial Velocity,2,5.7727,,23.44,2009
Imaging,1,,,18.39,2006
Radial Velocity,5,44.38,0.165,12.53,2004
Radial Velocity,1,6.276,,58.82,2001
Radial Velocity,1,2371.0,,37.05,2008
Radial Velocity,2,1383.4,2.44,46.34,2004
Radial Velocity,1,388.0,,20.98,2005
Radial Velocity,1,373.3,2.3,121.8,2009
Transit,2,,,,2012
Transit,1,1.5089557,,,2008
Transit,3,1.2137672,,38.7,2011
Transit,2,31.3309,,,2011
Transit,2,20.8613,,2100.0,2011
Transit,1,3.6936411,,,2012
Radial Velocity,1,1143.0,,28.88,2003
Transit,2,12.2829,,,2011
Radial Velocity,1,361.1,0.9,132.8,2011
Radial Velocity,2,194.3,,43.4,2007
Transit,1,288.822,,1499.0,2011
Transit,2,13.83989,,,2012
Transit,1,59.87756,,,2013
Radial Velocity,1,268.94,,50.03,2009
Radial Velocity,1,380.8,,,2010
Transit,1,0.813475,,80.0,2011
Transit,2,24.806,,,2013
Radial Velocity,2,,21.42,,2009
Radial Velocity,1,417.9,,70.42,2012
Radial Velocity,1,163.9,5.02,65.79,2008
Transit,2,36.855,,,2013
Radial Velocity,2,2102.0,4.04,36.32,2003
Transit,2,17.324,,,2013
Transit,1,3.91405,,2000.0,2007
Transit,1,4.008778,,215.0,2010
Transit,3,,,,2012
Radial Velocity,3,197.0,,12.58,2006
Radial Velocity,1,2.245715,,,2005
Imaging,1,,,45.52,2005
Radial Velocity,1,466.0,,53.82,2010
Microlensing,1,,,7720.0,2012
Transit,1,3.2130598,,142.5,2009
Transit,1,2.152226,,147.0,2007
Transit,1,10.863502,,190.0,2010
Radial Velocity,4,3848.86,,13.47,2010
Radial Velocity,1,6.1335,,88.57,2005
Radial Velocity,1,3.971,0.197,59.7,2002
Transit,1,3.352057,,3200.0,2012
Radial Velocity,2,1270.2,,53.82,2007
Transit,1,4.1250828,,,2008
Radial Velocity,2,225.62,,36.32,2000
Transit,1,2.204737,,320.0,2008
Imaging,1,,,135.0,2013
Transit,1,1.3600309,,93.0,2012
Radial Velocity,1,4.113775,0.45,28.98,2006
Radial Velocity,1,,0.62,,2005
Transit,3,29.33434,,1400.0,2012
Transit,1,3.1606296,,1200.0,2013
Imaging,1,,,,2008
Transit,2,17.9801235,,,2012
Radial Velocity,2,2732.0,,56.5,2012
Radial Velocity,1,2097.0,,85.18,2009
Transit,1,66.262,,,2014
Radial Velocity,1,227.0,1.8,44.15,2002
Transit,1,9.20205,,,2008
Radial Velocity,3,,1.68,47.3,2012
Radial Velocity,2,1624.0,,68.54,2005
Radial Velocity,2,2720.0,,42.88,2012
Transit,1,2.77596,,,2010
Radial Velocity,2,1749.5,18.1,37.88,2000
Radial Velocity,2,360.2,2.37,56.5,2012
Radial Velocity,3,31.56,,12.58,2006
Transit,2,17.9801235,,,2012
Transit,1,2.7033904,,,2013
Radial Velocity,1,3.48777,,80.0,2000
Radial Velocity,1,3416.0,,,2008
Radial Velocity,1,36.96,,93.2,2007
Transit,1,10.863502,,190.0,2010
Transit,1,10.863502,,190.0,2010
Radial Velocity,1,,,80.58,2007
Transit,3,85.312,,,2012
Radial Velocity,1,1634.0,14.2,38.26,2009
Transit,1,1.4822446,,360.0,2011
Transit,1,6.21229,,380.0,2010
Transit,1,1.5089557,,,2008
Transit,1,4.411953,,,2012
Radial Velocity,3,2473.0,8.06,64.56,2003
Transit,2,48.648,,,2013
Radial Velocity,1,1333.0,2.58,32.99,2007
Transit,1,3.408821,,,2010
Radial Velocity,2,395.8,,68.54,2002
Radial Velocity,1,1966.1,1.34,48.64,2011
Transit,2,17.9801235,,,2012
Radial Velocity,1,2208.0,1.45,44.54,2012
Radial Velocity,2,44.236,,42.68,2009
Radial Velocity,2,1046.0,,28.04,2011
Radial Velocity,1,1840.0,,67.61,2009
Radial Velocity,6,16.3567,,39.39,2010
Radial Velocity,3,2391.0,0.54,,2001
Radial Velocity,1,439.3,0.502,60.46,2005
Transit,1,,,,2011
Radial Velocity,3,38.021,,8.52,2009
Transit,1,3.332687,,542.0,2012
Transit,1,4.411953,,160.0,2012
Radial Velocity,1,963.0,2.54,43.03,2004
Transit,1,3.101278,,,2004
Radial Velocity,1,903.3,,13.79,2003
Radial Velocity,3,33.941,,25.59,2011
Radial Velocity,6,2248.0,0.205,39.39,2010
Radial Velocity,1,16.2,,223.21,2010
Transit,1,2.143634,,,2011
Radial Velocity,1,689.0,1.5,182.82,2011
Transit,1,17.815815,,1107.0,2013
Radial Velocity,1,653.22,9.7,33.46,2002
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,3724.7,,,2011
Transit,1,2.691548,,322.0,2014
Microlensing,2,5100.0,,,2008
Transit,2,15.5741568,,,2012
Radial Velocity,1,2371.0,,37.05,2008
Transit,1,4.641878,,447.0,2012
Transit,2,8.041,,,2013
Radial Velocity,3,51.645,1.8,,2003
Radial Velocity,2,237.6,0.33,42.09,2009
Radial Velocity,1,798.5,,21.41,1996
Transit,1,3.361006,,,2009
Transit,3,19.24,,,2010
Orbital Brightness Modulation,2,0.342887,,1180.0,2011
Radial Velocity,1,499.4,,51.87,2008
Radial Velocity,2,2102.0,,36.32,2003
Radial Velocity,1,,,20.48,2014
Transit,1,2.204737,,320.0,2008
Transit,4,42.8961,,,2014
Transit,2,242.4613,,,2013
Radial Velocity,3,25.6,0.024,14.97,2013
Radial Velocity,1,311.6,1.6,115.21,2013
Transit,1,1.3371182,,,2011
Radial Velocity,2,2500.0,,121.36,2008
Transit,5,5.90124,,303.0,2011
