mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
29.8,3,68.0,80,2251,16.9,73,japan,honda prelude
15.3,5,440.0,,4613,18.2,73,usa,chevrolet vega
20.7,4,90.0,90,5140,13.8,74,usa,dodge colt hardtop
22.9,4,103.0,94,5140,19.5,74,europe,volkswagen type 3
34.0,5,130.0,72,2903,14.8,74,japan,toyota corona hardtop
18.9,7,166.0,74,4145,14.6,74,usa,dodge colt m/m
18.2,7,421.0,79,5140,11.3,74,usa,dodge aries wagon (sw)
29.8,4,79.0,90,2439,11.7,74,europe,renault 12tl
13.4,7,413.0,151,4056,10.3,74,usa,ford ltd
24.1,5,286.0,66,3269,16.6,74,usa,plymouth champ
40.8,4,105.0,114,2152,19.7,74,japan,mazda glc custom l
27.7,4,91.0,84,2111,16.2,74,japan,datsun 510
25.8,6,403.0,128,4165,11.6,74,usa,plymouth valiant
19.1,4,91.0,92,2893,15.4,74,usa,dodge coronet brougham
11.4,8,328.0,124,2609,16.1,74,usa,ford pinto
18.4,4,128.0,78,2073,14.9,74,europe,volkswagen scirocco
15.8,4,406.0,186,5140,12.5,74,usa,amc matador
21.8,4,108.0,63,3236,12.2,74,europe,fiat 124b
36.0,4,91.0,112,2072,15.0,74,europe,opel 1900
33.0,4,120.0,75,1843,14.0,74,europe,peugeot 504 (sw)
10.8,5,274.0,130,3122,15.9,74,usa,ford f108
21.2,5,346.0,166,2450,19.6,74,usa,mercury grand marquis
39.9,4,109.0,60,2024,14.7,74,japan,toyota corona hardtop
24.5,5,201.0,106,3666,13.5,74,usa,oldsmobile starfire sx
21.1,4,69.0,66,3061,16.5,74,europe,vw rabbit
21.3,4,93.0,67,1919,15.3,74,japan,mazda 626
23.9,4,101.0,54,2290,16.7,74,europe,vokswagen rabbit
21.4,4,302.0,105,3737,13.8,74,usa,plymouth 'cuda 340
14.1,7,247.0,102,2093,14.6,74,usa,chevrolet cavalier 2-door
15.4,4,211.0,135,2688,19.6,74,usa,buick regal sport coupe (turbo)
16.9,7,377.0,200,3251,15.4,74,usa,chevrolet chevelle malibu classic
13.4,6,380.0,115,3390,15.0,74,usa,pontiac grand prix
13.5,7,425.0,,2564,12.7,74,usa,ford f108
34.5,5,120.0,84,2901,16.3,74,japan,mazda glc custom
41.6,6,418.0,119,2704,24.8,75,usa,plymouth satellite sebring
37.4,4,91.0,67,2085,12.0,75,japan,mazda rx-4
27.9,8,108.0,79,2765,18.1,75,usa,ford fairmont futura
17.3,8,366.0,47,3266,13.9,75,usa,cadillac eldorado
23.7,5,91.0,76,1809,12.8,75,japan,mazda rx2 coupe
18.1,5,401.0,160,3783,15.7,75,usa,pontiac catalina
17.7,7,207.0,108,2569,15.2,75,usa,ford pinto runabout
28.6,3,118.0,71,2556,19.2,75,japan,toyota celica gt liftback
11.8,5,444.0,162,3471,13.0,75,usa,chevrolet chevelle concours (sw)
18.4,6,149.0,115,2571,19.8,75,usa,buick opel isuzu deluxe
25.0,4,102.0,101,2102,16.1,75,europe,fiat 124b
19.3,7,368.0,137,4782,16.7,75,usa,plymouth duster
24.9,5,383.0,150,3392,8.7,75,usa,dodge omni
11.0,8,421.0,71,4455,15.8,75,usa,plymouth satellite custom
35.5,4,100.0,100,2471,14.9,75,japan,toyota corona liftback
28.9,4,91.0,,2259,18.1,75,japan,honda civic (auto)
25.6,5,256.0,150,3111,13.4,75,usa,oldsmobile cutlass ls
29.9,3,133.0,59,2352,15.7,75,japan,datsun 510
35.7,4,122.0,92,4214,18.2,75,europe,volvo 244dl
12.2,6,169.0,154,4165,10.9,75,usa,buick century luxus (sw)
9.6,7,91.0,99,4177,11.4,75,usa,plymouth volare
17.4,6,247.0,112,4994,10.8,75,usa,plymouth satellite
24.1,4,120.0,68,2039,16.3,75,europe,volkswagen super beetle
18.3,5,253.0,105,3346,11.4,75,usa,amc hornet sportabout (sw)
10.4,7,277.0,170,4015,11.6,75,usa,pontiac phoenix
21.2,6,102.0,131,1946,18.2,75,usa,dodge aries se
11.2,8,332.0,129,5140,15.9,75,usa,chevrolet chevelle malibu
14.6,5,354.0,105,3127,14.8,75,usa,amc hornet
30.7,4,81.0,94,2288,12.9,75,japan,toyota corona hardtop
30.4,4,103.0,58,4825,10.3,76,europe,peugeot 504 (sw)
17.7,8,87.0,72,2776,24.8,76,usa,chevrolet cavalier 2-door
28.4,4,115.0,71,2255,10.7,76,europe,audi 5000
21.3,5,205.0,123,2787,11.9,76,usa,chevrolet cavalier wagon
18.0,7,174.0,147,3381,15.0,76,usa,chrysler lebaron medallion
38.3,5,68.0,68,2251,14.6,76,japan,honda civic cvcc
17.4,8,348.0,156,2117,17.4,76,usa,plymouth satellite custom (sw)
23.1,4,112.0,68,2606,18.0,76,europe,volkswagen type 3
21.9,8,440.0,130,2724,16.2,76,usa,chevrolet caprice classic
32.1,4,101.0,71,2772,15.3,76,europe,fiat strada custom
30.9,4,83.0,62,1835,19.7,76,japan,nissan stanza xe
38.8,4,112.0,56,1831,12.7,76,japan,honda civic cvcc
14.5,4,198.0,108,2083,14.0,76,usa,plymouth horizon tc3
31.1,5,319.0,92,3269,17.6,76,usa,chevy c20
18.8,4,112.0,103,1789,13.1,76,japan,datsun 200sx
17.5,7,307.0,133,2463,17.9,76,usa,mercury marquis brougham
20.5,6,298.0,80,2303,15.1,76,usa,dodge colt (sw)
20.1,8,161.0,118,2756,13.5,76,usa,chevrolet impala
24.3,6,269.0,73,4442,13.4,76,usa,ford futura
21.1,4,97.0,89,1926,18.4,76,europe,audi 100ls
23.9,4,293.0,77,4219,14.6,76,usa,ford fairmont
21.0,6,424.0,110,2598,14.7,76,usa,dodge d100
16.7,6,179.0,111,3344,13.1,76,usa,ford granada ghia
23.4,7,439.0,122,3258,17.8,76,usa,chevroelt chevelle malibu
19.3,7,252.0,150,2280,14.2,76,usa,pontiac astro
11.9,7,452.0,90,2620,13.5,76,usa,amc ambassador brougham
21.6,7,369.0,141,3822,15.6,76,usa,dodge d200
19.6,7,292.0,96,2643,16.1,76,usa,pontiac phoenix
35.5,4,123.0,98,2364,19.2,76,japan,toyouta corona mark ii (sw)
19.6,5,367.0,55,3080,12.6,76,usa,amc ambassador brougham
24.1,6,233.0,93,3610,11.6,76,usa,dodge d100
11.5,5,265.0,75,3297,14.6,76,usa,buick century
18.4,6,139.0,145,2711,14.7,76,usa,ford mustang ii 2+2
21.0,6,107.0,107,2846,16.0,76,usa,pontiac catalina brougham
12.9,5,295.0,142,4042,15.6,76,usa,amc concord
23.9,4,102.0,85,2357,17.4,77,europe,volkswagen rabbit
26.4,4,107.0,118,1929,15.2,77,europe,fiat 128
25.6,4,120.0,97,2447,17.0,77,europe,opel manta
23.1,6,203.0,95,4287,15.1,77,usa,mercury monarch ghia
34.4,6,404.0,77,4470,13.1,77,usa,dodge rampage
19.0,5,105.0,143,2291,13.0,77,usa,ford country squire (sw)
16.3,8,415.0,126,2594,15.7,77,usa,amc spirit dl
34.7,5,103.0,57,2516,15.4,77,japan,datsun 710
15.2,7,225.0,101,2491,13.9,77,usa,dodge dart custom
18.3,8,200.0,140,3793,12.8,77,usa,plymouth sapporo
17.6,6,389.0,78,3955,15.6,77,usa,chrysler lebaron salon
35.7,5,108.0,82,2441,16.7,77,japan,datsun 510
13.9,7,176.0,95,3732,17.8,77,usa,ford granada l
17.7,6,257.0,57,4269,18.0,77,usa,pontiac ventura sj
19.3,4,131.0,86,2246,18.9,77,europe,saab 99le
18.3,5,283.0,167,3436,19.8,77,usa,oldsmobile cutlass ciera (diesel)
10.8,5,148.0,75,3656,24.8,77,usa,plymouth volare custom
25.9,4,94.0,78,1854,14.5,77,europe,saab 99e
29.8,7,303.0,79,2186,20.0,77,usa,ford mustang ii 2+2
25.6,4,125.0,61,3173,15.3,77,europe,fiat 128
26.6,5,124.0,82,3613,12.9,77,usa,plymouth custom suburb
28.4,4,108.0,85,2912,13.9,77,europe,audi 5000
22.5,5,259.0,79,3598,11.0,77,usa,ford f108
33.7,5,158.0,74,1981,11.1,77,japan,datsun b210 gx
15.5,5,359.0,100,4968,12.6,77,usa,oldsmobile cutlass ls
23.1,6,294.0,145,3456,15.7,78,usa,mercury zephyr 6
22.2,7,109.0,115,3976,21.8,78,usa,amc spirit dl
17.2,6,205.0,112,2787,18.1,78,usa,amc hornet sportabout (sw)
15.6,4,114.0,94,2767,17.9,78,usa,dodge coronet custom
28.7,4,99.0,57,2027,13.4,78,japan,toyota celica gt liftback
18.5,4,198.0,52,3111,14.9,78,usa,dodge aries se
17.3,6,206.0,69,4421,17.3,78,usa,amc pacer
18.0,6,328.0,141,3765,19.3,78,usa,dodge coronet brougham
15.1,6,334.0,121,3268,14.5,78,usa,dodge colt hardtop
39.5,4,118.0,65,1957,17.0,78,japan,datsun b-210
25.6,4,267.0,53,4856,15.5,78,usa,pontiac phoenix lj
22.9,4,78.0,52,2133,15.5,78,japan,toyota mark ii
24.1,4,102.0,71,2400,19.0,78,europe,renault lecar deluxe
26.0,6,238.0,152,3328,11.8,78,usa,chevrolet nova
36.7,4,179.0,69,2487,12.7,78,japan,toyota corolla tercel
16.8,7,453.0,90,3062,15.0,78,usa,ford pinto (sw)
23.0,5,358.0,134,2971,16.5,78,usa,ford escort 4w
17.0,7,162.0,150,3118,12.9,78,usa,amc pacer d/l
12.8,6,123.0,228,2684,22.3,78,usa,chevrolet concours
23.6,4,118.0,50,2954,13.4,78,japan,datsun 210
15.2,4,159.0,96,1963,11.8,78,europe,mercedes-benz 280s
23.3,6,265.0,153,1727,13.6,78,usa,chevrolet chevelle concours (sw)
21.1,7,191.0,113,3418,13.9,78,usa,dodge colt m/m
27.7,4,103.0,,1818,13.6,78,japan,datsun b210 gx
22.2,7,211.0,67,4296,18.7,78,usa,buick lesabre custom
25.2,5,141.0,103,3659,15.9,78,usa,ford mustang ii
36.8,7,120.0,161,3570,15.4,78,usa,oldsmobile cutlass supreme
17.1,8,429.0,96,3047,16.2,78,usa,chevy c20
24.0,4,86.0,62,1883,16.3,78,europe,mercedes-benz 240d
30.3,5,166.0,56,3394,14.8,78,usa,buick lesabre custom
17.9,8,409.0,95,2490,14.1,78,usa,chevrolet monte carlo landau
19.4,4,127.0,78,2316,12.8,78,europe,mercedes-benz 280s
29.7,4,104.0,70,2310,16.0,79,europe,audi 100 ls
14.0,5,71.0,65,2287,17.5,79,japan,mazda glc
31.1,4,104.0,72,2103,17.8,79,europe,vw rabbit custom
25.8,4,161.0,188,2780,15.9,79,usa,chevrolet vega (sw)
33.5,5,445.0,147,3236,13.2,79,usa,chevrolet bel air
13.9,4,369.0,98,4371,18.5,79,usa,ford f108
21.6,5,378.0,97,3537,13.5,79,usa,plymouth horizon miser
9.0,7,276.0,88,3213,18.4,79,usa,plymouth custom suburb
16.6,8,405.0,107,3543,18.3,79,usa,dodge d200
29.3,5,347.0,135,3531,16.5,79,usa,chevrolet citation
32.7,5,76.0,69,1782,10.5,79,japan,honda civic 1500 gl
21.4,7,222.0,148,4020,16.6,79,usa,pontiac phoenix
15.7,4,452.0,157,3096,12.7,79,usa,plymouth satellite sebring
12.6,7,269.0,82,3244,12.3,79,usa,ford pinto runabout
34.8,4,78.0,72,2076,11.3,79,japan,datsun 280-zx
25.1,5,335.0,109,4029,16.5,79,usa,plymouth fury
19.6,5,441.0,101,2987,15.2,79,usa,chevrolet chevelle malibu
22.4,6,282.0,,2004,15.1,79,usa,dodge colt hatchback custom
31.8,4,103.0,71,2304,21.2,79,japan,datsun pl510
39.4,4,79.0,108,1834,14.0,79,europe,audi 100 ls
30.5,7,377.0,70,4330,18.0,79,usa,plymouth volare premier v8
29.0,3,116.0,58,2294,17.6,79,japan,toyota corolla liftback
25.3,4,134.0,77,1953,18.0,79,europe,volkswagen jetta
18.6,5,148.0,105,2271,15.0,79,usa,chevrolet cavalier
20.2,5,373.0,125,3889,17.0,79,usa,buick estate wagon (sw)
15.3,5,191.0,98,3308,11.7,79,usa,amc concord
14.3,5,226.0,117,2972,17.6,79,usa,amc concord dl 6
24.1,5,202.0,104,2076,14.3,79,usa,dodge aries se
30.3,4,108.0,100,2524,16.9,79,japan,datsun 210 mpg
31.1,4,79.0,49,2367,15.0,79,europe,peugeot 505s turbo diesel
24.7,4,96.0,66,1945,15.7,79,japan,mazda rx-4
21.6,4,346.0,179,2773,16.7,79,usa,chevrolet malibu classic (sw)
16.1,8,118.0,88,4220,14.8,79,usa,dodge diplomat
27.4,6,301.0,92,4180,18.9,79,usa,ford granada gl
17.0,7,224.0,91,3905,14.3,79,usa,ford granada gl
33.4,4,103.0,79,1988,16.2,79,japan,toyota corolla liftback
22.7,5,168.0,86,3291,11.9,79,usa,chevrolet nova
24.6,4,123.0,98,2289,13.8,79,europe,mercedes-benz 280s
18.8,4,107.0,114,2499,18.7,79,japan,honda civic
21.7,5,68.0,91,2127,24.4,80,japan,mazda glc deluxe
14.9,6,130.0,80,5140,10.4,80,usa,chrysler lebaron town @ country (sw)
20.9,4,280.0,104,2363,15.1,80,usa,ford torino
13.3,6,347.0,103,3958,11.6,80,usa,oldsmobile starfire sx
27.5,4,85.0,69,1995,13.7,80,japan,datsun 310
25.3,4,159.0,86,2405,17.0,80,japan,subaru
18.5,6,337.0,67,2094,22.6,80,usa,ford mustang ii
16.2,7,154.0,219,3946,15.8,80,usa,mercury zephyr 6
18.1,7,148.0,138,3497,20.3,80,usa,ford mustang
39.5,5,303.0,60,3320,12.1,80,usa,ford ltd landau
18.2,5,100.0,70,2623,17.1,80,usa,oldsmobile starfire sx
9.0,3,118.0,74,2442,13.4,80,japan,honda accord
12.7,8,267.0,88,2615,14.3,80,usa,chevrolet vega (sw)
17.3,4,125.0,79,2150,13.8,80,europe,renault 12 (sw)
31.4,4,77.0,60,2107,18.5,80,europe,vw dasher (diesel)
14.7,7,182.0,110,3561,16.3,80,usa,pontiac lemans v6
28.5,4,81.0,70,1859,16.8,80,japan,toyota carina
26.6,5,109.0,94,2207,18.5,80,usa,pontiac grand prix lj
30.9,4,77.0,104,2076,14.1,80,japan,honda civic
28.8,4,123.0,92,2380,12.3,80,europe,renault 12 (sw)
22.8,6,259.0,137,2195,20.2,80,usa,plymouth satellite custom
13.0,6,333.0,128,4424,16.0,80,usa,buick estate wagon (sw)
21.3,4,108.0,95,1983,19.1,80,japan,datsun 510 hatchback
33.9,4,82.0,89,2043,14.1,80,europe,volkswagen dasher
14.0,6,97.0,195,3246,17.2,80,usa,buick skylark
28.2,4,78.0,62,4048,17.6,80,europe,saab 99le
19.9,7,298.0,92,4352,18.8,80,usa,plymouth volare premier v8
39.8,4,97.0,65,1613,12.1,80,japan,honda prelude
23.1,4,405.0,135,3247,15.8,80,usa,amc matador (sw)
16.9,5,295.0,187,2183,14.6,80,usa,dodge colt hardtop
26.1,5,279.0,136,2504,13.7,80,usa,mercury capri v6
23.8,8,115.0,89,4720,17.1,80,usa,chevrolet caprice classic
32.7,4,109.0,78,1997,15.6,81,japan,toyota celica gt liftback
23.4,5,83.0,62,2715,16.1,81,japan,datsun 1200
20.7,6,443.0,115,2694,16.2,81,usa,chevrolet malibu
24.2,7,429.0,122,2900,14.6,81,usa,chevrolet impala
19.5,6,376.0,146,2626,18.2,81,usa,amc ambassador brougham
29.3,4,93.0,69,2324,11.3,81,japan,toyota tercel
24.8,5,182.0,126,3034,21.0,81,usa,pontiac firebird
16.6,4,409.0,164,5140,10.9,81,usa,plymouth champ
25.3,4,82.0,,1845,14.9,81,europe,volkswagen jetta
12.1,6,233.0,151,1777,16.1,81,usa,pontiac phoenix
32.8,4,99.0,55,2516,16.1,81,japan,datsun 710
32.1,4,130.0,72,1936,17.9,81,europe,volkswagen rabbit
21.0,5,354.0,124,3500,12.6,81,usa,plymouth satellite sebring
22.7,7,205.0,106,4131,16.9,81,usa,ford fiesta
29.3,4,77.0,104,2524,16.6,81,japan,maxda rx3
36.1,4,95.0,76,2718,12.2,81,japan,toyota cressida
20.9,5,407.0,122,4560,12.5,81,usa,ford maverick
21.2,4,84.0,100,1828,11.9,81,europe,fiat strada custom
13.5,6,372.0,150,3816,18.1,81,usa,ford gran torino
25.0,8,139.0,165,4209,17.6,81,usa,oldsmobile delta 88 royale
12.2,7,232.0,134,3431,12.2,81,usa,chrysler new yorker brougham
20.2,5,86.0,68,3023,13.3,81,usa,chevrolet chevette
20.4,5,204.0,119,2495,14.5,81,usa,buick electra 225 custom
28.1,4,121.0,115,2395,14.8,81,europe,renault 18i
29.1,4,102.0,94,2146,22.3,81,europe,audi 100 ls
24.5,6,251.0,123,3094,13.2,81,usa,dodge monaco brougham
9.3,7,265.0,152,3738,15.4,81,usa,ford mustang cobra
25.7,7,452.0,112,3582,19.8,81,usa,mercury zephyr 6
9.0,5,91.0,91,2507,18.6,81,usa,ford fairmont (man)
14.5,5,142.0,95,4007,17.7,81,usa,plymouth volare
33.6,4,321.0,134,4134,15.6,81,usa,amc ambassador sst
15.9,5,380.0,163,3500,15.3,81,usa,amc hornet
27.3,5,117.0,76,2698,17.3,81,japan,datsun b-210
27.2,5,116.0,76,2430,14.9,82,japan,mazda rx-7 gs
33.7,4,88.0,69,2326,20.7,82,europe,volvo 264gl
11.8,5,249.0,113,4141,12.3,82,usa,ford fairmont
27.1,6,155.0,100,2931,13.4,82,usa,ford granada ghia
22.2,4,133.0,89,3933,18.0,82,europe,renault 18i
33.1,4,109.0,53,3215,14.4,82,europe,volkswagen 411 (sw)
15.7,5,190.0,110,2578,15.8,82,usa,buick opel isuzu deluxe
15.4,5,422.0,66,3480,15.6,82,usa,amc concord d/l
22.0,4,82.0,67,2284,21.3,82,japan,datsun 200-sx
19.0,7,145.0,212,3592,18.9,82,usa,amc concord
21.4,5,345.0,91,4586,15.3,82,usa,mercury zephyr 6
15.8,5,399.0,108,4951,19.4,82,usa,chrysler new yorker brougham
28.5,6,363.0,70,3533,13.6,82,usa,ford fairmont
17.8,8,424.0,68,4505,14.1,82,usa,pontiac phoenix
18.3,6,333.0,128,3250,9.0,82,usa,amc hornet sportabout (sw)
18.6,5,453.0,124,3753,23.8,82,usa,oldsmobile omega
38.1,4,121.0,73,2273,12.4,82,europe,volvo 145e (sw)
19.5,4,112.0,46,1848,16.1,82,europe,audi fox
23.9,7,239.0,103,3063,13.1,82,usa,oldsmobile cutlass ciera (diesel)
21.8,8,243.0,151,2758,14.9,82,usa,plymouth fury
27.4,4,92.0,120,2182,19.3,82,japan,toyota carina
26.6,6,261.0,221,2401,18.1,82,usa,ford escort 2h
14.6,5,230.0,104,4240,13.7,82,usa,buick opel isuzu deluxe
23.1,4,115.0,88,2305,17.0,82,europe,renault 12 (sw)
28.8,7,159.0,67,3473,15.8,82,usa,ford country squire (sw)
38.6,4,94.0,53,2293,12.8,82,europe,volkswagen dasher
26.9,4,76.0,58,2015,18.0,82,japan,toyota corona mark ii
18.1,5,133.0,90,3288,15.6,82,usa,mercury lynx l
15.6,5,305.0,108,3468,15.7,82,usa,ford torino 500
9.3,7,218.0,155,1839,12.1,82,usa,chevrolet bel air
12.7,8,415.0,83,3543,15.5,82,usa,amc concord
29.0,4,146.0,103,1869,15.6,82,europe,audi 100ls
